,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,11306,,10000,1,1,10,1,0,0,0,0,10,31,0,500,0,
,11315,,10000,1,1,10,1,0,0,0,0,10,154,3,5000,0,
,11331,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
,11336,,10000,0,0,10,1,0,0,0,0,10,112,11337,11315,0,
,11337,,10000,1,1,10,1,0,0,0,0,30,154,3,5000,0,
,11343,,10000,0,0,10,22,2021,0,0,0,40,21,106201,1,0,
,11431,,10000,0,1,10,1,0,0,0,0,30,11,13,0,500,
,11491,,10000,0,0,10,44,21,0,0,0,10,99,1149101,1149102,0,
,11492,,10000,0,0,10,44,21,0,0,0,10,99,1149201,1149202,0,
,11493,,10000,0,0,10,44,21,0,0,0,10,99,1149301,1149302,0,
天赋3,20136,,10000,1,1,10,40,21,0,0,0,10,99,20137,0,0,
,20143,,10000,1,1,10,103,1,5,0,0,10,99,20144,0,0,
突破2,40132,,10000,0,0,10,1,0,0,0,0,10,112,40142,40141,0,
,40191,,10000,0,0,10,1,0,0,0,0,10,99,4019101,4019102,4019103,
,463101,,10000,0,1,20,66,1,0,0,0,10,11,32,0,1500,
,463102,,10000,0,1,20,66,2,0,0,0,10,11,32,0,1500,
,463201,,10000,0,1,20,66,1,0,0,0,10,11,32,0,2200,
,463202,,10000,0,1,20,66,2,0,0,0,10,11,32,0,2200,
,463301,,10000,0,1,20,66,1,0,0,0,10,11,32,0,2900,
,463302,,10000,0,1,20,66,2,0,0,0,10,11,32,0,2900,
,480101,,10000,0,1,10,40,0,0,0,0,10,11,13,0,1000,
,480102,,10000,0,1,10,204,0,2,10,0,20,155,1,500,0,
,480201,,10000,0,1,10,40,0,0,0,0,10,11,13,0,1500,
,480202,,10000,0,1,10,204,0,2,10,0,20,155,1,500,0,
,480301,,10000,0,1,10,40,0,0,0,0,10,11,13,0,2000,
,480302,,10000,0,1,10,204,0,2,10,0,20,155,1,500,0,
,508101,,10000,0,0,10,11,73,2,10000,0,10,56,200,10,0,
,508102,,10000,0,0,10,11,73,2,6500,0,10,56,200,10,0,
,508103,,10000,0,0,10,11,73,2,3000,0,10,56,400,10,0,
,508201,,10000,0,0,10,11,73,2,10000,0,10,56,300,10,0,
,508202,,10000,0,0,10,11,73,2,6500,0,10,56,300,10,0,
,508203,,10000,0,0,10,11,73,2,3000,0,10,56,600,10,0,
,508301,,10000,0,0,10,11,73,2,10000,0,10,56,400,10,0,
,508302,,10000,0,0,10,11,73,2,6500,0,10,56,400,10,0,
,508303,,10000,0,0,10,11,73,2,3000,0,10,56,800,10,0,
,508401,,10000,0,0,10,11,73,2,10000,0,10,56,500,10,0,
,508402,,10000,0,0,10,11,73,2,6500,0,10,56,500,10,0,
,508403,,10000,0,0,10,11,73,2,3000,0,10,56,1000,10,0,
,508501,,10000,0,0,10,11,73,2,10000,0,10,56,600,10,0,
,508502,,10000,0,0,10,11,73,2,6500,0,10,56,600,10,0,
,508503,,10000,0,0,10,11,73,2,3000,0,10,56,1200,10,0,
,509101,,10000,0,0,10,11,73,2,10000,0,10,151,200,0,0,
,509102,,10000,0,0,10,11,73,2,6500,0,10,151,200,0,0,
,509103,,10000,0,0,10,11,73,2,3000,0,10,151,400,0,0,
,509201,,10000,0,0,10,11,73,2,10000,0,10,151,300,0,0,
,509202,,10000,0,0,10,11,73,2,6500,0,10,151,300,0,0,
,509203,,10000,0,0,10,11,73,2,3000,0,10,151,600,0,0,
,509301,,10000,0,0,10,11,73,2,10000,0,10,151,400,0,0,
,509302,,10000,0,0,10,11,73,2,6500,0,10,151,400,0,0,
,509303,,10000,0,0,10,11,73,2,3000,0,10,151,800,0,0,
,509401,,10000,0,0,10,11,73,2,10000,0,10,151,500,0,0,
,509402,,10000,0,0,10,11,73,2,6500,0,10,151,500,0,0,
,509403,,10000,0,0,10,11,73,2,3000,0,10,151,1000,0,0,
,509501,,10000,0,0,10,11,73,2,10000,0,10,151,600,0,0,
,509502,,10000,0,0,10,11,73,2,6500,0,10,151,600,0,0,
,509503,,10000,0,0,10,11,73,2,3000,0,10,151,1200,0,0,
,1049101,,10000,0,0,12,51,0,0,0,0,11,21,100901,1,0,
,1119101,,10000,1,1,10,71,0,0,0,0,10,11,16,0,2000,
,1119201,,10000,1,1,10,71,0,0,0,0,10,11,16,0,2500,
,1119301,,10000,1,1,10,71,0,0,0,0,10,11,16,0,3000,
,1149101,,10000,0,1,10,1,0,0,0,0,10,40,21,1,10000,
,1149102,,10000,0,1,10,1,0,0,0,0,10,21,104601,2,0,
,1149201,,10000,0,1,10,1,0,0,0,0,10,40,21,1,10000,
,1149202,,10000,0,1,10,1,0,0,0,0,10,21,104601,3,0,
,1149301,,10000,0,1,10,1,0,0,0,0,10,40,21,1,10000,
,1149302,,10000,0,1,10,1,0,0,0,0,10,21,104601,4,0,
,4019103,,5000,0,0,10,44,0,0,0,0,10,99,4019104,0,0,
,4019104,,10000,0,0,20,24,1024,1,1,0,10,21,200903,1,0,
,1607,,10000,0,1,40,40,80,0,0,0,10,21,800016,1,0,
