,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,required
罗兰颂歌,10108,0,1,0,0,0,3,"0 2001 -5.91,0.05,-14.87",1,,0,0,0,0,0,"-5.91,0.05,-14.87",0,101
罗兰颂歌,10109,0,1,0,0,0,3,"0 2001 -7.79,0.05,-15.66",1,,0,0,0,0,0,"-7.79,0.05,-15.66",0,108
,10110,0,1,0,0,0,3,"0 2001 1.50,0.05,-11.93",1,,0,0,0,0,0,"1.50,0.05,-11.93",0,101
兽潮侵扰,10111,0,1,0,0,0,3,"0 2001 8.73,0.05,-17.75",1,,1,0,0,0,0,"8.73,0.05,-17.75",0,101
由莉的执念,10112,0,1,0,0,0,3,"0 2001 -30.71,0.05,-10.79",1,,1,0,0,0,0,"-30.71,0.05,-10.79",0,105
,10113,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
由莉的执念,10114,0,1,0,0,0,3,"0 2001 8.73,0.05,-17.75",1,,1,0,0,0,0,"8.73,0.05,-17.75",0,101
雷克兽巢穴,10115,0,1,0,0,0,3,1 2001 20046,1,,1,0,0,0,0,20046,0,101
由莉升天,10116,0,1,0,0,0,3,"0 2001 13.88,1.22,-27.59",1,,1,0,0,0,0,"13.88,1.22,-27.59",0,101
温丽的预言,10117,0,1,0,0,0,3,"0 2001 1.52,0.15,-0.06",1,,1,0,0,0,0,"1.52,0.15,-0.06",0,101
目标，罗兰镇,10118,0,1,0,0,0,3,"0 2001 -1.61,0.05,-1.41",1,,1,0,0,0,0,"-1.61,0.05,-1.41",0,101
目标，罗兰镇,10119,0,1,0,0,0,3,"0 2001 8.73,0.05,-17.75",1,,1,0,0,0,0,"8.73,0.05,-17.75",0,101
目标，罗兰镇,10126,0,1,0,0,0,3,"0 2001 -39.49,0.11,24.12",1,,0,0,0,0,0,"-39.49,0.11,24.12",0,103
传说中的罗兰镇,10127,0,1,0,0,0,3,"0 2001 -70.25,1.00,26.86",1,,1,0,0,0,0,"-70.25,1.00,26.86",0,101
传说中的罗兰镇,10128,0,1,0,0,0,3,1 2001 20049,1,,1,0,0,0,0,20049,0,101
传说中的罗兰镇,10129,0,1,1,0,0,3,1 2001 60041,1,,1,0,0,0,0,,0,104
传说中的罗兰镇,10130,0,1,1,0,0,3,"0 2001 -96.97,2.18,22.25",1,,1,0,0,0,0,"-96.97,2.18,22.25",0,101
传说中的罗兰镇,10131,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
名侦探镇长大卫,10132,0,1,0,0,0,3,"0 2001 -74.36,0.85,23.58",1,,1,0,0,0,0,"-74.36,0.85,23.58",0,101
名侦探镇长大卫,10133,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,0
名侦探镇长大卫,10134,0,1,0,0,0,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,0,"-85.19,2.58,26.72",0,101
玫瑰团的叫嚣,10135,0,1,0,0,0,3,1 2001 20051,1,,0,2001,10022,0,0,20051,0,102
温丽的天才计划,10136,0,1,0,0,0,3,1 2001 20136,1,,1,0,0,0,0,20136,0,101
温丽的天才计划,10137,0,1,2,0,0,3,"0 2001 -67.88,0.06,5.54",1,,0,2001,10022,8,0,"-67.88,0.06,5.54",0,106
赏金猎人出击,10138,0,1,0,0,0,3,1 2001 20050,1,,1,0,0,0,0,20050,0,101
赏金猎人出击,10139,0,1,0,0,0,3,2 2001 900134,1,,0,0,0,0,0,0,0,103
勇闯玫瑰团驻地,10140,0,1,0,0,0,3,"0 2001 -69.53,0.06,-7.10",1,,0,0,0,0,0,"-69.53,0.06,-7.10",0,105
凯旋而归,10141,0,1,0,0,0,3,"0 2001 -69.53,0.06,-7.10",1,,1,0,0,0,0,"-69.53,0.06,-7.10",0,101
凯旋而归,10142,0,1,2,0,0,3,"0 2001 -70.25,1.00,26.86",1,,0,2001,2024,5,0,"-64.55,0.05,21.58",0,106
凯旋而归,10143,0,1,0,0,0,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,0,"-85.19,2.58,26.72",0,101
失之交臂,10144,0,1,0,0,0,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,0,"-85.19,2.58,26.72",0,101
失之交臂,10145,0,1,0,0,0,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,0,"-85.19,2.58,26.72",0,0
星空下的秘密,10146,0,1,0,0,0,3,"0 2001 -96.54,2.33,21.07",1,,0,0,0,0,0,"-96.54,2.33,21.07",0,101
右相的双重身份,10147,0,1,0,0,0,3,"0 2001 -56.72,-0.67,45.81",1,,1,0,0,0,0,"-56.72,-0.67,45.81",0,101
右相的双重身份,10148,0,1,0,0,0,3,1 1000 20225,1,,0,0,0,0,0,20225,0,101
水晶球里的人,10149,0,1,0,0,0,3,"0 1000 -82.36,23.24,68.26",1,,1,0,0,0,0,"-82.36,23.24,68.26",0,101
水晶球里的人,10150,0,1,0,0,0,3,"0 1000 1.47,22.79,70.39",1,,0,0,0,0,0,"1.47,22.79,70.39",0,101
,10151,0,1,2,0,0,3,1 2001 20132,1,,1,2001,2007,10,0,20132,0,106
,10152,0,1,0,0,0,3,"0 2001 -92.77,0.07,-84.79",1,,0,0,0,0,0,"-92.77,0.07,-84.79",0,101
,10153,0,1,0,0,0,3,"0 2001 -62.35,0.10,-78.43",1,,0,0,0,0,0,"-62.35,0.10,-78.43",0,102
,10154,0,1,0,0,0,3,1 2001 20057,1,,0,0,0,0,0,20057,0,101
,10155,0,1,0,0,0,3,"0 2001 -69.98,9.80,-98.33",1,,1,0,0,0,0,"-69.98,9.80,-98.33",0,101
,10156,0,1,0,0,0,3,"0 2001 -66.67,9.80,-98.83",1,,1,0,0,0,0,"-66.67,9.80,-98.83",0,108
,10157,0,1,0,0,0,3,1 2001 20059,1,,1,0,0,0,0,20059,0,101
,10158,0,1,0,0,0,3,1 2001 20060,1,,1,0,0,0,0,20060,0,101
,10159,0,1,0,0,0,3,1 2001 20061,1,,0,0,0,0,0,20061,0,101
,10160,0,1,0,0,0,3,2 2001 900188,1,,0,0,0,0,0,900188,0,102
,10161,0,1,0,0,0,3,"0 2001 -50.14,0.05,-53.42",1,,1,0,0,0,0,"-50.14,0.05,-53.42",0,101
,10162,0,1,0,0,0,3,1 2001 20058,1,,1,0,0,0,0,20058,0,101
,10163,0,1,0,0,0,3,"0 2001 -106.68,0.05,-103.00",1,,0,0,0,0,0,"-106.68,0.05,-103.00",0,105
,10164,0,1,0,0,0,3,1 2001 20063,1,,1,0,0,0,0,20063,0,101
,10165,0,1,0,0,0,3,"0 2001 -66.67,9.80,-98.83",1,,1,0,0,0,0,"-66.67,9.80,-98.83",0,108
,10166,0,1,0,0,0,3,1 2001 20058,1,,1,0,0,0,0,20058,0,101
,10167,0,1,0,0,0,3,1 2001 20058,1,,0,0,0,0,0,20058,0,101
,10168,0,1,0,0,0,3,1 2001 20058,1,,1,0,0,0,0,20058,0,108
,10169,0,1,0,0,0,3,1 2001 20058,1,,0,0,0,0,0,20058,0,101
,10170,0,1,2,0,0,3,1 2001 20132,1,,0,2001,2007,10,0,20132,0,106
不见踪影,10173,0,1,0,0,0,3,1 2001 30451,1,,0,0,0,0,0,0,0,101
不见踪影,10174,0,1,2,0,0,3,"0 2001 -91.19,0.36,-185.64",1,,0,2001,52009,5,0,0,0,106
不见踪影,10175,0,1,0,0,0,3,1 2001 20130,1,,0,0,0,0,0,20130,0,101
女人的直觉,10176,0,1,0,0,0,3,1 2001 20081,1,,0,0,0,0,0,20081,0,102
赫丽的踪迹,10177,0,1,0,0,0,3,1 2001 20081,1,,0,0,0,0,0,20081,0,101
赫丽的踪迹,10178,0,1,0,0,0,3,"0 2001 -62.04,0.05,-152.74",1,,0,0,0,0,0,0,0,101
赫丽的踪迹,10179,0,1,1,0,0,3,1 2001 60049,1,,0,0,0,0,0,60049,0,101
幕后黑手是他！,10180,0,1,0,0,0,3,1 2001 20082,1,,0,0,0,0,0,20082,0,101
幕后黑手是他！,10181,0,1,2,0,0,3,"0 2001 -91.19,0.36,-185.64",1,,0,2001,2017,5,0,0,0,106
哀嚎神殿,10182,0,1,0,0,0,3,"0 2001 -93.61,0.13,-188.53",1,,0,0,0,0,0,0,0,105
你听说过圣界吗？,10184,0,1,0,0,0,3,"0 1000 -79.16,22.08,25.62",1,,0,0,0,0,0,"-79.16,22.08,25.62",0,101
你听说过圣界吗？,10185,0,1,0,0,0,3,1 1000 20228,1,,0,0,0,0,0,20228,0,101
帝国的新生,10186,0,1,0,0,0,3,"0 1000 16.62,1.18,-25.05",1,,0,0,0,0,0,0,0,0
帝国的新生,10187,0,1,0,0,0,3,"0 1000 -151.30,32.54,68.12",1,,0,0,0,0,0,0,0,101
等待是一门学问,10188,0,1,0,0,0,3,1 1000 20228,1,,0,0,0,0,0,20228,0,101
等待是一门学问,10189,0,1,0,0,0,3,0 1000 0.05 0.04 2.25,1,,0,0,0,0,0,0,0,0
你听说过圣界吗？,10190,0,1,0,0,0,3,1 2001 20131,1,,0,0,0,0,0,20131,0,101
请教特罗德,10191,0,1,0,0,0,3,1 1000 20228,1,,1,0,0,0,0,20228,0,101
了解赫丽的担忧,10192,0,1,0,0,0,3,1 1000 20108,1,,0,0,0,0,0,20108,0,101
找到泰雷,10193,0,1,0,0,0,3,1 2002 20109,1,,1,0,0,0,0,20109,0,101
良药难寻,10194,0,1,0,0,0,3,2 2002 900183,1,,0,0,0,0,0,900183,0,0
泰雷的回忆,10195,0,1,0,0,0,3,1 2002 20109,1,,0,0,0,0,0,20109,0,0
泰雷进行回忆,10196,0,1,0,0,0,3,1 2002 20110,1,,0,0,0,0,0,20110,0,101
泰雷的回忆,10197,0,1,0,0,0,3,1 2002 20110,1,,0,0,0,0,0,20110,0,0
特罗德的叮嘱,10198,0,1,0,0,0,3,"0 2002 6.43,3.91,7.96",1,,1,0,0,0,0,0,0,101
击败铠甲幽灵,10199,0,1,0,0,0,3,2 2002 900184,1,,1,0,0,0,0,900184,0,102
往深处去,10200,0,1,0,0,0,3,"0 2002 -11.55,3.73,10.57",1,,1,0,0,0,0,0,0,101
击败驭魂法师,10201,0,1,0,0,0,3,2 2002 900185,1,,1,0,0,0,0,900185,0,102
前往大帝重刃的所在,10202,0,1,0,0,0,3,"0 2002 -38.90,1.91,8.71",1,,1,0,0,0,0,0,0,101
击败弑魂领主,10203,0,1,0,0,0,3,2 2002 900186,1,,1,0,0,0,0,900186,0,103
破坏封印,10204,0,1,0,0,0,3,1 2002 60063,1,,1,0,0,0,0,60063,0,104
准备前往魔族之心,10205,0,1,0,0,0,3,"0 2002 -39.01,1.65,-21.52",1,,0,0,0,0,0,0,0,101
名誉守卫战,10206,0,1,0,0,0,3,"0 1000 -69.86,20.55,24.70",1,,1,0,0,0,0,"-69.86,20.55,24.70",0,101
名誉守卫战,10207,0,1,0,0,0,3,1 1000 20117,1,,0,0,0,0,0,20117,0,102
大帝之子,10210,0,1,0,0,0,3,1 1000 20225,1,,1,0,0,0,0,20225,0,101
意外的收获,10212,0,1,0,0,0,3,1 1000 20180,1,,1,0,0,0,0,20180,0,101
今天开始当保镖,10214,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
今天开始当保镖,10215,0,1,0,0,0,3,1 1000 20112,1,,0,0,0,0,0,20112,0,101
出发，最强组合,10216,0,1,0,0,0,3,"0 1000 -27.14,22.79,73.64",1,,0,0,0,0,0,"-27.14,22.79,73.64",0,101
,10217,0,1,0,0,0,3,"0 2001 74.63,0.10,-146.24 ",1,,1,0,0,0,0,,0,101
,10218,0,1,0,0,0,3,1 2001 20126,1,,1,0,0,0,0,20126,0,101
击败萨米尔,10221,0,1,0,0,0,3,"0 2002 9.43,3.91,7.96",1,,0,0,0,0,0,,0,105
前往参加神谕会议,10222,0,1,0,0,0,3,1 1000 20108,1,,0,0,0,0,0,20108,0,101
,10223,0,1,0,0,0,3,"0 2001 8.73,0.05,-17.75",1,,1,0,0,0,0,"8.73,0.05,-17.75",0,101
,10224,0,1,0,0,0,3,"0 2001 10.32,0.05,-11.34",1,,0,0,0,0,0,"10.32,0.05,-11.34",0,101
,10225,0,1,0,0,0,3,"0 2001 -5.91,0.05,-14.87",1,,1,0,0,0,0,"-5.91,0.05,-14.87",0,108
赫丽的踪迹,10226,0,1,0,0,0,3,1 2001 20417,1,,0,0,0,0,0,20417,0,101
传说中的罗兰镇,10227,0,1,0,0,0,3,"0 2001 -39.49,0.11,24.12",1,,1,0,0,0,0,"-39.49,0.11,24.12",0,101
传说中的罗兰镇,10228,0,1,0,0,0,3,1 2001 20049,1,,1,0,0,0,0,20049,0,101
帝国的新生,10229,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10230,0,1,0,0,0,3,"0 2003 -68.55,0.10,-23.21",1,,1,0,0,0,0,"-68.55,0.10,-23.21",0,101
,10231,0,1,0,0,0,3,1 2003 20156,1,,0,0,0,0,0,20156,0,102
,10232,0,1,0,0,0,3,1 2003 20159,1,,1,0,0,0,0,20159,0,101
,10233,0,1,0,0,0,3,1 2003 20161,1,,1,0,0,0,0,20161,0,101
,10234,0,1,0,0,0,3,1 2003 20163,1,,0,0,0,0,0,20163,0,101
,10235,0,1,0,0,0,3,"0 2003 -131.93,0.11,-36.02",1,,0,0,0,0,0,"-131.93,0.11,-36.02",0,0
,10236,0,1,0,0,0,3,"0 2003 -135.50,0.153,-41.2",1,,1,0,0,0,0,"-135.50,0.153,-41.2",0,101
,10237,0,1,0,0,0,3,"0 2003 -155.44,0.15,-50.08",1,,1,0,0,0,0,"-155.44,0.15,-50.08",0,101
,10238,0,1,0,0,0,3,2 2003 900190,1,,1,0,0,0,0,900190,0,102
,10239,0,1,1,0,0,3,1 2003 60079,1,,1,0,0,0,0,60079,0,104
,10240,0,1,1,0,0,3,1 2003 60080,1,,1,0,0,0,0,60080,0,104
,10241,0,1,0,0,0,3,1 2003 20166,1,,1,0,0,0,0,20166,0,102
,10242,0,1,0,0,0,3,"0 2003 -150.94,0.153,-36.76",1,,1,0,0,0,0,"-150.94,0.153,-36.76",0,101
,10243,0,1,0,0,0,3,1 2003 20166,1,,0,0,0,0,0,20166,0,101
,10244,0,1,0,0,0,3,"0 2003 -135.50,0.153,-41.2",1,,0,0,0,0,0,"-135.50,0.153,-41.2",0,101
,10245,0,1,0,0,0,3,1 2003 20156,1,,0,0,0,0,0,20156,0,101
,10246,0,1,0,0,0,3,"0 2003 -88.12,0.11,-79.51",1,,0,0,0,0,0,"-88.12,0.11,-79.51",0,105
,10247,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10248,0,1,0,0,0,3,"0 2003 -135.50,0.153,-41.2",1,,1,0,0,0,0,"-135.50,0.153,-41.2",0,101
,10249,0,1,0,0,0,3,1 2003 20165,1,,0,0,0,0,0,20165,0,101
,10250,0,1,0,0,0,3,"0 2003 -155.44,0.15,-50.08",1,,1,0,0,0,0,"-155.44,0.15,-50.08",0,101
,10251,0,1,0,0,0,3,"0 2003 -155.44,0.15,-50.08",1,,1,0,0,0,0,"-155.44,0.15,-50.08",0,101
,10252,0,1,2,0,0,3,"0 2003 -142.74,0.15,-35.19",1,,0,2001,105,0,0,"142.74,0.15,-35.19",0,106
,10253,0,1,0,0,0,3,"0 2003 -141.99,0.11,-38.63",1,,0,0,0,0,0,"-141.99,0.11,-38.63",0,105
,10254,0,1,0,0,0,3,"0 2003 -189.13,0.54,-71.87",1,,0,0,0,0,0,"-189.13,0.54,-71.87",0,101
,10255,0,1,0,0,0,3,"0 2003 -162.06,0.08,-68.79",1,,0,0,0,0,0,"-162.06,0.08,-68.79",0,1
寻找高地入口,10256,0,1,0,0,0,3,"0 2001 -27.06,0.10,-70.38",1,,1,0,0,0,0,0,0,101
获得泰雷的讯息,10257,0,1,0,0,0,3,1 2001 60081,1,,1,0,0,0,0,60081,0,104
获得泰雷的讯息,10258,0,1,0,0,0,3,1 2001 60110,1,,1,0,0,0,0,60110,0,0
获得泰雷的讯息,10259,0,1,0,0,0,3,1 2001 60111,1,,1,0,0,0,0,60111,0,0
破坏隐藏入口的魔法阵,10260,0,1,0,0,0,3,"0 2001 -19.26,0.10,-80.24",1,,1,0,0,0,0,0,0,101
击退怒蝎统领强森,10261,0,1,0,0,0,3,2 2001 900193,1,,1,0,0,0,0,900193,0,103
,10262,0,1,0,0,0,3,2 2001 900193,1,,0,0,0,0,0,900193,0,0
开启高地入口,10263,0,1,0,0,0,3,"0 2001 -19.26,0.10,-80.24",1,,0,0,0,0,0,0,0,101
,10266,0,1,0,0,0,3,"0 2001 10.44,0.13,-14.44",1,,1,0,0,0,0,"10.44,0.13,-14.44",0,101
,10267,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10268,0,1,2,0,0,3,"0 2001 -64.55,0.05,21.58",1,,0,2001,10022,0,0,"-64.55,0.05,21.58",0,106
,10269,0,1,0,0,0,3,"0 1000 -82.36,23.24,68.26",1,,0,0,0,0,0,"-82.36,23.24,68.26",0,101
,10270,0,1,0,0,0,3,1 1000 20112,1,,1,0,0,0,0,20112,0,101
前往三月边陲,10271,0,1,0,0,0,3,"0 2003 25.23,-0.01,7.57",1,,1,0,0,0,0,0,0,101
救下冒险者,10272,0,1,0,0,0,3,1 2003 20181,1,,1,0,0,0,0,20181,0,101
护送冒险者回营地,10273,0,1,2,0,0,3,"0 2003 17.08,-0.01,-35.88",1,,0,2003,2005,0,0,,0,106
打听消息,10274,0,1,0,0,0,3,"0 2003 19.83,-0.01,-38.65",1,,1,0,0,0,0,0,0,101
继续打听消息,10275,0,1,0,0,0,3,"0 2003 23.77,-0.01,-50.91",1,,1,0,0,0,0,0,0,101
击败戈壁火狐,10276,0,1,0,0,0,3,2 2003 900194,1,,1,0,0,0,0,900194,0,102
获得芜拉草,10277,0,1,1,0,0,3,1 2003 60083,1,,1,0,0,0,0,60083,0,0
把芜拉草给布雷登,10278,0,1,0,0,0,3,"0 2003 23.77,-0.01,-50.91",1,,0,0,0,0,0,0,0,101
找首领了解情况,10279,0,1,0,0,0,3,"0 2003 -8.14,0.11,-48.31",1,,1,0,0,0,0,20184,0,101
找到女巫古堡,10280,0,1,0,0,0,3,"0 2003 -25.59,-0.01,-12.00",1,,0,0,0,0,0,0,0,101
和小女巫周旋,10281,0,1,0,0,0,3,1 2003 20202,1,,0,0,0,0,0,20202,0,101
通关女巫古堡,10282,0,1,0,0,0,3,"0 2003 -39.52,-0.01,-14.44",1,,0,0,0,0,0,0,0,105
返回营地,10283,0,1,0,0,0,3,"0 2003 8.99,-0.01,-46.49",1,,1,,0,0,0,0,0,0
找首领埃尼奥谈判,10284,0,1,0,0,0,3,"0 2003 -8.14,0.11,-48.31",1,,0,0,0,0,0,20184,0,102
找首领埃尼奥谈判,10285,0,1,0,0,0,3,"0 2003 -8.14,0.11,-48.31",1,,1,0,0,0,0,20184,0,101
击败假费米,10286,0,1,0,0,0,3,1 2003 20432,1,,0,0,0,0,0,20432,0,102
了解假费米的身份,10287,0,1,0,0,0,3,"0 2003 -11.71,0.2497,-38.45",1,,1,0,0,0,0,"-11.71,0.2497,-38.45",0,101
回到营地休息,10288,0,1,0,0,0,3,1 2003 30318,1,,1,0,0,0,0,30318,0,101
等待魔能结晶充能2:00:00,10289,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,0,101
温丽的梦,10290,0,1,0,0,0,3,"0 2003 4.84,0.00,-44.00",1,,1,0,0,0,0,0,0,101
乘坐飞艇,10291,0,1,0,0,0,3,"0 2003 7.90,1.95,-53.12",1,,1,0,0,0,0,0,0,101
使用魔法飞艇过断裂谷,10292,0,1,0,0,0,3,1 2003 54004,1,,0,0,0,0,0,54004,0,1
,10293,0,1,0,0,0,3,"0 2003 -194.58,0.09,-217.61",1,,1,0,0,0,0,0,0,101
,10294,0,1,0,0,0,3,"0 2003 -201.66,0.09,-235.43",1,,0,0,0,0,0,0,0,102
,10295,0,1,0,0,0,3,1 2003 20205,1,,1,0,0,0,0,20205,0,101
,10296,0,1,2,0,0,3,1 2003 20206,1,,0,2003,108,0,0,20206,0,106
,10297,0,1,1,0,0,3,1 2003 60089,1,,1,0,0,0,0,0,0,104
,10298,0,1,0,0,0,3,2 2003 900200,1,,1,0,0,0,0,900200,0,102
,10299,0,1,0,0,0,3,1 2003 20206,1,,0,0,0,0,0,20206,0,101
