,id,name,des
,42143,噬灵,被中断进攻时，<color=#FFA517>100%</color>几率所有技能冷却降低30%
,42144,噬灵,被中断进攻时，<color=#FFA517>50%</color>几率所有技能冷却降低30%
,42341,涌露,每次队友死亡时，回复<color=#FFA517>500</color>点奥义值
,42342,涌露,每次队友死亡时，回复<color=#FFA517>750</color>点奥义值
,42343,涌露,每次队友死亡时，回复<color=#FFA517>1000</color>点奥义值
,42344,涌露,每次队友死亡时，回复<color=#FFA517>500</color>点奥义值
,1041641,苍盾,使用援护后，下个上场的人获得荆棘结界(反弹<color=#FFA517>30%</color>伤害)
,1041642,苍盾,使用援护后，下个上场的人获得荆棘结界(反弹<color=#FFA517>40%</color>伤害)
,1041643,苍盾,使用援护后，下个上场的人获得荆棘结界(反弹<color=#FFA517>50%</color>伤害)
,1041644,苍盾,使用援护后，下个上场的人获得荆棘结界(反弹<color=#FFA517>30%</color>伤害)
,1051641,烈风,登场/初始在场，获得<color=#FFA517>3</color>层闪避buff 6%(另取名字)，每闪避成功减少1层。）
,1051642,烈风,登场/初始在场，获得<color=#FFA517>4</color>层闪避buff 6%(另取名字)，每闪避成功减少1层。）
,1051643,烈风,登场/初始在场，获得<color=#FFA517>5</color>层闪避buff 6%(另取名字)，每闪避成功减少1层。）
,1051644,烈风,登场/初始在场，获得<color=#FFA517>3</color>层闪避buff 6%(另取名字)，每闪避成功减少1层。）
,1061641,影镖,每获得一枚飞镖70%概率回复<color=#FFA517>1%</color>生命值。
,1061642,影镖,每获得一枚飞镖70%概率回复<color=#FFA517>1.5%</color>生命值。
,1061643,影镖,每获得一枚飞镖70%概率回复<color=#FFA517>2%</color>生命值。
,1061644,影镖,每获得一枚飞镖70%概率回复<color=#FFA517>1%</color>生命值。
,1111641,肃正,有护盾时格挡率提高<color=#FFA517>20%</color>，技能4击败敌人后可回收<color=#FFA517>30%</color>因启动指令而所消耗的护盾。
,1111642,肃正,有护盾时格挡率提高<color=#FFA517>30%</color>，技能4击败敌人后可回收<color=#FFA517>45%</color>因启动指令而所消耗的护盾。
,1111643,肃正,有护盾时格挡率提高<color=#FFA517>40%</color>，技能4击败敌人后可回收<color=#FFA517>60%</color>因启动指令而所消耗的护盾。
,1111644,肃正,有护盾时格挡率提高<color=#FFA517>20%</color>，技能4击败敌人后可回收<color=#FFA517>30%</color>因启动指令而所消耗的护盾。
,1141641,怒临,技能1的冷卻時間降低10秒，怒刃印记额外增加<color=#FFA517>2</color>层
,1141642,怒临,技能1的冷卻時間降低10秒，怒刃印记额外增加<color=#FFA517>3</color>层
,1141643,怒临,技能1的冷卻時間降低10秒，怒刃印记额外增加<color=#FFA517>4</color>层
,1141644,怒临,技能1的冷卻時間降低10秒，怒刃印记额外增加<color=#FFA517>2</color>层
,3011641,爆烈,暴击率提高<color=#FFA517>15%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011642,爆烈,暴击率提高<color=#FFA517>22%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011643,爆烈,暴击率提高<color=#FFA517>30%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011644,爆烈,暴击率提高<color=#FFA517>15%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,4011641,暗龙,暗龙印记的叠加层数提高至5层，攻击诅咒状态的敌人时有<color=#FFA517>50％</color>机率获得1层暗龙印记。
,4011642,暗龙,暗龙印记的叠加层数提高至5层，攻击诅咒状态的敌人时有<color=#FFA517>75％</color>机率获得1层暗龙印记。
,4011643,暗龙,暗龙印记的叠加层数提高至5层，攻击诅咒状态的敌人时有<color=#FFA517>100％</color>机率获得1层暗龙印记。
,4011644,暗龙,暗龙印记的叠加层数提高至5层，攻击诅咒状态的敌人时有<color=#FFA517>50％</color>机率获得1层暗龙印记。
