,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,3160205,,3160,4,1148,0,0,0,0,0,0,0,"-234.47,-21.16,-42.37",0,1
,3160206,,3160,4,1148,0,0,0,0,0,0,0,"-247.53,-21.16,-29.41",90,1
,3160207,,3160,4,1148,0,0,0,0,0,0,0,"-234.53,-21.20,-16.61",0,1
,3160208,,3160,4,1148,0,0,0,0,0,0,0,"-235.79,-21.16,11.471",0,1
,3160209,,3160,4,1148,0,0,0,0,0,0,0,"-236.11,-12.62,76.651",0,1
,3160210,,3160,4,1148,0,0,0,0,0,0,0,"-276.71,-21.00,-29.25",90,1
,3160211,,3160,4,1148,0,0,0,0,0,0,0,"-303.42,-21.16,-5.321",0,1
,3160212,,3160,4,1148,0,0,0,0,0,0,0,"-303.53,-21.16,22.151",0,1
,3160213,,3160,4,1148,0,0,0,0,0,0,0,"-303.67,-21.16,67.381",0,1
,3160214,,3160,4,1149,0,0,0,0,0,0,0,"-176.23,-21.16,6.6914",0,1
,3160215,,3160,4,1149,0,0,0,0,0,0,0,"-235.11,-21.16,5.9801",0,1
,3160216,,3160,4,1149,0,0,0,0,0,0,0,"-215.45,-21.16,-28.97",0,1
,3160217,,3160,4,1149,0,0,0,0,0,0,0,"-295.16,-21.16,52.150",0,1
,3160218,,3160,4,1149,0,0,0,0,0,0,0,"-272.34,-21.10,-29.71",0,1
,3160219,,3160,4,1149,0,0,0,0,0,0,0,"-303.26,-21.17,0.1901",0,1
,3160220,,3160,4,1150,0,0,0,0,0,0,0,"-176.51,-21.16,0.6733",0,1
,3160221,,3160,4,1150,0,0,0,0,0,0,0,"-303.52,-21.19,16.841",0,1
,3160222,,3160,4,1150,0,0,0,0,0,0,0,"-241.91,-12.66,90.496",0,1
,3160223,,3160,4,1150,0,0,0,0,0,0,0,"-303.34,-21.16,61.850",0,1
,3160224,,3160,4,1150,0,0,0,0,0,0,0,"-303.37,-21.16,82.758",0,1
,3160225,,3160,4,1150,0,0,0,0,0,0,0,"-198.56,-21.16,-29.45",0,1
,3160226,,3160,4,1151,0,0,0,0,0,0,0,"-234.51,-21.16,-58.41",0,1
,3160227,,3160,4,1151,0,0,0,0,0,0,0,"-253.53,-21.16,-29.24",0,1
,3160228,,3160,4,1151,0,0,0,0,0,0,0,"-234.63,-21.20,-13.57",0,1
,3160229,,3160,4,1151,0,0,0,0,0,0,0,"-303.14,-21.16,28.988",0,1
,3160230,,3160,4,1151,0,0,0,0,0,0,0,"-230.01,-12.66,90.531",0,1
,3160231,,3160,4,1151,0,0,0,0,0,0,0,"-227.48,-21.16,-29.19",0,1
,3160232,,3160,4,1148,0,0,0,0,0,0,0,"-170.55,-21.17,-4.201",0,1
,3160301,,3160,2,200852,0,1,1,0,0,0,24,,0,1
,3160302,,3160,2,200853,0,1,1,0,0,0,24,,0,1
,3160303,,3160,2,200854,0,1,1,0,0,0,24,,0,1
,3160304,,3160,2,200855,0,1,1,0,0,0,24,,0,1
,3160305,,3160,2,200856,0,1,1,0,0,0,24,,0,1
,3160306,,3160,2,200857,0,1,1,0,0,0,24,,0,1
,3160401,,3160,1,40377,0,0,0,0,0,0,0,"-234.50,-21.16,-63.8",0,1
,3160402,,3160,1,40369,0,0,0,0,0,0,0,"-299.90,-21.16,85.05",180,1
,3160403,,3160,1,40370,0,0,0,0,0,0,0,"-233.50,-21.16,-30.6",0,1
,3160404,,3160,1,30751,0,0,0,0,0,0,0,"-148.22,-21.13,4.301",0,1
,3160405,,3160,1,30752,0,0,0,0,0,0,0,"-148.22,-21.13,4.301",0,1
,3160501,,3160,1,21384,0,1,0,0,0,0,0,,0,1
,3160502,,3160,1,21385,0,1,0,0,0,0,0,,0,1
,3160503,,3160,1,21386,0,1,0,0,0,0,0,,0,1
,3160504,,3160,1,21387,0,1,0,0,0,0,0,,0,1
,3160505,,3160,1,21388,0,1,0,0,0,0,0,,0,1
,3160506,,3160,1,21389,0,1,0,0,0,0,0,,0,1
,3160507,,3160,1,21390,0,1,0,0,0,0,0,,0,1
,3160508,,3160,1,21384,0,1,0,0,0,0,0,,0,1
,3160509,,3160,1,21384,0,1,0,0,0,0,0,,0,1
,3160510,,3160,1,21384,0,1,0,0,0,0,0,,0,1
