,required,required,required,required,required,required
,11505,115,5,1,残留霜意,被击败时，对敌方附加<color=#e57a20>冻结</color>状态，持续<color=#e57a20>10</color>招。
,11507,115,7,1,雪崩前兆,通过<color=#e57a20>霜锢心语</color>对敌方附加<color=#e57a20>冻结</color>状态时，重置<color=#e57a20>【技能4】</color>的冷却时间。
,11603,116,3,1,全副武装,自身装备属性加成提升<color=#e57a20>20%</color>。
,11605,116,5,1,蜕甲重生,每次从蜘蛛形态切换为人形态时，恢复等同生命值上限<color=#e57a20>20%</color>的生命值与<color=#e57a20>300</color>点奥义值。<br>转换人型状况包含：<br>1、蜘蛛形态下，我方攻击结束时。<br>2、蜘蛛形态下，使用【<color=#e57a20>技能4</color>】后奥义值不足<color=#e57a20>500</color>点时。<br>3、蜘蛛形态下，使用【<color=#e57a20>奥义技</color>】后。<br>4、蜘蛛形态下，被敌方打断时。
,11607,116,7,1,心脉追踪,蜘蛛形态时，如敌方拥有<color=#e57a20>毒蚀</color>状态，暴击率提升<color=#e57a20>10%</color>。
,20103,201,3,1,全副武装,自身装备属性加成提升<color=#e57a20>20%</color>。
,20105,201,5,1,新月祝福日,每个<color=#e57a20>焰火祭典</color>可提升<color=#e57a20>3%</color>魔法伤害。<br>拥有<color=#e57a20>4</color>个<color=#e57a20>焰火祭典</color>时使用【<color=#e57a20>技能4</color>】，将获得<color=#e57a20>炽焰</color>状态。<br>炽焰：【<color=#e57a20>奥义技</color>】伤害提升<color=#e57a20>15%</color>，持续<color=#e57a20>1</color>轮，不可叠加。
,20107,201,7,1,霜焰创生祭,消耗掉的火球层数会转换为等量的寒霜祭典。
,30103,301,3,1,全副武装,自身装备属性加成提升<color=#e57a20>20%</color>。
,30105,301,5,1,致命之怒,<color=#e57a20>【辅助技】</color>的技能效果延长<color=#e57a20>1</color>招，保留的最低生命值提升至<color=#e57a20>12%</color>。技能4的重置触发条件调整为生命值小于等于12%时发动
,30107,301,7,1,愤怒壁垒,每次暴击获得等同伤害<color=#e57a20>30%</color>的护盾。
,30203,302,3,1,全副武装,自身装备属性加成提升<color=#e57a20>20%</color>。
,30205,302,5,1,爱琪魅影,【<color=#e57a20>技能4</color>】可对敌方附加<color=#e57a20>迷惑</color>状态。<br>迷惑：攻击力降低<color=#e57a20>5%</color>，永久持续。最多<color=#e57a20>5</color>层。
,30207,302,7,1,爱琪的荆棘舞,对男性伤害提升<color=#e57a20>15%</color>。
,40103,401,3,1,全副武装,自身装备属性加成提升<color=#e57a20>20%</color>。
,40105,401,5,1,龙魂觉醒,敌人拥有<color=#e57a20>诅咒</color>状态时，暴击伤害提升<color=#e57a20>50%</color>。<br>敌人拥有<color=#e57a20>黑暗</color>状态时，暴击率提升<color=#e57a20>25％</color>。
,40107,401,7,1,暗焰龙息,开始进攻时，如拥有<color=#e57a20>3</color>层<color=#e57a20>暗龙印记</color>，伤害提升<color=#e57a20>25%</color>。
