,required,required,required,required,required,required,required,required
,101086,101,86,76500,6375,0,2677,2422
,101087,101,87,77400,6450,0,2709,2451
,101088,101,88,78300,6525,0,2740,2479
,101089,101,89,79200,6600,0,2772,2508
,101090,101,90,80100,6675,0,2803,2536
,101091,101,91,81000,6750,0,2835,2565
,101092,101,92,81900,6825,0,2866,2593
,101093,101,93,82800,6900,0,2898,2622
,101094,101,94,83700,6975,0,2929,2650
,101095,101,95,84600,7050,0,2961,2679
,101096,101,96,85500,7125,0,2992,2707
,101097,101,97,86400,7200,0,3024,2736
,101098,101,98,87300,7275,0,3055,2764
,101099,101,99,88200,7350,0,3087,2793
,101100,101,100,89100,7425,0,3118,2821
,102081,102,81,69840,6120,0,2460,2280
,102082,102,82,70713,6196,0,2490,2308
,102083,102,83,71586,6273,0,2521,2337
,102084,102,84,72459,6349,0,2552,2365
,102085,102,85,73332,6426,0,2583,2394
,102086,102,86,74205,6502,0,2613,2422
,102087,102,87,75078,6579,0,2644,2451
,102088,102,88,75951,6655,0,2675,2479
,102089,102,89,76824,6732,0,2706,2508
,102090,102,90,77697,6808,0,2736,2536
,102091,102,91,78570,6885,0,2767,2565
,102092,102,92,79443,6961,0,2798,2593
,102093,102,93,80316,7038,0,2829,2622
,102094,102,94,81189,7114,0,2859,2650
,102095,102,95,82062,7191,0,2890,2679
,102096,102,96,82935,7267,0,2921,2707
,102097,102,97,83808,7344,0,2952,2736
,102098,102,98,84681,7420,0,2982,2764
,102099,102,99,85554,7497,0,3013,2793
,102100,102,100,86427,7573,0,3044,2821
,103081,103,81,72000,6180,0,2400,2160
,103082,103,82,72900,6257,0,2430,2187
,103083,103,83,73800,6334,0,2460,2214
,103084,103,84,74700,6411,0,2490,2241
,103085,103,85,75600,6489,0,2520,2268
,103086,103,86,76500,6566,0,2550,2295
,103087,103,87,77400,6643,0,2580,2322
,103088,103,88,78300,6720,0,2610,2349
,103089,103,89,79200,6798,0,2640,2376
,103090,103,90,80100,6875,0,2670,2403
,103091,103,91,81000,6952,0,2700,2430
,103092,103,92,81900,7029,0,2730,2457
,103093,103,93,82800,7107,0,2760,2484
,103094,103,94,83700,7184,0,2790,2511
,103095,103,95,84600,7261,0,2820,2538
,103096,103,96,85500,7338,0,2850,2565
,103097,103,97,86400,7416,0,2880,2592
,103098,103,98,87300,7493,0,2910,2619
,103099,103,99,88200,7570,0,2940,2646
,103100,103,100,89100,7647,0,2970,2673
,104081,104,81,71280,5760,0,2700,2400
,104082,104,82,72171,5832,0,2733,2430
,104083,104,83,73062,5904,0,2767,2460
,104084,104,84,73953,5976,0,2801,2490
,104085,104,85,74844,6048,0,2835,2520
,104086,104,86,75735,6120,0,2868,2550
,104087,104,87,76626,6192,0,2902,2580
,104088,104,88,77517,6264,0,2936,2610
,104089,104,89,78408,6336,0,2970,2640
,104090,104,90,79299,6408,0,3003,2670
,104091,104,91,80190,6480,0,3037,2700
,104092,104,92,81081,6552,0,3071,2730
,104093,104,93,81972,6624,0,3105,2760
,104094,104,94,82863,6696,0,3138,2790
,104095,104,95,83754,6768,0,3172,2820
,104096,104,96,84645,6840,0,3206,2850
,104097,104,97,85536,6912,0,3240,2880
,104098,104,98,86427,6984,0,3273,2910
,104099,104,99,87318,7056,0,3307,2940
,104100,104,100,88209,7128,0,3341,2970
,105081,105,81,70560,0,6000,2100,2700
,105082,105,82,71442,0,6075,2126,2733
,105083,105,83,72324,0,6150,2152,2767
,105084,105,84,73206,0,6225,2178,2801
,105085,105,85,74088,0,6300,2205,2835
,105086,105,86,74970,0,6375,2231,2868
,105087,105,87,75852,0,6450,2257,2902
,105088,105,88,76734,0,6525,2283,2936
,105089,105,89,77616,0,6600,2310,2970
,105090,105,90,78498,0,6675,2336,3003
,105091,105,91,79380,0,6750,2362,3037
,105092,105,92,80262,0,6825,2388,3071
,105093,105,93,81144,0,6900,2415,3105
,105094,105,94,82026,0,6975,2441,3138
,105095,105,95,82908,0,7050,2467,3172
,105096,105,96,83790,0,7125,2493,3206
,105097,105,97,84672,0,7200,2520,3240
,105098,105,98,85554,0,7275,2546,3273
,105099,105,99,86436,0,7350,2572,3307
,105100,105,100,87318,0,7425,2598,3341
,106081,106,81,71280,6240,0,2100,2520
,106082,106,82,72171,6318,0,2126,2551
,106083,106,83,73062,6396,0,2152,2583
,106084,106,84,73953,6474,0,2178,2614
,106085,106,85,74844,6552,0,2205,2646
,106086,106,86,75735,6630,0,2231,2677
,106087,106,87,76626,6708,0,2257,2709
,106088,106,88,77517,6786,0,2283,2740
,106089,106,89,78408,6864,0,2310,2772
,106090,106,90,79299,6942,0,2336,2803
,106091,106,91,80190,7020,0,2362,2835
,106092,106,92,81081,7098,0,2388,2866
,106093,106,93,81972,7176,0,2415,2898
,106094,106,94,82863,7254,0,2441,2929
,106095,106,95,83754,7332,0,2467,2961
,106096,106,96,84645,7410,0,2493,2992
,106097,106,97,85536,7488,0,2520,3024
,106098,106,98,86427,7566,0,2546,3055
,106099,106,99,87318,7644,0,2572,3087
,106100,106,100,88209,7722,0,2598,3118
,107081,107,81,69120,6300,0,2580,2160
,107082,107,82,69984,6378,0,2612,2187
,107083,107,83,70848,6457,0,2644,2214
,107084,107,84,71712,6536,0,2676,2241
,107085,107,85,72576,6615,0,2709,2268
,107086,107,86,73440,6693,0,2741,2295
,107087,107,87,74304,6772,0,2773,2322
,107088,107,88,75168,6851,0,2805,2349
,107089,107,89,76032,6930,0,2838,2376
,107090,107,90,76896,7008,0,2870,2403
,107091,107,91,77760,7087,0,2902,2430
,107092,107,92,78624,7166,0,2934,2457
,107093,107,93,79488,7245,0,2967,2484
,107094,107,94,80352,7323,0,2999,2511
,107095,107,95,81216,7402,0,3031,2538
,107096,107,96,82080,7481,0,3063,2565
,107097,107,97,82944,7560,0,3096,2592
,107098,107,98,83808,7638,0,3128,2619
,107099,107,99,84672,7717,0,3160,2646
,107100,107,100,85536,7796,0,3192,2673
,108081,108,81,75600,0,5880,2280,2400
,108082,108,82,76545,0,5953,2308,2430
,108083,108,83,77490,0,6027,2337,2460
,108084,108,84,78435,0,6100,2365,2490
,108085,108,85,79380,0,6174,2394,2520
,108086,108,86,80325,0,6247,2422,2550
,108087,108,87,81270,0,6321,2451,2580
,108088,108,88,82215,0,6394,2479,2610
,108089,108,89,83160,0,6468,2508,2640
,108090,108,90,84105,0,6541,2536,2670
,108091,108,91,85050,0,6615,2565,2700
,108092,108,92,85995,0,6688,2593,2730
,108093,108,93,86940,0,6762,2622,2760
,108094,108,94,87885,0,6835,2650,2790
,108095,108,95,88830,0,6909,2679,2820
,108096,108,96,89775,0,6982,2707,2850
,108097,108,97,90720,0,7056,2736,2880
,108098,108,98,91665,0,7129,2764,2910
,108099,108,99,92610,0,7203,2793,2940
,108100,108,100,93555,0,7276,2821,2970
,111001,111,1,0,0,0,0,0
,111002,111,2,927,71,0,31,31
,111003,111,3,1854,142,0,63,63
,111004,111,4,2781,213,0,94,94
,111005,111,5,3708,285,0,126,126
,111006,111,6,4635,356,0,157,157
,111007,111,7,5562,427,0,189,189
,111008,111,8,6489,498,0,220,220
,111009,111,9,7416,570,0,252,252
,111010,111,10,8343,641,0,283,283
,111011,111,11,9270,712,0,315,315
,111012,111,12,10197,783,0,346,346
,111013,111,13,11124,855,0,378,378
,111014,111,14,12051,926,0,409,409
,111015,111,15,12978,997,0,441,441
,111016,111,16,13905,1068,0,472,472
,111017,111,17,14832,1140,0,504,504
,111018,111,18,15759,1211,0,535,535
,111019,111,19,16686,1282,0,567,567
,111020,111,20,17613,1353,0,598,598
,111021,111,21,18540,1425,0,630,630
,111022,111,22,19467,1496,0,661,661
,111023,111,23,20394,1567,0,693,693
,111024,111,24,21321,1638,0,724,724
,111025,111,25,22248,1710,0,756,756
,111026,111,26,23175,1781,0,787,787
,111027,111,27,24102,1852,0,819,819
,111028,111,28,25029,1923,0,850,850
,111029,111,29,25956,1995,0,882,882
,111030,111,30,26883,2066,0,913,913
,111031,111,31,27810,2137,0,945,945
,111032,111,32,28737,2208,0,976,976
,111033,111,33,29664,2280,0,1008,1008
,111034,111,34,30591,2351,0,1039,1039
,111035,111,35,31518,2422,0,1071,1071
,111036,111,36,32445,2493,0,1102,1102
,111037,111,37,33372,2565,0,1134,1134
,111038,111,38,34299,2636,0,1165,1165
,111039,111,39,35226,2707,0,1197,1197
,111040,111,40,36153,2778,0,1228,1228
,111041,111,41,37080,2850,0,1260,1260
,111042,111,42,38007,2921,0,1291,1291
,111043,111,43,38934,2992,0,1323,1323
,111044,111,44,39861,3063,0,1354,1354
,111045,111,45,40788,3135,0,1386,1386
,111046,111,46,41715,3206,0,1417,1417
,111047,111,47,42642,3277,0,1449,1449
,111048,111,48,43569,3348,0,1480,1480
,111049,111,49,44496,3420,0,1512,1512
,111050,111,50,45423,3491,0,1543,1543
,111051,111,51,46350,3562,0,1575,1575
,111052,111,52,47277,3633,0,1606,1606
,111053,111,53,48204,3705,0,1638,1638
,111054,111,54,49131,3776,0,1669,1669
,111055,111,55,50058,3847,0,1701,1701
,111056,111,56,50985,3918,0,1732,1732
,111057,111,57,51912,3990,0,1764,1764
,111058,111,58,52839,4061,0,1795,1795
,111059,111,59,53766,4132,0,1827,1827
,111060,111,60,54693,4203,0,1858,1858
,111061,111,61,55620,4275,0,1890,1890
,111062,111,62,56547,4346,0,1921,1921
,111063,111,63,57474,4417,0,1953,1953
,111064,111,64,58401,4488,0,1984,1984
,111065,111,65,59328,4560,0,2016,2016
,111066,111,66,60255,4631,0,2047,2047
,111067,111,67,61182,4702,0,2079,2079
,111068,111,68,62109,4773,0,2110,2110
,111069,111,69,63036,4845,0,2142,2142
,111070,111,70,63963,4916,0,2173,2173
,111071,111,71,64890,4987,0,2205,2205
,111072,111,72,65817,5058,0,2236,2236
,111073,111,73,66744,5130,0,2268,2268
,111074,111,74,67671,5201,0,2299,2299
,111075,111,75,68598,5272,0,2331,2331
,111076,111,76,69525,5343,0,2362,2362
,111077,111,77,70452,5415,0,2394,2394
,111078,111,78,71379,5486,0,2425,2425
,111079,111,79,72306,5557,0,2457,2457
,111080,111,80,73233,5628,0,2488,2488
,111081,111,81,74160,5700,0,2520,2520
,111082,111,82,75087,5771,0,2551,2551
,111083,111,83,76014,5842,0,2583,2583
,111084,111,84,76941,5913,0,2614,2614
,111085,111,85,77868,5985,0,2646,2646
,111086,111,86,78795,6056,0,2677,2677
,111087,111,87,79722,6127,0,2709,2709
,111088,111,88,80649,6198,0,2740,2740
,111089,111,89,81576,6270,0,2772,2772
,111090,111,90,82503,6341,0,2803,2803
,111091,111,91,83430,6412,0,2835,2835
,111092,111,92,84357,6483,0,2866,2866
,111093,111,93,85284,6555,0,2898,2898
,111094,111,94,86211,6626,0,2929,2929
,111095,111,95,87138,6697,0,2961,2961
,111096,111,96,88065,6768,0,2992,2992
,111097,111,97,88992,6840,0,3024,3024
,111098,111,98,89919,6911,0,3055,3055
,111099,111,99,90846,6982,0,3087,3087
,111100,111,100,91773,7053,0,3118,3118
,112001,112,1,0,0,0,0,0
,112002,112,2,873,78,0,27,30
,112003,112,3,1746,157,0,54,60
,112004,112,4,2619,236,0,81,90
,112005,112,5,3492,315,0,108,120
,112006,112,6,4365,393,0,135,150
,112007,112,7,5238,472,0,162,180
,112008,112,8,6111,551,0,189,210
,112009,112,9,6984,630,0,216,240
,112010,112,10,7857,708,0,243,270
,112011,112,11,8730,787,0,270,300
,112012,112,12,9603,866,0,297,330
,112013,112,13,10476,945,0,324,360
,112014,112,14,11349,1023,0,351,390
,112015,112,15,12222,1102,0,378,420
,112016,112,16,13095,1181,0,405,450
,112017,112,17,13968,1260,0,432,480
,112018,112,18,14841,1338,0,459,510
,112019,112,19,15714,1417,0,486,540
,112020,112,20,16587,1496,0,513,570
,112021,112,21,17460,1575,0,540,600
,112022,112,22,18333,1653,0,567,630
,112023,112,23,19206,1732,0,594,660
,112024,112,24,20079,1811,0,621,690
,112025,112,25,20952,1890,0,648,720
,112026,112,26,21825,1968,0,675,750
,112027,112,27,22698,2047,0,702,780
,112028,112,28,23571,2126,0,729,810
,112029,112,29,24444,2205,0,756,840
,112030,112,30,25317,2283,0,783,870
,112031,112,31,26190,2362,0,810,900
,112032,112,32,27063,2441,0,837,930
,112033,112,33,27936,2520,0,864,960
,112034,112,34,28809,2598,0,891,990
,112035,112,35,29682,2677,0,918,1020
,112036,112,36,30555,2756,0,945,1050
,112037,112,37,31428,2835,0,972,1080
,112038,112,38,32301,2913,0,999,1110
,112039,112,39,33174,2992,0,1026,1140
,112040,112,40,34047,3071,0,1053,1170
,112041,112,41,34920,3150,0,1080,1200
,112042,112,42,35793,3228,0,1107,1230
,112043,112,43,36666,3307,0,1134,1260
,112044,112,44,37539,3386,0,1161,1290
,112045,112,45,38412,3465,0,1188,1320
,112046,112,46,39285,3543,0,1215,1350
,112047,112,47,40158,3622,0,1242,1380
,112048,112,48,41031,3701,0,1269,1410
,112049,112,49,41904,3780,0,1296,1440
,112050,112,50,42777,3858,0,1323,1470
,112051,112,51,43650,3937,0,1350,1500
,112052,112,52,44523,4016,0,1377,1530
,112053,112,53,45396,4095,0,1404,1560
,112054,112,54,46269,4173,0,1431,1590
,112055,112,55,47142,4252,0,1458,1620
,112056,112,56,48015,4331,0,1485,1650
,112057,112,57,48888,4410,0,1512,1680
,112058,112,58,49761,4488,0,1539,1710
,112059,112,59,50634,4567,0,1566,1740
,112060,112,60,51507,4646,0,1593,1770
,112061,112,61,52380,4725,0,1620,1800
,112062,112,62,53253,4803,0,1647,1830
,112063,112,63,54126,4882,0,1674,1860
,112064,112,64,54999,4961,0,1701,1890
,112065,112,65,55872,5040,0,1728,1920
,112066,112,66,56745,5118,0,1755,1950
,112067,112,67,57618,5197,0,1782,1980
,112068,112,68,58491,5276,0,1809,2010
,112069,112,69,59364,5355,0,1836,2040
,112070,112,70,60237,5433,0,1863,2070
,112071,112,71,61110,5512,0,1890,2100
,112072,112,72,61983,5591,0,1917,2130
,112073,112,73,62856,5670,0,1944,2160
,112074,112,74,63729,5748,0,1971,2190
,112075,112,75,64602,5827,0,1998,2220
,112076,112,76,65475,5906,0,2025,2250
,112077,112,77,66348,5985,0,2052,2280
,112078,112,78,67221,6063,0,2079,2310
,112079,112,79,68094,6142,0,2106,2340
,112080,112,80,68967,6221,0,2133,2370
,112081,112,81,69840,6300,0,2160,2400
,112082,112,82,70713,6378,0,2187,2430
,112083,112,83,71586,6457,0,2214,2460
,112084,112,84,72459,6536,0,2241,2490
,112085,112,85,73332,6615,0,2268,2520
,112086,112,86,74205,6693,0,2295,2550
,112087,112,87,75078,6772,0,2322,2580
,112088,112,88,75951,6851,0,2349,2610
,112089,112,89,76824,6930,0,2376,2640
,112090,112,90,77697,7008,0,2403,2670
,112091,112,91,78570,7087,0,2430,2700
,112092,112,92,79443,7166,0,2457,2730
,112093,112,93,80316,7245,0,2484,2760
,112094,112,94,81189,7323,0,2511,2790
,112095,112,95,82062,7402,0,2538,2820
,112096,112,96,82935,7481,0,2565,2850
,112097,112,97,83808,7560,0,2592,2880
,112098,112,98,84681,7638,0,2619,2910
,112099,112,99,85554,7717,0,2646,2940
,112100,112,100,86427,7796,0,2673,2970
,113001,113,1,0,0,0,0,0
,113002,113,2,882,0,75,28,31
,113003,113,3,1764,0,151,57,63
,113004,113,4,2646,0,227,85,94
,113005,113,5,3528,0,303,114,126
,113006,113,6,4410,0,378,142,157
,113007,113,7,5292,0,454,171,189
,113008,113,8,6174,0,530,199,220
,113009,113,9,7056,0,606,228,252
,113010,113,10,7938,0,681,256,283
,113011,113,11,8820,0,757,285,315
,113012,113,12,9702,0,833,313,346
,113013,113,13,10584,0,909,342,378
,113014,113,14,11466,0,984,370,409
,113015,113,15,12348,0,1060,399,441
,113016,113,16,13230,0,1136,427,472
,113017,113,17,14112,0,1212,456,504
,113018,113,18,14994,0,1287,484,535
,113019,113,19,15876,0,1363,513,567
,113020,113,20,16758,0,1439,541,598
,113021,113,21,17640,0,1515,570,630
,113022,113,22,18522,0,1590,598,661
,113023,113,23,19404,0,1666,627,693
,113024,113,24,20286,0,1742,655,724
,113025,113,25,21168,0,1818,684,756
,113026,113,26,22050,0,1893,712,787
,113027,113,27,22932,0,1969,741,819
,113028,113,28,23814,0,2045,769,850
,113029,113,29,24696,0,2121,798,882
,113030,113,30,25578,0,2196,826,913
,113031,113,31,26460,0,2272,855,945
,113032,113,32,27342,0,2348,883,976
,113033,113,33,28224,0,2424,912,1008
,113034,113,34,29106,0,2499,940,1039
,113035,113,35,29988,0,2575,969,1071
,113036,113,36,30870,0,2651,997,1102
,113037,113,37,31752,0,2727,1026,1134
,113038,113,38,32634,0,2802,1054,1165
,113039,113,39,33516,0,2878,1083,1197
,113040,113,40,34398,0,2954,1111,1228
,113041,113,41,35280,0,3030,1140,1260
,113042,113,42,36162,0,3105,1168,1291
,113043,113,43,37044,0,3181,1197,1323
,113044,113,44,37926,0,3257,1225,1354
,113045,113,45,38808,0,3333,1254,1386
,113046,113,46,39690,0,3408,1282,1417
,113047,113,47,40572,0,3484,1311,1449
,113048,113,48,41454,0,3560,1339,1480
,113049,113,49,42336,0,3636,1368,1512
,113050,113,50,43218,0,3711,1396,1543
,113051,113,51,44100,0,3787,1425,1575
,113052,113,52,44982,0,3863,1453,1606
,113053,113,53,45864,0,3939,1482,1638
,113054,113,54,46746,0,4014,1510,1669
,113055,113,55,47628,0,4090,1539,1701
,113056,113,56,48510,0,4166,1567,1732
,113057,113,57,49392,0,4242,1596,1764
,113058,113,58,50274,0,4317,1624,1795
,113059,113,59,51156,0,4393,1653,1827
,113060,113,60,52038,0,4469,1681,1858
,113061,113,61,52920,0,4545,1710,1890
,113062,113,62,53802,0,4620,1738,1921
,113063,113,63,54684,0,4696,1767,1953
,113064,113,64,55566,0,4772,1795,1984
,113065,113,65,56448,0,4848,1824,2016
,113066,113,66,57330,0,4923,1852,2047
,113067,113,67,58212,0,4999,1881,2079
,113068,113,68,59094,0,5075,1909,2110
,113069,113,69,59976,0,5151,1938,2142
,113070,113,70,60858,0,5226,1966,2173
,113071,113,71,61740,0,5302,1995,2205
,113072,113,72,62622,0,5378,2023,2236
,113073,113,73,63504,0,5454,2052,2268
,113074,113,74,64386,0,5529,2080,2299
,113075,113,75,65268,0,5605,2109,2331
,113076,113,76,66150,0,5681,2137,2362
,113077,113,77,67032,0,5757,2166,2394
,113078,113,78,67914,0,5832,2194,2425
,113079,113,79,68796,0,5908,2223,2457
,113080,113,80,69678,0,5984,2251,2488
,113081,113,81,70560,0,6060,2280,2520
,113082,113,82,71442,0,6135,2308,2551
,113083,113,83,72324,0,6211,2337,2583
,113084,113,84,73206,0,6287,2365,2614
,113085,113,85,74088,0,6363,2394,2646
,113086,113,86,74970,0,6438,2422,2677
,113087,113,87,75852,0,6514,2451,2709
,113088,113,88,76734,0,6590,2479,2740
,113089,113,89,77616,0,6666,2508,2772
,113090,113,90,78498,0,6741,2536,2803
,113091,113,91,79380,0,6817,2565,2835
,113092,113,92,80262,0,6893,2593,2866
,113093,113,93,81144,0,6969,2622,2898
,113094,113,94,82026,0,7044,2650,2929
,113095,113,95,82908,0,7120,2679,2961
,113096,113,96,83790,0,7196,2707,2992
,113097,113,97,84672,0,7272,2736,3024
,113098,113,98,85554,0,7347,2764,3055
,113099,113,99,86436,0,7423,2793,3087
,113100,113,100,87318,0,7499,2821,3118
,201001,201,1,0,0,0,0,0
,201002,201,2,882,0,77,27,30
,201003,201,3,1764,0,154,54,61
,201004,201,4,2646,0,231,81,92
,201005,201,5,3528,0,309,108,123
,201006,201,6,4410,0,386,135,153
,201007,201,7,5292,0,463,162,184
,201008,201,8,6174,0,540,189,215
,201009,201,9,7056,0,618,216,246
,201010,201,10,7938,0,695,243,276
,201011,201,11,8820,0,772,270,307
,201012,201,12,9702,0,849,297,338
,201013,201,13,10584,0,927,324,369
,201014,201,14,11466,0,1004,351,399
,201015,201,15,12348,0,1081,378,430
,201016,201,16,13230,0,1158,405,461
,201017,201,17,14112,0,1236,432,492
,201018,201,18,14994,0,1313,459,522
,201019,201,19,15876,0,1390,486,553
,201020,201,20,16758,0,1467,513,584
,201021,201,21,17640,0,1545,540,615
,201022,201,22,18522,0,1622,567,645
,201023,201,23,19404,0,1699,594,676
,201024,201,24,20286,0,1776,621,707
,201025,201,25,21168,0,1854,648,738
,201026,201,26,22050,0,1931,675,768
,201027,201,27,22932,0,2008,702,799
,201028,201,28,23814,0,2085,729,830
,201029,201,29,24696,0,2163,756,861
,201030,201,30,25578,0,2240,783,891
,201031,201,31,26460,0,2317,810,922
,201032,201,32,27342,0,2394,837,953
,201033,201,33,28224,0,2472,864,984
,201034,201,34,29106,0,2549,891,1014
,201035,201,35,29988,0,2626,918,1045
,201036,201,36,30870,0,2703,945,1076
,201037,201,37,31752,0,2781,972,1107
,201038,201,38,32634,0,2858,999,1137
,201039,201,39,33516,0,2935,1026,1168
,201040,201,40,34398,0,3012,1053,1199
,201041,201,41,35280,0,3090,1080,1230
,201042,201,42,36162,0,3167,1107,1260
,201043,201,43,37044,0,3244,1134,1291
,201044,201,44,37926,0,3321,1161,1322
,201045,201,45,38808,0,3399,1188,1353
,201046,201,46,39690,0,3476,1215,1383
,201047,201,47,40572,0,3553,1242,1414
,201048,201,48,41454,0,3630,1269,1445
,201049,201,49,42336,0,3708,1296,1476
,201050,201,50,43218,0,3785,1323,1506
,201051,201,51,44100,0,3862,1350,1537
,201052,201,52,44982,0,3939,1377,1568
,201053,201,53,45864,0,4017,1404,1599
,201054,201,54,46746,0,4094,1431,1629
,201055,201,55,47628,0,4171,1458,1660
,201056,201,56,48510,0,4248,1485,1691
,201057,201,57,49392,0,4326,1512,1722
,201058,201,58,50274,0,4403,1539,1752
,201059,201,59,51156,0,4480,1566,1783
,201060,201,60,52038,0,4557,1593,1814
,201061,201,61,52920,0,4635,1620,1845
,201062,201,62,53802,0,4712,1647,1875
,201063,201,63,54684,0,4789,1674,1906
,201064,201,64,55566,0,4866,1701,1937
,201065,201,65,56448,0,4944,1728,1968
,201066,201,66,57330,0,5021,1755,1998
,201067,201,67,58212,0,5098,1782,2029
,201068,201,68,59094,0,5175,1809,2060
,201069,201,69,59976,0,5253,1836,2091
,201070,201,70,60858,0,5330,1863,2121
,201071,201,71,61740,0,5407,1890,2152
,201072,201,72,62622,0,5484,1917,2183
,201073,201,73,63504,0,5562,1944,2214
,201074,201,74,64386,0,5639,1971,2244
,201075,201,75,65268,0,5716,1998,2275
,201076,201,76,66150,0,5793,2025,2306
,201077,201,77,67032,0,5871,2052,2337
,201078,201,78,67914,0,5948,2079,2367
,201079,201,79,68796,0,6025,2106,2398
,201080,201,80,69678,0,6102,2133,2429
,201081,201,81,70560,0,6180,2160,2460
,201082,201,82,71442,0,6257,2187,2490
,201083,201,83,72324,0,6334,2214,2521
,201084,201,84,73206,0,6411,2241,2552
,201085,201,85,74088,0,6489,2268,2583
,201086,201,86,74970,0,6566,2295,2613
,201087,201,87,75852,0,6643,2322,2644
,201088,201,88,76734,0,6720,2349,2675
,201089,201,89,77616,0,6798,2376,2706
,201090,201,90,78498,0,6875,2403,2736
,201091,201,91,79380,0,6952,2430,2767
,201092,201,92,80262,0,7029,2457,2798
,201093,201,93,81144,0,7107,2484,2829
,201094,201,94,82026,0,7184,2511,2859
,201095,201,95,82908,0,7261,2538,2890
,201096,201,96,83790,0,7338,2565,2921
,201097,201,97,84672,0,7416,2592,2952
,201098,201,98,85554,0,7493,2619,2982
,201099,201,99,86436,0,7570,2646,3013
,201100,201,100,87318,0,7647,2673,3044
,301001,301,1,0,0,0,0,0
,301002,301,2,918,74,0,28,30
,301003,301,3,1836,148,0,57,60
,301004,301,4,2754,222,0,85,90
,301005,301,5,3672,297,0,114,120
,301006,301,6,4590,371,0,142,150
,301007,301,7,5508,445,0,171,180
,301008,301,8,6426,519,0,199,210
,301009,301,9,7344,594,0,228,240
,301010,301,10,8262,668,0,256,270
