,required,required,required,required,required,required,required,required,required,required,required
,1119,1,1,1,1,55,6,0,0,0,0
,1120,1,1,1,1,60,6,0,0,0,0
,1131,1,1,2,1,1,1,0,0,0,0
,1132,1,1,2,1,2,1,0,0,0,0
,1133,1,1,2,1,3,1,0,0,0,0
,1134,1,1,2,1,4,1,0,0,0,0
,1135,1,1,2,1,5,1,0,0,0,0
,1136,1,1,2,1,6,1,0,0,0,0
,1137,1,1,2,1,7,1,0,0,0,0
,1138,1,1,2,1,8,1,0,0,0,0
,1139,1,1,2,1,1,3,0,0,0,0
,1140,1,1,2,1,2,3,0,0,0,0
,1141,1,1,2,1,3,3,0,0,0,0
,1142,1,1,2,1,4,3,0,0,0,0
,1143,1,1,2,1,5,3,0,0,0,0
,1144,1,1,2,1,6,3,0,0,0,0
,1145,1,1,2,1,7,3,0,0,0,0
,1146,1,1,2,1,8,3,0,0,0,0
,1147,1,1,2,1,1,6,0,0,0,0
,1148,1,1,2,1,2,6,0,0,0,0
,1149,1,2,1,1,45,0,0,0,0,0
,1150,1,2,1,1,50,0,0,0,0,0
,1151,1,2,1,1,55,0,0,0,0,0
,1152,1,2,1,1,60,0,0,0,0,0
,1153,1,3,1,1,10,1,1,0,0,0
,1154,1,3,1,1,20,1,1,0,0,0
,1155,1,3,1,1,30,1,1,0,0,0
,1156,1,3,1,1,40,1,1,0,0,0
,1157,1,3,1,1,45,1,1,0,0,0
,1158,1,3,1,1,50,1,1,0,0,0
,1159,1,3,1,1,55,1,1,0,0,0
,1160,1,3,1,1,60,1,1,0,0,0
,1161,1,3,1,1,10,4,1,0,0,0
,1162,1,3,1,1,20,4,1,0,0,0
,1163,1,3,1,1,30,4,1,0,0,0
,1164,1,3,1,1,40,4,1,0,0,0
,1165,1,3,1,1,45,4,1,0,0,0
,1166,1,3,1,1,50,4,1,0,0,0
,1167,1,3,1,1,55,4,1,0,0,0
,1168,1,3,1,1,60,4,1,0,0,0
,1169,1,3,1,1,10,4,6,0,0,0
,1170,1,3,1,1,20,4,6,0,0,0
,1171,1,3,1,1,30,4,6,0,0,0
,1172,1,3,1,1,40,4,6,0,0,0
,1173,1,3,1,1,45,4,6,0,0,0
,1174,1,3,1,1,50,4,6,0,0,0
,1175,1,3,1,1,55,4,6,0,0,0
,1176,1,3,1,1,60,4,6,0,0,0
,1177,3,3,1,1,10,0,0,0,1,2
,1178,3,3,1,1,20,0,0,0,1,2
,1179,3,3,1,1,30,0,0,0,1,2
,1180,3,3,1,1,40,0,0,0,1,2
,1181,3,3,1,1,50,0,0,0,1,2
,1182,3,3,1,1,60,0,0,0,1,2
,1183,3,3,1,1,70,0,0,0,1,2
,1184,3,3,1,1,80,0,0,0,1,2
,1185,3,3,1,1,90,0,0,0,1,2
,1186,3,3,1,1,100,0,0,0,1,2
,1187,1,3,2,1,1,1,1,0,0,0
,1188,1,3,2,1,2,1,1,0,0,0
,1189,1,3,2,1,3,1,1,0,0,0
,1190,1,3,2,1,4,1,1,0,0,0
,1191,1,3,2,1,5,1,1,0,0,0
,1192,1,3,2,1,6,1,1,0,0,0
,1193,1,3,2,1,7,1,1,0,0,0
,1194,1,3,2,1,1,4,1,0,0,0
,1195,1,3,2,1,2,4,1,0,0,0
,1196,1,3,2,1,3,4,1,0,0,0
,1197,1,3,2,1,4,4,1,0,0,0
,1198,1,3,2,1,5,4,1,0,0,0
,1199,1,3,2,1,6,4,1,0,0,0
,1200,1,3,2,1,7,4,1,0,0,0
,1201,1,3,2,1,1,4,3,0,0,0
,1202,1,3,2,1,2,4,3,0,0,0
,1203,1,3,2,1,3,4,3,0,0,0
,1204,1,3,2,1,4,4,3,0,0,0
,1205,1,3,2,1,5,4,3,0,0,0
,1206,1,3,2,1,6,4,3,0,0,0
,1207,1,3,2,1,7,4,3,0,0,0
,1208,1,3,2,1,1,4,6,0,0,0
,1209,1,3,2,1,2,4,6,0,0,0
,1210,1,3,2,1,3,4,6,0,0,0
,1211,1,3,2,1,4,4,6,0,0,0
,1212,1,3,2,1,5,4,6,0,0,0
,1213,1,3,2,1,6,4,6,0,0,0
,1214,1,3,2,1,7,4,6,0,0,0
,1215,1,3,3,1,1,1,1,0,0,0
,1216,1,3,3,1,2,1,1,0,0,0
,1217,1,3,3,1,3,1,1,0,0,0
,1218,1,3,3,1,4,1,1,0,0,0
,1219,1,3,3,1,5,1,1,0,0,0
,1220,1,3,3,1,6,1,1,0,0,0
,1221,1,3,3,1,7,1,1,0,0,0
,1222,1,3,3,1,1,4,1,0,0,0
,1223,1,3,3,1,2,4,1,0,0,0
,1224,1,3,3,1,3,4,1,0,0,0
,1225,1,3,3,1,4,4,1,0,0,0
,1226,1,3,3,1,5,4,1,0,0,0
,1227,1,3,3,1,6,4,1,0,0,0
,1228,1,3,3,1,7,4,1,0,0,0
,1229,1,3,3,1,1,4,3,0,0,0
,1230,1,3,3,1,2,4,3,0,0,0
,1231,1,3,3,1,3,4,3,0,0,0
,1232,1,3,3,1,4,4,3,0,0,0
,1233,1,3,3,1,5,4,3,0,0,0
,1234,1,3,3,1,6,4,3,0,0,0
,1235,1,3,3,1,7,4,3,0,0,0
,1236,1,3,3,1,1,4,6,0,0,0
,1237,1,3,3,1,2,4,6,0,0,0
,1238,1,3,3,1,3,4,6,0,0,0
,1239,1,3,3,1,4,4,6,0,0,0
,1240,1,3,3,1,5,4,6,0,0,0
,1241,1,3,3,1,6,4,6,0,0,0
,1242,1,3,3,1,7,4,6,0,0,0
,1243,1,1,2,1,3,6,0,0,0,0
,1244,1,1,2,1,4,6,0,0,0,0
,1245,1,1,2,1,5,6,0,0,0,0
,1246,1,1,2,1,6,6,0,0,0,0
,1247,1,1,2,1,7,6,0,0,0,0
,1248,1,1,2,1,8,6,0,0,0,0
,1249,2,6,1,1,10,1,0,0,5,1
,1250,2,6,1,1,20,1,0,0,5,2
,1251,2,6,1,1,30,1,0,0,5,3
,1252,2,6,1,1,40,1,0,0,5,4
,1253,2,6,1,1,45,1,0,0,5,5
,1254,2,6,1,1,50,1,0,0,5,6
,1255,2,6,1,1,55,1,0,0,5,7
,1256,2,6,1,1,60,1,0,0,5,8
,1257,2,6,1,1,10,3,0,0,5,9
,1258,2,6,1,1,20,3,0,0,5,10
,1259,2,6,1,1,30,3,0,0,5,11
,1260,2,6,1,1,40,3,0,0,5,12
,1261,2,6,1,1,45,3,0,0,5,13
,1262,2,6,1,1,50,3,0,0,5,14
,1263,2,6,1,1,55,3,0,0,5,15
,1264,2,6,1,1,60,3,0,0,5,16
,1265,2,6,1,1,10,6,0,0,5,17
,1266,2,6,1,1,20,6,0,0,5,18
,1267,2,6,1,1,30,6,0,0,5,19
,1268,2,6,1,1,40,6,0,0,5,20
,1269,2,6,1,1,45,6,0,0,5,21
,1270,2,6,1,1,50,6,0,0,5,22
,1271,2,6,1,1,55,6,0,0,5,23
,1272,2,6,1,1,60,6,0,0,5,24
,1273,2,6,2,1,1,1,0,0,5,25
,1274,2,6,2,1,2,1,0,0,5,26
,1275,2,6,2,1,3,1,0,0,5,27
,1276,2,6,2,1,4,1,0,0,5,28
,1277,2,6,2,1,5,1,0,0,5,29
,1278,2,6,2,1,6,1,0,0,5,30
,1279,2,6,2,1,7,1,0,0,5,31
,1280,2,6,2,1,1,4,0,0,5,32
,1281,2,6,2,1,2,4,0,0,5,33
,1282,2,6,2,1,3,4,0,0,5,34
,1283,2,6,2,1,4,4,0,0,5,35
,1284,2,6,2,1,5,4,0,0,5,36
,1285,2,6,2,1,6,4,0,0,5,37
,1286,2,6,2,1,7,4,0,0,5,38
,1287,3,6,1,1,10,1,0,0,2,1
,1288,3,6,1,1,20,1,0,0,2,1
,1289,3,6,1,1,30,1,0,0,2,1
,1290,3,6,1,1,40,1,0,0,2,1
,1291,3,6,1,1,50,1,0,0,2,1
,1292,3,6,1,1,60,1,0,0,2,1
,1293,3,6,1,1,70,1,0,0,2,1
,1294,3,6,1,1,80,1,0,0,2,1
,1295,3,6,1,1,90,1,0,0,2,1
,1296,3,6,1,1,100,1,0,0,2,1
,1297,1,3,1,1,10,4,3,0,0,0
,1298,1,3,1,1,20,4,3,0,0,0
,1299,1,3,1,1,30,4,3,0,0,0
,1300,1,3,1,1,40,4,3,0,0,0
,1301,1,3,1,1,45,4,3,0,0,0
,1302,1,3,1,1,50,4,3,0,0,0
,1303,1,3,1,1,55,4,3,0,0,0
,1304,1,3,1,1,60,4,3,0,0,0
,1305,3,8,2,1,10,0,0,0,2,2
,1306,3,8,2,1,20,0,0,0,2,2
,1307,3,8,2,1,30,0,0,0,2,2
,1308,3,8,2,1,40,0,0,0,2,2
,1309,3,8,2,1,50,0,0,0,2,2
,1310,3,8,2,1,60,0,0,0,2,2
,1311,3,8,2,1,70,0,0,0,2,2
,1312,3,8,2,1,80,0,0,0,2,2
,1313,3,8,2,1,90,0,0,0,2,2
,1314,3,8,2,1,100,0,0,0,2,2
,1315,3,8,3,1,3,0,0,0,2,3
,1316,3,8,3,1,6,0,0,0,2,3
,1317,3,8,3,1,9,0,0,0,2,3
,1318,3,8,3,1,12,0,0,0,2,3
,1319,3,8,3,1,15,0,0,0,2,3
,1320,3,8,3,1,18,0,0,0,2,3
,1321,3,8,3,1,21,0,0,0,2,3
,1322,3,8,3,1,100,0,0,0,2,3
,1327,2,8,1,1,1,0,0,0,2,60
,1026,2,5,1,1,1,4,1,0,1,21
,1027,2,5,1,1,2,4,1,0,1,22
,1028,2,5,1,1,3,4,1,0,1,23
,1029,2,5,1,1,4,4,1,0,1,24
,1030,2,5,1,1,5,4,1,0,1,25
,1031,2,5,1,1,1,3,1,0,1,26
,1032,2,5,1,1,2,3,1,0,1,27
,1033,2,5,1,1,3,3,1,0,1,28
,1034,2,5,1,1,4,3,1,0,1,29
,1035,2,5,1,1,5,3,1,0,1,30
,1036,2,5,1,1,1,4,3,0,1,31
,1037,2,5,1,1,2,4,3,0,1,32
,1038,2,5,1,1,3,4,3,0,1,33
,1039,2,5,1,1,4,4,3,0,1,34
,1040,2,5,1,1,5,4,3,0,1,35
,1041,2,5,1,1,1,3,3,0,1,36
,1042,2,5,1,1,2,3,3,0,1,37
,1043,2,5,1,1,3,3,3,0,1,38
,1044,2,5,1,1,4,3,3,0,1,39
,1045,2,5,1,1,5,3,3,0,1,40
,1046,2,5,1,1,1,4,6,0,1,41
,1047,2,5,1,1,2,4,6,0,1,42
,1048,2,5,1,1,3,4,6,0,1,43
,1049,2,5,1,1,4,4,6,0,1,44
,1050,2,5,1,1,5,4,6,0,1,45
,1051,2,5,1,1,1,3,6,0,1,46
,1052,2,5,1,1,2,3,6,0,1,47
,1053,2,5,1,1,3,3,6,0,1,48
,1054,2,5,1,1,4,3,6,0,1,49
,1055,2,5,1,1,5,3,6,0,1,50
,1089,2,4,2,1,4,5,1,0,2,23
,1090,2,4,2,1,4,5,2,0,2,24
,1091,2,4,2,1,4,5,3,0,2,25
,1092,2,4,2,1,4,5,4,0,2,26
,1093,2,4,2,1,4,5,5,0,2,27
,1094,2,4,2,1,4,5,6,0,2,28
,1095,2,4,2,1,3,5,1,0,2,29
,1096,2,4,2,1,3,5,2,0,2,30
,1323,2,4,2,1,3,5,3,0,5,39
,1324,2,4,2,1,3,5,4,0,5,40
,1325,2,4,2,1,3,5,5,0,5,41
,1326,2,4,2,1,3,5,6,0,5,42
,1121,3,1,1,1,10,0,0,0,1,3
,1122,3,1,1,1,20,0,0,0,1,3
,1123,3,1,1,1,30,0,0,0,1,3
,1124,3,1,1,1,40,0,0,0,1,3
,1125,3,1,1,1,50,0,0,0,1,3
,1126,3,1,1,1,60,0,0,0,1,3
,1127,3,1,1,1,70,0,0,0,1,3
,1128,3,1,1,1,80,0,0,0,1,3
,1129,3,1,1,1,90,0,0,0,1,3
,1130,3,1,1,1,100,0,0,0,1,3
,1328,2,11,1,1,1,0,0,0,2,31
,1329,2,11,1,1,2,0,0,0,2,32
,1330,2,11,1,1,3,0,0,0,2,33
,1331,2,11,1,1,4,0,0,0,2,34
,1332,2,11,1,1,5,0,0,0,2,35
,1333,2,7,1,1,10282,0,0,0,3,6
,1334,1,2,1,1,37,0,0,0,0,0
,1335,1,2,1,1,33,0,0,0,0,0
,1336,2,7,1,1,10163,0,0,0,1,51
,1337,2,7,1,1,10221,0,0,0,1,52
,1338,1,2,1,1,35,0,0,0,0,0
,1339,1,3,1,1,25,4,3,0,0,0
,1340,1,2,1,1,27,0,0,0,0,0
,1341,2,7,1,1,10253,0,0,0,3,7
,1342,2,4,2,1,2,5,3,0,1,54
,1343,2,7,1,1,10182,0,0,0,1,55
,1344,2,7,1,1,10246,0,0,0,1,56
,1345,2,7,1,1,10340,0,0,0,1,57
,1346,2,4,2,1,4,1,1,0,1,58
,1347,1,1,1,1,1,8,0,0,0,0
,1348,3,6,3,1,5,1,0,0,2,1
,1349,3,6,3,1,15,1,0,0,2,1
,1350,3,12,1,1,1,1,0,0,1,4
,1351,3,12,1,1,2,1,0,0,1,4
,1352,3,12,1,1,3,1,0,0,1,4
,1353,3,12,1,1,5,1,0,0,1,4
,1354,3,12,1,1,10,1,0,0,1,4
,1355,3,12,1,1,20,1,0,0,1,4
,1356,3,12,1,1,50,1,0,0,1,4
,1357,3,12,1,1,100,1,0,0,1,4
,1358,3,12,1,1,1,2,0,0,1,5
,1359,3,12,1,1,2,2,0,0,1,5
,1360,3,12,1,1,3,2,0,0,1,5
,1361,3,12,1,1,5,2,0,0,1,5
,1362,3,12,1,1,10,2,0,0,1,5
,1363,3,12,1,1,20,2,0,0,1,5
,1364,3,12,1,1,50,2,0,0,1,5
,1365,3,12,1,1,100,2,0,0,1,5
,1366,3,12,2,1,1,0,0,0,1,6
,1367,3,12,2,1,2,0,0,0,1,6
,1368,3,12,2,1,3,0,0,0,1,6
,1369,3,12,2,1,5,0,0,0,1,6
,1370,3,12,2,1,10,0,0,0,1,6
,1371,3,12,2,1,20,0,0,0,1,6
,1372,3,12,2,1,50,0,0,0,1,6
,1373,3,12,2,1,100,0,0,0,1,6
,1382,2,14,1,1,1,0,0,0,1,14
,1383,2,14,1,1,3,0,0,0,1,59
,1384,2,14,1,1,5,0,0,0,1,60
,1385,2,14,1,1,10,0,0,0,3,1
,1386,2,14,1,1,15,0,0,0,3,2
,1387,2,14,1,1,20,0,0,0,3,3
,1388,2,14,1,1,25,0,0,0,3,4
,1389,2,14,1,1,30,0,0,0,3,5
,1390,1,18,1,1,1,1,0,0,0,0
,1391,1,18,1,1,2,1,0,0,0,0
,1392,1,18,1,1,3,1,0,0,0,0
,1393,1,18,1,1,4,1,0,0,0,0
,1394,1,18,1,1,5,1,0,0,0,0
,1395,1,18,1,1,6,1,0,0,0,0
,1396,1,18,1,1,7,1,0,0,0,0
,1397,1,18,1,1,1,3,0,0,0,0
,1398,1,18,1,1,2,3,0,0,0,0
,1399,1,18,1,1,3,3,0,0,0,0
,1400,1,18,1,1,4,3,0,0,0,0
,1401,1,18,1,1,5,3,0,0,0,0
,1402,1,18,1,1,6,3,0,0,0,0
,1403,1,18,1,1,7,3,0,0,0,0
,1404,1,18,1,1,1,6,0,0,0,0
,1405,1,18,1,1,2,6,0,0,0,0
,1406,1,18,1,1,3,6,0,0,0,0
,1407,1,18,1,1,4,6,0,0,0,0
,1408,1,18,1,1,5,6,0,0,0,0
,1409,1,18,1,1,6,6,0,0,0,0
,1410,1,18,1,1,7,6,0,0,0,0
,1411,3,13,1,1,1,0,0,0,1,8
,1412,3,13,1,1,3,0,0,0,1,8
,1413,3,13,1,1,5,0,0,0,1,8
,1414,3,13,1,1,10,0,0,0,1,8
,1415,3,13,1,1,20,0,0,0,1,8
,1418,2,19,1,1,107,0,0,0,1,9
,1419,2,19,1,1,207,0,0,0,1,10
,1420,2,19,1,1,307,0,0,0,1,11
,1421,2,19,1,1,407,0,0,0,1,12
,1422,2,19,1,1,507,0,0,0,1,13
,1423,3,17,1,1,5,1,0,0,1,10
,1424,3,17,1,1,10,1,0,0,1,10
,1425,3,17,1,1,20,1,0,0,1,10
,1426,3,17,1,1,50,1,0,0,1,10
,1427,3,17,1,1,100,1,0,0,1,10
,1428,3,17,1,1,200,1,0,0,1,10
,1429,3,17,1,1,5,2,0,0,1,11
,1430,3,17,1,1,10,2,0,0,1,11
,1431,3,17,1,1,20,2,0,0,1,11
,1432,3,17,1,1,50,2,0,0,1,11
,1433,3,17,1,1,100,2,0,0,1,11
,1434,3,17,1,1,200,2,0,0,1,11
,1435,3,17,1,1,5,3,0,0,1,12
,1436,3,17,1,1,10,3,0,0,1,12
,1437,3,17,1,1,20,3,0,0,1,12
,1438,3,17,1,1,50,3,0,0,1,12
,1439,3,17,1,1,100,3,0,0,1,12
,1440,3,17,1,1,200,3,0,0,1,12
,1441,3,17,1,1,5,4,0,0,1,13
,1442,3,17,1,1,10,4,0,0,1,13
,1443,3,17,1,1,20,4,0,0,1,13
,1444,3,17,1,1,50,4,0,0,1,13
,1445,3,17,1,1,100,4,0,0,1,13
,1446,3,17,1,1,200,4,0,0,1,13
,1447,3,17,2,1,1,1,0,0,1,14
,1448,3,17,2,1,3,1,0,0,1,14
,1449,3,17,2,1,5,1,0,0,1,14
,1450,3,17,2,1,10,1,0,0,1,14
,1451,3,17,2,1,15,1,0,0,1,14
,1452,3,17,2,1,20,1,0,0,1,14
,1453,3,17,2,1,1,2,0,0,1,15
,1454,3,17,2,1,3,2,0,0,1,15
,1455,3,17,2,1,5,2,0,0,1,15
,1456,3,17,2,1,10,2,0,0,1,15
,1457,3,17,2,1,15,2,0,0,1,15
,1458,3,17,2,1,20,2,0,0,1,15
,1459,3,17,2,1,1,3,0,0,1,16
,1460,3,17,2,1,3,3,0,0,1,16
,1461,3,17,2,1,5,3,0,0,1,16
,1462,3,17,2,1,10,3,0,0,1,16
,1463,3,17,2,1,15,3,0,0,1,16
,1464,3,17,2,1,20,3,0,0,1,16
,1465,3,17,2,1,1,4,0,0,1,17
,1466,3,17,2,1,3,4,0,0,1,17
,1467,3,17,2,1,5,4,0,0,1,17
,1468,3,17,2,1,10,4,0,0,1,17
,1469,3,17,2,1,15,4,0,0,1,17
,1470,3,17,2,1,20,4,0,0,1,17
,1471,3,16,1,1,1,1,0,0,1,18
,1472,3,16,1,1,5,1,0,0,1,18
,1473,3,16,1,1,10,1,0,0,1,18
,1474,3,16,1,1,20,1,0,0,1,18
,1475,3,16,1,1,30,1,0,0,1,18
,1476,3,16,1,1,50,1,0,0,1,18
,1477,3,16,1,1,100,1,0,0,1,18
,1478,3,16,1,1,200,1,0,0,1,18
,1479,3,16,1,1,1,2,0,0,1,19
,1480,3,16,1,1,5,2,0,0,1,19
,1481,3,16,1,1,10,2,0,0,1,19
,1482,3,16,1,1,20,2,0,0,1,19
,1483,3,16,1,1,30,2,0,0,1,19
,1484,3,16,1,1,50,2,0,0,1,19
,1485,3,16,1,1,100,2,0,0,1,19
,1486,3,16,1,1,200,2,0,0,1,19
,1487,3,16,1,1,1,3,0,0,1,20
,1488,3,16,1,1,5,3,0,0,1,20
,1489,3,16,1,1,10,3,0,0,1,20
,1490,3,16,1,1,20,3,0,0,1,20
,1491,3,16,1,1,30,3,0,0,1,20
,1492,3,16,1,1,50,3,0,0,1,20
,1493,3,16,1,1,100,3,0,0,1,20
,1494,3,16,1,1,200,3,0,0,1,20
,1495,3,16,2,1,1,0,0,0,2,4
,1496,3,16,2,1,5,0,0,0,2,4
,1497,3,16,2,1,10,0,0,0,2,4
,1498,3,16,2,1,20,0,0,0,2,4
,1499,3,16,2,1,30,0,0,0,2,4
,1500,3,16,2,1,50,0,0,0,2,4
,1501,3,16,2,1,100,0,0,0,2,4
,1502,3,16,2,1,200,0,0,0,2,4
,1503,3,13,1,1,2,0,0,0,1,8
,1504,3,13,1,1,50,0,0,0,1,8
,1505,3,13,1,1,100,0,0,0,1,8
,1506,3,15,1,1,1,1,0,0,3,2
,1507,3,15,1,1,5,1,0,0,3,2
,1508,3,15,1,1,10,1,0,0,3,2
,1509,3,15,1,1,20,1,0,0,3,2
,1510,3,15,1,1,30,1,0,0,3,2
,1511,3,15,1,1,50,1,0,0,3,2
,1512,3,15,1,1,100,1,0,0,3,2
,1513,3,15,1,1,200,1,0,0,3,2
,1514,3,15,1,1,1,2,0,0,3,3
,1515,3,15,1,1,5,2,0,0,3,3
,1516,3,15,1,1,10,2,0,0,3,3
,1517,3,15,1,1,20,2,0,0,3,3
,1518,3,15,1,1,30,2,0,0,3,3
,1519,3,15,1,1,50,2,0,0,3,3
,1520,3,15,1,1,100,2,0,0,3,3
,1521,3,15,1,1,200,2,0,0,3,3
,1522,3,15,1,1,1,3,0,0,3,4
,1523,3,15,1,1,5,3,0,0,3,4
,1524,3,15,1,1,10,3,0,0,3,4
,1525,3,15,1,1,20,3,0,0,3,4
,1526,3,15,1,1,30,3,0,0,3,4
,1527,3,15,1,1,50,3,0,0,3,4
,1528,3,15,1,1,100,3,0,0,3,4
,1529,3,15,1,1,200,3,0,0,3,4
,1530,1,1,2,1,3,2,0,0,0,0
,1531,1,1,2,1,6,2,0,0,0,0
,1532,1,1,2,1,9,2,0,0,0,0
,1533,1,1,2,1,12,2,0,0,0,0
,1534,1,1,2,1,3,5,0,0,0,0
,1535,1,1,2,1,6,5,0,0,0,0
,1536,1,1,2,1,9,5,0,0,0,0
,1537,1,1,2,1,12,5,0,0,0,0
,1538,1,1,2,1,3,8,0,0,0,0
,1539,1,1,2,1,6,8,0,0,0,0
,1540,1,1,2,1,9,8,0,0,0,0
,1541,1,1,2,1,12,8,0,0,0,0
,1542,1,1,2,1,3,12,0,0,0,0
,1543,1,1,2,1,6,12,0,0,0,0
,1544,1,1,2,1,9,12,0,0,0,0
,1545,1,1,2,1,12,12,0,0,0,0
,1546,1,1,2,1,3,18,0,0,0,0
,1547,1,1,2,1,6,18,0,0,0,0
,1548,1,1,2,1,9,18,0,0,0,0
,1549,1,1,2,1,12,18,0,0,0,0
,1550,1,18,1,1,6,2,0,0,0,0
,1551,1,18,1,1,12,2,0,0,0,0
,1552,1,18,1,1,18,2,0,0,0,0
,1553,1,18,1,1,24,2,0,0,0,0
,1554,1,18,1,1,29,2,0,0,0,0
,1555,1,18,1,1,6,5,0,0,0,0
,1556,1,18,1,1,12,5,0,0,0,0
,1557,1,18,1,1,18,5,0,0,0,0
,1558,1,18,1,1,24,5,0,0,0,0
,1559,1,18,1,1,29,5,0,0,0,0
,1560,1,18,1,1,6,8,0,0,0,0
,1561,1,18,1,1,12,8,0,0,0,0
,1562,1,18,1,1,18,8,0,0,0,0
,1563,1,18,1,1,24,8,0,0,0,0
,1564,1,18,1,1,29,8,0,0,0,0
,1565,1,18,1,1,6,12,0,0,0,0
,1566,1,18,1,1,12,12,0,0,0,0
,1567,1,18,1,1,18,12,0,0,0,0
,1568,1,18,1,1,24,12,0,0,0,0
,1569,1,18,1,1,29,12,0,0,0,0
,1570,1,18,1,1,6,18,0,0,0,0
,1571,1,18,1,1,12,18,0,0,0,0
,1572,1,18,1,1,18,18,0,0,0,0
,1573,1,18,1,1,24,18,0,0,0,0
,1574,1,18,1,1,29,18,0,0,0,0
,1575,1,3,2,1,2,4,4,0,0,0
,1576,1,3,2,1,3,4,4,0,0,0
,1577,1,3,2,1,4,4,4,0,0,0
,1578,1,3,2,1,5,4,4,0,0,0
,1579,1,3,2,1,6,4,4,0,0,0
,1580,1,3,2,1,7,4,4,0,0,0
,1581,1,3,2,1,2,4,8,0,0,0
,1582,1,3,2,1,3,4,8,0,0,0
,1583,1,3,2,1,4,4,8,0,0,0
,1584,1,3,2,1,5,4,8,0,0,0
,1585,1,3,2,1,6,4,8,0,0,0
,1586,1,3,2,1,7,4,8,0,0,0
,1587,1,3,2,1,2,4,12,0,0,0
,1588,1,3,2,1,3,4,12,0,0,0
,1589,1,3,2,1,4,4,12,0,0,0
,1590,1,3,2,1,5,4,12,0,0,0
,1591,1,3,2,1,6,4,12,0,0,0
,1592,1,3,2,1,7,4,12,0,0,0
,1593,1,3,2,1,2,4,18,0,0,0
,1594,1,3,2,1,3,4,18,0,0,0
,1595,1,3,2,1,4,4,18,0,0,0
,1596,1,3,2,1,5,4,18,0,0,0
,1597,1,3,2,1,6,4,18,0,0,0
,1598,1,3,2,1,7,4,18,0,0,0
,1599,1,3,3,1,3,4,4,0,0,0
,1600,1,3,3,1,4,4,4,0,0,0
,1601,1,3,3,1,5,4,4,0,0,0
,1602,1,3,3,1,6,4,4,0,0,0
,1603,1,3,3,1,3,4,8,0,0,0
,1604,1,3,3,1,4,4,8,0,0,0
,1605,1,3,3,1,5,4,8,0,0,0
,1606,1,3,3,1,6,4,8,0,0,0
,1607,1,3,3,1,3,4,12,0,0,0
,1608,1,3,3,1,4,4,12,0,0,0
