,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,10031,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10032,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10033,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10034,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10035,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10036,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10037,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10038,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10039,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10040,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10041,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10042,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10043,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10044,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10045,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10046,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10047,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10048,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10049,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10050,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10051,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10052,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10053,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10054,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10055,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10056,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10057,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,10058,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,20101,9600,1000,0,400,400,0,0,0,0,0,10000,0,1000,5000,0,1500,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20102,9120,1050,0,380,380,0,0,0,0,0,10000,0,1500,5000,0,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20103,9408,1030,0,400,350,0,0,0,0,0,10000,0,0,0,0,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20104,9120,1050,0,380,380,0,0,0,0,0,10000,0,1000,5000,0,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20105,9408,0,1030,350,400,0,0,0,0,0,10000,0,500,5000,500,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20106,9600,0,1000,400,400,0,0,0,0,0,10000,0,500,5000,0,0,3000,1000,1000,0,0,0,0,0,0,0,0,0,0
,20107,9600,1050,0,380,350,0,0,0,0,0,10000,0,1000,5000,0,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20108,10080,0,950,420,420,0,0,0,0,0,10000,0,0,5000,0,1000,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20201,9120,0,1050,350,400,0,0,0,0,0,10000,0,1000,5000,0,1500,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20301,10080,0,950,420,420,0,0,0,0,0,10000,0,1000,5000,1000,1500,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,20302,9600,0,1000,400,400,0,0,0,0,0,10000,0,0,0,1000,0,3000,1000,1000,0,0,0,0,0,0,0,0,0,0
,20401,9600,1030,0,380,350,0,0,0,0,0,10000,0,1000,5000,0,0,3000,0,1000,0,0,0,0,0,0,0,0,0,0
,52001,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52002,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52003,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52004,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52005,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52006,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52007,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52008,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52009,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52010,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52011,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52012,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52013,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52014,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52015,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52016,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52017,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52018,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52019,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52020,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52021,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52022,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52023,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,52024,10000,1000,1000,400,400,0,0,0,0,0,10000,0,1000,5000,0,500,2000,0,0,0,0,0,0,0,0,0,0,0,0
,101001,9558,1062,1062,424,424,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101002,10440,1160,1160,464,464,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101003,11331,1259,1259,503,503,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101004,12231,1359,1359,543,543,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101005,13131,1459,1459,583,583,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101006,14031,1559,1559,623,623,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101007,14940,1660,1660,664,664,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101008,15849,1761,1761,704,704,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101009,16767,1863,1863,745,745,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101010,17685,1965,1965,786,786,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101011,18612,2068,2068,827,827,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101012,19539,2171,2171,868,868,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101013,20466,2274,2274,909,909,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101014,21402,2378,2378,951,951,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101015,22347,2483,2483,993,993,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101016,23715,2635,2635,1054,1054,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101017,24687,2743,2743,1097,1097,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101018,25668,2852,2852,1140,1140,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101019,26658,2962,2962,1184,1184,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101020,27639,3071,3071,1228,1228,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101021,29826,3314,3314,1325,1325,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101022,30897,3433,3433,1373,1373,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101023,31968,3552,3552,1420,1420,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101024,33039,3671,3671,1468,1468,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101025,34128,3792,3792,1516,1516,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101026,35217,3913,3913,1565,1565,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101027,36315,4035,4035,1614,1614,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101028,37422,4158,4158,1663,1663,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101029,38529,4281,4281,1712,1712,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101030,39645,4405,4405,1762,1762,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101031,40770,4530,4530,1812,1812,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101032,41895,4655,4655,1862,1862,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101033,43038,4782,4782,1912,1912,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101034,44181,4909,4909,1963,1963,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101035,46791,5199,5199,2079,2079,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101036,48006,5334,5334,2133,2133,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101037,49230,5470,5470,2188,2188,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101038,50454,5606,5606,2242,2242,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101039,51687,5743,5743,2297,2297,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101040,52938,5882,5882,2352,2352,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101041,54189,6021,6021,2408,2408,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101042,55188,6132,6132,2452,2452,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101043,56187,6243,6243,2497,2497,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101044,57186,6354,6354,2541,2541,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101045,58185,6465,6465,2586,2586,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101046,62469,6941,6941,2776,2776,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101047,63513,7057,7057,2822,2822,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101048,64557,7173,7173,2869,2869,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101049,68130,7570,7570,3028,3028,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101050,69210,7690,7690,3076,3076,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101051,70281,7809,7809,3123,3123,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101052,71361,7929,7929,3171,3171,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101053,72432,8048,8048,3219,3219,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101054,73512,8168,8168,3267,3267,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101055,74592,8288,8288,3315,3315,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101056,75663,8407,8407,3362,3362,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101057,76743,8527,8527,3410,3410,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101058,77814,8646,8646,3458,3458,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101059,78894,8766,8766,3506,3506,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101060,79974,8886,8886,3554,3554,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101061,81045,9005,9005,3602,3602,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101062,82125,9125,9125,3650,3650,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101063,83196,9244,9244,3697,3697,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101064,84276,9364,9364,3745,3745,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101065,85356,9484,9484,3793,3793,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101066,96435,10715,10715,4286,4286,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101067,97623,10847,10847,4338,4338,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101068,103248,11472,11472,4588,4588,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101069,104481,11609,11609,4643,4643,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101070,105714,11746,11746,4698,4698,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101071,106938,11882,11882,4752,4752,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101072,108171,12019,12019,4807,4807,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101073,109404,12156,12156,4862,4862,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101074,110637,12293,12293,4917,4917,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,101075,111870,12430,12430,4972,4972,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
