,required,required,required,required,required,required,required,required,required,required,required
,100271,2001,800184,2,1,1,60452,1,0,0,0
,100272,2001,800185,2,1,1,60453,1,0,0,0
,100273,2001,800186,2,1,1,60454,1,0,0,0
,100274,2001,800187,2,1,1,60455,1,0,0,0
,100275,2001,800188,2,1,1,60456,1,0,0,0
,100276,2001,800189,2,1,1,60457,1,0,0,0
,100277,2001,800190,2,1,1,60458,1,0,0,0
,100278,2001,800191,2,1,1,60459,1,0,0,0
,100279,2001,800192,2,1,1,60460,1,0,0,0
,100280,2003,800183,2,1,1,60451,1,0,0,0
,100281,2003,800184,2,1,1,60452,1,0,0,0
,100282,2003,800185,2,1,1,60453,1,0,0,0
,100283,2003,800186,2,1,1,60454,1,0,0,0
,100284,2003,800187,2,1,1,60455,1,0,0,0
,100285,2003,800188,2,1,1,60456,1,0,0,0
,100286,2003,800189,2,1,1,60457,1,0,0,0
,100287,2003,800190,2,1,1,60458,1,0,0,0
,100288,2003,800191,2,1,1,60459,1,0,0,0
,100289,2003,800192,2,1,1,60460,1,0,0,0
,100298,2005,900562,1,0,1,12611,1,0,0,0
,100299,2005,900564,1,0,1,12615,1,0,0,0
