,required,required
防御技能的冷却上限降低20%（15秒）,10104,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
使用防御技后立即降低主动技能当前冷却5秒,10105,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
延长高级破甲的冷却（当自己造成200201状态时，该状态时时间延长5秒，相当于修改状态表的持续时间的参数）,10106,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到伤害提高10%,10107,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到伤害提高30%,10108,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高100%,10109,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10131,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10132,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10133,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10134,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10135,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当有破甲状态时获得高级破甲并覆盖原来的破甲,10136,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高105%,10141,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高110%,10142,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高115%,10143,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高120%,10144,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高125%,10145,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
造成伤害提高130%,10146,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
火系攻击触发暴击概率提升10%,20101,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
灼烧层数+1个火球，第X个火球伤害增加X%，消耗所有火焰印记,20103,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
减伤40%，消耗所有火焰印记，提高减伤程度。（减伤=20%+印记数*15%）,20104,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,20109,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,20110,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
暴击伤害+20%,20105,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能2有概率额外获得1个火焰印记,20106,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能3有概率额外获得1个火焰印记,20107,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能4第5个火球伤害额外增加100%,20108,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
生命值越低，伤害越高,30101,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
忽视格挡,30102,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
消耗自己HP对敌人造成等额伤害,30103,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
血量为1时回复一次该技能冷却（每次出手起效一次）,30104,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
不死，不会死亡，受到伤害扣血时，血量最多扣到1滴血，即血量不会低于1（不会死）,30105,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
击杀回复10%血量,30106,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能4的生效条件由HP=1改为HP<=5%（用特殊效果30108替换30104）,30107,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
血量<=5%时回复一次该技能冷却（每次出手起效一次）,30108,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
防御技能抵挡次数+1（效果替换）,30109,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
6连击以上免疫格挡闪避,10201,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到伤害提高10%,10202,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
敌方眩晕后隐藏其他全部技能，切换出一套新技能可全部使用（若敌方出手则效果失效，眩晕时敌方未出手，效果依然还在）,10203,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
提高格挡80%,10204,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
提高眩晕概率,10205,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
碎甲效果提高2倍,10206,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到伤害提高30%,10207,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
格挡时反弹20%伤害,10208,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
奥义技能消耗降低1000奥义,10209,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到伤害回复的奥义值增加50%,10210,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
必定命中,10211,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
闪避+5%,30201,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
每次闪避回复奥义值20,30202,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
根据奥义值按概率序列回复技能1冷却(配在天赋上),30203,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标2%血量(玫瑰魔法攻击*30%),30204,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复20%血量,30205,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
闪避+40%,30206,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能1的获取的奥义值提升50%,30207,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
特性效果提升，闪避时回复的奥义值翻倍,30208,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能1的获取的奥义值提升50%,30210,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*33%),30231,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*36%),30232,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*39%),30233,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*42%),30234,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*45%),30235,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
我方每使用一个技能额外扣除目标生命(玫瑰魔法攻击*48%),30236,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
伤害提高=双方死亡数*3%,10301,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10302,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
如果有鲜血印记 则造成流血buff,10303,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
消耗对手三种印记造成伤害,10304,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10305,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10306,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
双方所有活的单位共担伤害(攻击者不会死，最少1滴血),10307,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
特性效果翻倍,10308,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10309,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
诅咒印记再提高技能4伤害1倍,10310,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
受到伤害回复的奥义值增加50%,10312,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
,10313,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
,10314,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
,10315,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
硬化皮肤：血量低于20%时，受到的伤害降低50%,10401,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
森之祝福：死亡时，为场上队友施加森之祝福(反弹30%伤害给攻击方),10402,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
反弹30%伤害,10403,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10404,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤120%,10405,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
防守技无法使用,10406,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
换人技无法使用,10407,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
反弹100%伤害,10408,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
防御技能反弹伤害提高50%,10409,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10410,Textures/Atlas/Dyn/SpecialEffectRes/muxixuetong.png
血量低于20%时，受治疗效果提升50%,10411,Textures/Atlas/Dyn/SpecialEffectRes/muxixuetong.png
缠绕buff的持续时间提高50%,10413,Textures/Atlas/Dyn/SpecialEffectRes/muxixuetong.png
回复一定血量,10431,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10432,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10433,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10434,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10435,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复一定血量,10436,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤130%,10441,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤140%,10442,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤150%,10443,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤160%,10444,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤170%,10445,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
加伤180%,10446,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
生命守护：换人上场时消耗生命印记，每消耗1个生效一个特殊效果,10801,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复5%HP,10802,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
每消耗1个生命印记产生一个特殊效果,10803,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复友方全体生命,10804,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
永久变身熊形态，替换主动技能,10805,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到的伤害降低40%,10806,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
受到治疗时，治疗效果提升50%,10807,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能1消耗1个生命印记为自己回复少量血量,10808,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
回复5%HP,10809,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能3产生的生命印记+1,10810,Textures/Atlas/Dyn/SpecialEffectRes/chengjie.png
熊形态伤害提高20%,10811,Textures/Atlas/Dyn/SpecialEffectRes/chengjie.png
,10812,Textures/Atlas/Dyn/SpecialEffectRes/chengjie.png
生命高于50%时，召唤小疾风作战。小疾风额外造成50%伤害,10501,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
连续使用3次时 技能伤害提高1倍,10502,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
如果没有箭矢，则增加2个箭矢,10503,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
概率获得箭矢,10504,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
消耗所有箭矢，每消耗一个增伤,10505,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
,10506,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
免伤405,10507,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
免疫buff,10508,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
箭矢上限+1,10509,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能3有概率额外获得1个箭矢,10510,Textures/Atlas/Dyn/SpecialEffectRes/fantan.png
技能4装箭矢数+1,10511,Textures/Atlas/Dyn/SpecialEffectRes/fantan.png
当檐鬼在场上时，自己和队友受到的aoe和debuff伤害降低50%,10601,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
当檐鬼在场上时，自己和队友受到的aoe和debuff伤害降低50%,10602,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
技能4的使用次数叠加上限4,10616,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
增加技能4使用次数,10603,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数（次数可累计，可以沿用到下次）,10604,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10605,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.6）,10606,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
特性提高50%（即再加一重效果）,10607,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
特性提高50%（即再加一重效果）,10608,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
死亡则索命,10609,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
无法换人,10610,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
技能2有概率额外再增加技能4次数+1,10611,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
技能3有概率额再外增加技能4次数+1,10613,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
当檐鬼在场下时暗影斗篷也会生效，其效果是正常情况的50%,10614,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
,10615,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
增加技能4使用次数,10631,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数,10632,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数,10633,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数,10634,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数,10635,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
增加技能4使用次数,10636,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10641,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10642,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10643,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10644,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10645,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
额外双方扣除等量血量,10646,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.65）,10651,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.7）,10652,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.75）,10653,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.8）,10654,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.85）,10655,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
对敌方造成本回合内造成的同等伤害（即 直接将本回合总伤害*0.9）,10656,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
减少受到的物理伤害80%,1011,Textures/Atlas/Dyn/SpecialEffectRes/wulipingzhang.png
减少受到的魔法伤害80%,1021,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
攻击男性单位时暴击率+100%,1031,Textures/Atlas/Dyn/SpecialEffectRes/xiongxingtongzhi.png
攻击女性单位时暴击率+100%,1041,Textures/Atlas/Dyn/SpecialEffectRes/muxixuetong.png
反弹100%伤害给攻击方（反弹的伤害不会被二次反弹）,1051,Textures/Atlas/Dyn/SpecialEffectRes/fantan.png
封印换人技能,1061,Textures/Atlas/Dyn/SpecialEffectRes/yongguzhaoze.png
免疫任何debuff,1071,Textures/Atlas/Dyn/SpecialEffectRes/shenzhizhongcai.png
奥义值上限降低2000,1081,Textures/Atlas/Dyn/SpecialEffectRes/chengjie.png
英雄死亡后 怪物士气上升，攻防增加,1091,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
血量越低伤害越高,1101,Textures/Atlas/Dyn/SpecialEffectRes/Frenzy.png
血量上限较高,1111,Textures/Atlas/Dyn/SpecialEffectRes/shengmingtianfu.png
造成伤害较高,1121,Textures/Atlas/Dyn/SpecialEffectRes/gongjitechang.png
降低自身受到的伤害,1131,Textures/Atlas/Dyn/SpecialEffectRes/baolei.png
暴击和暴击伤害较高,1141,Textures/Atlas/Dyn/SpecialEffectRes/baojizhuanjing.png
格挡和格挡减伤较高,1151,Textures/Atlas/Dyn/SpecialEffectRes/tiebi.png
,101101,Textures/Atlas/Dyn/SpecialEffectRes/wulipingzhang.png
,101102,Textures/Atlas/Dyn/SpecialEffectRes/wulipingzhang.png
,102101,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
,102102,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
,109101,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,109102,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,109103,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,109104,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,109105,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,109106,Textures/Atlas/Dyn/SpecialEffectRes/yemanguwu.png
,114101,Textures/Atlas/Dyn/SpecialEffectRes/baojizhuanjing.png
,114102,Textures/Atlas/Dyn/SpecialEffectRes/baojizhuanjing.png
,114103,Textures/Atlas/Dyn/SpecialEffectRes/baojizhuanjing.png
,115101,Textures/Atlas/Dyn/SpecialEffectRes/tiebi.png
,115102,Textures/Atlas/Dyn/SpecialEffectRes/tiebi.png
尸毒，使用技能损血,2001,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
超级尸毒，使用技能损血,2002,Textures/Atlas/Dyn/SpecialEffectRes/gaogongji.png
针对残血,1161,Textures/Atlas/Dyn/SpecialEffectRes/Cutdown.png
减防叠加,1171,Textures/Atlas/Dyn/SpecialEffectRes/Crumbling.png
延迟换人,1181,Textures/Atlas/Dyn/SpecialEffectRes/rescuedelay.png
免伤次数,1191,Textures/Atlas/Dyn/SpecialEffectRes/Shield.png
耗能增加,1201,Textures/Atlas/Dyn/SpecialEffectRes/Overload.png
封印技能,1211,Textures/Atlas/Dyn/SpecialEffectRes/silent.png
叠暴击,1221,Textures/Atlas/Dyn/SpecialEffectRes/Overlay.png
负冰抗,1231,Textures/Atlas/Dyn/SpecialEffectRes/Frostyfear.png
负火抗,1241,Textures/Atlas/Dyn/SpecialEffectRes/flamefear.png
负光抗,1251,Textures/Atlas/Dyn/SpecialEffectRes/Lightandfear.png
负暗抗,1261,Textures/Atlas/Dyn/SpecialEffectRes/Darkfear.png
触发援助,1271,Textures/Atlas/Dyn/SpecialEffectRes/rescue.png
触发打断,1281,Textures/Atlas/Dyn/SpecialEffectRes/Suppress.png
替换序列,1291,Textures/Atlas/Dyn/SpecialEffectRes/hegemony.png
吸血,1301,Textures/Atlas/Dyn/SpecialEffectRes/Lifesteal.png
释放尸毒,1311,Textures/Atlas/Dyn/SpecialEffectRes/Corruption.png
释放超级尸毒,1321,Textures/Atlas/Dyn/SpecialEffectRes/Fataldecay.png
造成流血,1331,Textures/Atlas/Dyn/SpecialEffectRes/bleeding.png
黑色诅咒,1341,Textures/Atlas/Dyn/SpecialEffectRes/Blackcurse.png
,3010,Textures/Atlas/Dyn/SpecialEffectRes/Ignoredefense.png
减少受到的物理伤害80%,1012,Textures/Atlas/Dyn/SpecialEffectRes/wulipingzhang.png
减少受到的魔法伤害80%,1022,Textures/Atlas/Dyn/SpecialEffectRes/monenghudun.png
,3001,Textures/Atlas/Dyn/SpecialEffectRes/Bloodsucking.png
,3002,Textures/Atlas/Dyn/SpecialEffectRes/default.png
,3003,Textures/Atlas/Dyn/SpecialEffectRes/default.png
,3004,Textures/Atlas/Dyn/SpecialEffectRes/Rage.png
,3005,Textures/Atlas/Dyn/SpecialEffectRes/tanlanmakeup.png
