,required,required,required,required,required,required,required
,1179,3,22,1596,1,300,15
,1180,3,23,1597,1,500,20
,1181,3,24,1598,1,1000,30
,1182,3,25,1599,1,100,10
,1183,3,26,1600,1,200,15
,1184,3,27,1601,1,500,20
,1185,3,28,1602,1,1000,30
,1186,3,29,1603,1,100,10
,1187,3,30,1604,1,200,15
,1188,3,31,1605,1,500,20
,1189,3,32,1606,1,1000,30
,1190,3,33,1607,1,100,10
,1191,3,34,1608,1,200,15
,1192,3,35,1609,1,500,20
,1193,3,36,1610,1,1000,30
,1194,3,37,1611,1,100,10
,1195,3,38,1612,1,200,15
,1196,3,39,1613,1,500,20
,1197,3,40,1614,1,1000,30
,1198,4,1,1615,1,200,10
,1199,4,2,1616,1,200,10
,1200,4,3,1617,1,300,15
,1201,4,4,1618,1,300,15
,1202,4,5,1619,1,500,20
,1203,4,6,1620,1,1000,30
,1204,4,7,1621,1,200,10
,1205,4,8,1622,1,200,10
,1206,4,9,1623,1,300,15
,1207,4,10,1624,1,300,15
,1208,4,11,1625,1,500,20
,1209,4,12,1626,1,1000,30
,1210,4,13,1627,1,200,10
,1211,4,14,1628,1,200,10
,1212,4,15,1629,1,300,15
,1213,4,16,1630,1,300,15
,1214,4,17,1631,1,500,20
,1215,4,18,1632,1,1000,30
,1216,4,19,1633,1,200,10
,1217,4,20,1634,1,200,10
,1218,4,21,1635,1,300,15
,1219,4,22,1636,1,300,15
,1220,4,23,1637,1,500,20
,1221,4,24,1638,1,1000,30
,1222,4,25,1639,1,200,10
,1223,4,26,1640,1,200,10
,1224,4,27,1641,1,300,15
,1225,4,28,1642,1,300,15
,1226,4,29,1643,1,500,20
,1227,4,30,1644,1,1000,30
,1228,4,31,1645,1,300,20
,1229,4,32,1646,1,300,20
,1230,4,33,1647,1,500,30
,1231,4,34,1648,1,500,30
,1232,4,35,1649,1,1000,30
,1233,5,1,1650,1,300,20
,1234,5,2,1651,1,300,20
,1235,5,3,1652,1,500,30
,1236,5,4,1653,1,1000,30
,1237,5,5,1654,1,300,20
,1238,5,6,1655,1,300,20
,1239,5,7,1656,1,500,30
,1240,5,8,1657,1,1000,30
,1241,5,9,1658,1,300,20
,1242,5,10,1659,1,300,20
,1243,5,11,1660,1,500,30
,1244,5,12,1661,1,1000,30
,1245,5,13,1662,1,300,20
,1246,5,14,1663,1,300,20
,1247,5,15,1664,1,500,30
,1248,5,16,1665,1,1000,30
,1249,5,17,1666,1,300,20
,1250,5,18,1667,1,300,20
,1251,5,19,1668,1,500,30
,1252,5,20,1669,1,1000,30
,1253,5,21,1670,1,300,10
,1254,5,22,1671,1,300,10
,1255,5,23,1672,1,500,10
,1256,5,24,1673,1,1000,20
,1257,5,25,1674,1,300,10
,1258,5,26,1675,1,300,10
,1259,5,27,1676,1,500,10
,1260,5,28,1677,1,1000,20
,1261,5,29,1678,1,300,10
,1262,5,30,1679,1,300,10
,1263,5,31,1680,1,500,10
,1264,5,32,1681,1,1000,20
,1265,5,33,1682,1,300,10
,1266,5,34,1683,1,300,10
,1267,5,35,1684,1,500,10
,1268,5,36,1685,1,1000,20
,1269,5,37,1686,1,300,10
,1270,5,38,1687,1,300,10
,1271,5,39,1688,1,500,10
,1272,5,40,1689,1,1000,20
,1273,6,1,1690,1,500,20
,1274,6,2,1691,1,600,20
,1275,6,3,1692,1,800,20
,1276,6,4,1693,1,1000,20
,1277,6,5,1694,1,1500,30
,1278,6,6,1695,1,2000,30
,1279,6,7,1696,1,500,20
,1280,6,8,1697,1,600,20
,1281,6,9,1698,1,800,20
,1282,6,10,1699,1,1000,20
,1283,6,11,1700,1,1500,30
,1284,6,12,1701,1,2000,30
,1285,6,13,1702,1,500,20
,1286,6,14,1703,1,600,20
,1287,6,15,1704,1,800,20
,1288,6,16,1705,1,1000,20
,1289,6,17,1706,1,1500,30
,1290,6,18,1707,1,2000,30
,1291,6,19,1708,1,500,20
,1292,6,20,1709,1,600,20
,1293,6,21,1710,1,800,20
,1294,6,22,1711,1,1000,20
,1295,6,23,1712,1,1500,30
,1296,6,24,1713,1,2000,30
,1297,6,25,1714,1,500,20
,1298,6,26,1715,1,600,20
,1299,6,27,1716,1,800,20
,1300,6,28,1717,1,1000,20
,1301,6,29,1718,1,1500,30
,1302,6,30,1719,1,2000,30
,1303,1,21,1550,1,200,10
,1304,1,22,1551,1,300,15
,1305,1,23,1552,1,300,15
,1306,1,24,1553,1,500,20
,1307,1,25,1554,1,1000,30
,1308,1,26,1555,1,200,10
,1309,1,27,1556,1,300,15
,1310,1,28,1557,1,300,15
,1311,1,29,1558,1,500,20
,1312,1,30,1559,1,1000,30
,1313,1,31,1560,1,200,10
,1314,1,32,1561,1,300,15
,1315,1,33,1562,1,300,15
,1316,1,34,1563,1,500,20
,1317,1,35,1564,1,1000,30
,1318,1,36,1565,1,200,10
,1319,1,37,1566,1,300,15
,1320,1,38,1567,1,300,15
,1321,1,39,1568,1,500,20
,1322,1,40,1569,1,1000,30
,1323,1,41,1570,1,200,10
,1324,1,42,1571,1,300,15
,1325,1,43,1572,1,300,15
,1326,1,44,1573,1,500,20
,1327,1,45,1574,1,1000,30
