,required,required,required
,10409,6000127,5000
,10410,6000127,6000
,10411,6000127,8000
,10412,6000128,10000
,10413,6000128,12000
,10414,6000128,15000
,10415,6000128,18000
,10416,6000128,22000
,10417,6000128,26000
,10418,6000129,30000
,10419,6000129,35000
,10420,6000129,40000
,10421,6000129,45000
,10422,6000129,50000
,10423,6000129,55000
,10424,6000130,60000
,10425,6000130,70000
,10426,6000130,80000
,10427,6000130,90000
,10428,6000130,100000
,10429,6000130,0
,10500,0,200
,10501,6000179,500
,10502,6000131,800
,10503,6000131,1100
,10504,6000131,1500
,10505,6000131,2000
,10506,6000132,2500
,10507,6000132,3000
,10508,6000132,4000
,10509,6000132,5000
,10510,6000132,6000
,10511,6000132,8000
,10512,6000133,10000
,10513,6000133,12000
,10514,6000133,15000
,10515,6000133,18000
,10516,6000133,22000
,10517,6000133,26000
,10518,6000134,30000
,10519,6000134,35000
,10520,6000134,40000
,10521,6000134,45000
,10522,6000134,50000
,10523,6000134,55000
,10524,6000135,60000
,10525,6000135,70000
,10526,6000135,80000
,10527,6000135,90000
,10528,6000135,100000
,10529,6000135,0
,10600,0,200
,10601,6000179,500
,10602,6000136,800
,10603,6000136,1100
,10604,6000136,1500
,10605,6000136,2000
,10606,6000137,2500
,10607,6000137,3000
,10608,6000137,4000
,10609,6000137,5000
,10610,6000137,6000
,10611,6000137,8000
,10612,6000138,10000
,10613,6000138,12000
,10614,6000138,15000
,10615,6000138,18000
,10616,6000138,22000
,10617,6000138,26000
,10618,6000139,30000
,10619,6000139,35000
,10620,6000139,40000
,10621,6000139,45000
,10622,6000139,50000
,10623,6000139,55000
,10624,6000140,60000
,10625,6000140,70000
,10626,6000140,80000
,10627,6000140,90000
,10628,6000140,100000
,10629,6000140,0
,10700,0,200
,10701,6000179,500
,10702,6000141,800
,10703,6000141,1100
,10704,6000141,1500
,10705,6000141,2000
,10706,6000142,2500
,10707,6000142,3000
,10708,6000142,4000
,10709,6000142,5000
,10710,6000142,6000
,10711,6000142,8000
,10712,6000143,10000
,10713,6000143,12000
,10714,6000143,15000
,10715,6000143,18000
,10716,6000143,22000
,10717,6000143,26000
,10718,6000144,30000
,10719,6000144,35000
,10720,6000144,40000
,10721,6000144,45000
,10722,6000144,50000
,10723,6000144,55000
,10724,6000145,60000
,10725,6000145,70000
,10726,6000145,80000
,10727,6000145,90000
,10728,6000145,100000
,10729,6000145,0
,10800,0,200
,10801,6000179,500
,10802,6000146,800
,10803,6000146,1100
,10804,6000146,1500
,10805,6000146,2000
,10806,6000147,2500
,10807,6000147,3000
,10808,6000147,4000
,10809,6000147,5000
,10810,6000147,6000
,10811,6000147,8000
,10812,6000148,10000
,10813,6000148,12000
,10814,6000148,15000
,10815,6000148,18000
,10816,6000148,22000
,10817,6000148,26000
,10818,6000149,30000
,10819,6000149,35000
,10820,6000149,40000
,10821,6000149,45000
,10822,6000149,50000
,10823,6000149,55000
,10824,6000150,60000
,10825,6000150,70000
,10826,6000150,80000
,10827,6000150,90000
,10828,6000150,100000
,10829,6000150,0
,11200,0,200
,11201,6000179,500
,11202,6000172,800
,11203,6000172,1100
,11204,6000172,1500
,11205,6000172,2000
,11206,6000173,2500
,11207,6000173,3000
,11208,6000173,4000
,11209,6000173,5000
,11210,6000173,6000
,11211,6000173,8000
,11212,6000174,10000
,11213,6000174,12000
,11214,6000174,15000
,11215,6000174,18000
,11216,6000174,22000
,11217,6000174,26000
,11218,6000175,30000
,11219,6000175,35000
,11220,6000175,40000
,11221,6000175,45000
,11222,6000175,50000
,11223,6000175,55000
,11224,6000176,60000
,11225,6000176,70000
,11226,6000176,80000
,11227,6000176,90000
,11228,6000176,100000
,11229,6000176,0
,20100,0,200
,20101,6000179,500
,20102,6000101,800
,20103,6000101,1100
,20104,6000101,1500
,20105,6000101,2000
,20106,6000102,2500
,20107,6000102,3000
,20108,6000102,4000
,20109,6000102,5000
,20110,6000102,6000
,20111,6000102,8000
,20112,6000103,10000
,20113,6000103,12000
,20114,6000103,15000
,20115,6000103,18000
,20116,6000103,22000
,20117,6000103,26000
,20118,6000104,30000
,20119,6000104,35000
,20120,6000104,40000
,20121,6000104,45000
,20122,6000104,50000
,20123,6000104,55000
,20124,6000105,60000
,20125,6000105,70000
,20126,6000105,80000
,20127,6000105,90000
,20128,6000105,100000
,20129,6000105,0
,30100,0,200
,30101,6000179,500
,30102,6000106,800
,30103,6000106,1100
,30104,6000106,1500
,30105,6000106,2000
,30106,6000107,2500
,30107,6000107,3000
,30108,6000107,4000
,30109,6000107,5000
,30110,6000107,6000
,30111,6000107,8000
,30112,6000108,10000
,30113,6000108,12000
,30114,6000108,15000
,30115,6000108,18000
,30116,6000108,22000
,30117,6000108,26000
,30118,6000109,30000
,30119,6000109,35000
,30120,6000109,40000
,30121,6000109,45000
,30122,6000109,50000
,30123,6000109,55000
,30124,6000110,60000
,30125,6000110,70000
,30126,6000110,80000
,30127,6000110,90000
,30128,6000110,100000
,30129,6000110,0
,30200,0,200
,30201,6000179,500
,30202,6000116,800
,30203,6000116,1100
,30204,6000116,1500
,30205,6000116,2000
,30206,6000117,2500
,30207,6000117,3000
,30208,6000117,4000
,30209,6000117,5000
,30210,6000117,6000
,30211,6000117,8000
,30212,6000118,10000
,30213,6000118,12000
,30214,6000118,15000
,30215,6000118,18000
,30216,6000118,22000
,30217,6000118,26000
,30218,6000119,30000
,30219,6000119,35000
,30220,6000119,40000
,30221,6000119,45000
,30222,6000119,50000
,30223,6000119,55000
,30224,6000120,60000
,30225,6000120,70000
,30226,6000120,80000
,30227,6000120,90000
,30228,6000120,100000
,30229,6000120,0
,40100,0,200
,40101,6000179,500
,40102,6000151,800
,40103,6000151,1100
,40104,6000151,1500
,40105,6000151,2000
,40106,6000152,2500
,40107,6000152,3000
,40108,6000152,4000
,40109,6000152,5000
,40110,6000152,6000
,40111,6000152,8000
,40112,6000153,10000
,40113,6000153,12000
,40114,6000153,15000
,40115,6000153,18000
,40116,6000153,22000
,40117,6000153,26000
,40118,6000154,30000
,40119,6000154,35000
,40120,6000154,40000
,40121,6000154,45000
,40122,6000154,50000
,40123,6000154,55000
,40124,6000155,60000
,40125,6000155,70000
,40126,6000155,80000
,40127,6000155,90000
,40128,6000155,100000
,40129,6000155,0
