,required,required,required,required,required,required,required,required,required
,1010061,1,0,1395,3,2,7000216,3,0
,1010062,1,0,1766,3,3,7000217,5,0
,1010063,1,0,1767,3,4,7000218,10,0
,1010064,1,0,1768,3,5,7000219,20,0
,1010065,1,0,1769,3,6,7000220,30,0
,1010066,1,0,1402,3,7,7000221,3,0
,1010067,1,0,1770,3,8,7000222,5,0
,1010068,1,0,1771,3,9,7000223,10,0
,1010069,1,0,1772,3,10,7000224,20,0
,1010070,1,0,1773,3,11,7000225,30,0
,1010071,1,0,1409,3,12,7000226,3,0
,1010072,1,0,1774,3,13,7000227,5,0
,1010073,1,0,1775,3,14,7000228,10,0
,1010074,1,0,1776,3,15,7000229,20,0
,1010075,1,0,1777,3,16,7000230,30,0
,1010076,1,0,1778,3,17,7000231,3,0
,1010077,1,0,1779,3,18,7000232,5,0
,1010078,1,0,1780,3,19,7000233,10,0
,1010079,1,0,1781,3,20,7000234,20,0
,1010080,1,0,1782,3,21,7000235,30,0
,1010081,1,0,1783,3,22,7000236,3,0
,1010082,1,0,1784,3,23,7000237,5,0
,1010083,1,0,1785,3,24,7000238,10,0
,1010084,1,0,1786,3,25,7000239,20,0
,1010085,1,0,1787,3,26,7000240,30,0
,1010086,1,0,1297,3,27,7000241,1,0
,1010087,1,0,1788,3,28,7000242,2,0
,1010088,1,0,1298,3,29,7000243,2,0
,1010089,1,0,1339,3,30,7000244,3,0
,1010090,1,0,1299,3,31,7000245,3,0
,1010091,1,0,1789,3,32,7000246,4,0
,1010092,1,0,1300,3,33,7000247,4,0
,1010093,1,0,1301,3,34,7000248,5,0
,1010094,1,0,1302,3,35,7000249,6,0
,1010095,1,0,1303,3,36,7000250,8,0
,1010096,1,0,1304,3,37,7000251,10,0
,1010097,1,0,1790,3,38,7000252,15,0
,1010098,1,0,1791,3,39,7000253,20,0
,1010099,1,0,1792,3,40,7000254,25,0
,1010100,1,0,1793,3,41,7000255,30,0
,1010101,1,0,1169,3,42,7000256,1,0
,1010102,1,0,1794,3,43,7000257,2,0
,1010103,1,0,1170,3,44,7000258,2,0
,1010104,1,0,1795,3,45,7000259,3,0
,1010105,1,0,1171,3,46,7000260,3,0
,1010106,1,0,1796,3,47,7000261,4,0
,1010107,1,0,1172,3,48,7000262,4,0
,1010108,1,0,1173,3,49,7000263,5,0
,1010109,1,0,1174,3,50,7000264,6,0
,1010110,1,0,1175,3,51,7000265,8,0
,1010111,1,0,1176,3,52,7000266,10,0
,1010112,1,0,1797,3,53,7000267,15,0
,1010113,1,0,1798,3,54,7000268,20,0
,1010114,1,0,1799,3,55,7000269,25,0
,1010115,1,0,1800,3,56,7000270,30,0
,1010116,1,0,1801,3,57,7000271,1,0
,1010117,1,0,1802,3,58,7000272,2,0
,1010118,1,0,1803,3,59,7000273,2,0
,1010119,1,0,1804,3,60,7000274,3,0
,1010120,1,0,1805,4,1,7000275,3,0
,1010121,1,0,1806,4,2,7000276,4,0
,1010122,1,0,1807,4,3,7000277,4,0
,1010123,1,0,1808,4,4,7000278,5,0
,1010124,1,0,1809,4,5,7000279,6,0
,1010125,1,0,1810,4,6,7000280,8,0
,1010126,1,0,1811,4,7,7000281,10,0
,1010127,1,0,1812,4,8,7000282,15,0
,1010128,1,0,1813,4,9,7000283,20,0
,1010129,1,0,1814,4,10,7000284,25,0
,1010130,1,0,1815,4,11,7000285,30,0
,1010131,1,0,1816,4,12,7000286,1,0
,1010132,1,0,1817,4,13,7000287,2,0
,1010133,1,0,1818,4,14,7000288,2,0
,1010134,1,0,1819,4,15,7000289,3,0
,1010135,1,0,1820,4,16,7000290,3,0
,1010136,1,0,1821,4,17,7000291,4,0
,1010137,1,0,1822,4,18,7000292,4,0
,1010138,1,0,1823,4,19,7000293,5,0
,1010139,1,0,1824,4,20,7000294,6,0
,1010140,1,0,1825,4,21,7000295,8,0
,1010141,1,0,1826,4,22,7000296,10,0
,1010142,1,0,1827,4,23,7000297,15,0
,1010143,1,0,1828,4,24,7000298,20,0
,1010144,1,0,1829,4,25,7000299,25,0
,1010145,1,0,1830,4,26,7000300,30,0
,1010146,1,0,1831,4,27,7000301,1,0
,1010147,1,0,1832,4,28,7000302,2,0
,1010148,1,0,1833,4,29,7000303,2,0
,1010149,1,0,1834,4,30,7000304,3,0
,1010150,1,0,1835,4,31,7000305,3,0
,1010151,1,0,1836,4,32,7000306,4,0
,1010152,1,0,1837,4,33,7000307,4,0
,1010153,1,0,1838,4,34,7000308,5,0
,1010154,1,0,1839,4,35,7000309,6,0
,1010155,1,0,1840,4,36,7000310,8,0
,1010156,1,0,1841,4,37,7000311,10,0
,1010157,1,0,1842,4,38,7000312,15,0
,1010158,1,0,1843,4,39,7000313,20,0
,1010159,1,0,1844,4,40,7000314,25,0
,1010160,1,0,1845,4,41,7000315,30,0
,1010161,1,0,1201,4,42,7000316,2,0
,1010162,1,0,1202,4,43,7000317,5,0
,1010163,1,0,1203,4,44,7000318,10,0
,1010164,1,0,1204,4,45,7000319,15,0
,1010165,1,0,1205,4,46,7000320,20,0
,1010166,1,0,1206,4,47,7000321,25,0
,1010167,1,0,1207,4,48,7000322,30,0
,1010168,1,0,1208,4,49,7000323,2,0
,1010169,1,0,1209,4,50,7000324,5,0
,1010170,1,0,1210,4,51,7000325,10,0
,1010171,1,0,1211,4,52,7000326,15,0
,1010172,1,0,1212,4,53,7000327,20,0
,1010173,1,0,1213,4,54,7000328,25,0
,1010174,1,0,1214,4,55,7000329,30,0
,1010175,1,0,1846,4,56,7000330,2,0
,1010176,1,0,1847,4,57,7000331,5,0
,1010177,1,0,1848,4,58,7000332,10,0
,1010178,1,0,1849,4,59,7000333,15,0
,1010179,1,0,1850,4,60,7000334,20,0
,1010180,1,0,1851,5,1,7000335,25,0
,1010181,1,0,1852,5,2,7000336,30,0
,1010182,1,0,1853,5,3,7000337,2,0
,1010183,1,0,1854,5,4,7000338,5,0
,1010184,1,0,1855,5,5,7000339,10,0
,1010185,1,0,1856,5,6,7000340,15,0
,1010186,1,0,1857,5,7,7000341,20,0
,1010187,1,0,1858,5,8,7000342,25,0
,1010188,1,0,1859,5,9,7000343,30,0
,1010189,1,0,1860,5,10,7000344,2,0
,1010190,1,0,1861,5,11,7000345,5,0
,1010191,1,0,1862,5,12,7000346,10,0
,1010192,1,0,1863,5,13,7000347,15,0
,1010193,1,0,1864,5,14,7000348,20,0
,1010194,1,0,1865,5,15,7000349,25,0
,1010195,1,0,1866,5,16,7000350,30,0
,1010196,1,0,1231,5,17,7000351,5,0
,1010197,1,0,1232,5,18,7000352,10,0
,1010198,1,0,1233,5,19,7000353,20,0
,1010199,1,0,1234,5,20,7000354,30,0
,1010200,1,0,1238,5,21,7000355,5,0
,1010201,1,0,1239,5,22,7000356,10,0
,1010202,1,0,1240,5,23,7000357,20,0
,1010203,1,0,1241,5,24,7000358,30,0
,1010204,1,0,1867,5,25,7000359,5,0
,1010205,1,0,1868,5,26,7000360,10,0
,1010206,1,0,1869,5,27,7000361,20,0
,1010207,1,0,1870,5,28,7000362,30,0
,1010208,1,0,1871,5,29,7000363,5,0
,1010209,1,0,1872,5,30,7000364,10,0
,1010210,1,0,1873,5,31,7000365,20,0
,1010211,1,0,1874,5,32,7000366,30,0
,1010212,1,0,1875,5,33,7000367,5,0
,1010213,1,0,1876,5,34,7000368,10,0
,1010214,1,0,1877,5,35,7000369,20,0
,1010215,1,0,1878,5,36,7000370,30,0
,1010216,1,0,1879,5,37,7000371,5,0
,1010217,1,0,1880,5,38,7000372,10,0
,1010218,1,0,1881,5,39,7000373,20,0
,1010219,1,0,1882,5,40,7000374,30,0
,1010220,1,0,1883,5,41,7000375,50,0
,1010221,1,0,1884,5,42,7000376,10,0
,1010222,1,0,1885,5,43,7000377,20,0
,1010223,1,0,1886,5,44,7000378,30,0
,1010224,1,0,1887,5,45,7000379,50,0
,1010225,1,0,1888,5,46,7000380,75,0
,1010226,1,0,1889,5,47,7000381,100,0
,1010227,1,0,1890,5,48,7000382,10,0
,1010228,1,0,1891,5,49,7000383,20,0
,1010229,1,0,1892,5,50,7000384,30,0
,1010230,1,0,1893,5,51,7000385,50,0
,1010231,1,0,1894,5,52,7000386,75,0
,1010232,1,0,1895,5,53,7000387,100,0
,1010233,1,0,1896,5,54,7000388,10,0
,1010234,1,0,1897,5,55,7000389,20,0
,1010235,1,0,1898,5,56,7000390,30,0
,1010236,1,0,1899,5,57,7000391,50,0
,1010237,1,0,1900,5,58,7000392,75,0
,1010238,1,0,1901,5,59,7000393,100,0
,1010239,1,0,1902,5,60,7000394,10,0
,1010240,1,0,1903,6,1,7000395,20,0
,1010241,1,0,1904,6,2,7000396,30,0
,1010242,1,0,1905,6,3,7000397,50,0
,1010243,1,0,1906,6,4,7000398,75,0
,1010244,1,0,1907,6,5,7000399,100,0
,1010245,1,0,1908,6,6,7000400,10,0
,1010246,1,0,1909,6,7,7000401,20,0
,1010247,1,0,1910,6,8,7000402,30,0
,1010248,1,0,1911,6,9,7000403,50,0
,1010249,1,0,1912,6,10,7000404,75,0
,1010250,1,0,1913,6,11,7000405,100,0
,1010251,1,0,1914,6,12,7000406,10,0
,1010252,1,0,1915,6,13,7000407,20,0
,1010253,1,0,1916,6,14,7000408,30,0
,1010254,1,0,1917,6,15,7000409,50,0
,1010255,1,0,1918,6,16,7000410,75,0
,1010256,1,0,1919,6,17,7000411,100,0
,1010257,1,0,1926,6,18,7000412,3,0
,1010258,1,0,1927,6,19,7000413,5,0
,1010259,1,0,1928,6,20,7000414,10,0
,1010260,1,0,1929,6,21,7000415,15,0
,1010261,1,0,1930,6,22,7000416,3,0
,1010262,1,0,1931,6,23,7000417,5,0
,1010263,1,0,1932,6,24,7000418,10,0
,1010264,1,0,1933,6,25,7000419,15,0
,1010265,1,0,1934,6,26,7000420,3,0
,1010266,1,0,1935,6,27,7000421,5,0
,1010267,1,0,1936,6,28,7000422,10,0
,1010268,1,0,1937,6,29,7000423,15,0
,1010269,1,0,1938,6,30,7000424,3,0
,1010270,1,0,1939,6,31,7000425,5,0
,1010271,1,0,1940,6,32,7000426,10,0
,1010272,1,0,1941,6,33,7000427,15,0
,1010273,1,0,1942,6,34,7000428,3,0
,1010274,1,0,1943,6,35,7000429,5,0
,1010275,1,0,1944,6,36,7000430,10,0
,1010276,1,0,1945,6,37,7000431,15,0
,1010277,1,0,1032,6,38,7000432,5,0
,1010278,1,0,1033,6,39,7000433,10,0
,1010279,1,0,1034,6,40,7000434,20,0
,1010280,1,0,1035,6,41,7000435,30,0
,1010281,1,0,1042,6,42,7000436,5,0
,1010282,1,0,1043,6,43,7000437,10,0
,1010283,1,0,1044,6,44,7000438,20,0
,1010284,1,0,1045,6,45,7000439,30,0
,1010285,1,0,1052,6,46,7000440,5,0
,1010286,1,0,1053,6,47,7000441,10,0
,1010287,1,0,1054,6,48,7000442,20,0
,1010288,1,0,1055,6,49,7000443,30,0
,1010289,1,0,1946,6,50,7000444,5,0
,1010290,1,0,1947,6,51,7000445,10,0
,1010291,1,0,1948,6,52,7000446,20,0
,1010292,1,0,1949,6,53,7000447,30,0
,1010293,1,0,1950,6,54,7000448,5,0
,1010294,1,0,1951,6,55,7000449,10,0
,1010295,1,0,1952,6,56,7000450,20,0
,1010296,1,0,1953,6,57,7000451,30,0
,1010297,1,0,1027,6,58,7000452,10,0
,1010298,1,0,1028,6,59,7000453,20,0
,1010299,1,0,1029,6,60,7000454,30,0
,1010300,1,0,1030,7,1,7000455,50,0
,1010301,1,0,1037,7,2,7000456,10,0
,1010302,1,0,1038,7,3,7000457,20,0
,1010303,1,0,1039,7,4,7000458,30,0
,1010304,1,0,1040,7,5,7000459,50,0
,1010305,1,0,1047,7,6,7000460,10,0
,1010306,1,0,1048,7,7,7000461,20,0
,1010307,1,0,1049,7,8,7000462,30,0
,1010308,1,0,1050,7,9,7000463,50,0
,1010309,1,0,1954,7,10,7000464,10,0
,1010310,1,0,1955,7,11,7000465,20,0
,1010311,1,0,1956,7,12,7000466,30,0
,1010312,1,0,1957,7,13,7000467,50,0
,1010313,1,0,1958,7,14,7000468,10,0
,1010314,1,0,1959,7,15,7000469,20,0
,1010315,1,0,1960,7,16,7000470,30,0
,1010316,1,0,1961,7,17,7000471,50,0
,1010317,1,0,1095,7,18,7000472,10,0
,1010318,1,0,1323,7,19,7000473,15,0
,1010319,1,0,1326,7,20,7000474,20,0
,1010320,1,0,1920,7,21,7000475,25,0
,1010321,1,0,1921,7,22,7000476,30,0
,1010322,1,0,1922,7,23,7000477,40,0
,1010323,1,0,1089,7,24,7000478,10,0
,1010324,1,0,1091,7,25,7000479,20,0
,1010325,1,0,1094,7,26,7000480,30,0
,1010326,1,0,1923,7,27,7000481,40,0
,1010327,1,0,1924,7,28,7000482,50,0
,1010328,1,0,1925,7,29,7000483,80,0
,1010329,1,0,1257,7,30,7000484,1,0
,1010330,1,0,1258,7,31,7000485,2,0
,1010331,1,0,1259,7,32,7000486,3,0
,1010332,1,0,1260,7,33,7000487,5,0
,1010333,1,0,1262,7,34,7000488,7,0
,1010334,1,0,1264,7,35,7000489,10,0
,1010335,1,0,1962,7,36,7000490,15,0
,1010336,1,0,1963,7,37,7000491,20,0
,1010337,1,0,1964,7,38,7000492,1,0
,1010338,1,0,1965,7,39,7000493,2,0
,1010339,1,0,1966,7,40,7000494,3,0
,1010340,1,0,1967,7,41,7000495,5,0
,1010341,1,0,1968,7,42,7000496,7,0
,1010342,1,0,1969,7,43,7000497,10,0
,1010343,1,0,1970,7,44,7000498,15,0
,1010344,1,0,1971,7,45,7000499,20,0
,1010345,1,0,1972,7,46,7000500,1,0
,1010346,1,0,1973,7,47,7000501,2,0
,1010347,1,0,1974,7,48,7000502,3,0
,1010348,1,0,1975,7,49,7000503,5,0
,1010349,1,0,1976,7,50,7000504,7,0
,1010350,1,0,1977,7,51,7000505,10,0
,1010351,1,0,1978,7,52,7000506,15,0
,1010352,1,0,1979,7,53,7000507,20,0
,1010353,1,0,1980,7,54,7000508,1,0
,1010354,1,0,1981,7,55,7000509,2,0
,1010355,1,0,1982,7,56,7000510,3,0
,1010356,1,0,1983,7,57,7000511,5,0
,1010357,1,0,1984,7,58,7000512,7,0
,1010358,1,0,1985,7,59,7000513,10,0
,1010359,1,0,1986,7,60,7000514,15,0
,1010360,1,0,1987,8,1,7000515,20,0
,1010361,1,0,1988,8,2,7000516,1,0
,1010362,1,0,1989,8,3,7000517,2,0
,1010363,1,0,1990,8,4,7000518,3,0
,1010364,1,0,1991,8,5,7000519,5,0
,1010365,1,0,1992,8,6,7000520,7,0
,1010366,1,0,1993,8,7,7000521,10,0
,1010367,1,0,1994,8,8,7000522,15,0
,1010368,1,0,1995,8,9,7000523,20,0
,1010369,1,0,1996,8,10,7000524,1,0
,1010370,1,0,1997,8,11,7000525,2,0
,1010371,1,0,1998,8,12,7000526,3,0
,1010372,1,0,1999,8,13,7000527,5,0
,1010373,1,0,2000,8,14,7000528,7,0
,1010374,1,0,2001,8,15,7000529,10,0
,1010375,1,0,2002,8,16,7000530,15,0
,1010376,1,0,2003,8,17,7000531,20,0
,1010377,1,0,2004,8,18,7000532,3,0
,1010378,1,0,2005,8,19,7000533,5,0
,1010379,1,0,2006,8,20,7000534,10,0
,1010380,1,0,2007,8,21,7000535,20,0
,1010381,1,0,2008,8,22,7000536,30,0
,1010382,1,0,2009,8,23,7000537,50,0
,1010383,1,0,2010,8,24,7000538,3,0
,1010384,1,0,2011,8,25,7000539,5,0
,1010385,1,0,2012,8,26,7000540,10,0
,1010386,1,0,2013,8,27,7000541,20,0
,1010387,1,0,2014,8,28,7000542,30,0
,1010388,1,0,2015,8,29,7000543,50,0
,1010389,1,0,2016,8,30,7000544,3,0
,1010390,1,0,2017,8,31,7000545,5,0
,1010391,1,0,2018,8,32,7000546,10,0
,1010392,1,0,2019,8,33,7000547,20,0
,1010393,1,0,2020,8,34,7000548,30,0
,1010394,1,0,2021,8,35,7000549,50,0
,1010395,1,0,2022,8,36,7000550,3,0
,1010396,1,0,2023,8,37,7000551,5,0
,1010397,1,0,2024,8,38,7000552,10,0
,1010398,1,0,2025,8,39,7000553,20,0
,1010399,1,0,2026,8,40,7000554,30,0
,1010400,1,0,2027,8,41,7000555,50,0
,1010401,1,0,2028,8,42,7000556,3,0
,1010402,1,0,2029,8,43,7000557,5,0
,1010403,1,0,2030,8,44,7000558,10,0
,1010404,1,0,2031,8,45,7000559,20,0
,1010405,1,0,2032,8,46,7000560,30,0
,1010406,1,0,2033,8,47,7000561,50,0
,1010407,1,0,2034,8,48,7000562,3,0
,1010408,1,0,2035,8,49,7000563,5,0
,1010409,1,0,2036,8,50,7000564,10,0
,1010410,1,0,2037,8,51,7000565,20,0
,1010411,1,0,2038,8,52,7000566,30,0
,1010412,1,0,2039,8,53,7000567,50,0
,1010413,1,0,1327,8,54,7000568,2,0
,1010414,1,0,1309,8,55,7000569,2,0
,1010415,1,0,2040,8,56,7000570,5,0
,1010416,1,0,2041,8,57,7000571,10,0
,1010417,1,0,2042,8,58,7000572,20,0
,1010418,1,0,2043,8,59,7000573,30,0
,1010419,1,0,2044,8,60,7000574,50,0
,1010420,1,0,2045,9,1,7000575,100,0
,1010421,1,0,2046,9,2,7000576,200,0
,1010422,1,0,2047,9,3,7000577,2,0
,1010423,1,0,2048,9,4,7000578,5,0
,1010424,1,0,2049,9,5,7000579,10,0
,1010425,1,0,2050,9,6,7000580,20,0
,1010426,1,0,2051,9,7,7000581,30,0
,1010427,1,0,2052,9,8,7000582,50,0
,1010428,1,0,2053,9,9,7000583,100,0
,1010429,1,0,2054,9,10,7000584,200,0
,1010430,1,0,2055,9,11,7000585,500,0
,1010431,1,0,1013,9,12,7000586,2,0
,1010432,1,0,1014,9,13,7000587,3,0
,1010433,1,0,1015,9,14,7000588,5,0
,1010434,1,0,1016,9,15,7000589,10,0
,1010435,1,0,1017,9,16,7000590,15,0
,1010436,1,0,1328,9,17,7000591,2,0
,1010437,1,0,1329,9,18,7000592,5,0
,1010438,1,0,1330,9,19,7000593,10,0
,1010439,1,0,1331,9,20,7000594,20,0
,1010440,1,0,1332,9,21,7000595,30,0
,1010441,1,0,1414,9,22,7000596,2,0
,1010442,1,0,2056,9,23,7000597,5,0
,1010443,1,0,2057,9,24,7000598,10,0
,1010444,1,0,2058,9,25,7000599,15,0
,1010445,1,0,2059,9,26,7000600,20,0
,1010446,1,0,2060,9,27,7000601,30,0
,1010447,1,0,2061,9,28,7000602,50,0
,1010448,1,0,2062,9,29,7000603,80,0
,1010449,1,0,2063,9,30,7000604,100,0
,1010450,1,0,1385,9,31,7000605,2,0
,1010451,1,0,1387,9,32,7000606,5,0
,1010452,1,0,1473,9,33,7000607,2,0
,1010453,1,0,1475,9,34,7000608,5,0
,1010454,1,0,1477,9,35,7000609,10,0
,1010455,1,0,2064,9,36,7000610,20,0
,1010456,1,0,2065,9,37,7000611,30,0
,1010457,1,0,1481,9,38,7000612,2,0
,1010458,1,0,1483,9,39,7000613,5,0
,1010459,1,0,1485,9,40,7000614,10,0
,1010460,1,0,2066,9,41,7000615,20,0
,1010461,1,0,2067,9,42,7000616,30,0
,1010462,1,0,1489,9,43,7000617,2,0
,1010463,1,0,1491,9,44,7000618,5,0
,1010464,1,0,1493,9,45,7000619,10,0
,1010465,1,0,2068,9,46,7000620,20,0
,1010466,1,0,2069,9,47,7000621,30,0
,1010467,1,0,2070,9,48,7000622,5,0
,1010468,1,0,2071,9,49,7000623,10,0
,1010469,1,0,2072,9,50,7000624,20,0
,1010470,1,0,2073,9,51,7000625,30,0
,1010471,1,0,2074,9,52,7000626,50,0
,1010472,1,0,2075,9,53,7000627,100,0
,1010473,1,0,1512,9,54,7000628,2,0
,1010474,1,0,2076,9,55,7000629,5,0
,1010475,1,0,2077,9,56,7000630,10,0
