,required,required,required,required
,94,6000129,3010013,20
,95,6000130,3010013,30
,96,6000131,3010013,5
,97,6000132,3010013,10
,98,6000133,3010013,15
,99,6000134,3010013,20
,100,6000135,3010013,30
,101,6000136,3010013,5
,102,6000137,3010013,10
,103,6000138,3010013,15
,104,6000139,3010013,20
,105,6000140,3010013,30
,106,6000141,3010013,5
,107,6000142,3010013,10
,108,6000143,3010013,15
,109,6000144,3010013,20
,110,6000145,3010013,30
,111,6000146,3010013,5
,112,6000147,3010013,10
,113,6000148,3010013,15
,114,6000149,3010013,20
,115,6000150,3010013,30
,116,6000151,3010013,5
,117,6000152,3010013,10
,118,6000153,3010013,15
,119,6000154,3010013,20
,120,6000155,3010013,30
,121,6000172,3011123,1
,122,6000173,3011123,2
,123,6000174,3011123,3
,124,6000175,3011123,4
,125,6000176,3011123,5
,126,6000172,3010013,5
,127,6000173,3010013,10
,128,6000174,3010013,15
,129,6000175,3010013,20
,130,6000176,3010013,30
,131,6000179,3010013,5
,132,2000352,2130212,1
,133,2000352,2130222,1
,134,2000353,3,50000
,135,2000353,2120013,1
,136,2000354,2130232,1
,137,2000354,2130242,1
,138,2000355,120022,5
,139,2000355,120023,1
,140,2000356,3,50000
,141,2000356,3030013,1
,142,2000357,5001012,1
,143,2000357,5002012,1
,144,2000357,5003012,1
,145,2000358,3,50000
,146,2000358,2110001,30
,147,2000359,3,50000
,148,2000359,2120013,2
,149,2000360,120012,5
,150,2000360,120013,1
,151,2000361,3,50000
,152,2000361,2130313,1
,153,2000361,2130323,1
,154,2000362,3,50000
,155,2000362,2130333,1
,156,2000362,2130343,1
,157,2000363,3,50000
,158,2000363,2110001,20
,159,2000363,2110002,5
,160,2000364,3,50000
,161,2000364,2120013,3
,162,2000365,3,50000
,163,2000365,120012,10
,164,2000365,120013,2
,165,2000316,3,50000
,166,2000316,120022,10
,167,2000316,120023,2
,168,2000317,3,50000
,169,2000317,1,300
,170,2000318,3,50000
,171,2000318,420013,1
,172,2000318,420014,1
,173,2000319,3,50000
,174,2000319,2110002,10
,175,2000320,3,50000
,176,2000320,11,500
,177,2000321,3,50000
,178,2000321,120012,10
,179,2000321,120013,2
,180,2000322,3,50000
,181,2000322,120022,10
,182,2000322,120023,2
,183,2000323,3,50000
,184,2000323,3040013,2
,185,2000324,3,50000
,186,2000324,2110002,20
,187,2000325,3,50000
,188,2000325,12,1000
,189,2000326,3,50000
,190,2000326,120012,10
,191,2000326,120013,3
,192,2000327,3,50000
,193,2000327,120022,10
,194,2000327,120023,3
,195,2000328,3,50000
,196,2000328,3030013,1
,197,2000329,3,50000
,198,2000329,2110002,20
,199,2000330,3,50000
,200,2000330,1,500
,201,2000331,3,50000
,202,2000331,220003,5
,203,2000347,3,50000
,204,2000347,120012,10
,205,2000347,120013,3
,206,2000348,3,50000
,207,2000348,120022,10
,208,2000348,120023,3
,209,2000349,3,50000
,210,2000349,420013,1
,211,2000349,420014,1
,212,2000350,3,50000
,213,2000350,3040013,5
,214,2000332,3,50000
,215,2000332,2110001,20
,216,2000388,3,50000
,217,2000388,2110001,20
,218,2000389,2130212,1
,219,2000389,2130222,1
,220,2000390,3,50000
,221,2000390,2120013,1
,222,2000391,2130232,1
,223,2000391,2130242,1
,224,2000392,120022,5
,225,2000392,120023,1
,226,2000393,3,50000
,227,2000393,3030013,1
,228,2000394,5001012,1
,229,2000394,5002012,1
,230,2000394,5003012,1
,231,2000395,3,50000
,232,2000395,2110001,30
,233,2000396,3,50000
,234,2000396,2120013,1
,235,2000397,120012,5
,236,2000397,120013,1
,237,2000398,3,50000
,238,2000398,2130313,1
,239,2000399,3,50000
,240,2000399,2130323,1
,241,2000400,3,50000
,242,2000400,2130333,1
,243,2000401,3,50000
,244,2000401,2130343,1
,245,2000402,2110001,20
,246,2000402,2110002,5
,247,2000403,3,50000
,248,2000403,2120013,1
,249,2000404,120012,5
,250,2000404,120013,1
,251,2000405,120022,5
,252,2000405,120023,1
,253,2000406,3,50000
,254,2000406,1,300
,255,2000407,420013,1
,256,2000407,420014,1
,257,2000408,3,50000
,258,2000408,2110002,10
,259,2000409,3,50000
,260,2000409,11,500
,261,2000410,120012,10
,262,2000410,120013,2
,263,2000411,120022,10
,264,2000411,120023,2
,265,2000412,3,50000
,266,2000412,3040013,2
,267,2000413,3,50000
,268,2000413,2110002,20
,269,2000414,3,50000
,270,2000414,12,1000
,271,2000415,120012,10
,272,2000415,120013,3
,273,2000416,120022,10
,274,2000416,120023,3
,275,2000417,3,50000
,276,2000417,3030013,1
,277,7000873,500014,1
,278,7000873,1,1
,279,7000873,3060020,1
,280,7000873,3060010,1
,281,7000873,3,1
,282,7000873,4,1
,283,7000873,8,1
,284,2000418,3,50000
,285,2000418,2110002,20
,286,2000419,3,50000
,287,2000419,1,500
,288,2000420,3,50000
,289,2000420,220003,5
,290,2000421,120012,10
,291,2000421,120013,3
,292,2000422,120022,10
,293,2000422,120023,3
,294,2000423,420013,1
,295,2000423,420014,1
,296,2000424,3,50000
,297,2000424,3040013,3
,298,2000425,3060030,1
,299,2000425,3060020,3
,300,2000425,3060010,3
,301,2000426,3,50000
,302,2000426,2120013,1
,303,2000427,120012,5
,304,2000427,120013,1
,305,2000428,120022,5
,306,2000428,120023,1
,307,2000429,3,50000
,308,2000429,1,300
,309,2000430,420013,1
,310,2000430,420014,1
,311,2000431,3,50000
,312,2000431,3010013,10
,313,2000432,3,50000
,314,2000432,11,500
,315,2000433,120012,10
,316,2000433,120013,2
,317,2000434,120022,10
,318,2000434,120023,2
,319,2000435,3,50000
,320,2000435,3040013,2
,321,2000436,3,50000
,322,2000436,6003003,10
,323,2000437,3,50000
,324,2000437,12,1000
,325,2000438,120012,10
,326,2000438,120013,3
,327,2000439,120022,10
,328,2000439,120023,3
,329,2000440,3,50000
,330,2000440,3030013,1
,331,2000441,3,50000
,332,2000441,3010013,10
,333,2000442,3,50000
,334,2000442,1,500
,335,2000443,3,50000
,336,2000443,220003,5
,337,2000444,120012,10
,338,2000444,120013,3
,339,2000445,120022,10
,340,2000445,120023,3
,341,2000446,420013,1
,342,2000446,420014,1
,343,2000447,3,50000
,344,2000447,3040013,3
,345,7000883,3030013,1
,346,7000883,3040013,1
,347,6000184,1,20
,348,6000185,1,20
,349,6000185,3,1000
,350,6000186,1,20
,351,6000186,3,1000
,352,6000186,4,1000
,353,6000187,1,20
,354,6000187,3,2000
,355,6000187,4,2000
,356,6000188,1,20
,357,6000188,3,3000
,358,6000188,4,3000
,359,6000189,1,20
,360,6000190,1,20
,361,6000190,3,1000
,362,6000191,1,20
,363,6000191,3,1000
,364,6000191,4,1000
,365,6000192,1,20
,366,6000193,1,20
,367,6000193,3,1000
,368,6000194,1,20
,369,6000194,3,1000
,370,6000194,4,1000
,371,6000195,1,20
,372,6000196,1,20
,373,6000196,3,1000
,374,6000197,1,20
,375,6000197,3,1000
,376,6000197,4,1000
,377,6000198,1,20
,378,6000199,1,20
,379,6000199,3,1000
,380,6000200,1,20
,381,6000200,3,1000
,382,6000200,4,1000
,383,6000201,1,20
,384,6000202,1,20
,385,6000202,3,1000
,386,6000203,1,20
,387,6000203,3,1000
,388,6000203,4,1000
,389,6000204,1,20
,390,6000205,1,20
,391,6000205,3,1000
,392,6000206,1,20
,393,6000206,3,1000
,394,6000206,4,1000
,395,6000207,1,20
,396,6000208,1,20
,397,6000208,3,1000
,398,6000209,1,20
,399,6000209,3,1000
,400,6000209,4,1000
,401,6000210,1,20
,402,6000211,1,20
,403,6000211,3,1000
,404,6000212,1,20
,405,6000212,3,1000
,406,6000212,4,1000
,407,6000213,1,20
,408,6000214,1,20
,409,6000214,3,1000
,410,6000215,1,20
,411,6000215,3,1000
,412,6000215,4,1000
,413,6000216,1,20
,414,6000217,1,20
,415,6000217,3,1000
,416,6000218,1,20
,417,6000218,3,1000
,418,6000218,4,1000
,419,6000219,1,20
,420,6000220,1,20
,421,6000220,3,1000
,422,6000221,1,20
,423,6000221,3,1000
,424,6000221,4,1000
,425,6000222,1,20
,426,6000223,1,20
,427,6000223,3,1000
,428,6000224,1,20
,429,6000224,3,1000
,430,6000224,4,1000
,431,6000225,1,20
,432,6000226,1,20
,433,6000226,3,1000
,434,6000227,1,20
,435,6000227,3,1000
,436,6000227,4,1000
,437,2000450,3,50000
,438,2000450,3030013,1
,439,2000451,3060030,1
,440,2000451,3060020,3
,441,2000451,3060010,3
,442,2000452,3,50000
,443,2000452,2120013,1
,444,2000453,120012,5
,445,2000453,120013,1
,446,2000454,120022,5
,447,2000454,120023,1
,448,2000455,3,50000
,449,2000455,1,300
,450,2000456,420013,1
,451,2000456,420014,1
,452,2000457,3,50000
,453,2000457,3010013,10
,454,2000458,3,50000
,455,2000458,11,500
,456,2000459,120012,10
,457,2000459,120013,2
,458,2000460,120022,10
,459,2000460,120023,2
,460,2000461,3,50000
,461,2000461,3040013,2
,462,2000462,3,50000
,463,2000462,6003003,10
,464,2000463,3,50000
,465,2000463,12,1000
,466,2000464,120012,10
,467,2000464,120013,3
,468,2000465,120022,10
,469,2000465,120023,3
,470,2000466,3,50000
,471,2000466,3030013,1
,472,2000467,3,50000
,473,2000467,3010013,10
,474,2000468,3,50000
,475,2000468,1,500
,476,2000469,3,50000
,477,2000469,220003,5
,478,2000470,120012,10
,479,2000470,120013,3
,480,2000471,120022,10
,481,2000471,120023,3
,482,2000472,420013,1
,483,2000472,420014,1
,484,2000473,3,50000
,485,2000473,3040013,3
,486,2000474,3,50000
,487,2000474,3030013,1
,488,2000475,3060030,1
,489,2000475,3060020,3
,490,2000475,3060010,3
,491,2000476,3,50000
,492,2000476,2120013,1
,493,2000477,120012,5
,494,2000477,120013,1
,495,2000478,120022,5
,496,2000478,120023,1
,497,2000479,3,50000
,498,2000479,1,300
