,required,optional,required,required,required,optional,optional,optional
,2041043,圣界组织武器,2,9999,32,100,0,0
,2042043,圣界组织衣服,2,9999,32,100,0,0
,2043043,圣界组织裤子,2,9999,32,100,0,0
,2044043,圣界组织鞋子,2,9999,32,100,0,0
,2051043,密林国度武器,2,9999,32,100,0,0
,2052043,密林国度衣服,2,9999,32,100,0,0
,2053043,密林国度裤子,2,9999,32,100,0,0
,2054043,密林国度鞋子,2,9999,32,100,0,0
,2061043,英豪领域武器,2,9999,32,100,0,0
,2062043,英豪领域衣服,2,9999,32,100,0,0
,2063043,英豪领域裤子,2,9999,32,100,0,0
,2064043,英豪领域鞋子,2,9999,32,100,0,0
,2011054,奥兹家族武器,2,9999,32,100,0,0
,2012054,奥兹家族衣服,2,9999,32,100,0,0
,2013054,奥兹家族裤子,2,9999,32,100,0,0
,2014054,奥兹家族鞋子,2,9999,32,100,0,0
,2021054,魔法议会武器,2,9999,32,100,0,0
,2022054,魔法议会衣服,2,9999,32,100,0,0
,2023054,魔法议会裤子,2,9999,32,100,0,0
,2024054,魔法议会鞋子,2,9999,32,100,0,0
,2041054,圣界组织武器,2,9999,32,100,0,0
,2042054,圣界组织衣服,2,9999,32,100,0,0
,2043054,圣界组织裤子,2,9999,32,100,0,0
,2044054,圣界组织鞋子,2,9999,32,100,0,0
,2051054,密林国度武器,2,9999,32,100,0,0
,2052054,密林国度衣服,2,9999,32,100,0,0
,2053054,密林国度裤子,2,9999,32,100,0,0
,2054054,密林国度鞋子,2,9999,32,100,0,0
,2061054,英豪领域武器,2,9999,32,100,0,0
,2062054,英豪领域衣服,2,9999,32,100,0,0
,2063054,英豪领域裤子,2,9999,32,100,0,0
,2064054,英豪领域鞋子,2,9999,32,100,0,0
,2011064,奥兹家族武器,2,9999,32,100,0,0
,2012064,奥兹家族衣服,2,9999,32,100,0,0
,2013064,奥兹家族裤子,2,9999,32,100,0,0
,2014064,奥兹家族鞋子,2,9999,32,100,0,0
,2021064,魔法议会武器,2,9999,32,100,0,0
,2022064,魔法议会衣服,2,9999,32,100,0,0
,2023064,魔法议会裤子,2,9999,32,100,0,0
,2024064,魔法议会鞋子,2,9999,32,100,0,0
,2041064,圣界组织武器,2,9999,32,100,0,0
,2042064,圣界组织衣服,2,9999,32,100,0,0
,2043064,圣界组织裤子,2,9999,32,100,0,0
,2044064,圣界组织鞋子,2,9999,32,100,0,0
,2051064,密林国度武器,2,9999,32,100,0,0
,2052064,密林国度衣服,2,9999,32,100,0,0
,2053064,密林国度裤子,2,9999,32,100,0,0
,2054064,密林国度鞋子,2,9999,32,100,0,0
,2061064,英豪领域武器,2,9999,32,100,0,0
,2062064,英豪领域衣服,2,9999,32,100,0,0
,2063064,英豪领域裤子,2,9999,32,100,0,0
,2064064,英豪领域鞋子,2,9999,32,100,0,0
,2011074,奥兹家族武器,2,9999,32,100,0,0
,2012074,奥兹家族衣服,2,9999,32,100,0,0
,2013074,奥兹家族裤子,2,9999,32,100,0,0
,2014074,奥兹家族鞋子,2,9999,32,100,0,0
,2021074,魔法议会武器,2,9999,32,100,0,0
,2022074,魔法议会衣服,2,9999,32,100,0,0
,2023074,魔法议会裤子,2,9999,32,100,0,0
,2024074,魔法议会鞋子,2,9999,32,100,0,0
,2041074,圣界组织武器,2,9999,32,100,0,0
,2042074,圣界组织衣服,2,9999,32,100,0,0
,2043074,圣界组织裤子,2,9999,32,100,0,0
,2044074,圣界组织鞋子,2,9999,32,100,0,0
,2051074,密林国度武器,2,9999,32,100,0,0
,2052074,密林国度衣服,2,9999,32,100,0,0
,2053074,密林国度裤子,2,9999,32,100,0,0
,2054074,密林国度鞋子,2,9999,32,100,0,0
,2061074,英豪领域武器,2,9999,32,100,0,0
,2062074,英豪领域衣服,2,9999,32,100,0,0
,2063074,英豪领域裤子,2,9999,32,100,0,0
,2064074,英豪领域鞋子,2,9999,32,100,0,0
,2011084,奥兹家族武器,2,9999,32,100,0,0
,2012084,奥兹家族衣服,2,9999,32,100,0,0
,2013084,奥兹家族裤子,2,9999,32,100,0,0
,2014084,奥兹家族鞋子,2,9999,32,100,0,0
,2021084,魔法议会武器,2,9999,32,100,0,0
,2022084,魔法议会衣服,2,9999,32,100,0,0
,2023084,魔法议会裤子,2,9999,32,100,0,0
,2024084,魔法议会鞋子,2,9999,32,100,0,0
,2041084,圣界组织武器,2,9999,32,100,0,0
,2042084,圣界组织衣服,2,9999,32,100,0,0
,2043084,圣界组织裤子,2,9999,32,100,0,0
,2044084,圣界组织鞋子,2,9999,32,100,0,0
,2051084,密林国度武器,2,9999,32,100,0,0
,2052084,密林国度衣服,2,9999,32,100,0,0
,2053084,密林国度裤子,2,9999,32,100,0,0
,2054084,密林国度鞋子,2,9999,32,100,0,0
,2061084,英豪领域武器,2,9999,32,100,0,0
,2062084,英豪领域衣服,2,9999,32,100,0,0
,2063084,英豪领域裤子,2,9999,32,100,0,0
,2064084,英豪领域鞋子,2,9999,32,100,0,0
