,id,name,des
,41943,愈骨,在场上受到治愈效果时，恢复<color=#FFA517>160</color>点奥义值
,41944,愈骨,在场上时，受到治疗效果时，恢复<color=#FFA517>80</color>点奥义值
,42041,反袭,暴击率提升<color=#FFA517>10%</color>，每次暴击时造成等同自身生命值5%的伤害
,42042,反袭,暴击率提升<color=#FFA517>15%</color>，每次暴击时造成等同自身生命值5%的伤害
,42043,反袭,暴击率提升<color=#FFA517>20%</color>，每次暴击时造成等同自身生命值5%的伤害
,42141,绯斩,因援护或辅助技被打断进攻时，有<color=#FFA517>50%</color>几率使所有技能的冷却时间降低30%
,42142,绯斩,因援护或辅助技被打断进攻时，有<color=#FFA517>75%</color>几率使所有技能的冷却时间降低30%
,42143,绯斩,因援护或辅助技被打断进攻时，有<color=#FFA517>100%</color>几率使所有技能的冷却时间降低30%
,42341,源星,每次队友战败时，我方全员恢复<color=#FFA517>500</color>点奥义值
,42342,源星,每次队友战败时，我方全员恢复<color=#FFA517>750</color>点奥义值
,42343,源星,每次队友战败时，我方全员恢复<color=#FFA517>1000</color>点奥义值
,1031641,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#FFA517>12%</color>
,1031642,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#FFA517>18%</color>
,1031643,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#FFA517>24%</color>
,1041641,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#FFA517>30%</color>伤害
,1041642,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#FFA517>40%</color>伤害
,1041643,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#FFA517>50%</color>伤害
,1051641,烈风,首次登场及每次上场时，获得<color=#FFA517>3</color>层烈风状态。每次闪避成功时，消耗1层烈风状态
,1051642,烈风,首次登场及每次上场时，获得<color=#FFA517>4</color>层烈风状态。每次闪避成功时，消耗1层烈风状态
,1051643,烈风,首次登场及每次上场时，获得<color=#FFA517>5</color>层烈风状态。每次闪避成功时，消耗1层烈风状态
,1061641,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#FFA517>1%</color>生命值
,1061642,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#FFA517>1.5%</color>生命值
,1061643,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#FFA517>2%</color>生命值
,1111641,肃正,拥有护盾时格档率提升<color=#FFA517>20%</color>，通过技能4击败对手时恢复<color=#FFA517>30%</color>技能4消耗的护盾。
,1111642,肃正,拥有护盾时格档率提升<color=#FFA517>30%</color>，通过技能4击败对手时恢复<color=#FFA517>45%</color>技能4消耗的护盾。
,1111643,肃正,拥有护盾时格档率提升<color=#FFA517>40%</color>，通过技能4击败对手时恢复<color=#FFA517>60%</color>技能4消耗的护盾。
,1141641,怒临,技能1的冷却时间降低10秒，并额外获得<color=#FFA517>2</color>层怒刃印记。
,1141642,怒临,技能1的冷却时间降低10秒，并额外获得<color=#FFA517>3</color>层怒刃印记。
,1141643,怒临,技能1的冷却时间降低10秒，并额外获得<color=#FFA517>4</color>层怒刃印记。
,2011641,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#FFA517>4%</color>暴击率
,2011642,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#FFA517>6%</color>暴击率
,2011643,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#FFA517>8%</color>暴击率
,4011641,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#FFA517>50％</color>几率额外获得1个暗龙印记
,4011642,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#FFA517>75％</color>几率额外获得1个暗龙印记
,4011643,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#FFA517>100％</color>几率额外获得1个暗龙印记


