,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,717503,7175,3,9999,301,100308,-1,0,9999,198001,0,1
,717504,7175,4,9999,301,100308,-1,0,9999,198001,0,1
,717505,7175,5,-1,-1,0,-1,0,-1,0,0,1
,717506,7175,6,201,201,100205,-1,0,-1,0,0,1
,717601,7176,1,9999,-1,0,-1,0,9999,147001,0,1
,717602,7176,2,101,101,100108,-1,0,9999,147001,0,1
,717603,7176,3,201,201,100205,-1,0,9999,147001,0,1
,717604,7176,4,201,201,100205,-1,0,9999,147001,0,1
,717605,7176,5,9999,201,100205,-1,0,9999,147001,0,1
,717606,7176,6,201,201,100206,-1,0,9999,147001,0,1
,717607,7176,7,201,201,100206,-1,0,9999,147001,0,1
,717608,7176,8,301,201,100206,-1,0,301,100308,0,1
,717609,7176,9,9999,201,100206,-1,0,9999,147001,0,1
,717610,7176,10,101,101,100102,-1,0,-1,0,0,1
,717611,7176,11,301,101,100102,-1,0,301,100308,0,1
,717701,7177,1,101,101,100102,-1,0,-1,0,0,1
,717702,7177,2,9999,101,100102,-1,0,9999,263001,0,1
,717703,7177,3,201,201,100205,-1,0,9999,263001,0,1
,717704,7177,4,9999,201,100205,-1,0,9999,263001,0,1
,717705,7177,5,101,101,0,-1,0,9999,263001,0,1
,717706,7177,6,9999,101,0,-1,0,9999,263001,0,1
,717707,7177,7,-1,-1,0,-1,0,-1,0,0,1
,717708,7177,8,301,-1,0,-1,0,301,0,0,1
,717801,7178,1,-1,-1,0,-1,0,-1,0,0,1
,717802,7178,2,9999,-1,0,-1,0,9999,141001,0,1
,717803,7178,3,301,301,100308,-1,0,9999,141001,0,1
,717804,7178,4,9999,301,100308,-1,0,9999,141001,0,1
,717805,7178,5,301,301,100308,-1,0,9999,141001,0,1
,717806,7178,6,9999,301,100308,-1,0,9999,141001,0,1
,717807,7178,7,101,101,0,-1,0,9999,141001,0,1
,717808,7178,8,9999,101,0,-1,0,9999,141001,0,1
,717809,7178,9,301,301,0,-1,0,9999,141001,0,1
,717901,7179,1,101,101,100102,-1,0,-1,0,0,1
,717902,7179,2,301,101,100102,-1,0,301,0,0,1
,717903,7179,3,101,101,0,-1,0,301,0,0,1
,717904,7179,4,201,101,0,-1,0,201,0,0,1
,717905,7179,5,201,101,0,-1,0,201,0,0,1
,717906,7179,6,101,101,100109,-1,0,301,0,0,1
,717907,7179,7,201,101,100109,-1,0,201,0,0,1
,717908,7179,8,101,101,0,-1,0,201,0,0,1
,718001,7180,1,9999,9999,171001,-1,0,-1,0,0,1
,718002,7180,2,9999,9999,171001,-1,0,-1,0,0,1
,718003,7180,3,301,9999,171001,-1,0,301,100303,0,1
,718101,7181,1,301,301,0,-1,0,-1,0,0,1
,718102,7181,2,9999,301,0,-1,0,9999,261001,0,1
,718103,7181,3,101,101,100102,-1,0,9999,261001,0,1
,718104,7181,4,9999,101,100102,-1,0,9999,261001,0,1
,718105,7181,5,-1,-1,0,-1,0,-1,0,0,1
,718106,7181,6,101,101,100900,-1,0,-1,0,0,1
,718107,7181,7,101,101,100900,-1,0,-1,0,0,1
,718108,7181,8,9999,101,100900,-1,0,9999,261001,0,1
,718109,7181,9,101,101,100900,-1,0,9999,261001,0,1
,718110,7181,10,101,101,100900,-1,0,9999,261001,0,1
,718111,7181,11,201,-1,0,-1,0,201,100205,0,1
,718112,7181,12,301,-1,0,-1,0,301,0,0,1
,718113,7181,13,101,101,0,-1,0,301,0,0,1
,718301,7183,1,101,101,0,-1,0,-1,0,0,1
,718401,7184,1,101,101,0,-1,0,-1,0,0,1
,718501,7185,1,9999,-1,0,-1,0,9999,213001,0,1
,718502,7185,2,101,101,100108,-1,0,9999,213001,0,1
,718503,7185,3,201,201,100205,-1,0,9999,213001,0,1
,718504,7185,4,201,201,100205,-1,0,9999,213001,0,1
,718505,7185,5,201,201,100205,-1,0,9999,213001,0,1
,718506,7185,6,301,201,100205,-1,0,301,0,0,1
,718507,7185,7,101,101,0,-1,0,301,0,0,1
,718601,7186,1,101,101,0,-1,0,-1,0,0,1
,718701,7187,1,101,101,0,-1,0,-1,0,0,1
,718702,7187,2,101,101,0,-1,0,-1,0,0,1
,718703,7187,3,101,101,100109,-1,0,-1,0,0,1
,718704,7187,4,201,101,100109,-1,0,201,100205,0,1
,718801,7188,1,101,101,0,-1,0,-1,0,0,1
,718901,7189,1,301,-1,0,-1,0,301,0,0,1
,718902,7189,2,301,-1,0,-1,0,301,0,0,1
,718903,7189,3,301,101,100108,-1,0,301,0,0,1
,718904,7189,4,201,101,100108,-1,0,201,100205,0,1
,718905,7189,5,101,101,100118,-1,0,201,100205,0,1
,718906,7189,6,301,101,100118,-1,0,301,100303,0,1
,718907,7189,7,101,101,0,-1,0,301,100303,0,1
,719001,7190,1,101,101,0,-1,0,-1,0,0,1
,719101,7191,1,101,101,0,-1,0,-1,0,0,1
,719201,7192,1,101,101,100102,-1,0,-1,0,0,1
,719202,7192,2,201,101,100102,-1,0,201,100205,0,1
,719203,7192,3,101,101,100102,-1,0,201,100205,0,1
,719204,7192,4,301,101,100102,-1,0,301,100308,0,1
,719205,7192,5,201,101,100102,-1,0,201,100229,0,1
,719601,7196,1,201,-1,0,-1,0,201,100205,0,1
,719602,7196,2,101,101,100109,-1,0,201,100205,0,1
,719603,7196,3,201,101,100109,-1,0,201,100205,0,1
,719604,7196,4,201,101,100109,-1,0,201,100205,0,1
,719605,7196,5,301,301,100308,-1,0,201,100205,0,1
,719606,7196,6,201,301,100308,-1,0,201,100205,0,1
,719701,7197,1,3705,3705,0,-1,0,-1,0,0,1
,719702,7197,2,3705,3705,0,-1,0,-1,0,0,1
,719703,7197,3,1002,3705,0,-1,0,1002,0,0,1
,719704,7197,4,3705,3705,0,-1,0,1002,0,0,1
,719801,7198,1,-1,-1,0,-1,0,-1,0,0,1
,719802,7198,2,9999,-1,0,-1,0,9999,263001,0,1
,719803,7198,3,101,101,236001,-1,0,9999,263001,0,1
,719804,7198,4,9999,101,236001,-1,0,9999,245001,0,1
,719901,7199,1,201,201,100207,-1,0,-1,0,0,1
,719902,7199,2,301,201,100207,-1,0,301,100308,0,1
,719903,7199,3,201,201,100207,-1,0,301,100308,0,1
,720001,7200,1,301,-1,0,-1,0,301,0,0,1
,720002,7200,2,301,-1,0,-1,0,301,0,0,1
,720003,7200,3,101,101,100109,-1,0,301,0,0,1
,720101,7201,1,201,201,100205,-1,0,-1,0,0,1
,720102,7201,2,301,201,100205,-1,0,301,0,0,1
,720103,7201,3,301,201,100205,-1,0,301,0,0,1
,720104,7201,4,101,101,0,-1,0,301,0,0,1
,720201,7202,1,201,201,100207,-1,0,-1,0,0,1
,720202,7202,2,301,201,100207,-1,0,301,0,0,1
,720203,7202,3,301,201,100207,-1,0,301,0,0,1
,720204,7202,4,101,101,100109,-1,0,301,0,0,1
,720205,7202,5,301,101,100109,-1,0,301,0,0,1
,720206,7202,6,201,201,100205,-1,0,301,0,0,1
,720207,7202,7,301,201,100205,-1,0,301,0,0,1
,720301,7203,1,9999,9999,0,-1,0,-1,0,0,1
,720302,7203,2,201,-1,0,-1,0,201,100205,0,1
,720401,7204,1,301,-1,0,-1,0,301,0,0,1
,720402,7204,2,301,-1,0,-1,0,301,0,0,1
,720403,7204,3,201,201,100205,-1,0,301,0,0,1
,720404,7204,4,301,-1,0,-1,0,301,0,0,1
,720501,7205,1,301,-1,0,-1,0,301,100308,0,1
,720502,7205,2,301,-1,0,-1,0,301,100308,0,1
,720503,7205,3,201,-1,0,-1,0,201,100205,0,1
,720504,7205,4,201,-1,0,-1,0,201,100205,0,1
,720505,7205,5,101,101,100102,-1,0,201,100205,0,1
