,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,1000863,158247,4906,4906,1962,1962,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000864,158247,4906,4906,1962,1962,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000865,158247,4906,4906,1962,1962,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000866,240960,5949,5949,2379,2379,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000867,190950,5742,5742,2296,2296,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000868,190950,5742,5742,2296,2296,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000869,190950,5742,5742,2296,2296,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000870,190950,5742,5742,2296,2296,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000871,172131,4553,4553,1821,1821,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000872,135495,4370,4370,1748,1748,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000873,135495,4370,4370,1748,1748,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000874,135495,4370,4370,1748,1748,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000875,135495,4370,4370,1748,1748,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000876,247044,6055,6055,2422,2422,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000877,195835,5845,5845,2338,2338,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000878,195835,5845,5845,2338,2338,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000879,195835,5845,5845,2338,2338,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000880,195835,5845,5845,2338,2338,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000959,223308,5639,5639,2255,2255,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000960,163472,5029,5029,2011,2011,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000961,163472,5029,5029,2011,2011,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000962,163472,5029,5029,2011,2011,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000963,163472,5029,5029,2011,2011,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000964,162594,4370,4370,1748,1748,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000965,127755,4188,4188,1675,1675,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000966,127755,4188,4188,1675,1675,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000967,127755,4188,4188,1675,1675,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000968,127755,4188,4188,1675,1675,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000969,196167,5029,5029,2011,2011,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000970,153780,4805,4805,1922,1922,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000971,153780,4805,4805,1922,1922,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000972,153780,4805,4805,1922,1922,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000973,153780,4805,4805,1922,1922,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000974,254118,6182,6182,2472,2472,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000975,200800,5949,5949,2379,2379,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000976,200800,5949,5949,2379,2379,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000977,200800,5949,5949,2379,2379,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000978,200800,5949,5949,2379,2379,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000979,261258,6310,6310,2524,2524,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000980,205870,6055,6055,2422,2422,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000981,205870,6055,6055,2422,2422,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000982,205870,6055,6055,2422,2422,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1000983,205870,6055,6055,2422,2422,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001249,80730,2402,2402,960,960,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001250,60860,2213,2213,885,885,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001251,60860,2213,2213,885,885,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001252,60860,2213,2213,885,885,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001253,60860,2213,2213,885,885,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001254,69069,2112,2112,844,844,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001255,51210,1914,1914,765,765,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001632,18418,4224,4224,844,844,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001701,275745,6612,6612,2644,2644,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001702,211765,6182,6182,2472,2472,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001703,211765,6182,6182,2472,2472,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001704,211765,6182,6182,2472,2472,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001705,211765,6182,6182,2472,2472,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001706,279870,6663,6663,2665,2665,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001707,217715,6310,6310,2524,2524,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001708,217715,6310,6310,2524,2524,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001709,217715,6310,6310,2524,2524,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001710,217715,6310,6310,2524,2524,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001711,286056,6762,6762,2704,2704,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001712,229787,6612,6612,2644,2644,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001713,229787,6612,6612,2644,2644,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001714,229787,6612,6612,2644,2644,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001715,229787,6612,6612,2644,2644,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001716,293547,6890,6890,2756,2756,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001717,233225,6663,6663,2665,2665,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001718,233225,6663,6663,2665,2665,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001719,233225,6663,6663,2665,2665,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001720,233225,6663,6663,2665,2665,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001721,301089,7018,7018,2807,2807,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001722,238380,6762,6762,2704,2704,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001723,238380,6762,6762,2704,2704,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001724,238380,6762,6762,2704,2704,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001725,238380,6762,6762,2704,2704,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001726,308667,7145,7145,2858,2858,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001727,244622,6890,6890,2756,2756,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001728,244622,6890,6890,2756,2756,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001729,244622,6890,6890,2756,2756,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001730,244622,6890,6890,2756,2756,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001731,316305,7271,7271,2908,2908,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001732,250907,7018,7018,2807,2807,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001733,250907,7018,7018,2807,2807,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001734,250907,7018,7018,2807,2807,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001735,250907,7018,7018,2807,2807,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001736,323991,7397,7397,2958,2958,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001737,257222,7145,7145,2858,2858,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001738,257222,7145,7145,2858,2858,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001739,257222,7145,7145,2858,2858,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001740,257222,7145,7145,2858,2858,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001741,331713,7521,7521,3008,3008,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001742,263587,7271,7271,2908,2908,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001743,263587,7271,7271,2908,2908,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001744,263587,7271,7271,2908,2908,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001745,263587,7271,7271,2908,2908,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001746,347841,7834,7834,3133,3133,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001747,269992,7397,7397,2958,2958,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001748,269992,7397,7397,2958,2958,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001749,269992,7397,7397,2958,2958,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
,1001750,269992,7397,7397,2958,2958,0,0,0,0,0,10000,500,1000,5000,0,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0
