,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,3102014,蚀骨毒蜂,3102,1,20717,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3102015,阔刃鬼武士,3102,1,20718,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3102016,机关,3102,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3102017,机关,3102,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3103001,荒漠异蝎,3103,1,20727,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3103002,雾夜女巫,3103,1,20728,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3103003,幽冥鬼煞,3103,1,20729,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3103004,魅影幻像,3103,1,20730,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3103005,极渊领主,3103,1,20731,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3103006,荒漠异蝎,3103,2,200509,47,1,1,0,0,0,76,,0,1
,3103007,雾夜女巫,3103,2,200510,48,1,1,0,0,0,76,,0,1
,3103008,幽冥鬼煞,3103,2,200511,49,1,1,0,0,0,76,,0,1
,3103009,魅影幻像,3103,2,200512,50,1,1,0,0,0,76,,0,1
,3103010,极渊领主,3103,2,200513,51,1,1,0,0,0,76,,0,1
,3103011,障碍墙,3103,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3103012,障碍墙,3103,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3103013,障碍墙,3103,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3103014,战后临时模型1,3103,1,20732,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3103015,战后临时模型2,3103,1,20733,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3103016,战后临时模型3,3103,1,20734,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3103017,战后临时模型4,3103,1,20735,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3104001,怪荒漠异蝎,3104,2,200519,1,1,1,0,0,0,76,,0,1
,3104002,怪雾夜女巫,3104,2,200520,2,1,1,0,0,0,76,,0,1
,3104003,怪幽冥鬼煞,3104,2,200521,3,1,1,0,0,0,76,,0,1
,3104004,怪魅影幻像,3104,2,200522,4,1,1,0,0,0,76,,0,1
,3104005,怪极渊领主,3104,2,200523,5,1,1,0,0,0,76,,0,1
,3104006,npc荒漠异蝎,3104,1,20737,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3104007,npc雾夜女巫,3104,1,20738,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3104008,npc幽冥鬼煞,3104,1,20739,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3104009,npc魅影幻像,3104,1,20740,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3104010,npc极渊领主,3104,1,20741,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3104011,空气墙,3104,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3104012,npc荒漠异蝎,3104,1,20742,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3104013,npc雾夜女巫,3104,1,20743,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3104014,npc幽冥鬼煞,3104,1,20744,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3104015,npc魅影幻像,3104,1,20745,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3104016,机关,3104,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3104017,机关,3104,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3105001,荒漠异蝎,3105,1,20747,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3105002,雾夜女巫,3105,1,20748,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3105003,幽冥鬼煞,3105,1,20749,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3105004,魅影幻像,3105,1,20750,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3105005,极渊领主,3105,1,20751,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3105006,荒漠异蝎,3105,2,200514,47,1,1,0,0,0,76,,0,1
,3105007,雾夜女巫,3105,2,200515,48,1,1,0,0,0,76,,0,1
,3105008,幽冥鬼煞,3105,2,200516,49,1,1,0,0,0,76,,0,1
,3105009,魅影幻像,3105,2,200517,50,1,1,0,0,0,76,,0,1
,3105010,极渊领主,3105,2,200518,51,1,1,0,0,0,76,,0,1
,3105011,空气墙,3105,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3105012,空气墙,3105,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3105013,空气墙,3105,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3105014,临时战后模型,3105,1,20752,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3105015,临时战后模型,3105,1,20753,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3105016,临时战后模型,3105,1,20754,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3105017,临时战后模型,3105,1,20755,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3106001,荒漠异蝎,3106,1,20756,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3106002,雾夜女巫,3106,1,20757,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3106003,幽冥鬼煞,3106,1,20758,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3106004,魅影幻像,3106,1,20759,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3106005,极渊领主,3106,1,20760,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3106006,荒漠异蝎,3106,2,200524,47,1,1,0,0,0,76,,0,1
,3106007,雾夜女巫,3106,2,200525,48,1,1,0,0,0,76,,0,1
,3106008,幽冥鬼煞,3106,2,200526,49,1,1,0,0,0,76,,0,1
,3106009,魅影幻像,3106,2,200527,50,1,1,0,0,0,76,,0,1
,3106010,极渊领主,3106,2,200528,51,1,1,0,0,0,76,,0,1
,3106011,空气墙,3106,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3106012,空气墙,3106,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3106013,空气墙,3106,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3106014,临时战后模型,3106,1,20761,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3106015,临时战后模型,3106,1,20762,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3106016,临时战后模型,3106,1,20763,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3106017,临时战后模型,3106,1,20764,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3106018,机关门,3106,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3106019,机关门,3106,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3106020,机关门,3106,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3106021,机关门,3106,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3107001,NPC荒漠异蝎,3107,1,20765,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3107002,NPC雾夜女巫,3107,1,20766,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3107003,NPC幽冥鬼煞,3107,1,20767,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3107004,NPC魅影幻像,3107,1,20768,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3107005,NPC极渊领主,3107,1,20769,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3107006,怪荒漠异蝎,3107,2,200529,47,1,1,0,0,0,76,,0,1
,3107007,怪雾夜女巫,3107,2,200530,48,1,1,0,0,0,76,,0,1
,3107008,怪幽冥鬼煞,3107,2,200531,49,1,1,0,0,0,76,,0,1
,3107009,怪魅影幻像,3107,2,200532,50,1,1,0,0,0,76,,0,1
,3107010,怪极渊领主,3107,2,200533,51,1,1,0,0,0,76,,0,1
,3107011,空气墙,3107,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3107012,空气墙,3107,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3107013,空气墙,3107,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3107014,战后模型,3107,1,20770,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3107015,战后模型,3107,1,20771,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3107016,战后模型,3107,1,20772,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3107017,战后模型,3107,1,20773,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3108001,荒漠异蝎,3108,1,20775,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3108002,雾夜女巫,3108,1,20776,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3108003,幽冥鬼煞,3108,1,20777,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3108004,魅影幻像,3108,1,20778,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3108005,极渊领主,3108,1,20779,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3108006,荒漠异蝎,3108,2,200534,1,1,1,0,0,0,76,,0,1
,3108007,雾夜女巫,3108,2,200535,2,1,1,0,0,0,76,,0,1
,3108008,幽冥鬼煞,3108,2,200536,3,1,1,0,0,0,76,,0,1
,3108009,魅影幻像,3108,2,200537,4,1,1,0,0,0,76,,0,1
,3108010,极渊领主,3108,2,200538,5,1,1,0,0,0,76,,0,1
,3108011,障碍墙,3108,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3108012,障碍墙,3108,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3108013,战后临时模型1,3108,1,20780,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3108014,战后临时模型2,3108,1,20781,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3108015,战后临时模型3,3108,1,20782,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3108016,战后临时模型4,3108,1,20783,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3109001,荒漠异蝎,3109,1,20784,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3109002,雾夜女巫,3109,1,20785,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3109003,幽冥鬼煞,3109,1,20786,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3109004,魅影幻像,3109,1,20787,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3109005,极渊领主,3109,1,20788,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3109006,荒漠异蝎,3109,2,200539,1,1,1,0,0,0,76,,0,1
,3109007,雾夜女巫,3109,2,200540,2,1,1,0,0,0,76,,0,1
,3109008,幽冥鬼煞,3109,2,200541,3,1,1,0,0,0,76,,0,1
,3109009,魅影幻像,3109,2,200542,4,1,1,0,0,0,76,,0,1
,3109010,极渊领主,3109,2,200543,5,1,1,0,0,0,76,,0,1
,3109011,障碍墙,3109,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3109012,障碍墙,3109,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3109013,战后临时模型1,3109,1,20789,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3109014,战后临时模型2,3109,1,20790,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3109015,战后临时模型3,3109,1,20791,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3109016,战后临时模型4,3109,1,20792,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3110001,荒漠异蝎,3110,1,20793,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3110002,雾夜女巫,3110,1,20794,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3110003,幽冥鬼煞,3110,1,20795,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3110004,魅影幻像,3110,1,20796,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3110005,极渊领主,3110,1,20797,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3110006,荒漠异蝎,3110,2,200544,1,1,1,0,0,0,76,,0,1
,3110007,雾夜女巫,3110,2,200545,2,1,1,0,0,0,76,,0,1
,3110008,幽冥鬼煞,3110,2,200546,3,1,1,0,0,0,76,,0,1
,3110009,魅影幻像,3110,2,200547,4,1,1,0,0,0,76,,0,1
,3110010,极渊领主,3110,2,200548,5,1,1,0,0,0,76,,0,1
,3110011,障碍墙,3110,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3110012,机关,3110,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3110013,机关,3110,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3110014,战后临时模型1,3110,1,20798,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3110015,战后临时模型2,3110,1,20799,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3110016,战后临时模型3,3110,1,20800,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3110017,战后临时模型4,3110,1,20801,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3111001,棕羽鹰后,3111,1,20802,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3111002,鹿角兽大法师,3111,1,20803,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3111003,黑冥异变者,3111,1,20804,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3111004,雾影魔使,3111,1,20805,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3111005,狼蛛领主玛丽,3111,1,20806,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3111006,棕羽鹰后,3111,2,200549,47,1,1,0,0,0,76,,0,1
,3111007,鹿角兽大法师,3111,2,200550,48,1,1,0,0,0,76,,0,1
,3111008,黑冥异变者,3111,2,200551,49,1,1,0,0,0,76,,0,1
,3111009,雾影魔使,3111,2,200552,50,1,1,0,0,0,76,,0,1
,3111010,狼蛛领主玛丽,3111,2,200553,51,1,1,0,0,0,76,,0,1
,3111011,障碍墙,3111,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3111012,障碍墙,3111,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3111013,障碍墙,3111,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3111014,战后临时模型1,3111,1,20807,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3111015,战后临时模型2,3111,1,20808,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3111016,战后临时模型3,3111,1,20809,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3111017,战后临时模型4,3111,1,20810,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3112001,荒漠异蝎,3112,1,20820,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3112002,雾夜女巫,3112,1,20821,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3112003,幽冥鬼煞,3112,1,20822,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3112004,魅影幻像,3112,1,20823,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3112005,极渊领主,3112,1,20824,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3112006,荒漠异蝎,3112,2,200554,47,1,1,0,0,0,76,,0,1
,3112007,雾夜女巫,3112,2,200555,48,1,1,0,0,0,76,,0,1
,3112008,幽冥鬼煞,3112,2,200556,49,1,1,0,0,0,76,,0,1
,3112009,魅影幻像,3112,2,200557,50,1,1,0,0,0,76,,0,1
,3112010,极渊领主,3112,2,200558,51,1,1,0,0,0,76,,0,1
,3112011,障碍墙,3112,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3112012,障碍墙,3112,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3112013,障碍墙,3112,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3112014,战后临时模型1,3112,1,20825,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3112015,战后临时模型2,3112,1,20826,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3112016,战后临时模型3,3112,1,20827,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3112017,战后临时模型4,3112,1,20828,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3113001,荒漠异蝎,3113,1,20811,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3113002,雾夜女巫,3113,1,20812,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3113003,幽冥鬼煞,3113,1,20813,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3113004,魅影幻像,3113,1,20814,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3113005,极渊领主,3113,1,20815,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3113006,荒漠异蝎,3113,2,200559,47,1,1,0,0,0,76,,0,1
,3113007,雾夜女巫,3113,2,200560,48,1,1,0,0,0,76,,0,1
,3113008,幽冥鬼煞,3113,2,200561,49,1,1,0,0,0,76,,0,1
,3113009,魅影幻像,3113,2,200562,50,1,1,0,0,0,76,,0,1
,3113010,极渊领主,3113,2,200563,51,1,1,0,0,0,76,,0,1
,3113011,障碍墙,3113,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3113012,障碍墙,3113,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3113013,障碍墙,3113,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3113014,战后临时模型1,3113,1,20816,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3113015,战后临时模型2,3113,1,20817,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3113016,战后临时模型3,3113,1,20818,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3113017,战后临时模型4,3113,1,20819,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3114001,荒漠异蝎,3114,1,20829,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3114002,雾夜女巫,3114,1,20830,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3114003,幽冥鬼煞,3114,1,20831,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3114004,魅影幻像,3114,1,20832,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3114005,极渊领主,3114,1,20833,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3114006,荒漠异蝎,3114,2,200564,47,1,1,0,0,0,76,,0,1
,3114007,雾夜女巫,3114,2,200565,48,1,1,0,0,0,76,,0,1
,3114008,幽冥鬼煞,3114,2,200566,49,1,1,0,0,0,76,,0,1
,3114009,魅影幻像,3114,2,200567,50,1,1,0,0,0,76,,0,1
,3114010,极渊领主,3114,2,200568,51,1,1,0,0,0,76,,0,1
,3114011,障碍墙,3114,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3114012,障碍墙,3114,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3114013,障碍墙,3114,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3114014,战后临时模型1,3114,1,20834,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3114015,战后临时模型2,3114,1,20835,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3114016,战后临时模型3,3114,1,20836,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3114017,战后临时模型4,3114,1,20837,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3115001,荒漠异蝎,3115,1,20838,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3115002,雾夜女巫,3115,1,20839,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3115003,幽冥鬼煞,3115,1,20840,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3115004,魅影幻像,3115,1,20841,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3115005,极渊领主,3115,1,20842,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3115101,荒漠异蝎,3115,2,200569,1,1,1,0,0,0,76,,0,1
,3115102,雾夜女巫,3115,2,200570,2,1,1,0,0,0,76,,0,1
,3115103,幽冥鬼煞,3115,2,200571,3,1,1,0,0,0,76,,0,1
,3115104,魅影幻像,3115,2,200572,4,1,1,0,0,0,76,,0,1
,3115105,极渊领主,3115,2,200573,5,1,1,0,0,0,76,,0,1
,3115202,障碍墙,3115,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3115203,障碍墙,3115,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3115301,战后临时模型1,3115,1,20843,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3115302,战后临时模型2,3115,1,20844,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3115303,战后临时模型3,3115,1,20845,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3115304,战后临时模型4,3115,1,20846,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3116001,npc荒漠异蝎,3116,1,20847,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3116002,npc雾夜女巫,3116,1,20848,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3116003,npc幽冥鬼煞,3116,1,20849,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3116004,npc魅影幻像,3116,1,20850,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3116005,npc极渊领主,3116,1,20851,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3116101,怪荒漠异蝎,3116,2,200574,1,1,1,0,0,0,76,,0,1
,3116102,怪雾夜女巫,3116,2,200575,2,1,1,0,0,0,76,,0,1
,3116103,怪幽冥鬼煞,3116,2,200576,3,1,1,0,0,0,76,,0,1
,3116104,怪魅影幻像,3116,2,200577,4,1,1,0,0,0,76,,0,1
,3116105,怪极渊领主,3116,2,200578,5,1,1,0,0,0,76,,0,1
,3116201,机关,3116,4,1103,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3116202,机关,3116,4,1104,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3116203,空气墙,3116,4,1102,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3116301,npc荒漠异蝎,3116,1,20852,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3116302,npc雾夜女巫,3116,1,20853,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3116303,npc幽冥鬼煞,3116,1,20854,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3116304,npc魅影幻像,3116,1,20855,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
