,id,name,des
,40521,迅击,连击数高于<color=#E57A20>3</color>时，伤害提升<color=#E57A20>6%</color>
,40522,迅击,连击数高于<color=#E57A20>3</color>时，伤害提升<color=#E57A20>7%</color>
,40523,迅击,连击数高于<color=#E57A20>3</color>时，伤害提升<color=#E57A20>9%</color>
,40524,迅击,连击数高于<color=#E57A20>3</color>时，伤害提升<color=#E57A20>12%</color>
,40531,裂蚀·Ⅰ,受到的伤害反弹<color=#E57A20>10%</color>
,40532,裂蚀·Ⅰ,受到的伤害反弹<color=#E57A20>15%</color>
,40533,裂蚀·Ⅰ,受到的伤害反弹<color=#E57A20>20%</color>
,40534,裂蚀·Ⅰ,受到的伤害反弹<color=#E57A20>25%</color>
,40541,裂蚀·Ⅱ,受到的伤害反弹<color=#E57A20>15%</color>
,40542,裂蚀·Ⅱ,受到的伤害反弹<color=#E57A20>22%</color>
,40543,裂蚀·Ⅱ,受到的伤害反弹<color=#E57A20>29%</color>
,40544,裂蚀·Ⅱ,受到的伤害反弹<color=#E57A20>37%</color>
,40621,闪回,闪避成功时，奥义值恢复<color=#E57A20>30</color>点
,40622,闪回,闪避成功时，奥义值恢复<color=#E57A20>45</color>点
,40623,闪回,闪避成功时，奥义值恢复<color=#E57A20>60</color>点
,40624,闪回,闪避成功时，奥义值恢复<color=#E57A20>75</color>点
,40631,罪守,拥有护盾时，物理防御提升<color=#E57A20>15%</color>
,40632,罪守,拥有护盾时，物理防御提升<color=#E57A20>22%</color>
,40633,罪守,拥有护盾时，物理防御提升<color=#E57A20>29%</color>
,40634,罪守,拥有护盾时，物理防御提升<color=#E57A20>37%</color>
,40641,晖光,任意技能击败任意对手后，恢复自身生命值的<color=#E57A20>18%</color>
,40642,晖光,任意技能击败任意对手后，恢复自身生命值的<color=#E57A20>27%</color>
,40643,晖光,任意技能击败任意对手后，恢复自身生命值的<color=#E57A20>36%</color>
,40644,晖光,任意技能击败任意对手后，恢复自身生命值的<color=#E57A20>45%</color>
,40721,盾甲,格档成功时，提高格档率<color=#E57A20>5%</color>，持续<color=#E57A20>4招
,40722,盾甲,格档成功时，提高格档率<color=#E57A20>7%</color>，持续<color=#E57A20>4招
,40723,盾甲,格档成功时，提高格档率<color=#E57A20>9%</color>，持续<color=#E57A20>4招
,40724,盾甲,格档成功时，提高格档率<color=#E57A20>12%</color>，持续<color=#E57A20>4招
,40731,魂佑,拥有护盾时，魔法防御提升<color=#E57A20>15%</color>
,40732,魂佑,拥有护盾时，魔法防御提升<color=#E57A20>22%</color>
,40733,魂佑,拥有护盾时，魔法防御提升<color=#E57A20>29%</color>
,40734,魂佑,拥有护盾时，魔法防御提升<color=#E57A20>37%</color>
,40741,坚铠·Ⅱ,受到的物理伤害降低<color=#E57A20>15%</color>
,40742,坚铠·Ⅱ,受到的物理伤害降低<color=#E57A20>22%</color>
,40743,坚铠·Ⅱ,受到的物理伤害降低<color=#E57A20>29%</color>
,40744,坚铠·Ⅱ,受到的物理伤害降低<color=#E57A20>37%</color>
,40821,林息,奥义值高于1000点时，魔法防御提升<color=#E57A20>6%</color>
,40822,林息,奥义值高于1000点时，魔法防御提升<color=#E57A20>9%</color>
,40823,林息,奥义值高于1000点时，魔法防御提升<color=#E57A20>12%</color>
,40824,林息,奥义值高于1000点时，魔法防御提升<color=#E57A20>15%</color>
,40831,翼盾,位于先锋时，回合开始时获得等同生命上限<color=#E57A20>4%</color>的护盾
,40832,翼盾,位于先锋时，回合开始时获得等同生命上限<color=#E57A20>6%</color>的护盾
,40833,翼盾,位于先锋时，回合开始时获得等同生命上限<color=#E57A20>8%</color>的护盾
,40834,翼盾,位于先锋时，回合开始时获得等同生命上限<color=#E57A20>10%</color>的护盾
,40841,咒域·Ⅱ,受到的魔法伤害降低<color=#E57A20>15%</color>
,40842,咒域·Ⅱ,受到的魔法伤害降低<color=#E57A20>22%</color>
,40843,咒域·Ⅱ,受到的魔法伤害降低<color=#E57A20>29%</color>
,40844,咒域·Ⅱ,受到的魔法伤害降低<color=#E57A20>37%</color>
,40921,循转·Ⅰ,受击时恢复的奥义值额外提升<color=#E57A20>10%</color>
,40922,循转·Ⅰ,受击时恢复的奥义值额外提升<color=#E57A20>15%</color>
,40923,循转·Ⅰ,受击时恢复的奥义值额外提升<color=#E57A20>20%</color>
,40924,循转·Ⅰ,受击时恢复的奥义值额外提升<color=#E57A20>25%</color>
,40931,仇焰,受到攻击时，获得仇焰状态，最高<color=#E57A20>5</color>层，每层使暴击率提升<color=#E57A20>2%</color>
,40932,仇焰,受到攻击时，获得仇焰状态，最高<color=#E57A20>5</color>层，每层使暴击率提升<color=#E57A20>3%</color>
,40933,仇焰,受到攻击时，获得仇焰状态，最高<color=#E57A20>5</color>层，每层使暴击率提升<color=#E57A20>4%</color>
,40934,仇焰,受到攻击时，获得仇焰状态，最高<color=#E57A20>5</color>层，每层使暴击率提升<color=#E57A20>5%</color>
,40941,霜运,使用辅助技有<color=#E57A20>50%</color>几率恢复等同最大生命值5%的生命值与300点奥义值
,40942,霜运,使用辅助技有<color=#E57A20>75%</color>几率恢复等同最大生命值5%的生命值与300点奥义值
,40943,霜运,使用辅助技有<color=#E57A20>100%</color>几率恢复等同最大生命值5%的生命值与300点奥义值
,40944,霜运,使用辅助技有<color=#E57A20>50%</color>机率恢复等同最大生命值5％的生命值与150点奥义值。
,41021,风闪,施放奥义后，闪避提升<color=#E57A20>6%</color>，持续<color=#E57A20>3</color>招
,41022,风闪,施放奥义后，闪避提升<color=#E57A20>9%</color>，持续<color=#E57A20>3</color>招
,41023,风闪,施放奥义后，闪避提升<color=#E57A20>12%</color>，持续<color=#E57A20>3</color>招
,41024,风闪,施放奥义后，闪避提升<color=#E57A20>15%</color>，持续<color=#E57A20>3</color>招
,41031,猛毒,使用辅助技时，对敌方施加腐化状态，持续5轮，伤害等同角色<color=#E57A20>20%</color>攻击力
,41032,猛毒,使用辅助技时，对敌方施加腐化状态，持续5轮，伤害等同角色<color=#E57A20>30%</color>攻击力
,41033,猛毒,使用辅助技时，对敌方施加腐化状态，持续5轮，伤害等同角色<color=#E57A20>40%</color>攻击力
,41034,猛毒,使用辅助技时，对敌方施加腐化状态，伤害等同角色<color=#E57A20>50%</color>攻击力
,41041,炽炼,我方攻击开始时，获得炽炼状态，伤害提升<color=#E57A20>50%</color>，持续1招
,41042,炽炼,我方攻击开始时，获得炽炼状态，伤害提升<color=#E57A20>75%</color>，持续1招
,41043,炽炼,我方攻击开始时，获得炽炼状态，伤害提升<color=#E57A20>100%</color>，持续1招
,41044,炽炼,每回合开始时，获得1层攻擊伤害增加<color=#E57A20>N%</color>的状态，当施放攻擊技能时该状态便会消失(回合开始的普通攻擊不会消耗此状态)。
,41121,洋佑,作为先锋首次登场时，获得等同最大生命值<color=#E57A20>8%</color>的护盾
,41122,洋佑,作为先锋首次登场时，获得等同最大生命值<color=#E57A20>12%</color>的护盾
,41123,洋佑,作为先锋首次登场时，获得等同最大生命值<color=#E57A20>16%</color>的护盾
,41124,洋佑,作为先锋首次登场时，获得等同最大生命值<color=#E57A20>20%</color>的护盾
,41131,穹击,辅助技或援护打断敌方奥义时，下<color=#E57A20>1</color>个技能伤害提升<color=#E57A20>15%</color>
,41132,穹击,辅助技或援护打断敌方奥义时，下<color=#E57A20>1</color>个技能伤害提升<color=#E57A20>22%</color>
,41133,穹击,辅助技或援护打断敌方奥义时，下<color=#E57A20>1</color>个技能伤害提升<color=#E57A20>29%</color>
,41134,穹击,辅助技或援护打断敌方奥义时，下<color=#E57A20>1</color>个技能伤害提升<color=#E57A20>37%</color>
,41141,汐引,敌方每拥有1种负面状态，我方造成的伤害提升<color=#E57A20>8%</color>
,41142,汐引,敌方每拥有1种负面状态，我方造成的伤害提升<color=#E57A20>12%</color>
,41143,汐引,敌方每拥有1种负面状态，我方造成的伤害提升<color=#E57A20>16%</color>
,41144,净化,目標每拥有一种異常狀態，傷害提高<color=#E57A20>N%</color>。
,41221,初源·Ⅰ,对战非冒险者时，初始奥义值提升<color=#E57A20>800</color>点
,41222,初源·Ⅰ,对战非冒险者时，初始奥义值提升<color=#E57A20>900</color>点
,41223,初源·Ⅰ,对战非冒险者时，初始奥义值提升<color=#E57A20>1000</color>点
,41224,初源·Ⅰ,对战非冒险者时，初始奥义值提升<color=#E57A20>1100</color>点
,41231,集荧,辅助技或援护打断敌方奥义时，恢复奥义值<color=#E57A20>200</color>点
,41232,集荧,辅助技或援护打断敌方奥义时，恢复奥义值<color=#E57A20>300</color>点
,41233,集荧,辅助技或援护打断敌方奥义时，恢复奥义值<color=#E57A20>400</color>点
,41234,集荧,辅助技或援护打断敌方奥义时，恢复奥义值<color=#E57A20>500</color>点
,41241,梦守,奥义值高于1000点时，伤害减免提升<color=#E57A20>15%</color>
,41242,梦守,奥义值高于1000点时，伤害减免提升<color=#E57A20>22%</color>
,41243,梦守,奥义值高于1000点时，伤害减免提升<color=#E57A20>30%</color>
,41244,梦守,奥义值高于1000点时，伤害减免提升<color=#E57A20>10%</color>
,41331,时流,使用辅助技能后，减少所有技能冷却<color=#E57A20>2</color>秒
,41332,时流,使用辅助技能后，减少所有技能冷却<color=#E57A20>3</color>秒
,41333,时流,使用辅助技能后，减少所有技能冷却<color=#E57A20>4</color>秒
,41334,时流,使用辅助技能后，减少所有技能冷却<color=#E57A20>5</color>秒
,41341,绝阵,生命值低于30%时，伤害减免提升<color=#E57A20>20%</color>
,41342,绝阵,生命值低于30%时，伤害减免提升<color=#E57A20>30%</color>
,41343,绝阵,生命值低于30%时，伤害减免提升<color=#E57A20>40%</color>
,41344,绝阵,生命值低于30%时，伤害减免提升<color=#E57A20>50%</color>
,41431,怒斩,暴击时，获得怒斩状态，最高<color=#E57A20>5</color>层，每层使伤害提升<color=#E57A20>2%</color>
,41432,怒斩,暴击时，获得怒斩状态，最高<color=#E57A20>5</color>层，每层使伤害提升<color=#E57A20>3%</color>
,41433,怒斩,暴击时，获得怒斩状态，最高<color=#E57A20>5</color>层，每层使伤害提升<color=#E57A20>4%</color>
,41434,怒斩,暴击时，获得怒斩状态，最高<color=#E57A20>5</color>层，每层使伤害提升<color=#E57A20>5%</color>
,41441,终刻,整场战斗1次，2位队友战败时，施放奥义技时有<color=#E57A20>15%</color>几率复活1名队友
,41442,终刻,整场战斗1次，2位队友战败时，施放奥义技时有<color=#E57A20>22%</color>几率复活1名队友
,41443,终刻,整场战斗1次，2位队友战败时，施放奥义技时有<color=#E57A20>29%</color>几率复活1名队友
,41444,终刻,<color=#E57A20>2</color>位队友均战败时，施放奥义技时有<color=#E57A20>37%</color>几率复活<color=#E57A20>1</color>名队友
,41531,沧佑,受到的反弹伤害降低<color=#E57A20>30%</color>
,41532,沧佑,受到的反弹伤害降低<color=#E57A20>45%</color>
,41533,沧佑,受到的反弹伤害降低<color=#E57A20>60%</color>
,41534,沧佑,受到的反弹伤害降低<color=#E57A20>75%</color>
,41541,眷咒,使用辅助技有<color=#E57A20>20%</color>几率使其辅助技冷却时间降低<color=#E57A20>50%</color>
,41542,眷咒,使用辅助技有<color=#E57A20>30%</color>几率使其辅助技冷却时间降低<color=#E57A20>50%</color>
,41543,眷咒,使用辅助技有<color=#E57A20>40%</color>几率使其辅助技冷却时间降低<color=#E57A20>50%</color>
,41544,眷咒,使用辅助技有<color=#E57A20>50%</color>几率使其辅助技冷却时间降低<color=#E57A20>50%</color>
,41631,森佑,成功格挡时，获得等同自身攻击力<color=#E57A20>N%</color>的护盾
,41632,森佑,成功格挡时，获得等同自身攻击力<color=#E57A20>N%</color>的护盾
,41633,森佑,成功格挡时，获得等同自身攻击力<color=#E57A20>N%</color>的护盾
,41634,森佑,成功格挡时，获得等同自身攻击力<color=#E57A20>N%</color>的护盾
,41641,疾援,进行援护时有<color=#E57A20>20%</color>几率使援护冷却时间降低<color=#E57A20>50%</color>
,41642,疾援,进行援护时有<color=#E57A20>30%</color>几率使援护冷却时间降低<color=#E57A20>50%</color>
,41643,疾援,进行援护时有<color=#E57A20>40%</color>几率使援护冷却时间降低<color=#E57A20>50%</color>
,41644,疾援,进行援护时有<color=#E57A20>50%</color>几率使援护冷却时间降低<color=#E57A20>50%</color>
,41741,神目,进行援护时，<color=#E57A20>40%</color>几率不消耗奥义
,41742,神目,进行援护时，<color=#E57A20>60%</color>几率不消耗奥义
,41743,神目,进行援护时，<color=#E57A20>80%</color>几率不消耗奥义
,41744,神目,进行援护时，<color=#E57A20>20%</color>几率不消耗奥义
,41841,审判,当敌方生命值低于<color=#E57A20>30%</color>时，攻击力提升<color=#E57A20>15%</color>
,41842,审判,当敌方生命值低于<color=#E57A20>30%</color>时，攻击力提升<color=#E57A20>22%</color>
,41843,审判,当敌方生命值低于<color=#E57A20>30%</color>时，攻击力提升<color=#E57A20>29%</color>
,41844,审判,当敌方生命值低于<color=#E57A20>30%</color>时，攻击力提升<color=#E57A20>37%</color>
,41941,愈骨,在场上受到治愈效果时，恢复<color=#E57A20>80</color>点奥义值
,41942,愈骨,在场上受到治愈效果时，恢复<color=#E57A20>120</color>点奥义值
,41943,愈骨,在场上受到治愈效果时，恢复<color=#E57A20>160</color>点奥义值
,41944,愈骨,在场上时，受到治疗效果时，恢复<color=#E57A20>80</color>点奥义值
,42041,绯斩,暴击率提升<color=#E57A20>10%</color>，每次暴击时造成等同自身生命值5%的伤害
,42042,绯斩,暴击率提升<color=#E57A20>15%</color>，每次暴击时造成等同自身生命值5%的伤害
,42043,绯斩,暴击率提升<color=#E57A20>20%</color>，每次暴击时造成等同自身生命值5%的伤害
,42141,源星,因援护或辅助技被打断进攻时，有<color=#E57A20>50%</color>几率使所有技能的冷却时间降低30%
,42142,源星,因援护或辅助技被打断进攻时，有<color=#E57A20>75%</color>几率使所有技能的冷却时间降低30%
,42143,源星,因援护或辅助技被打断进攻时，有<color=#E57A20>100%</color>几率使所有技能的冷却时间降低30%
,42144,噬灵,被中断进攻时，<color=#E57A20>50%</color>几率所有技能冷却降低30%
,42341,反袭,每次队友战败时，我方全员恢复<color=#E57A20>500</color>点奥义值
,42342,反袭,每次队友战败时，我方全员恢复<color=#E57A20>750</color>点奥义值
,42343,反袭,每次队友战败时，我方全员恢复<color=#E57A20>1000</color>点奥义值
,42344,涌露,每次队友死亡时，回复<color=#E57A20>500</color>点奥义值
,42741,迅雷,连击数高于<color=#E57A20>7</color>时，暴击率提升<color=#E57A20>10%</color>，暴击伤害提升<color=#E57A20>30%</color>
,42742,迅雷,连击数高于<color=#E57A20>7</color>时，暴击率提升<color=#E57A20>10%</color>，暴击伤害提升<color=#E57A20>30%</color>
,42743,迅雷,连击数高于<color=#E57A20>7</color>时，暴击率提升<color=#E57A20>10%</color>，暴击伤害提升<color=#E57A20>30%</color>
,42744,迅雷,连击数高于<color=#E57A20>7</color>时，暴击率提升<color=#E57A20>10%</color>，暴击伤害提升<color=#E57A20>30%</color>
,42941,复魂,当生命值低于<color=#E57A20>15%</color>时，<color=#E57A20>3</color>招内，每次使用技能可恢复<color=#E57A20>3%</color>生命值。
,42942,复魂,当生命值低于<color=#E57A20>15%</color>时，<color=#E57A20>3</color>招内，每次使用技能可恢复<color=#E57A20>3%</color>生命值。
,42943,复魂,当生命值低于<color=#E57A20>15%</color>时，<color=#E57A20>3</color>招内，每次使用技能可恢复<color=#E57A20>3%</color>生命值。
,42944,复魂,当生命值低于<color=#E57A20>15%</color>时，<color=#E57A20>3</color>招内，每次使用技能可恢复<color=#E57A20>3%</color>生命值。
,1011641,疾刃,施放辅助技可获<color=#E57A20>1</color>层奥兹刻痕，且打断敌方奥义时<color=#E57A20>50%</color>几率获得<color=#E57A20>1</color>层奥兹刻痕
,1011642,疾刃,施放辅助技可获<color=#E57A20>1</color>层奥兹刻痕，且打断敌方奥义时<color=#E57A20>100%</color>几率获得<color=#E57A20>1</color>层奥兹刻痕
,1011643,疾刃,施放辅助技可获<color=#E57A20>1</color>层奥兹刻痕，且打断敌方奥义时<color=#E57A20>75%</color>几率获得<color=#E57A20>2</color>层奥兹刻痕
,1011644,疾刃,施放辅助技可获<color=#E57A20>1</color>层奥兹刻痕，且打断敌方奥义时<color=#E57A20>100%</color>几率获得<color=#E57A20>2</color>层奥兹刻痕
,1021641,裁决,对战单个对手时，提升<color=#E57A20>20%</color>暴击率，并使战斗中获得的奥义值提升<color=#E57A20>20%</color>
,1021642,裁决,对战单个对手时，提升<color=#E57A20>30%</color>暴击率，并使战斗中获得的奥义值提升<color=#E57A20>30%</color>
,1021643,裁决,对战单个对手时，提升<color=#E57A20>40%</color>暴击率，并使战斗中获得的奥义值提升<color=#E57A20>40%</color>
,1021644,裁决,对战单个对手时，提升<color=#E57A20>50%</color>暴击率，并使战斗中获得的奥义值提升<color=#E57A20>50%</color>
,1031641,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#E57A20>12%</color>
,1031642,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#E57A20>18%</color>
,1031643,堕印,每次登场时获得暗黑之魂印记及同名状态，拥有暗黑之魂印记时，提升群攻伤害<color=#E57A20>24%</color>
,1031644,堕印,每次登场时获得暗黑之魂印记及同名状态，暗黑之魂印记提升群攻伤害<color=#E57A20>30%</color>
,1041641,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#E57A20>30%</color>伤害
,1041642,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#E57A20>40%</color>伤害
,1041643,苍盾,因我方援护下场时，上场英雄获得荆棘结界，反弹<color=#E57A20>50%</color>伤害
,1041644,苍盾,使用援护后，下个上场的人获得荆棘结界(反弹<color=#E57A20>30%</color>伤害)
,1061641,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#E57A20>1%</color>生命值
,1061642,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#E57A20>1.5%</color>生命值
,1061643,影镖,每获得1枚飞镖印记，有70%几率恢复<color=#E57A20>2%</color>生命值
,1061644,影镖,每获得一枚飞镖70%概率回复<color=#E57A20>1%</color>生命值。
,1071641,箴言,四字箴言同时存在时，受到伤害降低<color=#E57A20>20%</color>
,1071642,箴言,四字箴言同时存在时，受到伤害降低<color=#E57A20>30%</color>
,1071643,箴言,四字箴言同时存在时，受到伤害降低<color=#E57A20>40%</color>
,1071644,箴言,四字箴言同时存在时，受到伤害降低<color=#E57A20>50%</color>
,1081641,愈印,每拥有<color=#E57A20>1</color>个生命印记，施放辅助技时恢复的生命值提升<color=#E57A20>6%</color>
,1081642,愈印,每拥有<color=#E57A20>1</color>个生命印记，施放辅助技时恢复的生命值提升<color=#E57A20>9%</color>
,1081643,愈印,每拥有<color=#E57A20>1</color>个生命印记，施放辅助技时恢复的生命值提升<color=#E57A20>12%</color>
,1081644,愈印,每拥有<color=#E57A20>1</color>个生命印记，施放辅助技时恢复的生命值提升<color=#E57A20>15%</color>
,1111641,肃正,拥有护盾时格档率提升<color=#E57A20>20%</color>，通过技能4击败对手时恢复<color=#E57A20>30%</color>技能4消耗的护盾。
,1111642,肃正,拥有护盾时格档率提升<color=#E57A20>30%</color>，通过技能4击败对手时恢复<color=#E57A20>45%</color>技能4消耗的护盾。
,1111643,肃正,拥有护盾时格档率提升<color=#E57A20>40%</color>，通过技能4击败对手时恢复<color=#E57A20>60%</color>技能4消耗的护盾。
,1111644,肃正,有护盾时格挡率提高<color=#E57A20>20%</color>，技能4击败敌人后可回收<color=#E57A20>30%</color>因启动指令而所消耗的护盾。
,1121641,深翼,技能1暴击率提升<color=#E57A20>12%</color>，且暴击后有<color=#E57A20>40%</color>几率额外重置技能2冷却时间
,1121642,深翼,技能1暴击率提升<color=#E57A20>18%</color>，且暴击后有<color=#E57A20>60%</color>几率额外重置技能2冷却时间
,1121643,深翼,技能1暴击率提升<color=#E57A20>24%</color>，且暴击后有<color=#E57A20>80%</color>几率额外重置技能2冷却时间
,1121644,深翼,技能1暴击率提升<color=#E57A20>30%</color>，且暴击后有<color=#E57A20>100%</color>几率额外重置技能2冷却时间
,1131641,幻星,获得幻想马戏状态时，有<color=#E57A20>40%</color>几率使全队获得相同状态
,1131642,幻星,获得幻想马戏状态时，有<color=#E57A20>60%</color>几率使全队获得相同状态
,1131643,幻星,获得幻想马戏状态时，有<color=#E57A20>80%</color>几率使全队获得相同状态
,1131644,幻星,获得幻想马戏状态时，有<color=#E57A20>100%</color>几率使全队获得相同状态
,1141641,怒临,技能1的冷却时间降低10秒，并额外获得<color=#E57A20>2</color>层怒刃印记。
,1141642,怒临,技能1的冷却时间降低10秒，并额外获得<color=#E57A20>3</color>层怒刃印记。
,1141643,怒临,技能1的冷却时间降低10秒，并额外获得<color=#E57A20>4</color>层怒刃印记。
,1141644,怒临,技能1的冷卻時間降低10秒，怒刃印记额外增加<color=#E57A20>2</color>层
,1151641,尼薇专属,冰雪之心的恢复效果提高<color=#E57A20>30%</color>
,1151642,尼薇专属,冰雪之心的恢复效果提高<color=#E57A20>40%</color>
,1151643,尼薇专属,冰雪之心的恢复效果提高<color=#E57A20>50%</color>
,1161641,蜘蛛女王专属,每次每个角色中毒扣血时，蜘蛛女王获得<color=#E57A20>30</color>点奥义
,1161642,蜘蛛女王专属,每次每个角色中毒扣血时，蜘蛛女王获得<color=#E57A20>40</color>点奥义
,1161643,蜘蛛女王专属,每次每个角色中毒扣血时，蜘蛛女王获得<color=#E57A20>50</color>点奥义
,2011641,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#E57A20>4%</color>暴击率
,2011642,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#E57A20>6%</color>暴击率
,2011643,霜耀,每次暴击时，获得1层寒霜祭典，每层寒霜祭典提升<color=#E57A20>8%</color>暴击率
,2011644,霜耀,每次暴击时，获得<color=#E57A20>1</color>层寒霜祭典
,3011641,爆烈,暴击率提高<color=#E57A20>15%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011642,爆烈,暴击率提高<color=#E57A20>22%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011643,爆烈,暴击率提高<color=#E57A20>30%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3011644,爆烈,暴击率提高<color=#E57A20>15%，</color>生命值低于50%/20%时，暴击率提升10%/10%
,3021641,饮命,对战男性时，吸收等同自身伤害<color=#E57A20>16%</color>的生命值
,3021642,饮命,对战男性时，吸收等同自身伤害<color=#E57A20>24%</color>的生命值
,3021643,饮命,对战男性时，吸收等同自身伤害<color=#E57A20>32%</color>的生命值
,3021644,饮命,对战男性时，吸收等同自身伤害<color=#E57A20>40%</color>的生命值
,4011641,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#E57A20>50％</color>几率额外获得1个暗龙印记
,4011642,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#E57A20>75％</color>几率额外获得1个暗龙印记
,4011643,暗龙,暗龙印记上限提升至5个，攻击拥有诅咒状态的敌人时有<color=#E57A20>100％</color>几率额外获得1个暗龙印记
,4011644,暗龙,暗龙印记的叠加层数提高至5层，攻击诅咒状态的敌人时有<color=#E57A20>50％</color>机率获得1层暗龙印记。
