,id,des
,287,本命的天赋效果达到<color=#FFA517>3</color>级
,292,本命的天赋效果达到<color=#FFA517>2</color>级
,295,本命的天赋效果达到<color=#FFA517>3</color>级
,300,本命的天赋效果达到<color=#FFA517>2</color>级
,303,本命的天赋效果达到<color=#FFA517>3</color>级
,308,本命的天赋效果达到<color=#FFA517>2</color>级
,311,本命的天赋效果达到<color=#FFA517>3</color>级
,316,本命的天赋效果达到<color=#FFA517>2</color>级
,319,本命的天赋效果达到<color=#FFA517>3</color>级
,324,本命的天赋效果达到<color=#FFA517>2</color>级
,327,本命的天赋效果达到<color=#FFA517>3</color>级
,332,本命的天赋效果达到<color=#FFA517>2</color>级
,335,本命的天赋效果达到<color=#FFA517>3</color>级
,340,本命的天赋效果达到<color=#FFA517>2</color>级
,343,本命的天赋效果达到<color=#FFA517>3</color>级
,348,本命的天赋效果达到<color=#FFA517>2</color>级
,351,本命的天赋效果达到<color=#FFA517>3</color>级
,356,本命的天赋效果达到<color=#FFA517>2</color>级
,359,本命的天赋效果达到<color=#FFA517>3</color>级
,364,本命的天赋效果达到<color=#FFA517>2</color>级
,367,本命的天赋效果达到<color=#FFA517>3</color>级
,372,本命的天赋效果达到<color=#FFA517>2</color>级
,375,本命的天赋效果达到<color=#FFA517>3</color>级
,380,本命的天赋效果达到<color=#FFA517>2</color>级
,383,本命的天赋效果达到<color=#FFA517>3</color>级
,388,本命的天赋效果达到<color=#FFA517>2</color>级
,391,本命的天赋效果达到<color=#FFA517>3</color>级
,396,本命的天赋效果达到<color=#FFA517>2</color>级
,399,本命的天赋效果达到<color=#FFA517>3</color>级
,428,本命的天赋效果达到<color=#FFA517>2</color>级
,431,本命的天赋效果达到<color=#FFA517>3</color>级
,436,本命的天赋效果达到<color=#FFA517>2</color>级
,439,本命的天赋效果达到<color=#FFA517>3</color>级
,444,本命的天赋效果达到<color=#FFA517>2</color>级
,447,本命的天赋效果达到<color=#FFA517>3</color>级
,452,本命的天赋效果达到<color=#FFA517>2</color>级
,455,本命的天赋效果达到<color=#FFA517>3</color>级
,460,本命的天赋效果达到<color=#FFA517>2</color>级
,463,本命的天赋效果达到<color=#FFA517>3</color>级
,468,本命的天赋效果达到<color=#FFA517>2</color>级
,471,本命的天赋效果达到<color=#FFA517>3</color>级
,476,本命的天赋效果达到<color=#FFA517>2</color>级
,479,本命的天赋效果达到<color=#FFA517>3</color>级
,492,本命的天赋效果达到<color=#FFA517>2</color>级
,495,本命的天赋效果达到<color=#FFA517>3</color>级
,500,本命的天赋效果达到<color=#FFA517>2</color>级
,503,本命的天赋效果达到<color=#FFA517>3</color>级
,516,本命的天赋效果达到<color=#FFA517>2</color>级
,519,本命的天赋效果达到<color=#FFA517>3</color>级
,524,本命的天赋效果达到<color=#FFA517>2</color>级
,527,本命的天赋效果达到<color=#FFA517>3</color>级
,540,本命的天赋效果达到<color=#FFA517>2</color>级
,543,本命的天赋效果达到<color=#FFA517>3</color>级
,548,本命的天赋效果达到<color=#FFA517>2</color>级
,551,本命的天赋效果达到<color=#FFA517>3</color>级
,532,本命的天赋效果达到<color=#FFA517>2</color>级
,535,本命的天赋效果达到<color=#FFA517>3</color>级
,556,本命的天赋效果达到<color=#FFA517>2</color>级
,559,本命的天赋效果达到<color=#FFA517>3</color>级
,564,本命的生命值提升<color=#FFA517>10%</color>
,567,本命的生命值提升<color=#FFA517>10%</color>
,572,本命的天赋效果达到<color=#FFA517>2</color>级
,575,本命的生命值提升<color=#FFA517>15%</color>
,580,本命的天赋效果达到<color=#FFA517>2</color>级
,583,本命的天赋效果达到<color=#FFA517>3</color>级
,588,本命的天赋效果达到<color=#FFA517>2</color>级
,591,本命的天赋效果达到<color=#FFA517>3</color>级
,596,本命的天赋效果达到<color=#FFA517>2</color>级
,599,本命的天赋效果达到<color=#FFA517>3</color>级
,604,本命的天赋效果达到<color=#FFA517>2</color>级
,607,本命的天赋效果达到<color=#FFA517>3</color>级
