,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
,1372502,,人类，让我再一次向你们表示感谢。你们赢得了辉鳞族的友谊，我谨代表辉鳞族向你们表示敬意。同时，我为我之前的鲁莽向你们道歉。,,,,感谢女武神护佑，神法遗迹安然无恙。鹿角兽长期用人海战术进行骚扰，每次都是以命博命。辉鳞族这些年因此失去了不少族人……
,1372503,,之前，你们所带来的关于鹿角兽的情报，我们会认真对待。辉鳞族也将协助你们对抗圣界。现在让我们到辉鳞神殿里找大祭司伊古斯一起谈谈吧。,,,,人类，你们赢得了辉鳞族的友谊，我谨代表辉鳞族向你们表示敬意。同时，我为我之前的鲁莽向你们道歉。
,1372504,,真是太谢谢你了，首领大人！,,,,之前，你们所带来的关于鹿角兽的情报，我们会认真对待。辉鳞族也将协助你们对抗圣界。
,1372601,,大祭司！你们还好吗？我们已经把时空之门关闭了！,,,,真是太谢谢你了，首领大人！
,1372602,,感谢女武神护佑，神法遗迹安然无恙。鹿角兽长期用人海战术骚扰，每次都是以命博命。辉鳞族这些年失去了不少族人……,,,,真是太谢谢你了，首领大人！
,1372603,,话说回来，那天我们在辉鳞神殿的神奇经历，我没有猜错的话，我们应该是进入了时间裂隙，看到了七年前发生的事。,,,,还有一件重要的事情。那天，我们在辉鳞神殿内经历的，我没有猜错的话，我们昨天应该是进入了时间裂隙，看到了七年前发生的事。
,1372604,,看来那个团长就是一切的主谋……而且，我们最后看到那三个人是圣界的成员。看来七年前的事件，圣界也有参与其中。,,,,看来那个团长就是一切的主谋……而且，我们最后看到那三个人是圣界的成员。看来七年前的事件，圣界也有参与其中。
,1372605,,西蒙当时的情况令我感到疑惑。我查阅族内书库之后，发现这与神器共鸣的神选者经历极其相似。可是……辉鳞族的神器已经丢失。,,,,西蒙当时的情况令我感到疑惑。我查阅族内书库之后，发现这与神器共鸣的神选者经历极其相似。可是……辉鳞族的神器已经丢失。
,1372606,,但是，无论我怎么查证，当时的情况都指向是与神器发生共鸣。那么，无论怎么不可能，我只能推断，神迹这里还存在着一件神器。,,,,但是，无论我怎么查证，当时的情况都指向是与神器发生共鸣。那么，无论怎么不可能，我只能推断，神迹这里还存在着一件神器。
,1372607,西蒙/温丽,什么？？！！,,,,什么？？！！
,1372608,,之前有异状的神像是强御之神·席恩，她曾为辉鳞族解决灭族危机。自那之后，强御之神同样成为辉鳞族代代供奉的女武神之一。,,,,之前有异状的神像是强御之神·席恩，她曾为辉鳞族解决灭族危机。自那之后，强御之神同样成为辉鳞族代代供奉的女武神之一。
,1372609,,古籍记载中，强御之神·席恩是以拳套为武器，名为神器·万拳。而这位人类少年西蒙，他与神像产生共鸣的位置也是在手部。,,,,古籍记载中，强御之神·席恩是以拳套为武器，名为神器·万拳。而这位人类少年西蒙，他与神像产生共鸣的位置也是在手部。
,1372610,,因此我推测这件神器应该就是神器·万拳。但是出身于泰坦族的女武神为何选中了一位人类呢，这令我疑惑，而典籍中也毫无头绪。,,,,因此我推测这件神器应该就是神器·万拳。但是出身于泰坦族的女武神为何选中了一位人类呢，这令我疑惑，而典籍中也毫无头绪。
,1372611,,泰坦族？我之前在边陲沙漠曾经遇见泰坦族长莉莉丝，我当时还与她交过手……但是在战斗结束后，她还喊我“森林之子”。,,,,泰坦族？我之前在边陲沙漠曾经遇见泰坦族长莉莉丝，我当时还与她交过手……但是在战斗结束后，她还喊我“森林之子”。
,1372612,,森林之子？我记得精灵的歌谣中唱过“远方的森林之子，捧起女神的流星”。女武神在上，或许这就是神器·万拳选定的人……,,,,森林之子？我记得精灵的歌谣中唱过“远方的森林之子，捧起女神的流星”。女武神在上，或许这就是神器·万拳选定的人……
,1372613,,辉鳞族还有一件神器的事，绝不能让贪婪的鹿角兽知道！我们目前急需提升战力抵御外敌，若我们能使用这件神器想必会增加不少胜算。,,,,辉鳞族还有一件神器的事，绝不能让贪婪的鹿角兽知道！我们目前急需提升战力抵御外敌，若我们能使用这件神器想必会增加不少胜算。
,1372614,,我可以遵循神器的意愿，将它交由人类使用。但是它不能交到弱者手里。西蒙必须接受辉鳞族的<color=#bd4104>赤鳞试炼</color>，证明他的能力配得上神器！,,,,我可以遵循神器的意愿，将它交由人类使用。但是它不能交到弱者手里。西蒙必须接受辉鳞族的<color=#bd4104>赤鳞试炼</color>，证明他的能力配得上神器！
,1372615,,我是神器的新主人？这……这不太可能吧？我只是一个普通人，怎么可能……,,,,我是神器的新主人？这……这不太可能吧？我只是一个普通人，怎么可能……
,1372616,,臭小子，这可是神器！客气什么？赶快收下！,,,,臭小子，这可是神器！客气什么？赶快收下！
,1372617,,那么，神器·万拳的力量就托付给我吧！我一定会打败圣界，然后把神器完好无损地归还你们的！,,,,那么，神器·万拳的力量就托付给我吧！我一定会打败圣界，然后把神器完好无损地归还你们的！
,1372701,,愿女武神护佑你，我会让见习祭司摩西给你们带路的。摩西，你带这些人类去<color=#bd4104>暗崖边塞</color>。,,,,愿女武神护佑你，我会让见习祭司摩西给你们带路的。摩西，你带这些人类去<color=#bd4104>暗崖边塞</color>。
,1372702,,咦？要去暗崖边塞吗？摩西可以不去吗？那个地方好高好可怕啊……那里的大叔也好可怕啊……咦？这些就是没有鳞片的人类吗？,,,,咦？要去暗崖边塞吗？摩西可以不去吗？那个地方好高好可怕啊……那里的大叔也好可怕啊……咦？这些就是没有鳞片的人类吗？
,1372703,,这小家伙还挺有意思的嘛。,,,,这小家伙还挺有意思的嘛。
,1372704,,你这个红毛人类，我哪里是小家伙了！我可是成年雄性辉鳞族！对了对了，人类，你们没有鳞片是怎么保暖的呢？还有还有…………,,,,你这个红毛人类，我哪里是小家伙了！我可是成年雄性辉鳞族！对了对了，人类，你们没有鳞片是怎么保暖的呢？还有还有…………
,1372705,,摩西！,,,,摩西！
,1372706,,好啦，好啦。我知道了，大祭司。没有鳞片的人类们，跟我走吧。,,,,好啦，好啦。我知道了，大祭司。没有鳞片的人类们，跟我走吧。
,1372801,,,,,与此同时,
,1372802,,真是令人怀念的地方呢。当初我为了收集神器的情报，才组建了时光马戏团。却没想到，我的马戏团就这样赔在这里。,,,,真是令人怀念的地方呢。当初我为了收集神器的情报，才组建了时光马戏团。却没想到，我的马戏团就这样赔在这里。
,1372803,,呵，你就是热衷于做这种既没意义又没有成果的事。,,,,呵，你就是热衷于做这种既没意义又没有成果的事。
,1372804,,难道不觉得通过操纵人心很有趣么？这可是需要花上不少珍贵的时间才能构筑成功呢。不然，你当初为什么要救默希娅？,,,,难道不觉得通过操纵人心很有趣么？这可是需要花上不少珍贵的时间才能构筑成功呢。不然，你当初为什么要救默希娅？
,1372805,,这跟你没有关系。<br>至于这次的联络……我记得这里的神器情报，我们已经交换过了。,,,,这跟你没有关系。<br>至于这次的联络……我记得这里的神器情报，我们已经交换过了。
,1372806,,乔伊大人，您可真是被别的事情分散了注意。要知道，这个地方可是还有一件神器呢，那群蜥蜴藏得可真好。,,,,乔伊大人，您可真是被别的事情分散了注意。要知道，这个地方可是还有一件神器呢，那群蜥蜴藏得可真好。
,1372807,,这可真是意外收获……克洛伊克斯，我知道你寻找神器的目的。加入圣界吧，在复活尊贵的魔神大人之后，我会满足你的愿望。,,,,这可真是意外收获……克洛伊克斯，我知道你寻找神器的目的。加入圣界吧，在复活尊贵的魔神大人之后，我会满足你的愿望。
,1372808,,噢？你这样的邀请一点也不隆重呢。不过……这么多年了，既然你开口了……,,,,噢？你这样的邀请一点也不隆重呢。不过……这么多年了，既然你开口了……
,1372809,,行吧，我的乔伊大人。那就如你所愿。,,,,行吧，我的乔伊大人。那就如你所愿。
,1373401,,（西蒙突然跪倒在地，神情痛苦地抓着左手手臂）,,,,（西蒙突然跪倒在地，神情痛苦地抓着左手手臂）
,1373402,,唔唔唔……！,,,,唔唔唔……！
,1373403,,西蒙？西蒙？你怎么了？西蒙的手怎么在发光？,,,,西蒙？西蒙？你怎么了？西蒙的手怎么在发光？
,1373404,,啊，女武神的手臂也在发光，这是………,,,,啊，女武神的手臂也在发光，这是………
,1373405,,啊<size=110%>啊</size><size=120%>啊</size><size=130%>啊</size><size=140%>啊</size><size=150%>啊</size><size=160%>啊</size><size=170%>啊</size><size=180%>啊！</size>,,,,啊<size=110%>啊</size><size=120%>啊</size><size=130%>啊</size><size=140%>啊</size><size=150%>啊</size><size=160%>啊</size><size=170%>啊</size><size=180%>啊！</size>
,1373406,,（随着西蒙的惨叫，强烈的白光覆盖住了众人的视野。而他们的意识<br>    也被带往了别处……）,,,,（随着西蒙的惨叫，强烈的白光覆盖住了众人的视野。而他们的意识<br>    也被带往了别处……）
,1373407,,（这是……这是哪里？怎么跟做那些梦时的感觉好像……）,,,,（这是……这是哪里？怎么跟做那些梦时的感觉好像……）
,1373408,,（叩叩叩）,,,,（叩叩叩）
,1373409,阿贾克斯/贝崔尔,法兰纳斯大人。,,,,法兰纳斯大人。
,1373410,,有个重要任务交给你们。有情报显示泰拉弗尔地区有神器，你们要不计一切代价带回神器！这次任务只准成功，不是失败！,,,,有个重要任务交给你们。有情报显示泰拉弗尔地区有神器，你们要不计一切代价带回神器！这次任务只准成功，不是失败！
,1373411,,我十分欣赏你们两个的能力，这次有一个晋升到情报部本部的名额。我将根据你们这次任务的表现进行挑选，你们可不要辜负我的期望。,,,,我十分欣赏你们两个的能力，这次有一个晋升到情报部本部的名额。我将根据你们这次任务的表现进行挑选，你们可不要辜负我的期望。
,1373412,,啊……好的！谢谢法兰纳斯大人的赏识，我一定会将神器带回来的！,,,,啊……好的！谢谢法兰纳斯大人的赏识，我一定会将神器带回来的！
,1373413,,谢谢大人！我一定会努力完成任务！（哼……就一个小小的阿贾克斯也配晋升到本部去？）,,,,谢谢大人！我一定会努力完成任务！（哼……就一个小小的阿贾克斯也配晋升到本部去？）
,1373501,,,,,时光马戏团内部,
,1373502,,默希娅，很紧张吗？,,,,默希娅，很紧张吗？
,1373503,,啊，团长……我只是担心自己会搞砸表演……害怕大家的努力被我毁掉……,,,,啊，团长……我只是担心自己会搞砸表演……害怕大家的努力被我毁掉……
,1373504,,真是乖孩子呢。不要害怕，表演一定会成功。你就放手去做吧，无论发生什么，我都会一直陪在你身边的。,,,,真是乖孩子呢。不要害怕，表演一定会成功。你就放手去做吧，无论发生什么，我都会一直陪在你身边的。
,1373505,,嗯！谢谢团长！我一直想说……那天能够遇到团长，来到这里认识大家，真是太好了!我现在真的非常幸福！啊，到我了，我上场了！,,,,嗯！谢谢团长！我一直想说……那天能够遇到团长，来到这里认识大家，真是太好了!我现在真的非常幸福！啊，到我了，我上场了！
,1373506,,幸福吗……听起来多么无用啊……呵，默希娅真是个天真的孩子呢。,,,,幸福吗……听起来多么无用啊……呵，默希娅真是个天真的孩子呢。
,1373601,,感谢各位今天的到来，那么今天的演出就到此结束。请各位期待时光马戏团，下一次……,,,,感谢各位今天的到来，那么今天的演出就到此结束。请各位期待时光马戏团，下一次……
,1373602,？？？,站住！你们今天谁也不准离开！,,,,站住！你们今天谁也不准离开！
,1373603,,昨晚有人类闯进神法遗迹，意图盗取神器！神法遗迹是辉鳞族圣地，绝不容许他人玷污！这段时间，只有你们马戏团接近过神法遗迹！,,,,昨晚有人类闯进神法遗迹，意图盗取神器！神法遗迹是辉鳞族圣地，绝不容许他人玷污！这段时间，只有你们马戏团接近过神法遗迹！
,1373604,,这位辉鳞族大人，不用这么紧张嘛。昨晚，大家都在自己的被窝中安眠。我想您或许看到另一个世界的存在，建议您稍微清洁下眼部。,,,,这位辉鳞族大人，不用这么紧张嘛。昨晚，大家都在自己的被窝中安眠。我想您或许看到另一个世界的存在，建议您稍微清洁下眼部。
,1373605,,我就知道狡诈的人类不会承认自己的罪行！这是昨晚我们的守卫与闯入者搏斗时扯下的东西！这个怀表上还刻着名字“克洛伊克斯”！,,,,我就知道狡诈的人类不会承认自己的罪行！这是昨晚我们的守卫与闯入者搏斗时扯下的东西！这个怀表上还刻着名字“克洛伊克斯”！
,1373606,,哎呀，我的辉鳞族大人，您看您就是没有好好清理过脑部的水分。或许昨晚有人拿了我的怀表，偷偷跑到神法遗迹去了。,,,,哎呀，我的辉鳞族大人，您看您就是没有好好清理过脑部的水分。或许昨晚有人拿了我的怀表，偷偷跑到神法遗迹去了。
,1373607,,不！就是你！昨晚我在神法遗迹值夜的时候，有人袭击了我。在我晕倒之前看到的就是你的脸！,,,,不！就是你！昨晚我在神法遗迹值夜的时候，有人袭击了我。在我晕倒之前看到的就是你的脸！
,1373701,,（远方突然传来巨大的爆炸声，众人脚下的地面摇晃了起来。）,,,,（远方突然传来巨大的爆炸声，众人脚下的地面摇晃了起来。）
,1373702,,队长！不好了！神法遗迹……神法遗迹起火了！,,,,队长！不好了！神法遗迹……神法遗迹起火了！
,1373703,,呵，他们的速度可真是太慢了呢。竟然拖到你们来了才动手。等会我要好好教训他们一下，真正的绅士可是都要准时登场呢。,,,,呵，他们的速度可真是太慢了呢。竟然拖到你们来了才动手。等会我要好好教训他们一下，真正的绅士可是都要准时登场呢。
,1373704,,竟然敢对圣地动手！剿灭在场所有人类！守卫辉鳞族的荣耀！,,,,竟然敢对圣地动手！剿灭在场所有人类！守卫辉鳞族的荣耀！
,1373705,,不！我不知道啊！我们的马戏团怎么会做这样的事？<br>团长！救救我们！,,,,不！我不知道啊！我们的马戏团怎么会做这样的事？<br>团长！救救我们！
,1373706,,怎么会这样？团长你不是说我们是家人吗？,,,,怎么会这样？团长你不是说我们是家人吗？
,1373707,,不！不要！团长！团长救救我！你不是说会一直陪着我吗？,,,,不！不要！团长！团长救救我！你不是说会一直陪着我吗？
,1373708,,本以为你们能帮我挡一挡他们呢，没想到竟然是一群累赘……<br>女士们！先生们！请欣赏时光马戏团最后的盛大演出吧！,,,,本以为你们能帮我挡一挡他们呢，没想到竟然是一群累赘……<br>女士们！先生们！请欣赏时光马戏团最后的盛大演出吧！
,1373801,,（随着克洛伊克斯的话音落下，时光马戏团的帐篷爆炸而开，众人纷<br>    纷逃窜。）,,,,（随着克洛伊克斯的话音落下，时光马戏团的帐篷爆炸而开，众人纷<br>    纷逃窜。）
,1373802,,什么情况？怎么这马戏团也爆炸了……机会来了！我们快去拿神器！愣着干嘛！走啊！,,,,什么情况？怎么这马戏团也爆炸了……机会来了！我们快去拿神器！愣着干嘛！走啊！
,1373803,,等等，那个孩子有危险！,,,,等等，那个孩子有危险！
,1373804,,人类，去死吧！,,,,人类，去死吧！
