,required,required,required,required,required,required,required,required,required,required,required,required,required
,10056,3,4,8,0,1,100,3,500,0,0,0,0
,10057,3,4,9,0,1,60,3,100,0,0,0,0
,10058,3,4,10,0,1,10,3,10,0,0,0,0
,10064,3,5,1,0,1,3000,3,10000,0,0,0,0
,10065,3,5,2,0,1,2000,3,8000,0,0,0,0
,10066,3,5,3,0,1,1500,3,4000,0,0,0,0
,10067,3,5,4,0,1,1000,3,3000,0,0,0,0
,10068,3,5,5,0,1,800,3,2000,0,0,0,0
,10069,3,5,6,0,1,600,3,1000,0,0,0,0
,10070,3,5,7,0,1,300,3,800,0,0,0,0
,10071,3,5,8,0,1,100,3,500,0,0,0,0
,10072,3,5,9,0,1,60,3,100,0,0,0,0
,10073,3,5,10,0,1,10,3,10,0,0,0,0
,10079,3,6,1,0,1,3000,3,10000,0,0,0,0
,10080,3,6,2,0,1,2000,3,8000,0,0,0,0
,10081,3,6,3,0,1,1500,3,4000,0,0,0,0
,10082,3,6,4,0,1,1000,3,3000,0,0,0,0
,10083,3,6,5,0,1,800,3,2000,0,0,0,0
,10084,3,6,6,0,1,600,3,1000,0,0,0,0
,10085,3,6,7,0,1,300,3,800,0,0,0,0
,10086,3,6,8,0,1,100,3,500,0,0,0,0
,10087,3,6,9,0,1,60,3,100,0,0,0,0
,10088,3,6,10,0,1,10,3,10,0,0,0,0
,10094,3,7,1,0,1,3000,3,10000,0,0,0,0
,10095,3,7,2,0,1,2000,3,8000,0,0,0,0
,10096,3,7,3,0,1,1500,3,4000,0,0,0,0
,10097,3,7,4,0,1,1000,3,3000,0,0,0,0
,10098,3,7,5,0,1,800,3,2000,0,0,0,0
,10099,3,7,6,0,1,600,3,1000,0,0,0,0
,10100,3,7,7,0,1,300,3,800,0,0,0,0
,10101,3,7,8,0,1,100,3,500,0,0,0,0
,10102,3,7,9,0,1,60,3,100,0,0,0,0
,10103,3,7,10,0,1,10,3,10,0,0,0,0
,10109,3,8,1,0,1,3000,3,10000,0,0,0,0
,10110,3,8,2,0,1,2000,3,8000,0,0,0,0
,10111,3,8,3,0,1,1500,3,4000,0,0,0,0
,10112,3,8,4,0,1,1000,3,3000,0,0,0,0
,10113,3,8,5,0,1,800,3,2000,0,0,0,0
,10114,3,8,6,0,1,600,3,1000,0,0,0,0
,10115,3,8,7,0,1,300,3,800,0,0,0,0
,10116,3,8,8,0,1,100,3,500,0,0,0,0
,10117,3,8,9,0,1,60,3,100,0,0,0,0
,10118,3,8,10,0,1,10,3,10,0,0,0,0
,10124,3,9,1,0,1,3000,3,10000,0,0,0,0
,10125,3,9,2,0,1,2000,3,8000,0,0,0,0
,10126,3,9,3,0,1,1500,3,4000,0,0,0,0
,10127,3,9,4,0,1,1000,3,3000,0,0,0,0
,10128,3,9,5,0,1,800,3,2000,0,0,0,0
,10129,3,9,6,0,1,600,3,1000,0,0,0,0
,10130,3,9,7,0,1,300,3,800,0,0,0,0
,10131,3,9,8,0,1,100,3,500,0,0,0,0
,10132,3,9,9,0,1,60,3,100,0,0,0,0
,10133,3,9,10,0,1,10,3,10,0,0,0,0
,10139,3,10,1,0,1,3000,3,10000,0,0,0,0
,10140,3,10,2,0,1,2000,3,8000,0,0,0,0
,10141,3,10,3,0,1,1500,3,4000,0,0,0,0
,10142,3,10,4,0,1,1000,3,3000,0,0,0,0
,10143,3,10,5,0,1,800,3,2000,0,0,0,0
,10144,3,10,6,0,1,600,3,1000,0,0,0,0
,10145,3,10,7,0,1,300,3,800,0,0,0,0
,10146,3,10,8,0,1,100,3,500,0,0,0,0
,10147,3,10,9,0,1,60,3,100,0,0,0,0
,10148,3,10,10,0,1,10,3,10,0,0,0,0
,10154,3,11,1,0,1,3000,3,10000,0,0,0,0
,10155,3,11,2,0,1,2000,3,8000,0,0,0,0
,10156,3,11,3,0,1,1500,3,4000,0,0,0,0
,10157,3,11,4,0,1,1000,3,3000,0,0,0,0
,10158,3,11,5,0,1,800,3,2000,0,0,0,0
,10159,3,11,6,0,1,600,3,1000,0,0,0,0
,10160,3,11,7,0,1,300,3,800,0,0,0,0
,10161,3,11,8,0,1,100,3,500,0,0,0,0
,10162,3,11,9,0,1,60,3,100,0,0,0,0
,10163,3,11,10,0,1,10,3,10,0,0,0,0
,10169,3,12,1,0,1,3000,3,10000,0,0,0,0
,10170,3,12,2,0,1,2000,3,8000,0,0,0,0
,10171,3,12,3,0,1,1500,3,4000,0,0,0,0
,10172,3,12,4,0,1,1000,3,3000,0,0,0,0
,10173,3,12,5,0,1,800,3,2000,0,0,0,0
,10174,3,12,6,0,1,600,3,1000,0,0,0,0
,10175,3,12,7,0,1,300,3,800,0,0,0,0
,10176,3,12,8,0,1,100,3,500,0,0,0,0
,10177,3,12,9,0,1,60,3,100,0,0,0,0
,10178,3,12,10,0,1,10,3,10,0,0,0,0
,10184,3,13,1,0,1,3000,3,10000,0,0,0,0
,10185,3,13,2,0,1,2000,3,8000,0,0,0,0
,10186,3,13,3,0,1,1500,3,4000,0,0,0,0
,10187,3,13,4,0,1,1000,3,3000,0,0,0,0
,10188,3,13,5,0,1,800,3,2000,0,0,0,0
,10189,3,13,6,0,1,600,3,1000,0,0,0,0
,10190,3,13,7,0,1,300,3,800,0,0,0,0
,10191,3,13,8,0,1,100,3,500,0,0,0,0
,10192,3,13,9,0,1,60,3,100,0,0,0,0
,10193,3,13,10,0,1,10,3,10,0,0,0,0
,10199,3,14,1,0,1,3000,3,10000,0,0,0,0
,10200,3,14,2,0,1,2000,3,8000,0,0,0,0
,10201,3,14,3,0,1,1500,3,4000,0,0,0,0
,10202,3,14,4,0,1,1000,3,3000,0,0,0,0
,10203,3,14,5,0,1,800,3,2000,0,0,0,0
,10204,3,14,6,0,1,600,3,1000,0,0,0,0
,10205,3,14,7,0,1,300,3,800,0,0,0,0
,10206,3,14,8,0,1,100,3,500,0,0,0,0
,10207,3,14,9,0,1,60,3,100,0,0,0,0
,10208,3,14,10,0,1,10,3,10,0,0,0,0
,10214,3,15,1,0,1,3000,3,10000,0,0,0,0
,10215,3,15,2,0,1,2000,3,8000,0,0,0,0
,10216,3,15,3,0,1,1500,3,4000,0,0,0,0
,10217,3,15,4,0,1,1000,3,3000,0,0,0,0
,10218,3,15,5,0,1,800,3,2000,0,0,0,0
,10219,3,15,6,0,1,600,3,1000,0,0,0,0
,10220,3,15,7,0,1,300,3,800,0,0,0,0
,10221,3,15,8,0,1,100,3,500,0,0,0,0
,10222,3,15,9,0,1,60,3,100,0,0,0,0
,10223,3,15,10,0,1,10,3,10,0,0,0,0
,10229,3,16,1,0,1,3000,3,10000,0,0,0,0
,10230,3,16,2,0,1,2000,3,8000,0,0,0,0
,10231,3,16,3,0,1,1500,3,4000,0,0,0,0
,10232,3,16,4,0,1,1000,3,3000,0,0,0,0
,10233,3,16,5,0,1,800,3,2000,0,0,0,0
,10234,3,16,6,0,1,600,3,1000,0,0,0,0
,10235,3,16,7,0,1,300,3,800,0,0,0,0
,10236,3,16,8,0,1,100,3,500,0,0,0,0
,10237,3,16,9,0,1,60,3,100,0,0,0,0
,10238,3,16,10,0,1,10,3,10,0,0,0,0
,10244,3,17,1,0,1,3000,3,10000,0,0,0,0
,10245,3,17,2,0,1,2000,3,8000,0,0,0,0
,10246,3,17,3,0,1,1500,3,4000,0,0,0,0
,10247,3,17,4,0,1,1000,3,3000,0,0,0,0
,10248,3,17,5,0,1,800,3,2000,0,0,0,0
,10249,3,17,6,0,1,600,3,1000,0,0,0,0
,10250,3,17,7,0,1,300,3,800,0,0,0,0
,10251,3,17,8,0,1,100,3,500,0,0,0,0
,10252,3,17,9,0,1,60,3,100,0,0,0,0
,10253,3,17,10,0,1,10,3,10,0,0,0,0
,10259,3,18,1,0,1,3000,3,10000,0,0,0,0
,10260,3,18,2,0,1,2000,3,8000,0,0,0,0
,10261,3,18,3,0,1,1500,3,4000,0,0,0,0
,10262,3,18,4,0,1,1000,3,3000,0,0,0,0
,10263,3,18,5,0,1,800,3,2000,0,0,0,0
,10264,3,18,6,0,1,600,3,1000,0,0,0,0
,10265,3,18,7,0,1,300,3,800,0,0,0,0
,10266,3,18,8,0,1,100,3,500,0,0,0,0
,10267,3,18,9,0,1,60,3,100,0,0,0,0
,10268,3,18,10,0,1,10,3,10,0,0,0,0
,10274,3,19,1,0,1,3000,3,10000,0,0,0,0
,10275,3,19,2,0,1,2000,3,8000,0,0,0,0
,10276,3,19,3,0,1,1500,3,4000,0,0,0,0
,10277,3,19,4,0,1,1000,3,3000,0,0,0,0
,10278,3,19,5,0,1,800,3,2000,0,0,0,0
,10279,3,19,6,0,1,600,3,1000,0,0,0,0
,10280,3,19,7,0,1,300,3,800,0,0,0,0
,10281,3,19,8,0,1,100,3,500,0,0,0,0
,10282,3,19,9,0,1,60,3,100,0,0,0,0
,10283,3,19,10,0,1,10,3,10,0,0,0,0
,10289,3,20,1,0,1,3000,3,10000,0,0,0,0
,10290,3,20,2,0,1,2000,3,8000,0,0,0,0
,10291,3,20,3,0,1,1500,3,4000,0,0,0,0
,10292,3,20,4,0,1,1000,3,3000,0,0,0,0
,10293,3,20,5,0,1,800,3,2000,0,0,0,0
,10294,3,20,6,0,1,600,3,1000,0,0,0,0
,10295,3,20,7,0,1,300,3,800,0,0,0,0
,10296,3,20,8,0,1,100,3,500,0,0,0,0
,10297,3,20,9,0,1,60,3,100,0,0,0,0
,10298,3,20,10,0,1,10,3,10,0,0,0,0
