,id,name,content
,20106,【战斗】空之庆典火鸟,去吧，火焰鸟！
,20107,【战斗】冰龙之怒歌,你完蛋了！星辉冰河之耀，赐予我神的力量！
,20108,【战斗】胜场,什么嘛，这么快就结束了。
,20109,【战斗】败场1,你们真是……一点都不可爱……
,20110,【战斗】败场2,不可能，不开心，我不要……
,20158,【剧情】谁动了我的肉夹馍,啊！我的鹿脊肉夹馍，我期待了好久的……
,30103,【战斗】登场2,听说，你想跟我的拳头作对？
,30104,【战斗】万吨·地爆,嗬！以暴制暴！
,30105,【战斗】万吨·破空,这么不禁打？！
,30106,【战斗】百万吨·怒击,记住，这是万吨的力量。<br>哈！接下来是，百万吨怒击！
,30107,【战斗】胜场1,赶紧回家找妈妈吧！
,30108,【战斗】胜场2,这就是你的实力啦？小菜鸟~
,30109,【战斗】败场,亏大了，这次亏大了……给老娘等着……
,30206,【战斗】爱琪的开场礼,可不能，分心哟~
,30207,【战斗】爱琪大闪耀,千万不要爱上我哦~
,30208,【战斗】夜场的休止符,可爱的生命啊，为我而绽放~
,30209,【战斗】胜场2,啊，真是不好意思，你还好吗？
,30210,【战斗】败场,就这么离我而去了吗……不爱我了吗……
,30254,【剧情】独行,玫瑰团从不欠别人人情。
,40103,【战斗】彩蛋1,你的小花招，可瞒不过我。
,40104,【战斗】登场,只不过是个生命而已。
,40105,【战斗】天幕,我的能量，你无法预知。
,40106,【战斗】日噬,啊，那就让你，彻底消失！
,40107,【战斗】黑暗启示,魔神的力量，抹除一切！
,40108,【战斗】暗龙之裔,我要的，是绝对的宰制。
,40109,【战斗】胜场,蝼蚁的生命如此短暂。<br>我，就是所谓的，主宰。
,40110,【战斗】彩蛋2,别再让我知道你背地里的事情。
,40111,【战斗】败场1,我竟然……被算计了……
,40112,【战斗】败场2,我的计划，就到此为止了么……
