,id,Name,Intention,countdown_des,talks,detailDes
,10557,大渣子味的掠夺者,勉为其难的感谢,,,
,10558,大渣子味的掠夺者,换取精炼钢,,,
,10559,大渣子味的掠夺者,换取精炼钢,,,
,10560,大渣子味的掠夺者,换取精炼钢,,,
,10561,大渣子味的掠夺者,掠夺者的退让,,,
,10562,大渣子味的掠夺者,获得铁齿轮[count 1],,,
,10563,大渣子味的掠夺者,首领，你在哪,,,
,10564,游说是个技术活,拜访首领,,,
,10565,游说是个技术活,无法预料的走向,,,
,10566,游说是个技术活,不好，碰壁了,,,
,10569,请拉响防空警报,有空袭，请注意,,,
,10570,请拉响防空警报,讨论空袭原因,,,
,10573,直男的危机,找到摩尼耶,,,
,10574,直男的危机,获得鹰眼石[count 1],,,
,10575,直男的危机,摩尼耶的致谢,,,
,10576,和平谈判,拜访首领,,,
,10577,和平谈判,劝说首领,,,
,10578,和平谈判,劝说首领,,,
,10579,甜言蜜语的假象,商量对策,,,
,10580,甜言蜜语的假象,意外的对手,,,
,10581,甜言蜜语的假象,糟糕，体力告罄,,,
,10582,甜言蜜语的假象,快看，援兵来了,,,
,10584,拜恩的决定,返回基地大厅,,,
,10585,拜恩的决定,劝说首领,,,
,10595,出发，口袋岛,新的任务,,,
,10596,出发，口袋岛,前往口袋岛,,,
,10598,危机与考验,返回卡诺萨城,,,
,10607,传说中的天空城,抵达天空城,,,
,10609,纳雅城，我来了！,前往纳雅天空城,,,
,10610,仗势欺人,制止放肆的卫兵,,,
,10616,修行没有尽头,达到46级,,,
,10619,冒险者，你真棒！,已完成目前所有任务,,,
,10622,精灵公主的请求,圣界齐聚,,,
,10623,纳雅城，我来了！,女王的召见,,,
,10625,口袋岛，抵达,抵达口袋岛,,,
,10626,口袋岛，抵达,嘀——机器人呀,,,
,10627,口袋岛，抵达,调查铁皮镇,,,
,10628,代号浮士德,意外的发现,,,
,10629,代号浮士德,询问浮士德72,,,
,10630,代号浮士德,拉响战斗警备,,,
,10631,代号浮士德,一根筋的浮士德72,,,
,10632,代号浮士德,启动抹杀命令,,,
,10633,光的指引,温丽的推测,,,
,10634,光的指引,调查线索,,,
,10635,光的指引,调查线索,,,
,10636,光的指引,跟随光的指引,,,
,10637,光的指引,调查线索,,,
,10638,光的指引,光的背后,,,
,10639,最后的话,调查线索,,,
,10640,最后的话,小心，有伏击,,,
,10641,最后的话,调查线索,,,
,10642,博士的意志,激活浮士德72,,,
,10643,博士的意志,前往黄金立方,,,
,10644,说个秘密给你听,兰奇的秘密,,,
,10645,说个秘密给你听,机器人的眼泪,,,
,10646,动员大会,浮士德72的决定,,,
,10647,动员大会,联军集结,,,
,10648,动员大会,女王的宣言,,,
,10649,失踪的泰雷,特殊的受困者,,,
,10650,口袋岛，抵达,调查铁皮镇,,,
,10651,口袋岛，抵达,调查铁皮镇,,,
,10653,说个秘密给你听,讨论下一步计划,,,
,10654,说个秘密给你听,圣界“内讧”,,,
,10655,黑龙战舰,缉拿亚兹莫,,,
,10656,不辱使命,押送亚兹莫,,,
,10657,不辱使命,女王的决定,,,
,10658,不辱使命,消灭残余反叛军,,,
,10659,女王叫我去巡查,觐见塔蕾娅女王,,,
,10660,女王叫我去巡查,进行巡查,,,
,10661,女王叫我去巡查,进行巡查,,,
,10662,女王叫我去巡查,进行巡查,,,
,10663,女王叫我去巡查,回禀塔蕾娅女王,,,
,10664,纳雅公审,爆炸性发言,,,
,10665,纳雅公审,审判亚兹莫,,,
,10666,纳雅公审,战胜愤怒,,,
,10667,纳雅公审,信徒的恳求,,,
,10668,唱歌不如跳舞,化妆时间，勿扰,,,
,10669,唱歌不如跳舞,参加庆功宴,,,
,10670,唱歌不如跳舞,前往王宫,,,
,10671,唱歌不如跳舞,啊，年轻真好,,,
,10672,请不要误会,塔蕾娅的心意,,,
,10673,请不要误会,塔蕾娅的邀请,,,
,10675,等待系统更新,达到50级,,,
,10676,湖畔镇，我来了！,何为胜者,,,
,10677,再见了，由莉,解读阿噗语,,,
,10678,不要松懈,达到40级,,,
,10679,嘀，激活卡,激活浮士德72,,,
,10682,密探藏书室,达到24级,,,
,10683,大法师加林,沉眠吧，不死者,,,
,20336,保护村镇,击退白眼独狼[count 1],,,骄傲的狼不需要伙伴。白眼独狼哭着朝对面的情侣喊道。
,20337,保护村镇,击退白眼独狼[count 1],,,骄傲的狼不需要伙伴。白眼独狼哭着朝对面的情侣喊道。
,20338,保护村镇,击退白眼独狼[count 1],,,骄傲的狼不需要伙伴。白眼独狼哭着朝对面的情侣喊道。
,20339,保护村镇,击退白眼独狼[count 1],,,骄傲的狼不需要伙伴。白眼独狼哭着朝对面的情侣喊道。
,20340,保护村镇,击退白眼独狼[count 1],,,骄傲的狼不需要伙伴。白眼独狼哭着朝对面的情侣喊道。
,20341,狼王再临,阻止碎魂狼王,,,复仇可不是什么冠冕堂皇的理由！
,20342,狼王再临,阻止碎魂狼王,,,复仇可不是什么冠冕堂皇的理由！
,20343,狼王再临,阻止碎魂狼王,,,复仇可不是什么冠冕堂皇的理由！
,20344,狼王再临,阻止碎魂狼王,,,复仇可不是什么冠冕堂皇的理由！
,20345,狼王再临,阻止碎魂狼王,,,复仇可不是什么冠冕堂皇的理由！
,20346,白瑙湖的典故,查阅《湖畔志》,,,知道你一看书就犯困，但这可是工作！加油！
,20347,白瑙湖的典故,查阅《湖畔志》,,,知道你一看书就犯困，但这可是工作！加油！
,20348,白瑙湖的典故,查阅《湖畔志》,,,知道你一看书就犯困，但这可是工作！加油！
,20349,白瑙湖的典故,查阅《湖畔志》,,,知道你一看书就犯困，但这可是工作！加油！
,20350,白瑙湖的典故,查阅《湖畔志》,,,知道你一看书就犯困，但这可是工作！加油！
,20351,码头守卫战,阻止海盗劫掠,,,想成为海盗王？再等两百年吧！
,20352,码头守卫战,阻止海盗劫掠,,,想成为海盗王？再等两百年吧！
,20353,码头守卫战,阻止海盗劫掠,,,想成为海盗王？再等两百年吧！
,20354,码头守卫战,阻止海盗劫掠,,,想成为海盗王？再等两百年吧！
,20355,码头守卫战,阻止海盗劫掠,,,想成为海盗王？再等两百年吧！
,20356,瓦莉尔的心意,将礼物交给麦提,,,外公的生日即将到来，外孙女做了顶帽子送给他。
,20357,瓦莉尔的心意,将礼物交给麦提,,,外公的生日即将到来，外孙女做了顶帽子送给他。
,20358,瓦莉尔的心意,将礼物交给麦提,,,外公的生日即将到来，外孙女做了顶帽子送给他。
,20359,瓦莉尔的心意,将礼物交给麦提,,,外公的生日即将到来，外孙女做了顶帽子送给他。
,20360,瓦莉尔的心意,将礼物交给麦提,,,外公的生日即将到来，外孙女做了顶帽子送给他。
,20361,追缉盗贼,夺回被抢物资,,,不要多想，罗兰镇的盗窃案都是一伙人干的。
,20362,追缉盗贼,夺回被抢物资,,,不要多想，罗兰镇的盗窃案都是一伙人干的。
,20363,追缉盗贼,夺回被抢物资,,,不要多想，罗兰镇的盗窃案都是一伙人干的。
,20364,追缉盗贼,夺回被抢物资,,,不要多想，罗兰镇的盗窃案都是一伙人干的。
,20365,追缉盗贼,夺回被抢物资,,,不要多想，罗兰镇的盗窃案都是一伙人干的。
,20366,罗兰之光,搬运祭祀物资,,,罗兰大帝的行动告诉我们，要坚守希望与抗争之心。
,20367,罗兰之光,搬运祭祀物资,,,罗兰大帝的行动告诉我们，要坚守希望与抗争之心。
,20368,罗兰之光,搬运祭祀物资,,,罗兰大帝的行动告诉我们，要坚守希望与抗争之心。
,20369,罗兰之光,搬运祭祀物资,,,罗兰大帝的行动告诉我们，要坚守希望与抗争之心。
,20370,罗兰之光,搬运祭祀物资,,,罗兰大帝的行动告诉我们，要坚守希望与抗争之心。
,20381,黑心商家,捉拿哈扎克[count 1],,,把破木棍说成包治百病的神奇按摩棒，没良心！
,20382,黑心商家,捉拿哈扎克[count 1],,,把破木棍说成包治百病的神奇按摩棒，没良心！
,20383,黑心商家,捉拿哈扎克[count 1],,,把破木棍说成包治百病的神奇按摩棒，没良心！
,20384,黑心商家,捉拿哈扎克[count 1],,,把破木棍说成包治百病的神奇按摩棒，没良心！
,20385,黑心商家,捉拿哈扎克[count 1],,,把破木棍说成包治百病的神奇按摩棒，没良心！
,20386,驱赶拦路劫匪,驱赶劫匪[count 1],,,老实的镇民竟然曾经打劫过富商？哎，这世道啊！
,20387,驱赶拦路劫匪,驱赶劫匪[count 1],,,老实的镇民竟然曾经打劫过富商？哎，这世道啊！
,20388,驱赶拦路劫匪,驱赶劫匪[count 1],,,老实的镇民竟然曾经打劫过富商？哎，这世道啊！
,20389,驱赶拦路劫匪,驱赶劫匪[count 1],,,老实的镇民竟然曾经打劫过富商？哎，这世道啊！
,20390,驱赶拦路劫匪,驱赶劫匪[count 1],,,老实的镇民竟然曾经打劫过富商？哎，这世道啊！
,20396,花店老板的材料,将材料带给花店老板,,,扩大经营，全国连锁，花店的生意越做越大啦！
,20397,花店老板的材料,将材料带给花店老板,,,扩大经营，全国连锁，花店的生意越做越大啦！
,20398,花店老板的材料,将材料带给花店老板,,,扩大经营，全国连锁，花店的生意越做越大啦！
,20399,花店老板的材料,将材料带给花店老板,,,扩大经营，全国连锁，花店的生意越做越大啦！
,20400,花店老板的材料,将材料带给花店老板,,,扩大经营，全国连锁，花店的生意越做越大啦！
,20406,勘察禁忌魔法阵,勘察魔法阵,,,跟着我左手右手一个慢动作，一切疑惑都消失！
,20407,勘察禁忌魔法阵,勘察魔法阵,,,跟着我左手右手一个慢动作，一切疑惑都消失！
,20408,勘察禁忌魔法阵,勘察魔法阵,,,跟着我左手右手一个慢动作，一切疑惑都消失！
,20409,勘察禁忌魔法阵,勘察魔法阵,,,跟着我左手右手一个慢动作，一切疑惑都消失！
,20410,勘察禁忌魔法阵,勘察魔法阵,,,跟着我左手右手一个慢动作，一切疑惑都消失！
,20431,紧急追缉,异变者法师[count 1],,,阻止异变者，刻不容缓！
,20432,紧急追缉,异变者法师[count 1],,,阻止异变者，刻不容缓！
,20433,紧急追缉,异变者法师[count 1],,,阻止异变者，刻不容缓！
,20434,紧急追缉,异变者法师[count 1],,,阻止异变者，刻不容缓！
,20435,紧急追缉,异变者法师[count 1],,,阻止异变者，刻不容缓！
,20437,格蕾的礼物,将礼物带给格蕾,,,不擦防晒，就不要来三月边陲——边陲官方提示
,20438,格蕾的礼物,将礼物带给格蕾,,,不擦防晒，就不要来三月边陲——边陲官方提示
,20439,格蕾的礼物,将礼物带给格蕾,,,不擦防晒，就不要来三月边陲——边陲官方提示
,20440,格蕾的礼物,将礼物带给格蕾,,,不擦防晒，就不要来三月边陲——边陲官方提示
,20441,格蕾的礼物,将礼物带给格蕾,,,不擦防晒，就不要来三月边陲——边陲官方提示
,20442,神秘配方,将物品带给黄胡子,,,美容减肥长个，就喝矮人黄胡子特饮！
,20443,神秘配方,将物品带给黄胡子,,,美容减肥长个，就喝矮人黄胡子特饮！
,20444,神秘配方,将物品带给黄胡子,,,美容减肥长个，就喝矮人黄胡子特饮！
,20445,神秘配方,将物品带给黄胡子,,,美容减肥长个，就喝矮人黄胡子特饮！
,20446,神秘配方,将物品带给黄胡子,,,美容减肥长个，就喝矮人黄胡子特饮！
,20447,魅魔行踪,调查月牙湖,,,只允许女神在月牙湖沐浴，不允许坏蛋在月牙湖捣乱！
,20448,魅魔行踪,调查月牙湖,,,只允许女神在月牙湖沐浴，不允许坏蛋在月牙湖捣乱！
,20449,魅魔行踪,调查月牙湖,,,只允许女神在月牙湖沐浴，不允许坏蛋在月牙湖捣乱！
,20450,魅魔行踪,调查月牙湖,,,只允许女神在月牙湖沐浴，不允许坏蛋在月牙湖捣乱！
,20451,魅魔行踪,调查月牙湖,,,只允许女神在月牙湖沐浴，不允许坏蛋在月牙湖捣乱！
,20452,收集毒蝎尾针,收集毒蝎尾针[count 1],,,毒蝎卷起尾针时不要害怕，它也可能是在挠痒痒。
,20453,收集毒蝎尾针,收集毒蝎尾针[count 1],,,毒蝎卷起尾针时不要害怕，它也可能是在挠痒痒。
,20454,收集毒蝎尾针,收集毒蝎尾针[count 1],,,毒蝎卷起尾针时不要害怕，它也可能是在挠痒痒。
,20455,收集毒蝎尾针,收集毒蝎尾针[count 1],,,毒蝎卷起尾针时不要害怕，它也可能是在挠痒痒。
,20456,收集毒蝎尾针,收集毒蝎尾针[count 1],,,毒蝎卷起尾针时不要害怕，它也可能是在挠痒痒。
,20457,沙漠猎狐,猎获边陲沙狐[count 1],,,到边陲沙漠抓边陲沙狐，边抓边陲沙狐边锤边陲沙狐。
,20458,沙漠猎狐,猎获边陲沙狐[count 1],,,到边陲沙漠抓边陲沙狐，边抓边陲沙狐边锤边陲沙狐。
,20459,沙漠猎狐,猎获边陲沙狐[count 1],,,到边陲沙漠抓边陲沙狐，边抓边陲沙狐边锤边陲沙狐。
,20460,沙漠猎狐,猎获边陲沙狐[count 1],,,到边陲沙漠抓边陲沙狐，边抓边陲沙狐边锤边陲沙狐。
,20461,沙漠猎狐,猎获边陲沙狐[count 1],,,到边陲沙漠抓边陲沙狐，边抓边陲沙狐边锤边陲沙狐。
,20462,守护泰坦遗骸,驱赶武装熊人[count 1],,,泰坦都是大块头？错！新族长可是好看的黑妹呢！
,20463,守护泰坦遗骸,驱赶武装熊人[count 1],,,泰坦都是大块头？错！新族长可是好看的黑妹呢！
,20464,守护泰坦遗骸,驱赶武装熊人[count 1],,,泰坦都是大块头？错！新族长可是好看的黑妹呢！
,20465,守护泰坦遗骸,驱赶武装熊人[count 1],,,泰坦都是大块头？错！新族长可是好看的黑妹呢！
,20466,守护泰坦遗骸,驱赶武装熊人[count 1],,,泰坦都是大块头？错！新族长可是好看的黑妹呢！
,20467,联盟通缉令,追缉边陲武士[count 1],,,人道主义的请求！帮助三月边陲抓捕搞破坏的家伙！
,20468,联盟通缉令,追缉边陲武士[count 1],,,人道主义的请求！帮助三月边陲抓捕搞破坏的家伙！
,20469,联盟通缉令,追缉边陲武士[count 1],,,人道主义的请求！帮助三月边陲抓捕搞破坏的家伙！
,20470,联盟通缉令,追缉边陲武士[count 1],,,人道主义的请求！帮助三月边陲抓捕搞破坏的家伙！
,20471,联盟通缉令,追缉边陲武士[count 1],,,人道主义的请求！帮助三月边陲抓捕搞破坏的家伙！
,20472,费米的信,将信带给<color=#00FF0C>小女巫弥尔</color>,,,隔着信封，都能感受到少男少女们的青春荷尔蒙呢！
,20473,费米的信,将信带给<color=#00FF0C>小女巫弥尔</color>,,,隔着信封，都能感受到少男少女们的青春荷尔蒙呢！
,20474,费米的信,将信带给<color=#00FF0C>小女巫弥尔</color>,,,隔着信封，都能感受到少男少女们的青春荷尔蒙呢！
