,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
,3201,,然后，使用命运之握<color=#bd4104>（技能4）</color>进行连击，提高连击伤害！,,,,然后，使用命运之握<color=#bd4104>（技能4）</color>进行连击，提高连击伤害！
,3301,,接下来，使用飞天·疾斩（技能1）可以<color=#bd4104>减少</color>飞天·重斩（技能2）或者命运之握（技能4）的<color=#bd4104>冷却时间</color>。,,,,接下来，使用飞天·疾斩（技能1）可以<color=#bd4104>减少</color>飞天·重斩（技能2）或者命运之握（技能4）的<color=#bd4104>冷却时间</color>。
,3401,,哦，已经有足够的奥义值了？但还不到时候……先通过<br>飞天·连斩<color=#bd4104>（技能3）</color>，来<color=#bd4104>强化</color>下一个技能的伤害吧！,,,,哦，已经有足够的奥义值了？但还不到时候……先通过<br>飞天·连斩<color=#bd4104>（技能3）</color>，来<color=#bd4104>强化</color>下一个技能的伤害吧！
,3501,,一切准备就绪，尝尝我的奥义吧，<br>量化·正义裁决<color=#bd4104>（奥义技）</color>！,,,,一切准备就绪，尝尝我的奥义吧，<br>量化·正义裁决<color=#bd4104>（奥义技）</color>！
,3601,,好，想到应对的策略了，接下来，就是将其实现！,,,,好，想到应对的策略了，接下来，就是将其实现！
,4001,,围攻女孩子真是太差劲了，<br>本大小姐要替所有女生教训你们！,,,,围攻女孩子真是太差劲了，<br>本大小姐要替所有女生教训你们！
,4101,,先来感受下冰雪的滋味，我的冬祭幻想冰雪<br>能够增加连击数，从而提高伤害值。,,,,先来感受下冰雪的滋味，我的冬祭幻想冰雪<br>能够增加连击数，从而提高伤害值。
,4201,,<color=#bd4104>焰火祭典</color>越多，快门幻想火焰的伤害就越高，就让本大小姐<br>先用夏祭幻想火焰<color=#bd4104>（技能2）</color>，积攒更多的印记吧！,,,,<color=#bd4104>焰火祭典</color>越多，快门幻想火焰的伤害就越高，就让本大小姐<br>先用夏祭幻想火焰<color=#bd4104>（技能2）</color>，积攒更多的印记吧！
,4301,,对夏祭而言，这还只是开始呢。腾飞吧，空之庆典火鸟<br><color=#bd4104>（技能3）</color>，为它们带去痛苦与焰火祭典！,,,,对夏祭而言，这还只是开始呢。腾飞吧，空之庆典火鸟<br><color=#bd4104>（技能3）</color>，为它们带去痛苦与焰火祭典！
,4401,,接下来，就用华丽的焰火让庆典达到最高潮吧。焰火祭典<br>已经足够，是时候使用快门幻想火焰<color=#bd4104>（技能4）</color>了！,,,,接下来，就用华丽的焰火让庆典达到最高潮吧。焰火祭典<br>已经足够，是时候使用快门幻想火焰<color=#bd4104>（技能4）</color>了！
,4501,,最后，就用这一曲冰龙之怒歌<color=#bd4104>（奥义技）</color>，<br>让他们在失败中，好好认清自己的错误吧！,,,,最后，就用这一曲冰龙之怒歌<color=#bd4104>（奥义技）</color>，<br>让他们在失败中，好好认清自己的错误吧！
,4601,,本大小姐的<color=#bd4104>奥义技能</color>能够对所有敌人进行攻击，<br>就让你们这些家伙拜倒在我的魔法之下吧。,,,,本大小姐的<color=#bd4104>奥义技能</color>能够对所有敌人进行攻击，<br>就让你们这些家伙拜倒在我的魔法之下吧。
,5001,白眼独狼,哟，毛都没有长齐的小屁孩还想偷袭我？<br>你还是回家找妈妈喝奶去吧。,,,,哟，毛都没有长齐的小屁孩还想偷袭我？<br>你还是回家找妈妈喝奶去吧。
,5002,白眼独狼,大爷我身强体壮，浑身遍布肌肉，<br>你们的<color=#bd4104>物理攻击</color>打在我身上完全就是不痛不痒！,,,,大爷我身强体壮，浑身遍布肌肉，<br>你们的<color=#bd4104>物理攻击</color>打在我身上完全就是不痛不痒！
,5101,,什么肌肉啊，明明就是利用毛皮将力量分散了吧！,,,,什么肌肉啊，明明就是利用毛皮将力量分散了吧！
,5102,,算了西蒙！别跟它浪费时间，<color=#bd4104>让它攻击然后换我上场</color>。,,,,算了西蒙！别跟它浪费时间，<color=#bd4104>让它攻击然后换我上场</color>。
,6001,,唔……好痛！奇怪了，为何她总能攻击到我防御的薄弱处？<br>我得了解了解她的<color=#bd4104>特性</color>。,,,,唔……好痛！奇怪了，为何她总能攻击到我防御的薄弱处？<br>我得了解了解她的<color=#bd4104>特性</color>。
,6101,,原来她打你们男孩子会有暴击率加成~<br>好好休息，接下来就交给我吧！,,,,原来她打你们男孩子会有暴击率加成~<br>好好休息，接下来就交给我吧！
,7001,,唔……这个女人，好强！<br>这次绝对不能留手，必须倾尽全力，才有可能胜利！,,,,唔……这个女人，好强！<br>这次绝对不能留手，必须倾尽全力，才有可能胜利！
,7101,,她要发起攻击了，快<color=#bd4104>换我上场</color>，打断她的攻击！,,,,她要发起攻击了，快<color=#bd4104>换我上场</color>，打断她的攻击！
,7201,,呜……本大小姐居然……<br>西蒙，接下来的战斗你要全力进攻，绝对不能输！,,,,呜……本大小姐居然……<br>西蒙，接下来的战斗你要全力进攻，绝对不能输！
,8001,,虽然刚刚那么说，但听说挨了这家伙一爪的没几个活下来，<br>看来这次得好好运用我的<color=#bd4104>辅助技能</color>，拼尽全力一战了！,,,,虽然刚刚那么说，但听说挨了这家伙一爪的没几个活下来，<br>看来这次得好好运用我的<color=#bd4104>辅助技能</color>，拼尽全力一战了！
,8101,,切，这拳头，还真是疼得不行！不过当我<color=#bd4104>生命值越低</color>时，<br>反而能激发我的潜能，打出极限伤害。,,,,切，这拳头，还真是疼得不行！不过当我<color=#bd4104>生命值越低</color>时，<br>反而能激发我的潜能，打出极限伤害。
,9001,,让女孩子打头阵可不像是第一大剑士的作风哟！,,,,让女孩子打头阵可不像是第一大剑士的作风哟！
,9002,,哼，马上就让你知道小看我的后果！,,,,哼，马上就让你知道小看我的后果！
,9003,,哎呀~这样说大话，可是会吃苦头的哦！看来你对法术的<br>运用还不够熟练，很容易被打断呢……就像这样~！,,,,哎呀~这样说大话，可是会吃苦头的哦！看来你对法术的<br>运用还不够熟练，很容易被打断呢……就像这样~！
,9101,,什么？温丽的法术竟然被他打断了！,,,,什么？温丽的法术竟然被他打断了！
,9201,,可恶，竟然对我的伙伴下这么重的手，不可饶恕！,,,,可恶，竟然对我的伙伴下这么重的手，不可饶恕！
,9202,,哦~生气了呢~越是这样，就越容易有招式上的破绽哦~,,,,哦~生气了呢~越是这样，就越容易有招式上的破绽哦~
,9301,,在受到攻击时预判对手的行动，抓住破绽使用<color=#bd4104>辅助技巧</color>……<br>他就是这样打断我和温丽的攻击的么，好，就让我也试试！,,,,在受到攻击时预判对手的行动，抓住破绽使用<color=#bd4104>辅助技巧</color>……<br>他就是这样打断我和温丽的攻击的么，好，就让我也试试！
,9401,,是时候让他也尝尝招式被打断的感觉了！,,,,是时候让他也尝尝招式被打断的感觉了！
,9501,,哦？用了我的战斗技巧？嗯？奥兹之力？<br>看来是兰奇一直夸奖的弟弟呢，果然很有意思~,,,,哦？用了我的战斗技巧？嗯？奥兹之力？<br>看来是兰奇一直夸奖的弟弟呢，果然很有意思~
,9502,,你认识我哥哥？你到底是谁？,,,,你认识我哥哥？你到底是谁？
,9503,,没有让我失望哦~今天就到这里吧，小果实们！,,,,没有让我失望哦~今天就到这里吧，小果实们！
,9601,,好心提醒你们，悬赏榜上的家伙可不是那么容易对付的。<br>如果不注意它的<color=#bd4104>怪物特性</color>，肯定会吃亏的！,,,,好心提醒你们，悬赏榜上的家伙可不是那么容易对付的。<br>如果不注意它的<color=#bd4104>怪物特性</color>，肯定会吃亏的！
,9701,,你们两个不要被愤怒冲昏头脑！这家伙不仅<color=#bd4104>防御力高</color>，<br>还会<color=#bd4104>群攻</color>，盲目进攻可不是好方法。,,,,你们两个不要被愤怒冲昏头脑！这家伙不仅<color=#bd4104>防御力高</color>，<br>还会<color=#bd4104>群攻</color>，盲目进攻可不是好方法。
,9702,,本大小姐先用连招，试试他的身手。,,,,本大小姐先用连招，试试他的身手。
,9801,,这么快就给自己添加<color=#bd4104>守佑状态</color>么？<br>原来是个外强中干的家伙。,,,,这么快就给自己添加<color=#bd4104>守佑状态</color>么？<br>原来是个外强中干的家伙。
,9802,,早就说是个不值一提的人！不过守佑状态会减少他受到<br>的伤害。温丽，下一轮攻击先不要使用奥义技。,,,,早就说是个不值一提的人！不过守佑状态会减少他受到<br>的伤害。温丽，下一轮攻击先不要使用奥义技。
,9901,,这个标志……他要使用必杀技了。<br>要用<color=#bd4104>援护技</color>打断他的攻击……,,,,这个标志……他要使用必杀技了。<br>要用<color=#bd4104>援护技</color>打断他的攻击……
,9902,,交给我吧！别忘了，我的<color=#bd4104>辅助技</color>也能打断敌人的攻击。,,,,交给我吧！别忘了，我的<color=#bd4104>辅助技</color>也能打断敌人的攻击。
,10001,,可恶的家伙，不可饶恕！,,,,可恶的家伙，不可饶恕！
,10101,萨米尔,呵，本大爷就用这一击送你上路！,,,,呵，本大爷就用这一击送你上路！
,10102,兰奇,萨米尔，不要做多余的事。西蒙，闪开，让我来阻止他！,,,,萨米尔，不要做多余的事。西蒙，闪开，让我来阻止他！
,10103,西蒙,哥哥！,,,,哥哥！
,10201,萨米尔,兰奇，你究竟想做什么？！<br>呵，本大爷不陪你们浪费时间了！,,,,兰奇，你究竟想做什么？！<br>呵，本大爷不陪你们浪费时间了！
,10301,,怎么可能？连运用量化之力都无法战胜他……这家伙究竟有多强大？,,,,怎么可能？连运用量化之力都无法战胜他……这家伙究竟有多强大？
,10302,,没有可以施放的技能了。接下来轮到他出手，必须要打起精神<br>来应对。,,,,没有可以施放的技能了。接下来轮到他出手，必须要打起精神<br>来应对。
,10303,萨米尔,小鬼，你是在给本大爷挠痒痒么？<br>让你见识见识吧，嗜血死神的力量！,,,,小鬼，你是在给本大爷挠痒痒么？<br>让你见识见识吧，嗜血死神的力量！
,30101,,你要的神器，我拿来了。它足以证明我的诚意。,,,,你要的神器，我拿来了。它足以证明我的诚意。
,30102,？？？,帝国人人称颂的大剑士，做出了弑君叛国的事情。这是为什么？我很好奇。,,,,帝国人人称颂的大剑士，做出了弑君叛国的事情。这是为什么？我很好奇。
,30103,？？？,而你想加入圣界的目的又是什么？至于你的诚意，还是由我……,,,,而你想加入圣界的目的又是什么？至于你的诚意，还是由我……
,30201,,记住，无论你的目的是什么，都不可能成为我的阻碍。<br>世界的光将会湮灭，那位大人亦会加冕为王。,,,,记住，无论你的目的是什么，都不可能成为我的阻碍。<br>世界的光将会湮灭，那位大人亦会加冕为王。
,30202,,你的诚意我收下了，希望合作愉快。,,,,你的诚意我收下了，希望合作愉快。
,30203,,合作愉快。<br>（这不过是另一种开始……）,,,,合作愉快。<br>（这不过是另一种开始……）
,30204,,（兰奇的加入拉开了阴谋的序章，而此时西蒙经过长途跋涉到达湖<br>    畔镇。未来的事尚不可知，等待他的是新的冒险。）,,,,（兰奇的加入拉开了阴谋的序章，而此时西蒙经过长途跋涉到达湖<br>    畔镇。未来的事尚不可知，等待他的是新的冒险。）
,30301,,给我记住，没有下一次！,,,,给我记住，没有下一次！
,30302,,（正当爱琪狠狠教训费玛时，爱琳娜带着西蒙、温丽来到了<br>自律联盟前。）,,,,（正当爱琪狠狠教训费玛时，爱琳娜带着西蒙、温丽来到了<br>自律联盟前。）
,30701,,竟然还有余力……是我小瞧你了。那么，我便用奥兹战神<br>赋予的量化之力，来了结这场战斗！,,,,竟然还有余力……是我小瞧你了。那么，我便用奥兹战神<br>赋予的量化之力，来了结这场战斗！
,30801,,要是哥哥在就好了！就可以换他上场打断敌人的大招了！<br>没办法，现在只能硬扛了！,,,,要是哥哥在就好了！就可以换他上场打断敌人的大招了！<br>没办法，现在只能硬扛了！
,30901,,听说挨了这家伙拳头的没几个活下来，<br>注意打断他的大招！,,,,听说挨了这家伙拳头的没几个活下来，<br>注意打断他的大招！
,30902,,交给我吧，大姐头。,,,,交给我吧，大姐头。
,31001,,爱琳娜姐姐你看！西蒙的攻击刚一结束，它就又攻过来啦！,,,,爱琳娜姐姐你看！西蒙的攻击刚一结束，它就又攻过来啦！
,31002,,西蒙！换我上场！,,,,西蒙！换我上场！
,31101,,要施放必杀技了吗？以前这时候，我都是和哥哥配合，<br>换他上场打断对手的招式。现在……靠自己战胜他吧！,,,,要施放必杀技了吗？以前这时候，我都是和哥哥配合，<br>换他上场打断对手的招式。现在……靠自己战胜他吧！
,31201,,这……爱琳娜姐姐，他又攻过来了。,,,,这……爱琳娜姐姐，他又攻过来了。
,31202,,等的就是这个时候，换我上场！,,,,等的就是这个时候，换我上场！
,31701,,,,,罗兰历49年,
,32001,,西蒙·奥兹，放弃抵抗！好好交代叛徒兰奇的事情，兴许<br>莱克大人还能对你网开一面。,,,,西蒙·奥兹，放弃抵抗！好好交代叛徒兰奇的事情，兴许<br>莱克大人还能对你网开一面。
,32002,,我也说过，奥兹家族的荣耀不允许你玷污！,,,,我也说过，奥兹家族的荣耀不允许你玷污！
,32101,,本轮他只能施放2个技能，他的攻击快要告一段落了，就要<br>到我出手了！,,,,本轮他只能施放2个技能，他的攻击快要告一段落了，就要<br>到我出手了！
,32201,,他添加了<color=#bd4104>守佑状态</color>，物理防御<color=#bd4104>提升了100%</color>。现在对<br>他进行攻击，只能造成少量伤害。,,,,他添加了<color=#bd4104>守佑状态</color>，物理防御<color=#bd4104>提升了100%</color>。现在对<br>他进行攻击，只能造成少量伤害。
,32202,,如果没有记错，这个状态只持续<color=#bd4104>一轮攻击</color>。这样的话，<color=#bd4104>放弃<br>本轮攻击</color>，等效果消失再进攻，才是最正确的选择。,,,,如果没有记错，这个状态只持续<color=#bd4104>一轮攻击</color>。这样的话，<color=#bd4104>放弃<br>本轮攻击</color>，等效果消失再进攻，才是最正确的选择。
,32301,,好，这次他没有守佑状态了。,,,,好，这次他没有守佑状态了。
,32401,,吼~~！！,,,,吼~~！！
,32501,,这家伙的攻势竟然这么凶猛……看来不太好对付啊。,,,,这家伙的攻势竟然这么凶猛……看来不太好对付啊。
,32601,,好，想到应对的策略了，接下来，就是将其实现！,,,,好，想到应对的策略了，接下来，就是将其实现！
,32602,,首先，用飞天·重斩<color=#bd4104>（技能2）</color>给它施加<color=#bd4104>碎甲</color>状态，<br>降低它的防御力！,,,,首先，用飞天·重斩<color=#bd4104>（技能2）</color>给它施加<color=#bd4104>碎甲</color>状态，<br>降低它的防御力！
,32701,,然后，使用命运之握<color=#bd4104>（技能4）</color>进行连击，提高连击伤害！,,,,然后，使用命运之握<color=#bd4104>（技能4）</color>进行连击，提高连击伤害！
,32801,,接下来，使用飞天·疾斩（技能1）进行连击，同时可以<color=#bd4104>减少</color>其<br>他技能的<color=#bd4104>冷却时间</color>。,,,,接下来，使用飞天·疾斩（技能1）进行连击，同时可以<color=#bd4104>减少</color>其<br>他技能的<color=#bd4104>冷却时间</color>。
,32901,,哦，已经有足够的奥义值了？但还不到时候……先通过<br>飞天·连斩<color=#bd4104>（技能3）</color>，来<color=#bd4104>强化</color>下一个技能的伤害吧！,,,,哦，已经有足够的奥义值了？但还不到时候……先通过<br>飞天·连斩<color=#bd4104>（技能3）</color>，来<color=#bd4104>强化</color>下一个技能的伤害吧！
,33001,,一切准备就绪，尝尝我的奥义吧，<br>量化·正义裁决<color=#bd4104>（奥义技）</color>！,,,,一切准备就绪，尝尝我的奥义吧，<br>量化·正义裁决<color=#bd4104>（奥义技）</color>！
,34001,,哈哈，终于到本大小姐出马的时候了，<br>我要让这只蠢狼见识下芙蕾雅家族魔法的厉害。,,,,哈哈，终于到本大小姐出马的时候了，<br>我要让这只蠢狼见识下芙蕾雅家族魔法的厉害。
,34101,,可恶！这家伙竟然这么顽强……看来必须要使用奥兹战神的力量了！,,,,可恶！这家伙竟然这么顽强……看来必须要使用奥兹战神的力量了！
,34201,,好，造成伤害了。就让我一鼓作气将这家伙打倒吧。,,,,好，造成伤害了。就让我一鼓作气将这家伙打倒吧。
,34301,,,,,,
,34401,,,,,,
,34501,,,,,,
,34601,,,,,,
,34701,,,,,,
,34801,,,,,,
,35001,,,,,,
,35101,,,,,,
,35201,,,,,,
,35301,,,,,,
,35401,,,,,,
,100001,,你好！,,,,你好！
,100601,,小朋友，快来看看，有新的佣兵任务哦！,,,,小朋友，快来看看，有新的佣兵任务哦！
,100701,,我可是和罗兰大帝一起喝过酒的人！<br>那次我们好像都喝多了，啊哈哈哈！,,,,我可是和罗兰大帝一起喝过酒的人！<br>那次我们好像都喝多了，啊哈哈哈！
,100801,,你一定不知道，自律联盟的成立，<br>是罗兰大帝在酒桌上确定的！,,,,你一定不知道，自律联盟的成立，<br>是罗兰大帝在酒桌上确定的！
,100901,,在醉生梦死的时光里，<br>我把这世间的勾心斗角忘得一干二净……,,,,在醉生梦死的时光里，<br>我把这世间的勾心斗角忘得一干二净……
,101001,,大概是我的兄弟阿米达死去之后……<br>我才变成一个酒鬼的……,,,,大概是我的兄弟阿米达死去之后……<br>我才变成一个酒鬼的……
,101101,,很遗憾，你需要完成全部悬赏任务，<br>然后才能获得来自帝国军队的嘉奖。,,,,很遗憾，你需要完成全部悬赏任务，<br>然后才能获得来自帝国军队的嘉奖。
,101201,,任务还没有完成，<br>你不想就此放弃重金奖励吧！,,,,任务还没有完成，<br>你不想就此放弃重金奖励吧！
,101301,,你的勇敢表现，<br>颇有我当年的风范。,,,,你的勇敢表现，<br>颇有我当年的风范。
,101401,,我还记得你悬赏任务完成得很不错，<br>不如……和大叔喝杯酒庆祝一下？,,,,我还记得你悬赏任务完成得很不错，<br>不如……和大叔喝杯酒庆祝一下？
,101501,,我在晚上有两件事情要做：一件是跟女孩子搭讪，<br>另一件嘛，嘿嘿，我不告诉你……,,,,我在晚上有两件事情要做：一件是跟女孩子搭讪，<br>另一件嘛，嘿嘿，我不告诉你……
,101601,,在饥饿面前，一切仪式感都只能是虚无的。唯有慰藉胃部的<br>美食，才是真实的。,,,,在饥饿面前，一切仪式感都只能是虚无的。唯有慰藉胃部的<br>美食，才是真实的。
,101701,,优雅地吃西餐，舒服闲适地吃烤肉，我无条件选择后者。,,,,优雅地吃西餐，舒服闲适地吃烤肉，我无条件选择后者。
,102201,,古加尼尔矢车菊的花瓣和斐波那契数列一样，<br>0，1，1，2，3，5，8，……<br>,,,,古加尼尔矢车菊的花瓣和斐波那契数列一样，<br>0，1，1，2，3，5，8，……<br>
,102301,,伦纳德成天不务正业，作为姐姐，我真的很生气！,,,,伦纳德成天不务正业，作为姐姐，我真的很生气！
,102401,,我的弟弟伦纳德一到晚上不见人影，<br>希望他不要做奇怪的事……,,,,我的弟弟伦纳德一到晚上不见人影，<br>希望他不要做奇怪的事……
,102701,,最值钱的宝物，大概就是终焉之刻了吧！<br>罗兰大帝用它封印了魔神。,,,,最值钱的宝物，大概就是终焉之刻了吧！<br>罗兰大帝用它封印了魔神。
,102801,,为什么当年魔族能够击败强大的古代龙？<br>据说是古代龙内部出现了矛盾。,,,,为什么当年魔族能够击败强大的古代龙？<br>据说是古代龙内部出现了矛盾。
,102901,,宝物之所以是宝物，不是因为宝物本身是宝<br>物，而是宝物被人当作宝物才成为宝物的。,,,,宝物之所以是宝物，不是因为宝物本身是宝<br>物，而是宝物被人当作宝物才成为宝物的。
,103001,,如何变得像我一样无所不知？<br>——多读点书，或者，多走点路。,,,,如何变得像我一样无所不知？<br>——多读点书，或者，多走点路。
,103101,,对你来说，这个世界的有趣之处在于未知，<br>而我就觉得无聊至极。<br>,,,,对你来说，这个世界的有趣之处在于未知，<br>而我就觉得无聊至极。<br>
,103201,,（艾赛尔转头看了一眼，但很奇怪的是，你的心中好像有小鹿乱撞的感觉。）,,,,（艾赛尔转头看了一眼，但很奇怪的是，你的心中好像有小鹿乱撞的感觉。）
,103202,,……你要是不经意间陷入了无聊，那就随时过来，我会在这里等你。,,,,……你要是不经意间陷入了无聊，那就随时过来，我会在这里等你。
,103301,,像卡诺萨之光被写进了《罗兰颂歌》，而你的样子被刻在了<br>我的心上。,,,,像卡诺萨之光被写进了《罗兰颂歌》，而你的样子被刻在了<br>我的心上。
,103401,,哇哦，你很特别。……至少在我眼里。,,,,哇哦，你很特别。……至少在我眼里。
,103501,,湖畔音乐节不久就要举行了，据说会有一位不愿透露姓名的缪吉克辉先生会作为表演嘉宾到场。,,,,湖畔音乐节不久就要举行了，据说会有一位不愿透露姓名的缪吉克辉先生会作为表演嘉宾到场。
,103601,,人类与精灵族的矛盾，应该用爱来化解！,,,,人类与精灵族的矛盾，应该用爱来化解！
,103701,,他们一听说我是自律联盟的人就怕了。这——就是联盟的威望！,,,,他们一听说我是自律联盟的人就怕了。这——就是联盟的威望！
,103801,,联盟委派我到湖畔镇来负责业务，在这儿的三年间，我见证了镇上渔业的飞速发展。,,,,联盟委派我到湖畔镇来负责业务，在这儿的三年间，我见证了镇上渔业的飞速发展。
,103901,,三年的时间，总共有1106位新手来我这里挑战，你不会是<br>第1107位吧！,,,,三年的时间，总共有1106位新手来我这里挑战，你不会是<br>第1107位吧！
,104001,,大床房是本旅馆专门为顾客们量身打造的，不过你就不要看了，一个人住，浪费！,,,,大床房是本旅馆专门为顾客们量身打造的，不过你就不要看了，一个人住，浪费！
,104101,,我们是罗兰帝国五星级旅店，只为顾客提供真诚、亲切、自然、得体的家人式服务。,,,,我们是罗兰帝国五星级旅店，只为顾客提供真诚、亲切、自然、得体的家人式服务。
,104201,,住店请出示您的身份证明，我们会根据自律联盟提供的通缉档案仔细核查。,,,,住店请出示您的身份证明，我们会根据自律联盟提供的通缉档案仔细核查。
,104301,,我虽然只是一个普通的联盟办事员，但是我也有梦想。那就是站上舞台，和缪吉克辉先生合唱一曲《罗兰战歌》。,,,,我虽然只是一个普通的联盟办事员，但是我也有梦想。那就是站上舞台，和缪吉克辉先生合唱一曲《罗兰战歌》。
,104401,,在自律联盟，只要你有能力，就能得到相应的回报。,,,,在自律联盟，只要你有能力，就能得到相应的回报。
,104501,,镶金玫瑰团多次洗劫罗兰镇，我已向自律联盟汇报这件事。你们不用惊慌，联盟会派出实力强劲的赏金猎人来逮捕强盗的。,,,,镶金玫瑰团多次洗劫罗兰镇，我已向自律联盟汇报这件事。你们不用惊慌，联盟会派出实力强劲的赏金猎人来逮捕强盗的。
,104601,,我最近写了一首新歌，歌曲结合了风车镇当地的民歌特色，过几天我在湖畔音乐节上演唱。,,,,我最近写了一首新歌，歌曲结合了风车镇当地的民歌特色，过几天我在湖畔音乐节上演唱。
,104701,,我常常跟年轻人讲，做音乐，一定要坚持。想当初我在三月边陲的矮人酒馆驻场，即使困难，也从未放弃。,,,,我常常跟年轻人讲，做音乐，一定要坚持。想当初我在三月边陲的矮人酒馆驻场，即使困难，也从未放弃。
,104801,,啊，那段年轻的岁月，成就了今天的我。真令人怀念呢！,,,,啊，那段年轻的岁月，成就了今天的我。真令人怀念呢！
,104901,,上次，罗兰镇的办事员同事写信告诉我说，他们的生活物资都拖欠一个月了。,,,,上次，罗兰镇的办事员同事写信告诉我说，他们的生活物资都拖欠一个月了。
,105001,,办事员的工作枯燥无味，每天就是接受委托，发布任务，发放赏金什么的……薪水还不高……,,,,办事员的工作枯燥无味，每天就是接受委托，发布任务，发放赏金什么的……薪水还不高……
,105101,,一个月前，阿克莱斯的丧尸把我的办公室都啃烂了……<br>联盟派来的修理人员到现在还没来……,,,,一个月前，阿克莱斯的丧尸把我的办公室都啃烂了……<br>联盟派来的修理人员到现在还没来……
,105201,,对不起，我没什么要跟你说的。,,,,对不起，我没什么要跟你说的。
,105301,,对不起，我没什么要跟你说的。,,,,对不起，我没什么要跟你说的。
,105401,,对不起，我没什么要跟你说的。,,,,对不起，我没什么要跟你说的。
,105501,,在神殿之中，隐藏着一把神器，据说他是上古之神的化身。,,,,在神殿之中，隐藏着一把神器，据说他是上古之神的化身。
,105601,,作为自律联盟的优秀赏金猎人，劝你赶快离开神殿附近的区域。,,,,作为自律联盟的优秀赏金猎人，劝你赶快离开神殿附近的区域。
,105701,,许多想去哀嚎神殿寻找神器的人都没能活着出来，我劝你<br>知难而退吧。,,,,许多想去哀嚎神殿寻找神器的人都没能活着出来，我劝你<br>知难而退吧。
,105801,,要喝杯大帝春茶吗？这是罗兰大帝最喜欢的茶。,,,,要喝杯大帝春茶吗？这是罗兰大帝最喜欢的茶。
,105901,,以前罗兰大帝和露西蒂尼大法师经常来这里喝茶，一坐就是好几个<br>小时……,,,,以前罗兰大帝和露西蒂尼大法师经常来这里喝茶，一坐就是好几个<br>小时……
,106001,,我可是罗兰皇室的供货商哦！放眼整个雷鸣大陆，我的茶叶品质是最好的。,,,,我可是罗兰皇室的供货商哦！放眼整个雷鸣大陆，我的茶叶品质是最好的。
,106101,,我的气球只送给小朋友，像你这样的成年人，我是不会给的。,,,,我的气球只送给小朋友，像你这样的成年人，我是不会给的。
,106201,,好心告诉你，半夜绝对不要出门，否则会被半人鱼拖进湖里的！,,,,好心告诉你，半夜绝对不要出门，否则会被半人鱼拖进湖里的！
,106301,,桑妮祭司真是一个好人，除了总喜欢问我要不要结婚……,,,,桑妮祭司真是一个好人，除了总喜欢问我要不要结婚……
,106401,,湖畔镇果然是罗兰帝国最美的小镇，我决定在这里多停留一段时间。,,,,湖畔镇果然是罗兰帝国最美的小镇，我决定在这里多停留一段时间。
,106501,,下一个目的地是哪里呢？是去月神森林看树人，还是去那个神秘的天空城？好纠结啊！,,,,下一个目的地是哪里呢？是去月神森林看树人，还是去那个神秘的天空城？好纠结啊！
,106601,,世界那么大，你为什么不去看看？成为我的驴友吧。两人一起旅行，还能分摊住宿费呢。,,,,世界那么大，你为什么不去看看？成为我的驴友吧。两人一起旅行，还能分摊住宿费呢。
,106701,,为了世界的爱与和平，我不会倒下，我不会气馁。神会指引我前进。,,,,为了世界的爱与和平，我不会倒下，我不会气馁。神会指引我前进。
