,id,dialog
精灵族剑士,100119,控制不了自己……好难过……
精灵族射手,100120,听·从·女·王·大·人·的·吩·咐。
石像鬼塔比瑟,100121,誓死效忠我的女王！
荆棘花妖,100122,精灵族也不过如此！蜘蛛女王大人才是最强大的。
魅魔修狄斯,100123,哭喊声，求饶声，是世界上最悦耳的声音~
蜘蛛女王艾达,100124,鲜血与黑暗，真是美妙的词汇！
不死者尼普,100125,统治……我是王……
双枪毒蝎,100126,我的毒液会渗透进你的骨髓！
,100127,人类，最恶心的种族！
,100128,我的大刀可以横扫千军，就问你怕不<br>怕？
,100129,振兴鹿角兽一族，鹿鹿有责！
,100130,只要顺利完成任务，四蹄神大人一定会开心<br>的。
,100131,咦~那边好像有动静。咦~这边好像也有<br>动静。
,100132,到底哪里有动静？啊！是前面有动静。
,100133,呵呵呵，魔族伟大的复兴计划即将完成。
,100134,魔神大人的荣耀，将由吾来守护！
,100135,用人类的鲜血来染红我的独角，真是个好<br>主意。
,100136,被我非凡的实力吓坏了吧？现在撤退还来得及。
,100137,夸奖我的话，我可以让你们死得轻松些~
,100138,我无坚不摧，而你们不堪一击。
,100139,试图阻挡我的人，只会死在我的斧下！
,100140,我的矿石，由我来守护！
,100141,我没有过去，也没有未来……
,100142,我会誓死保护魔族搜刮回来的东西的！
金钱困难,100144,啊！为索加首领效忠！
,100150,别想碰我的东西，否则我竖起的尾巴就不客气了。
,100151,走开走开，这是我的地盘，所有东西都归我。
,100154,我想飞，我想飞得更高~
,100155,可是……老大说，只要我们干得好，他就……
,100156,醒醒吧，你没有翅膀！
,100157,他是说过，但那一天真的会到来吗？
,100158,突然被调入总部，惊喜来得有些突然。
,100159,老大名言：自己的人生，自己负责。
,100160,老大名言：不要羡慕别人，珍惜自己拥有的。
,100161,我是最后一道防线，看来我很棒棒啊。
,100162,凭什么无用的鸟族拥有那么光鲜的羽毛，可恶!
,100163,居然对我珍贵的羽毛做出那样的事，不可原谅！
,100164,谢·谢·博·士·创·造·了·我。
,100165,可·是·感·谢·是·什·么？
,100166,人·类·的·感·情·真·复·杂。
,100167,眼·泪·是·什·么？
,100168,哪怕只有0.001%的机会，我也不会放过。
,100169,又是你们为什么对我纠缠不休！
,100170,宝藏都是我的想抢走它们做梦！
,100171,别的不在行逃跑我没有输过！
,100175,我要重新拥有真实的生命和完整的肉体……
,100176,只要实验成功，我就可以像鱼一样在海里生活。
,100177,鳍的缝合处发炎了，好痛……
,100178,再过几天，博士就要帮我手术了，好紧张！
,100179,能够加入这场伟大的实验，对你而言是多么荣幸。
,100180,莉莉，这里真无聊。
,100181,够强，才能保护想保护的人！
,100182,佣兵，只需要服从命令即可。
,100183,流的每一滴血，都是过往的见证。
,100184,我是一个没有感情的傀儡。
,100185,内心脆弱的人类，最容易操控。
,100186,不要试图挑战我，我怕你会哭。
,100187,想通过？先问问我手中铁锤和钢盾答不答应！
,100188,让我的箭再飞一会。
,100189,嗯哼，沉醉在我的花香中吧！
,100190,你们到此为止了，受死吧！
,100191,新的祭品，献给我的主人！
,100192,鲜嫩多汁，细腻弹牙。人类，让我回味无穷！
,100193,我……想活下去……
,100194,是我啊……不记得了么……
,100195,救……救我……
,100196,我才不屑人类的宝藏，只是老大的命令不能违背。
,100197,宝藏，令人心情愉悦的词汇。
,100198,罗兰宝藏属于我，你们都给我让开！
,100199,别做梦了，宝藏的主人只有一个人，那就是我！
,100200,必须打扫干净，不然男爵大人会生气。
,100201,大人有严重的洁癖，一点灰尘都无法忍受。
,100202,快点快点，大人马上就要来检查了。
,100203,糟糕，这里还没有打扫干净！
,100206,罗兰宝藏听起来是一个好东西，嗯，我要了。
,100207,有了宝藏就可以提高生活品质，冲啊！
,100208,奇怪……为什么心脏这么痛？
,100209,你们——受死吧！
,100210,忠于罗兰……呃——滚，都给我让开！
,100211,想拥有我，必须先让我吃掉你！
冰霜战魂,100212,从深渊传来的哀嚎，震慑每一个人。
火焰战魂,100213,从深渊传来的哀嚎，震慑每一个人。
光耀战魂,100214,从深渊传来的哀嚎，震慑每一个人。
幽暗战魂,100215,从深渊传来的哀嚎，震慑每一个人。
,100218,追随亚兹莫大人，是今生最正确的选择。
,100219,黑色的羽翼象征着我们的强悍。
,100220,你们的死亡，会是今日最佳的美景。
,100221,扰乱计划的人，只有一个下场——死！
,100222,呵，凭那家伙的身体，能逃到哪里去呢？
,100223,伟大的亚兹莫大人将统领世界！
,100224,试图违抗亚兹莫大人？他怕不是傻。
,100225,苟延残喘的你，看起来真可怜啊！
,100226,我从未感受过如此充盈的能量，感恩亚兹莫大人！
,100227,无用的人做着无用的抵抗。对，说的就是你！
,100228,娇嫩的鲜花在我的手里枯萎，也别有一番滋味呢。
,100229,咔哒——再不活动，关节要生锈了。
,100230,听说有人闯入，我猜他们是不想活了。
,100231,既然他们不想活了，那我们就帮他们实现梦想吧。
,100232,只有我的选择，才能带领纳雅走向明天！
,100233,你们这些家伙，想对我的宝藏做什么？！
,100237,消灭……一切……入侵者
,100238,我是扬博士。汪！你们休想从这里通过！
,100241,坚守这里，驱逐一切入侵者！
,100251,啊！守卫索加首领的一切！
,100252,永生使我强大，秘宝将赐予我无上的力量。
,100253,消灭……一切……觊觎……宝物……的……入侵者。
,100254,吼！毁灭吧！
,100255,消灭所有入侵者，我将为冥神献上祭品。
,100262,活着？我还算活着吗？就因为要守在这该死的宝箱前？
,100264,融合了99种生物基因的我，不会让你们夺走任何东西的。
,100286,这里有什么值钱的玩意儿吗？
,100287,呃啊啊啊啊啊啊……
,100288,小子们，给我认真找，不要漏掉一块金币！
,100292,窸窸窣窣……窸窸窣窣……
,100293,嗡嗡……嗡嗡嗡……嗡嗡嗡嗡……嗡嗡……
,100294,窸窸窣窣……窸窸窣窣……
,100296,窸窸窣窣……窸窸窣窣……
,100297,窸窸窣窣……窸窸窣窣……
,100298,窸窸窣窣……窸窸窣窣……
,100299,窸窸窣窣……窸窸窣窣……
,100300,……为什么这里只有我会讲话？
,100301,队长叫我去巡逻，小心提防冒险者。
,100302,队长叫我去巡逻，小心提防冒险者。
,100303,等把这些卖出去，我们就发财了！
,100304,等把这些卖出去，我们就发财了！
,100305,你们注意点，别让冒险者混进来！
,100306,队长叫我去巡逻，小心提防冒险者。
,100307,让我好好算算，这些宝贝值多少钱……
,100308,等把这些卖出去，我们就发财了！
,100310,这里是我们的地盘，消灭所有入侵者！
,100311,是谁闯进来了？难道是肥美的猎物？
,100313,我要重新拥有真实的生命和完整的躯体……
,100314,堕落深渊吧！尝尝失败的滋味！
,100315,这个是？居然困住我们……撕碎！撕碎！
,100316,这是什么……撕碎！撕碎！
,100317,就不……应该……贪图……宝物……
,100318,听说有人看上我的宝物，我倒要看看是谁的脑袋不想要了。
,100319,你的钱是我的，我的钱还是我的。
,100320,你的东西是我的。而我的东西，无人能抢！
,100321,好东西就要一起分享，快把你身上的好东西全部交出来！
,100322,就算是帝国军队，也别想找到证据！
,100323,等这波风头过了，咱们就能过上逍遥的日子了！
,100324,俺只是收钱办事，要是被俺逮到，可别怪俺不给面子……
,100325,主宰，鲜血，肉块，这些东西实在让人兴奋。
,100326,经过尼格斯大人的改造后，我的魔法无人能挡！
,100327,我的……身体……怎么这样……
,100328,儿子，你在哪里？我的手……不对，这是儿子的手？
,100329,可恶的博士，居然把我变成这种模样！
,100330,怎么闻到人类的气味？
,100331,我的身体好痛，好痛苦啊！
,100332,加油！再苦再累，就当自己是个采矿机器！
,100333,无用的人做着无用的抵抗。对，说的就是你！
,100334,既然不想活了，那我替你实现愿望。
,100335,黑色羽翼，象征着强大。
,100336,骑士长，又有人闯进来了！
,100337,纳雅的未来，自然要由我们实现。
,100338,成年人的世界，没有黑白，只有活下去。
,100339,既然做出了选择，便不会后悔。
,100340,如果可以，我想当个好人。
,100342,关于叛军，你们一无所知。
,100343,报告，没有可疑人员潜入。
,100344,继续巡逻，一刻也不能松懈！
,100345,左相府守卫森严，一只苍蝇都飞不进来。
,100346,我的魔法药剂使你神魂颠倒。
,100347,报告，这里一切正常，没有异样。
,100348,虽然不知道左相为何如此看重这里，但职责所在，必须坚守！
,100350,喂，别唠嗑，都给我好好采矿！
,100351,我也想拥有翅膀，在天上翱翔。
,100352,这里矿藏不少。看来，和枭鹰族合作，是个不错的选择。
,100353,嗯~是血腥的味道~兴奋起来了呢！！
,100354,无论如何，我都不会离开黑龙战舰。
,100355,战舰已经无法启动了。
,100356,想看到你在我手中挣扎哭泣的样子。
,100357,咔嗒——再不活动，关节要生锈了。
,100358,呵，低贱卑微的人类，这里也是你们能来的地方？
,100359,血腥给我刺激，疼痛使我快乐。
,100360,我是谁，我在哪，我在干什么……
,100361,肉……肉在召唤我！
,100362,破坏，破坏，把这糟糕的一切都破坏掉！
,100363,难道，你不渴望永生？
,100364,嘶！再靠近我，再靠近我就咬你！
,100365,在总部的待遇，就是比那辣鸡矿洞要好。
,100366,老大把这么重要的位置交给我，看来我的实力得到认可了！
,100367,呸！谁敢侮辱我的羽毛，我就撕烂他的嘴！
,100370,亚兹莫大人说的没错，我们要复兴纳雅！
,100371,如果亚兹莫大人认为我是废物，那我就是废物。
,100372,我刚入军队时，亚兹莫大人握过我的手！！
,100373,反抗亚兹莫大人，只有死路一条。
,100374,由伟大的亚兹莫大人统领世界，你们都该感恩！
,100375,我的尾巴太长了，我想改得和小兔子的尾巴一样……
,100376,莉莉，放个纸片人在这，应该挺有趣的。
,100377,我不希望有人闯进来，打扰这里的实验。
,100378,哈哈哈哈哈，我才是真正的扬博士！
,100387,嘀——检·测·到·异·物·入·侵·绞·杀！
,100388,机·体·失·控·需·要·重·启·重·启。
,100389,我·是·没·有·感·情·的·杀·手。
,100390,什·么·才·叫·痛·苦？
,100391,既然希波博士不在了，那就由我继承他的遗愿！
,100392,今天没有吃女巫配制的药剂，脑子有点不太清醒……
,100393,急需新鲜人类，旧的那批已经被玩坏了。
,100394,咯吱……关节处有些生锈了，该去修一修了。
,100395,人类，就是群阴险又失信的小人。
,100379,不要害怕，我这么美丽，怎么会害你呢？
,100380,誓死保卫树心城。
,100381,警戒，敌人已经进入狙击范围。
,100382,尖叫声和哀嚎声交织在一起，可真是动听~
,100383,精灵族也不过如此，随手也能覆灭。
,100384,嘶……就让我的毒液慢慢渗入你的骨髓……
,100385,嘶……为什么要躲开我的“亲吻”呢……
,100386,终于轮到我登场了。
,100396,下一次战役，我们将有99%的概率取得胜利！
,100397,一切为了亚兹莫大人与纳雅民族的君临！
,100398,队长交代了，任何可疑人员都不能放过。
,100399,参与好几起怪盗追捕了……连怪盗的影子都没见到过。
,100400,无关人员，禁止随意走动。
,100401,绝不能让怪盗尤妮娅偷走“海蓝之心”。
,100402,怪盗这次会用什么方式偷珠宝呢？要怎么预防呢？
,100404,成为我的同类吧~
,100405,……………一起沉沦…………
,100406,说话，是浪费时间。
,100407,毁灭吧，让一切都毁灭吧！
,100408,地狱的滋味，你尝过吗！
,100409,啊啊啊啊！想要咬人！！
,100410,卡诺萨戒严期间，禁止随意走动。
,100411,总是抓不到怪盗，有点沮丧。
,100412,我们要相信自己，总有一天能抓住她！
,100413,认真点，别在那聊天！
,100414,都给我盯紧了！
,100415,每个人的精神都给我高度集中，别打瞌睡！
,100416,报告，这里一切正常！
,100417,只要能保护卡诺萨，再苦再累都值得！
,100418,这里有异常没有？
,100419,值夜班真是痛苦，又困又累，还不能放松。
,100420,这种日子什么时候才是尽头。
,100421,喂，别说话了，队长等会要骂人了。
,100422,每隔10分钟，各街区的人员都要汇报一次情况！
,100423,制服都给我穿好了！松松垮垮像什么话！
,100424,好像有奇怪的声响？
,100425,听到没，刚好像有人溜进来放了个宝物？
,100426,你想多了吧，怎么有人自己把宝物送上门。
,100427,谁也别想从哥布林的口袋里，拿走一分钱！
,100428,哥布林巢穴，也是你想闯就能闯的？
,100429,最危险的地方，就是最安全的地方！
,100430,这些年我抢来的东西，都被我藏起来了！
,100431,金钱，当然是越多越好！
,100432,呃呃呃呃呃！啊！！
,100433,听人说，怪盗把宝物藏左相府了？
,100434,别整天听小道消息。没人有这胆子，敢在左相府藏东西！
,100435,你去那边看看有没有什么异常。
,100436,队长，一切正常。
,100437,左相府不允许外人进入。
,100438,角落里会藏着人吗？应该不会吧。
,100439,认真巡逻，一刻也不能松懈。
,100440,嘿嘿，没想到吧！我不是真的宝箱！
,100441,比死掉更痛苦的是半死不活。
,100447,娇嫩的鲜花在我的手里枯萎，似乎也不错呢。
,100452,全新的导线，新上油的关节，我将发挥120%的实力！
,100453,在我的统制下，纳雅的荣光将遍及整个大陆！
,100454,为了那位大人！
,100455,魔族荣光将再度重现！
,100456,仪式决不能失败！
,100457,魔族的复苏就要来临了！
,100458,无知的人类！
,100459,愚蠢的人类！
,100460,你们这是自取灭亡。
,100461,完不了任务就拿不到报酬，虽然不知道是谁委托的。
,200000,逃跑逃跑逃跑逃跑逃跑逃跑
,200001,自由啦，我要离开这个鬼地方！
,300000,战斗战斗战斗战斗战斗战斗
