,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,47,4062,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,48,4062,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,50,4072,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,51,4072,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,52,4072,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,53,4072,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,54,4072,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,55,4072,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,56,4072,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,58,4082,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,59,4082,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,60,4082,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,61,4082,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,62,4082,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,63,4082,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,64,4082,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,66,4092,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,67,4092,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,68,4092,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,69,4092,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,70,4092,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,71,4092,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,72,4092,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,74,4102,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,75,4102,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,76,4102,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,77,4102,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,78,4102,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,79,4102,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,80,4102,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,82,4112,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,83,4112,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,84,4112,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,85,4112,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,86,4112,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,87,4112,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,88,4112,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,90,4013,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,91,4013,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,92,4013,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,93,4013,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,94,4013,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,95,4013,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,96,4013,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,98,4023,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,99,4023,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,100,4023,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,101,4023,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,102,4023,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,103,4023,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,104,4023,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,106,4033,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,107,4033,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,108,4033,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,109,4033,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,110,4033,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,111,4033,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,112,4033,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,114,4043,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,115,4043,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,116,4043,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,117,4043,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,118,4043,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,119,4043,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,120,4043,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,122,4053,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,123,4053,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,124,4053,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,125,4053,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,126,4053,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,127,4053,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,128,4053,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,130,4063,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,131,4063,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,132,4063,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,133,4063,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,134,4063,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,135,4063,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,136,4063,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,138,4073,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,139,4073,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,140,4073,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,141,4073,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,142,4073,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,143,4073,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,144,4073,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,146,4083,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,147,4083,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,148,4083,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,149,4083,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,150,4083,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,151,4083,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,152,4083,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,154,4093,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,155,4093,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,156,4093,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,157,4093,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,158,4093,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,159,4093,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,160,4093,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,162,4103,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,163,4103,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,164,4103,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,165,4103,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,166,4103,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,167,4103,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,168,4103,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,170,4113,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,171,4113,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,172,4113,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,173,4113,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,174,4113,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,175,4113,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,176,4113,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,178,4123,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,179,4123,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,180,4123,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,181,4123,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,182,4123,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,183,4123,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,184,4123,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,186,4133,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,187,4133,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,188,4133,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,189,4133,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,190,4133,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,191,4133,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,192,4133,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,194,4143,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,195,4143,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,196,4143,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,197,4143,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,198,4143,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,199,4143,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,200,4143,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,202,4153,1,1000,1000,1000,1000,1000,20000,1,6003003,8,0,0,0,0
,203,4153,2,1500,1500,1500,1500,1500,20000,1,6003003,16,0,0,0,0
,204,4153,3,2500,2500,2500,2500,2500,20000,1,6003003,24,0,0,0,0
,205,4153,4,3000,3000,3000,3000,3000,20000,1,6003003,40,0,0,0,0
,206,4153,5,4000,4000,4000,4000,4000,20000,1,6003003,40,0,0,0,0
,207,4153,6,5000,5000,5000,5000,5000,20000,1,6003003,40,0,0,0,0
,208,4153,7,5500,5500,5500,5500,5500,20000,1,6003003,40,0,0,0,0
,258,4014,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,259,4014,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,260,4014,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,261,4014,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,262,4014,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,263,4014,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,264,4014,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,266,4024,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,267,4024,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,268,4024,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,269,4024,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,270,4024,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,271,4024,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,272,4024,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,274,4034,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,275,4034,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,276,4034,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,277,4034,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,278,4034,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,279,4034,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,280,4034,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,282,4044,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,283,4044,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,284,4044,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,285,4044,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,286,4044,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,287,4044,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,288,4044,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,290,4054,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,291,4054,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,292,4054,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,293,4054,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,294,4054,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,295,4054,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,296,4054,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,298,4064,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,299,4064,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,300,4064,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,301,4064,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,302,4064,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,303,4064,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,304,4064,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,306,4074,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,307,4074,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,308,4074,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,309,4074,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,310,4074,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,311,4074,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,312,4074,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,314,4084,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,315,4084,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,316,4084,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,317,4084,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,318,4084,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,319,4084,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,320,4084,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,322,4094,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,323,4094,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,324,4094,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,325,4094,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,326,4094,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,327,4094,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,328,4094,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,330,4104,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,331,4104,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,332,4104,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,333,4104,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,334,4104,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,335,4104,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,336,4104,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,338,4114,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,339,4114,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,340,4114,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,341,4114,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,342,4114,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,343,4114,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,344,4114,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,346,4124,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,347,4124,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,348,4124,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,349,4124,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,350,4124,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,351,4124,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,352,4124,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,354,4134,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,355,4134,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,356,4134,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,357,4134,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,358,4134,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,359,4134,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,360,4134,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,362,4144,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,363,4144,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,364,4144,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,365,4144,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,366,4144,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,367,4144,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,368,4144,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,370,4154,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,371,4154,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,372,4154,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,373,4154,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,374,4154,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,375,4154,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,376,4154,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,378,4164,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,379,4164,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,380,4164,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,381,4164,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,382,4164,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,383,4164,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,384,4164,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,386,4174,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,387,4174,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,388,4174,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,389,4174,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,390,4174,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,391,4174,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,392,4174,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,394,4184,1,1000,1000,1000,1000,1000,30000,1,6003003,10,0,0,0,0
,395,4184,2,1500,1500,1500,1500,1500,30000,1,6003003,20,0,0,0,0
,396,4184,3,2500,2500,2500,2500,2500,30000,1,6003003,30,0,0,0,0
,397,4184,4,3000,3000,3000,3000,3000,30000,1,6003003,50,0,0,0,0
,398,4184,5,4000,4000,4000,4000,4000,30000,1,6003003,50,0,0,0,0
,399,4184,6,5000,5000,5000,5000,5000,30000,1,6003003,50,0,0,0,0
,400,4184,7,5500,5500,5500,5500,5500,30000,1,6003003,50,0,0,0,0
,426,101164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,427,101164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,428,101164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,429,101164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,430,101164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,431,101164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,432,101164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,434,201164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,435,201164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,436,201164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,437,201164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,438,201164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,439,201164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,440,201164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,442,301164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,443,301164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,444,301164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
