,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,3107012,空气墙,3107,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3107013,空气墙,3107,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3107018,机关门,3107,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3107019,机关门,3107,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3108018,机关门,3108,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3108019,机关门,3108,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3109018,机关门,3109,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3109019,机关门,3109,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3110018,机关门,3110,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3110019,机关门,3110,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3111018,机关门,3111,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3111019,机关门,3111,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3112018,机关门,3112,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3112019,机关门,3112,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3113012,障碍墙,3113,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3113013,障碍墙,3113,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3113018,机关门,3113,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3113019,机关门,3113,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3114018,机关门,3114,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3114019,机关门,3114,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3115018,机关门,3115,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3115019,机关门,3115,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3115202,障碍墙,3115,4,1093,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3115203,障碍墙,3115,4,1093,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3116018,机关门,3116,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3116019,机关门,3116,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3116201,机关,3116,4,1103,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3116202,机关,3116,4,1104,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3116203,空气墙,3116,4,1102,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3160218,,3160,4,1149,0,0,0,0,0,0,0,"-272.34,-21.10,-29.71",0,1
,3160228,,3160,4,1151,0,0,0,0,0,0,0,"-234.63,-21.20,-13.57",0,1
,3163018,,3163,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3163019,,3163,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3164018,,3164,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3164019,,3164,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3165018,,3165,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3165019,,3165,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3166018,,3166,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3166019,,3166,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3167018,,3167,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3167019,,3167,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3168018,,3168,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3168019,,3168,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3169018,,3169,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3169019,,3169,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3170018,,3170,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3170019,,3170,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3171018,,3171,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3171019,,3171,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3172018,,3172,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3172019,,3172,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
风车镇野怪NPC,20010326,卫兵罗恩,2001,1,21213,0,0,0,0,0,0,0,"-62.76,0.11,-68.23",282.12,1
风车镇野怪NPC,20010339,卫兵列夫,2001,1,21226,0,0,0,0,0,0,0,"-64.85,0.12,-66.56",125.69,1
,20030662,沙海遗迹NPC,2003,1,21276,0,0,0,0,0,0,0,"-41.53,0.10,-92.59",350,1
口袋岛野怪NPC ,20050360,浮士德31,2005,1,21266,0,0,0,0,0,0,0,"90.24,21.18,-307.02",180,1
口袋岛野怪NPC ,20050361,浮士德42,2005,1,21267,0,0,0,0,0,0,0,"24.17,23.03,-358.17 ",270,1
口袋岛野怪NPC ,20050362,浮士德58,2005,1,21268,0,0,0,0,0,0,0,"-29.58,11.16,-319.34",0,1
