,id,name,desc,spec_desc,next_lev_desc
,41341,辉佑,受到的反弹伤害降低<color=#be1414>30%</color>,,
,41342,辉佑,受到的反弹伤害降低<color=#be1414>50%</color>,,
,41343,辉佑,受到的反弹伤害降低<color=#be1414>80%</color>,,
,41431,翼盾,位于先锋时，回合开始获得等同生命上限<color=#be1414>5%</color>的护盾,,
,41432,翼盾,位于先锋时，回合开始获得等同生命上限<color=#be1414>7%</color>的护盾,,
,41433,翼盾,位于先锋时，回合开始获得等同生命上限<color=#be1414>10%</color>的护盾,,
,41441,净化,普通攻击有<color=#be1414>30%</color>概率移除自身一个负面状态,,
,41442,净化,普通攻击有<color=#be1414>50%</color>概率移除自身一个负面状态,,
,41443,净化,普通攻击有<color=#be1414>80%</color>概率移除自身一个负面状态,,
,41531,仇焰,受击获得暴击增益，最高<color=#be1414>5</color>层，每层提升1%暴击率,,
,41532,仇焰,受击获得暴击增益，最高<color=#be1414>8</color>层，每层提升1%暴击率,,
,41533,仇焰,受击获得暴击增益，最高<color=#be1414>12</color>层，每层提升1%暴击率,,
,41541,罪守,奥义值低于1000点时，伤害减免提升<color=#be1414>10%</color>,,
,41542,罪守,奥义值低于1000点时，伤害减免提升<color=#be1414>15%</color>,,
,41543,罪守,奥义值低于1000点时，伤害减免提升<color=#be1414>20%</color>,,
,41631,猛毒,辅助技附加中毒状态，伤害等同角色<color=#be1414>20%</color>攻击力,,
,41632,猛毒,辅助技附加中毒状态，伤害等同角色<color=#be1414>30%</color>攻击力,,
,41633,猛毒,辅助技附加中毒状态，伤害等同角色<color=#be1414>50%</color>攻击力,,
,41641,绝阵,生命值低于30%时，伤害减免提升<color=#be1414>10%</color>,,
,41642,绝阵,生命值低于30%时，伤害减免提升<color=#be1414>15%</color>,,
,41643,绝阵,生命值低于30%时，伤害减免提升<color=#be1414>20%</color>,,
,41731,幻舞,使用辅助技能后，伤害减免提升<color=#be1414>10%</color>,,
,41732,幻舞,使用辅助技能后，伤害减免提升<color=#be1414>15%</color>,,
,41733,幻舞,使用辅助技能后，伤害减免提升<color=#be1414>20%</color>,,
,41741,终刻,2位队友均战败时，伤害提升<color=#be1414>10%</color>,,
,41742,终刻,2位队友均战败时，伤害提升<color=#be1414>15%</color>,,
,41743,终刻,2位队友均战败时，伤害提升<color=#be1414>20%</color>,,
,41831,灾亡,奥义技额外消耗一点奥义，伤害加成提升<color=#be1414>50%</color>,,
,41832,灾亡,奥义技额外消耗一点奥义，伤害加成提升<color=#be1414>70%</color>,,
,41833,灾亡,奥义技额外消耗一点奥义，伤害加成提升<color=#be1414>100%</color>,,
,41841,眷顾,使用辅助技有<color=#be1414>20%</color>概率使辅助技冷却时间降低<color=#be1414>50%</color>,,
,41842,眷顾,使用辅助技有<color=#be1414>25%</color>概率使辅助技冷却时间降低<color=#be1414>65%</color>,,
,41843,眷顾,使用辅助技有<color=#be1414>30%</color>概率使辅助技冷却时间降低<color=#be1414>100%</color>,,
,41931,虹吸,回合开始时<color=#be1414>30％</color>概率吸收对手奥义条150点奥义值,,
,41932,虹吸,回合开始时<color=#be1414>50％</color>概率吸收对手奥义条150点奥义值,,
,41933,虹吸,回合开始时<color=#be1414>80％</color>概率吸收对手奥义条150点奥义值,,
,41941,疾援,进行援护时有<color=#be1414>20%</color>概率使援护冷却时间降低<color=#be1414>50%</color>,,
,41942,疾援,进行援护时有<color=#be1414>25%</color>概率使援护冷却时间降低<color=#be1414>65%</color>,,
,41943,疾援,进行援护时有<color=#be1414>30%</color>概率使援护冷却时间降低<color=#be1414>100%</color>,,
,42031,时流,使用辅助技能后，减少所有技能冷却<color=#be1414>3</color>秒,,
,42032,时流,使用辅助技能后，减少所有技能冷却<color=#be1414>5</color>秒,,
,42033,时流,使用辅助技能后，减少所有技能冷却<color=#be1414>8</color>秒,,
,42041,耀光,进行援护时，<color=#be1414>20%</color>概率不消耗奥义,,
,42042,耀光,进行援护时，<color=#be1414>25%</color>概率不消耗奥义,,
,42043,耀光,进行援护时，<color=#be1414>30%</color>概率不消耗奥义,,
,42131,怒斩,对战精英或领主时，暴击时伤害提升<color=#be1414>1%</color>，最高5层,,
,42132,怒斩,对战精英或领主时，暴击时伤害提升<color=#be1414>2%</color>，最高5层,,
,42133,怒斩,对战精英或领主时，暴击时伤害提升<color=#be1414>3%</color>，最高5层,,
,42141,审判,当对手生命值低于30%时，攻击力提升<color=#be1414>8%</color>,,
,42142,审判,当对手生命值低于30%时，攻击力提升<color=#be1414>11%</color>,,
,42143,审判,当对手生命值低于30%时，攻击力提升<color=#be1414>15%</color>,,
,100001,换人上场,换人上场,援助上场,
,101011,,,,
,101021,,,,
,101031,飞天·疾斩,对敌方单体造成<color=#bd1011>95%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>102</color>%。
,101032,飞天·疾斩,对敌方单体造成<color=#bd1011>102%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>109</color>%。
,101033,飞天·疾斩,对敌方单体造成<color=#bd1011>109%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>116</color>%。
,101034,飞天·疾斩,对敌方单体造成<color=#bd1011>116%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>123</color>%。
,101035,飞天·疾斩,对敌方单体造成<color=#bd1011>123%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>130</color>%。
,101036,飞天·疾斩,对敌方单体造成<color=#bd1011>130%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,造成的基础伤害提升至<color=#bd1011>144</color>%。
,101037,飞天·疾斩,对敌方单体造成<color=#bd1011>144%</color>基础物理伤害，<br>并使该技能外，随机一个技能冷却时间减少<color=#bd1011>5</color>秒。,单体物理伤害，<color=#fa993b>减随机一个技能冷却</color>,技能已达到最高级，无法进一步提升。
,101041,飞天·重斩,对敌方单体造成<color=#bd1011>100%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>108%</color>。
,101042,飞天·重斩,对敌方单体造成<color=#bd1011>108%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>116%</color>。
,101043,飞天·重斩,对敌方单体造成<color=#bd1011>116%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>124%</color>。
,101044,飞天·重斩,对敌方单体造成<color=#bd1011>124%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>132%</color>。
,101045,飞天·重斩,对敌方单体造成<color=#bd1011>132%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>140%</color>。
,101046,飞天·重斩,对敌方单体造成<color=#bd1011>140%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,造成的基础伤害提升至<color=#bd1011>156%</color>。
,101047,飞天·重斩,对敌方单体造成<color=#bd1011>156%</color>基础物理伤害，<br>并对其施加<color=#bd1011>碎甲</color>状态。<br>碎甲：物理防御降低<color=#bd1011>5%</color>，持续<color=#bd1011>20</color>招，不可叠加。,单体物理伤害，附加<color=#fa993b>碎甲</color>,技能已达到最高级，无法进一步提升。
,101051,飞天·连斩,对敌方单体造成<color=#bd1011>85%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>91%</color>。
,101052,飞天·连斩,对敌方单体造成<color=#bd1011>91%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>97%</color>。
,101053,飞天·连斩,对敌方单体造成<color=#bd1011>97%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>103%</color>。
,101054,飞天·连斩,对敌方单体造成<color=#bd1011>103%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>109%</color>。
,101055,飞天·连斩,对敌方单体造成<color=#bd1011>109%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>115%</color>。
,101056,飞天·连斩,对敌方单体造成<color=#bd1011>115%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,造成的基础伤害提升至<color=#bd1011>127%</color>。
,101057,飞天·连斩,对敌方单体造成<color=#bd1011>127%</color>基础物理伤害，<br>并获得<color=#bd1011>重击增幅</color>状态。<br>重击增幅：下个技能伤害额外提升<color=#bd1011>40%</color>，持续<color=#bd1011>1</color>招。不可叠加。,单体物理伤害，<color=#fa993b>提升下个技能的伤害</color>,技能已达到最高级，无法进一步提升。
,101061,命运之握,对敌方单体造成<color=#bd1011>120%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至129%。
,101062,命运之握,对敌方单体造成<color=#bd1011>129%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至138%。
,101063,命运之握,对敌方单体造成<color=#bd1011>138%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至147%。
,101064,命运之握,对敌方单体造成<color=#bd1011>147%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至156%。
,101065,命运之握,对敌方单体造成<color=#bd1011>156%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至165%。
,101066,命运之握,对敌方单体造成<color=#bd1011>165%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,造成的基础伤害提升至183%。
,101067,命运之握,对敌方单体造成<color=#bd1011>183%</color>基础物理伤害，<br>持有<color=#bd1011>奥兹刻痕</color>时，将之消耗，伤害额外提升<color=#bd1011>20%</color>。,单体物理伤害，消耗<color=#fa993b>奥兹刻痕</color>增伤,技能已达到最高级，无法进一步提升。
,101071,量化·正义裁决,对敌方单体造成<color=#bd1011>280%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至302%，<br>对魔族的额外伤害提升至33%。
,101072,量化·正义裁决,对敌方单体造成<color=#bd1011>302%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至324%，<br>对魔族的额外伤害提升至36%。
,101073,量化·正义裁决,对敌方单体造成<color=#bd1011>324%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至346%，<br>对魔族的额外伤害提升至39%。
,101074,量化·正义裁决,对敌方单体造成<color=#bd1011>346%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至368%，<br>对魔族的额外伤害提升至42%。
,101075,量化·正义裁决,对敌方单体造成<color=#bd1011>368%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至390%，<br>对魔族的额外伤害提升至45%。
,101076,量化·正义裁决,对敌方单体造成<color=#bd1011>390%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,造成的基础伤害提升至434%，<br>对魔族的额外伤害提升至51%。
,101077,量化·正义裁决,对敌方单体造成<color=#bd1011>434%</color>基础物理伤害，<br>并获得<color=#bd1011>奥兹刻痕</color>。<br>对魔族伤害额外提升<color=#bd1011>30%</color>。<br>奥兹刻痕：物理攻击与物理防御提升<color=#bd1011>5%</color>，永久持续。叠加型印记，最多<color=#bd1011>3</color>层。,<color=#fa993b>[爆发]</color>单体物理伤害<br>获得<color=#fa993b>奥兹刻痕</color>,技能已达到最高级，无法进一步提升。
,101081,奥兹战记·征伐,中止敌方攻势，强制换成己方出手，<br>并重置<color=#bd1011>【技能1】</color>的冷却时间。,<color=#fa993b>打断</color>敌方攻击，换为己方出手<br>重置<color=#fa993b>技能1</color>冷却,
,101082,奥兹战记·征伐,中止敌方攻势，强制换成己方出手，<br>并重置<color=#bd1011>【技能1】</color>的冷却时间。,<color=#fa993b>打断</color>敌方攻击，换为己方出手<br>重置<color=#fa993b>技能1</color>冷却,
,101083,奥兹战记·征伐,中止敌方攻势，强制换成己方出手，<br>并重置<color=#bd1011>【技能1】</color>的冷却时间。,<color=#fa993b>打断</color>敌方攻击，换为己方出手<br>重置<color=#fa993b>技能1</color>冷却,
,101084,奥兹战记·征伐,中止敌方攻势，强制换成己方出手，<br>并重置<color=#bd1011>【技能1】</color>的冷却时间。,<color=#fa993b>打断</color>敌方攻击，换为己方出手<br>重置<color=#fa993b>技能1</color>冷却,
,101085,奥兹战记·征伐,中止敌方攻势，强制换成己方出手，<br>并重置<color=#bd1011>【技能1】</color>的冷却时间。,<color=#fa993b>打断</color>敌方攻击，换为己方出手<br>重置<color=#fa993b>技能1</color>冷却,
