,id,dialog
,50022,嗬，嗬！
,50023,求饶吧！
,50024,去死吧！
,50025,嗬！
,50026,以暴制暴！
,50027,嗬——！
,50028,这么不禁打？！
,50029,记住，这是万吨的力量。
,50030,哈！
,50031,接下来是
,50032,百万吨怒击！
,50033,赶紧回家找妈妈吧！
,50034,这就是你的实力啦？小菜鸟~
,50035,姐姐并不是真得想伤害你。
,50036,亏大了，这次亏大了……给老娘等着……
玫瑰舞姬,50037,选我？很有眼光~
,50038,想和我共舞一曲么？
,50039,嘿，哈
,50040,弄疼你了吗~
,50041,可不能
,50042,分心哟~
,50043,千万不要爱上我哦~
,50044,可爱的生命啊，为我而绽放!
,50045,今晚你可就是我的人了~
,50046,啊，真是不好意思，你还好吗？
,50047,我还不想跟你回去，姐姐。
,50048,就这么离我而去了吗……不爱我了吗……
西蒙,50049,未来帝国第一剑士，参上！
,50050,都快等得不耐烦了！
,50051,来吧
,50052,全力进攻！
,50053,"嘿,嗬啊！"
,50054,没想到吧！
,50055,突破！
,50056,嗬啊！
,50057,快投降吧！
,50058,胜券在握！
,50059,嗬啊——
,50060,奥兹之剑斩断一切罪恶，斩！！
,50061,罪恶！
,50062,我的目标，可是帝国第一！奥兹剑士是最强的！
,50063,啊……我可从来不跟女孩子打架啊……
,50064,帝国第一剑士的称号换人咯！
,50065,已经…尽力了… 我一定……会变得……更加强大……
木禅,50066,生命于我，一期一会。
,50067,在苦难中修行。
,50068,嗬，哈！
,50069,接招吧！
,50070,嗬啊！
,50071,觉悟吧！
,50072,不要
,50073,妄动
,50074,恶念！
,50075,赎罪吧！
,50076,陷入无尽的羁绊!
,50077,失礼了。
,50078,你无法领悟生命的奥义。
,50079,等等……你是叫爱琳娜对吧？
,50080,没有什么值得眷恋……请把我留在……古加尼尔的森林……
泰雷,50081,让我来，拼死守护的时刻到了！
,50082,啊——！
,50083,破绽百出！
,50084,啊！
,50085,我无法放任罪恶不管，
,50086,嗬——啊！
,50087,罪恶无处可逃！
,50088,哈！
,50089,嗬！
,50090,做个了断吧！
,50091,赤诚，义理
,50092,合！
,50093,无论怎样，也要守护重要的事物。
,50094,这是我的分内之事。
,50095,你究竟是为了什么背叛罗兰？
,50096,我，永不背弃……
,50097,虽不能凯旋，荣光不灭。
温丽,50101,来咯来咯
,50102,去吧，火焰鸟!
,50103,哼，我生气了！
,50104,去吧，火焰鸟
乔伊,50105,只不过是个生命而已。
,50106,平庸的时代，终将翻篇。
,50107,阅读时间
,50108,别来打扰我。
,50109,我的能量
,50110,你无法预知。
,50111,啊，那就让你
,50112,马上
,50113,彻底消失！
,50114,魔神的力量
,50115,抹除一切！
,50116,我要的
,50117,是绝对的
,50118,宰制。
,50119,蝼蚁的生命如此短暂。我，就是所谓的，主宰。
,50120,你的小花招，可瞒不过我。
,50121,别再让我知道你背地里的事情。
,50122,我竟然……被算计了……
,50123,我的计划，就到此为止了么……
兰奇,50124,弱者的气息。
,50125,你怎么会有，能和我一战的错觉？
,50126,废物而已。
,50127,放弃吧！
,50128,弱者
,50129,都给我去死！！！
,50130,一切到此为止吧！
,50131,醒醒吧，看清你自己。
,50132,正义？强大即是正义。
,50133,我的弟弟，你还差得远呢！
,50134,老朋友，你阻止不了我的。
,50135,难道这就是失败的滋味吗? 是我低估了你……
檐鬼,50136,等待湮灭吧！
,50137,杀戮开始！
,50138,面对黑暗吧！
,50139,魍影
,50140,出动！
,50141,你在和死神对视!
,50142,撕咬吧!
,50143,啊！
,50144,嗬啊！
,50145,恐惧吧！
,50146,嗬——
,50147,啊！
,50148,在暗影的边缘，
,50149,收割生命！
,50150,继续！
,50151,哦~我又一次杀死了黎明！
,50152,光明终将消逝在黑夜里。
,50153,那，那是光么……
,50154,黑暗赐予我的，是一无所有么……
该隐,50155,嘿嘿嘿，小果实，我来咯~
,50156,你会是我的小果实吗~
,50157,滚开！
,50158,啊，鲜血
,50173,让鲜血四溅！
,50159,斩！
,50160,呵呵呵。
,50161,调皮~
,50162,血腥的味道~
,50163,当心哦！
,50164,要逃跑吗？！
,50165,嗬，哈，哈！
,50166,boom~呵呵~~
,50167,来吧，邀请你参加一场盛大的晚宴，哈哈哈哈~
,50168,哦~真是遗憾呢~
,50169,说起来，刚刚真是有意思呢！
,50170,小果实~有那么一点点长进哟！
,50171,值得么？为了那些懦弱的人？
,50172,有点……意思……你强大得让我兴奋。
,50174,嗬！哼！
,50175,哼！
,50176,嗯！
,50177,哦！
,50178,嘿！
,50179,拼死守护的时刻到了！
,50180,呀！哈！
,50181,嗬！嘿！
,50182,遵照芙蕾雅神之旨意
,50183,爆裂吧！火焰！
,50185,这只是意外啦~~
,50184,绝不能认输！
,50186,平庸的时代，终将翻篇！
,50187,拥抱死亡！
,50188,践踏！
,50189,碾碎一切！
,50190,准备！
,50194,彻底消灭！
,50193,来吧！
,50192,战个痛快！
,50191,杀！
爱琳娜,50201,嗯，终于轮到我了
,50202,出来吧，小白
泰雷,50301,我来为你们开路！
,50302,蓄能，释放！
爱琪,50401,不要太迷恋我哟~
,50402,你的视线，离不开我……
,50403,可爱的生命啊，为我而绽放~
兰奇,50501,闪开！
,50502,结束吧，一切都结束吧！
小石头人,10000,杀！狼王大人说统统杀掉！
雷克兽士兵,10001,嗷嗷嗷！别下手这么重啊，一点都不淑女！
雷克兽士兵,10002,我打工赚钱容易吗？你再打我，我就要哭了啊！
劫匪,10006,疼疼疼！就是在欺负人！
劫匪,10007,疼疼疼！根本沉醉不了！
卫兵,10008,卫兵：你们！大胆！我要告诉莱克大人！
卫兵-西蒙,10009,西蒙：你去啊！我早就看他不顺眼了！
哥布林小贼,10010,呃啊！是谁划破了我的宝袋！
矿石守卫,10011,嘴上说着对不起，也没有见你下手轻点啊！
强盗,10012,温丽：求饶吧！不过求饶我也不会放过你！
强盗,10013,强盗：可恶！我还会回来的……
罗丝,10014,贝拉：哼，像你这样娇滴滴的大小姐，知道什么！
爱琳娜,10015,爱琳娜：现在投降的话，还不晚。
爱琳娜,10016,西蒙：嚣张的家伙，要投降的是你！
该隐,10017,该隐：嗯？奥兹之力！你是兰奇的弟弟？
该隐,10018,西蒙：你认识我哥哥？你到底是谁？
该隐,10019,该隐：哦？用了我的战斗技巧？真有趣呢！
该隐,10021,该隐：没有让我失望哦！小果实们！
该隐,10022,该隐：今天就到这吧，期待下次见！
丧尸1,10036,丧尸1：啊~好饿啊，我要肉——
狼人战士,10037,狼人战士：嗷呜~热血在体内沸腾了！
丧尸2,10038,丧尸2：啊……呃……肉……
丧尸2,10039,爱琳娜：给我闭上你的嘴！
温丽,10031,温丽：说！这件衣服从哪里来的！
暗黑哥布林,10032,暗黑哥布林：噢！人类，贪婪的家伙！
西蒙,10033,西蒙：你这个哥布林有脸说我们？衣服是谁的？
爱琳娜,10034,爱琳娜：快说！这件衣服是谁的！
暗黑哥布林,10035,暗黑哥布林：难缠的家伙们！
大鱼妖,10041,你们人类这套苦情戏，我早就看腻了！
鹿角兽,10042,放开我的鹿角！我精心打理了三小时呢！
熊人战士,10043,是谁动了我的蜂蜜？
战魂之灵·冰,10044,不要怪我太冷，是你穿得太少。
战魂之灵·暗,10045,战魂之灵·暗：黑暗才是世界之主！
战魂之灵·暗,10046,温丽：也不看看自己几岁了，还说这么中二的话！
战魂之灵·火,10047,你们抵不过火焰的力量！
战魂之灵·光,10048,为什么你们的眼没有被我亮瞎……
,10066,不冬岛的主人是枭鹰族！
,10067,亚兹莫已经答应我们……
,10068,给我等着，迟早会用战舰驱逐你们！
