,id,dialog
,100105,我凭自己的本事骗得你，干嘛要负责？
吞骨沙虫,100106,夏天来了，又到了繁衍的季节。
毒尾蝎,100107,天气这么热，还是呆在这里凉快。
沙河虫,100108,那个该死的人类，敢来偷我的卵！
吞骨沙虫,100109,再过几天，我的孩子们就可以破壳而出了！
沙原魔蝎斯科恩,100110,那些毫无忌口的人类，我会替族人们复仇！
,100111,不要悲伤，不心急，忧郁的日子一定会过去。
,100112,只要好好采矿，我们矮巨人一定会重回巅峰。
,100113,这个珍贵的矿洞是属于我们矮巨人一族的！
,100114,偷懒的人是想和我的钢锤亲密接触吗？
,100115,啊……我是谁……
,100116,肉……我要A5级的肉。
,100117,灼烧吧！疼痛使我快乐！
,100118,哈哈哈！来，跪在我的脚下，求我啊！
精灵族剑士,100119,控制不了自己……好难过……
精灵族射手,100120,听·从·女·王·大·人·的·吩·咐。
石像鬼塔比瑟,100121,誓死效忠我的女王！
荆棘花妖,100122,精灵族也不过如此！蜘蛛女王大人才是最强大的。
魅魔修狄斯,100123,哭喊声，求饶声，是世界上最悦耳的声音~
蜘蛛女王艾达,100124,鲜血与黑暗，真是美妙的词汇！
不死者尼普,100125,统治……我是王……
双枪毒蝎,100126,我的毒液会渗透进你的骨髓！
,100127,人类，最恶心的种族！
,100128,我的大刀可以横扫千军，就问你怕不怕？
,100129,振兴鹿角兽一族，鹿鹿有责！
,100130,只要顺利完成任务，四蹄神大人一定会开心的。
,100131,咦~那边好像有动静。咦~这边好像也有动静。
,100132,到底哪里有动静？啊！是前面有动静。
,100133,呵呵呵，魔族伟大的复兴计划即将完成。
,100134,魔神大人的荣耀，将由吾来守护！
,100135,用人类的鲜血来染红我的独角，真是个好主意。
,100136,被我非凡的实力吓坏了吧？现在撤退还来得及。
,100137,夸奖我的话，我可以让你们死得轻松些~
,100138,我无坚不摧，而你们不堪一击。
,100139,试图阻挡我的人，只会死在我的斧下！
,100140,我的矿石，由我来守护！
,100141,我没有过去，也没有未来……
,100142,我会誓死保护魔族搜刮回来的东西的！
,100143,呵，人类，最容易被迷惑的种族。
金钱困难,100144,啊！为索加首领效忠！
,100145,撕碎你们，魔族的失败，我要你们以命偿还！
,100146,玫瑰团，并没有你们认为的那么不堪。
,100147,没有人可以在我的魔法里夺走我的东西。
,100148,你的钱是我的，我的钱还是我的。
,100149,我的毒无人能解，没有人能碰我的东西。
,100150,别想碰我的东西，否则我竖起的尾巴就不客气了。
,100151,走开走开，这是我的地盘，所有东西都归我。
,100152,我没有过去，也没有未来，只能守在这里……
,100153,生活不易，剩下的东西已经不多了。
,100154,我想飞，我想飞得更高~
,100155,可是……老大说，只要我们干得好，他就……
,100156,醒醒吧，你没有翅膀！
,100157,他是说过，但那一天真的会到来吗？
,100158,突然被调入总部，惊喜来得有些突然。
,100159,老大名言：自己的人生，自己负责。
,100160,老大名言：不要羡慕别人，珍惜自己拥有的。
,100161,我是最后一道防线，看来我很棒棒啊。
,100162,凭什么无用的鸟族拥有那么光鲜的羽毛，可恶!
,100163,居然对我珍贵的羽毛做出那样的事，不可原谅！
,100164,谢·谢·博·士·创·造·了·我。
,100165,可·是·感·谢·是·什·么？
,100166,人·类·的·感·情·真·复·杂。
,100167,眼·泪·是·什·么？
,100168,哪怕只有0.001%的机会，我也不会放过。
,100169,又是你们为什么对我纠缠不休！
,100170,宝藏都是我的想抢走它们做梦！
,100171,别的不在行逃跑我没有输过！
,100175,我要重新拥有真实的生命和完整的肉体……
,100176,只要实验成功，我就可以像鱼一样在海里生活。
,100177,鳍的缝合处发炎了，好痛……
,100178,再过几天，博士就要帮我手术了，好紧张！
,100179,能够加入这场伟大的实验，对你而言是多么荣幸。
,100180,莉莉，这里真无聊。
,100181,够强，才能保护想保护的人！
,100182,佣兵，只需要服从命令即可。
,100183,流的每一滴血，都是过往的见证。
,100184,我是一个没有感情的傀儡。
,100185,内心脆弱的人类，最容易操控。
,100186,不要试图挑战我，我怕你会哭。
,100187,想通过？先问问我手中铁锤和钢盾答不答应！
,100188,让我的箭再飞一会。
,100189,嗯哼，沉醉在我的花香中吧！
,100190,你们到此为止了，受死吧！
,100191,新的祭品，献给我的主人！
,100192,鲜嫩多汁，细腻弹牙。人类，让我回味无穷！
,100193,我……想活下去……
,100194,是我啊……不记得了么……
,100195,救……救我……
,100196,我才不屑人类的宝藏，只是老大的命令不能违背。
,100197,宝藏，令人心情愉悦的词汇。
,100198,罗兰宝藏属于我，你们都给我让开！
,100199,别做梦了，宝藏的主人只有一个人，那就是我！
,100200,必须打扫干净，不然男爵大人会生气。
,100201,大人有严重的洁癖，一点灰尘都无法忍受。
,100202,快点快点，大人马上就要来检查了。
,100203,糟糕，这里还没有打扫干净！
,100206,罗兰宝藏听起来是一个好东西，嗯，我要了。
,100207,有了宝藏就可以提高生活品质，冲啊！
,100208,奇怪……为什么心脏这么痛？
,100209,你们——受死吧！
,100210,忠于罗兰……呃——滚，都给我让开！
,100211,想拥有我，必须先让我吃掉你！
冰霜战魂,100212,从深渊传来的哀嚎，震慑每一个人。
火焰战魂,100213,从深渊传来的哀嚎，震慑每一个人。
光耀战魂,100214,从深渊传来的哀嚎，震慑每一个人。
幽暗战魂,100215,从深渊传来的哀嚎，震慑每一个人。
,100217,我看上的东西，谁也不需动！
,100218,追随亚兹莫大人，是今生最正确的选择。
,100219,黑色的羽翼象征着我们的强悍。
,100220,你们的死亡，会是今日最佳的美景。
,100221,扰乱计划的人，只有一个下场——死！
,100222,呵，凭那家伙的身体，能逃到哪里去呢？
,100223,伟大的亚兹莫大人将统领世界！
,100224,试图违抗亚兹莫大人？他怕不是傻。
,100225,苟延残喘的你，看起来真可怜啊！
,100226,我从未感受过如此充盈的能量，感恩亚兹莫大人！
,100227,无用的人做着无用的抵抗。对，说的就是你！
,100228,娇嫩的鲜花在我的手里枯萎，也别有一番滋味呢。
,100229,咔哒——再不活动，关节要生锈了。
,100230,听说有人闯入，我猜他们是不想活了。
,100231,既然他们不想活了，那我们就帮他们实现梦想吧。
,100232,只有我的选择，才能带领纳雅走向明天！
,100233,你们这些家伙，想对我的宝藏做什么？！
,100234,我伟大的实验快成功了，绝不会让你们夺走我的实验成果。
,100236,战士与物资我都已经筹备好了，你们别来碍事！
,100237,消灭……一切……入侵者
,100238,我是扬博士。汪！你们休想从这里通过！
,100239,……救……我……控制……宝箱……
,100240,接受黑魔法的洗礼，成为我的藏品之一吧！
,100241,坚守这里，驱逐一切入侵者！
,100242,你的东西是我的。而我的东西，无人能抢！
,100243,听说有人看上我的宝物，我倒要看看是谁的脑袋不想要了。
,100244,守护一切资源，消灭所有入侵者！
,100245,玫瑰团的宝物，由我来守护。
,100246,食物和宝物，都是我的！
,100247,大海的化身，将守护好博士所有的东西，诶嘿。
,100248,莉莉，既然乔伊让我带走那博士和他的东西，我们还是认真点吧！
,100250,假货？不，我比本尊还强大，我将替尼格斯大人守卫一切。
,100251,啊！守卫索加首领的一切！
,100252,永生使我强大，秘宝将赐予我无上的力量。
,100253,消灭……一切……觊觎……宝物……的……入侵者。
,100254,吼！毁灭吧！
,100255,消灭所有入侵者，我将为冥神献上祭品。
,100256,医生将我改造成四蹄神大人的模样。我将为他守护一切。
,100257,这就是黑魔法和科技带给我的力量？太棒了，你们也成为我的战利品吧！
,100258,我的地盘我做主，又有送上门的宝物了！
,100259,只要有黑暗的存在，我便永不可能被消灭！
,100260,撕碎你们，魔族的宝物，不容你们亵渎！
,100261,堕落深渊吧！你们能得到的，只会是失败的滋味。
,100262,活着？我还算活着吗？就因为要守在这该死的宝箱前？
,100263,唉！抢来抢去，到手的东西也就那么一点。
,100264,融合了99种生物基因的我，不会让你们夺走任何东西的。
,100291,别想了，一个银币也不给你！
,100309,啊！守卫这里的一切！
,100310,这里是我们的地盘，消灭所有入侵者！
,100311,是谁闯进来了？难道是肥美的猎物？
,100312,消灭入侵者！为首领献上祭品！
,100313,我要重新拥有真实的生命和完整的躯体……
,100314,堕落深渊吧！尝尝失败的滋味！
,100315,这个是？居然困住我们……撕碎！撕碎！
,100316,这是什么……撕碎！撕碎！
,100317,就不……应该……贪图……宝物……
,100318,听说有人看上我的宝物，我倒要看看是谁的脑袋不想要了。
,100319,你的钱是我的，我的钱还是我的。
,100320,你的东西是我的。而我的东西，无人能抢！
,100321,好东西就要一起分享，快把你身上的好东西全部交出来！
,100322,就算是帝国军队，也别想找到证据！
,100323,等这波风头过了，咱们就能过上逍遥的日子了！
,100324,俺只是收钱办事，要是被俺逮到，可别怪俺不给面子……
,100325,主宰，鲜血，肉块，这些东西实在让人兴奋。
,100326,经过尼格斯大人的改造后，我的魔法无人能挡！
,100327,我的……身体……怎么这样……
,100328,儿子，你在哪里？我的手……不对，这是儿子的手？
,200000,逃跑逃跑逃跑逃跑逃跑逃跑
,200001,自由啦，我要离开这个鬼地方！
,300000,战斗战斗战斗战斗战斗战斗
