,id,name,des
,40823,坚守·Ⅰ,助力英雄对战人族时，防御提升<color=#ff4a00>800</color>点。
,40921,星守·Ⅰ,助力英雄对战妖精时，防御提升<color=#ff4a00>300</color>点。
,40922,星守·Ⅰ,助力英雄对战妖精时，防御提升<color=#ff4a00>500</color>点。
,40923,星守·Ⅰ,助力英雄对战妖精时，防御提升<color=#ff4a00>800</color>点。
,41021,圣铠·Ⅰ,助力英雄对战魔族时，防御提升<color=#ff4a00>300</color>点。
,41022,圣铠·Ⅰ,助力英雄对战魔族时，防御提升<color=#ff4a00>500</color>点。
,41023,圣铠·Ⅰ,助力英雄对战魔族时，防御提升<color=#ff4a00>800</color>点。
,41121,闪回,助力英雄每次成功闪避攻击，奥义值回复<color=#ff4a00>20</color>点。
,41122,闪回,助力英雄每次成功闪避攻击，奥义值回复<color=#ff4a00>30</color>点。
,41123,闪回,助力英雄每次成功闪避攻击，奥义值回复<color=#ff4a00>45</color>点。
,40131,初源·Ⅰ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1000</color>点。
,40132,初源·Ⅰ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1100</color>点。
,40133,初源·Ⅰ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1200</color>点。
,40231,循转·Ⅰ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>20%</color>。
,40232,循转·Ⅰ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>25%</color>。
,40233,循转·Ⅰ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>30%</color>。
,40331,影御·Ⅰ,助力英雄对战精英时，防御提升<color=#ff4a00>15%</color>。
,40332,影御·Ⅰ,助力英雄对战精英时，防御提升<color=#ff4a00>21%</color>。
,40333,影御·Ⅰ,助力英雄对战精英时，防御提升<color=#ff4a00>30%</color>。
,40431,愈流,助力英雄每次上场回复<color=#ff4a00>3%</color>生命值。
,40432,愈流,助力英雄每次上场回复<color=#ff4a00>5%</color>生命值。
,40433,愈流,助力英雄每次上场回复<color=#ff4a00>8%</color>生命值。
,40531,狩垒·Ⅱ,助力英雄对战兽人时，防御提升<color=#ff4a00>10%</color>。
,40532,狩垒·Ⅱ,助力英雄对战兽人时，防御提升<color=#ff4a00>15%</color>。
,40533,狩垒·Ⅱ,助力英雄对战兽人时，防御提升<color=#ff4a00>20%</color>。
,40631,苍垒·Ⅱ,助力英雄对战异虫时，防御提升<color=#ff4a00>10%</color>。
,40632,苍垒·Ⅱ,助力英雄对战异虫时，防御提升<color=#ff4a00>15%</color>。
,40633,苍垒·Ⅱ,助力英雄对战异虫时，防御提升<color=#ff4a00>20%</color>。
,40731,光佑·Ⅱ,助力英雄对战亡灵时，防御提升<color=#ff4a00>10%</color>。
,40732,光佑·Ⅱ,助力英雄对战亡灵时，防御提升<color=#ff4a00>15%</color>。
,40733,光佑·Ⅱ,助力英雄对战亡灵时，防御提升<color=#ff4a00>20%</color>。
,40831,坚守·Ⅱ,助力英雄对战人族时，防御提升<color=#ff4a00>10%</color>。
,40832,坚守·Ⅱ,助力英雄对战人族时，防御提升<color=#ff4a00>15%</color>。
,40833,坚守·Ⅱ,助力英雄对战人族时，防御提升<color=#ff4a00>20%</color>。
,40931,星守·Ⅱ,助力英雄对战妖精时，防御提升<color=#ff4a00>10%</color>。
,40932,星守·Ⅱ,助力英雄对战妖精时，防御提升<color=#ff4a00>15%</color>。
,40933,星守·Ⅱ,助力英雄对战妖精时，防御提升<color=#ff4a00>20%</color>。
,41031,圣铠·Ⅱ,助力英雄对战魔族时，防御提升<color=#ff4a00>10%</color>。
,41032,圣铠·Ⅱ,助力英雄对战魔族时，防御提升<color=#ff4a00>15%</color>。
,41033,圣铠·Ⅱ,助力英雄对战魔族时，防御提升<color=#ff4a00>20%</color>。
,41131,反噬·Ⅰ,助力英雄对战时，反弹<color=#ff4a00>5%</color>受到的伤害。
,41132,反噬·Ⅰ,助力英雄对战时，反弹<color=#ff4a00>8%</color>受到的伤害。
,41133,反噬·Ⅰ,助力英雄对战时，反弹<color=#ff4a00>12%</color>受到的伤害。
,41231,坚铠,助力英雄的防御提升<color=#ff4a00>5%</color>。
,41232,坚铠,助力英雄的防御提升<color=#ff4a00>8%</color>。
,41233,坚铠,助力英雄的防御提升<color=#ff4a00>12%</color>。
,41331,预演,助力英雄对战冒险者时，<color=#ff4a00>40%</color>概率免疫普通攻击造成的伤害。
,41332,预演,助力英雄对战冒险者时，<color=#ff4a00>70%</color>概率免疫普通攻击造成的伤害。
,41333,预演,助力英雄对战冒险者时，<color=#ff4a00>100%</color>概率免疫普通攻击造成的伤害。
,41431,翼盾,助力英雄作为先锋出战时，回合开始获得等同生命上限<color=#ff4a00>5%</color>的护盾。
,41432,翼盾,助力英雄作为先锋出战时，回合开始获得等同生命上限<color=#ff4a00>7%</color>的护盾。
,41433,翼盾,助力英雄作为先锋出战时，回合开始获得等同生命上限<color=#ff4a00>10%</color>的护盾。
,41531,仇焰,助力英雄受到攻击时，获得暴击增益状态，提升1%暴击率，最高<color=#ff4a00>5</color>层。
,41532,仇焰,助力英雄受到攻击时，获得暴击增益状态，提升1%暴击率，最高<color=#ff4a00>8</color>层。
,41533,仇焰,助力英雄受到攻击时，获得暴击增益状态，提升1%暴击率，最高<color=#ff4a00>12</color>层。
,41631,猛毒,助力英雄使用辅助技时，施加中毒状态，伤害等同角色攻击力<color=#ff4a00>20%</color>。
,41632,猛毒,助力英雄使用辅助技时，施加中毒状态，伤害等同角色攻击力<color=#ff4a00>30%</color>。
,41633,猛毒,助力英雄使用辅助技时，施加中毒状态，伤害等同角色攻击力<color=#ff4a00>50%</color>。
,41731,幻舞,助力英雄使用辅助技后，伤害减免提升<color=#ff4a00>10%</color>。
,41732,幻舞,助力英雄使用辅助技后，伤害减免提升<color=#ff4a00>15%</color>。
,41733,幻舞,助力英雄使用辅助技后，伤害减免提升<color=#ff4a00>20%</color>。
,41831,灾亡,助力英雄的奥义技额外消耗一点奥义，并使伤害加成提升<color=#ff4a00>50%</color>。
,41832,灾亡,助力英雄的奥义技额外消耗一点奥义，并使伤害加成提升<color=#ff4a00>70%</color>。
,41833,灾亡,助力英雄的奥义技额外消耗一点奥义，并使伤害加成提升<color=#ff4a00>100%</color>。
,41931,虹吸,助力英雄在回合开始时有<color=#ff4a00>30％</color>概率吸收对手奥义条150点奥义值。
,41932,虹吸,助力英雄在回合开始时有<color=#ff4a00>50％</color>概率吸收对手奥义条150点奥义值。
,41933,虹吸,助力英雄在回合开始时有<color=#ff4a00>80％</color>概率吸收对手奥义条150点奥义值。
,42031,时流,助力英雄使用辅助技能后，减少所有技能冷却<color=#ff4a00>3</color>秒。
,42032,时流,助力英雄使用辅助技能后，减少所有技能冷却<color=#ff4a00>5</color>秒。
,42033,时流,助力英雄使用辅助技能后，减少所有技能冷却<color=#ff4a00>8</color>秒。
,42131,怒斩,助力英雄对战精英或领主时，暴击时伤害提升<color=#ff4a00>1%</color>，最高5层。
,42132,怒斩,助力英雄对战精英或领主时，暴击时伤害提升<color=#ff4a00>2%</color>，最高5层。
,42133,怒斩,助力英雄对战精英或领主时，暴击时伤害提升<color=#ff4a00>3%</color>，最高5层。
,40141,初源·Ⅱ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1200</color>点。
,40142,初源·Ⅱ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1300</color>点。
,40143,初源·Ⅱ,助力英雄对战非冒险者时，初始奥义值增加<color=#ff4a00>1400</color>点。
,40241,循转·Ⅱ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>30%</color>。
,40242,循转·Ⅱ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>40%</color>。
,40243,循转·Ⅱ,助力英雄对战非冒险者时，受击时回复奥义值提升<color=#ff4a00>50%</color>。
,40341,影御·Ⅱ,助力英雄对战精英时，伤害减免提升<color=#ff4a00>15%</color>。
,40342,影御·Ⅱ,助力英雄对战精英时，伤害减免提升<color=#ff4a00>20%</color>。
,40343,影御·Ⅱ,助力英雄对战精英时，伤害减免提升<color=#ff4a00>30%</color>。
,40441,固守·Ⅱ,助力英雄对战时，整场战斗<color=#ff4a00>1</color>次，受到的奥义技伤害降低<color=#ff4a00>15%</color>。
,40442,固守·Ⅱ,助力英雄对战时，整场战斗<color=#ff4a00>2</color>次，受到的奥义技伤害降低<color=#ff4a00>20%</color>。
,40443,固守·Ⅱ,助力英雄对战时，整场战斗<color=#ff4a00>3</color>次，受到的奥义技伤害降低<color=#ff4a00>25%</color>。
,40541,反噬·Ⅱ,助力英雄对战时，反弹<color=#ff4a00>8%</color>受到的伤害。
,40542,反噬·Ⅱ,助力英雄对战时，反弹<color=#ff4a00>11%</color>受到的伤害。
,40543,反噬·Ⅱ,助力英雄对战时，反弹<color=#ff4a00>15%</color>受到的伤害。
,40641,荣光,助力英雄对战时，任意技能击败任意对手后，回复自身生命值的<color=#ff4a00>7%</color>。
,40642,荣光,助力英雄对战时，任意技能击败任意对手后，回复自身生命值的<color=#ff4a00>10%</color>。
,40643,荣光,助力英雄对战时，任意技能击败任意对手后，回复自身生命值的<color=#ff4a00>15%</color>。
,40741,咒域,助力英雄受到的物理伤害降低<color=#ff4a00>6%</color>。
,40742,咒域,助力英雄受到的物理伤害降低<color=#ff4a00>9%</color>。
,40743,咒域,助力英雄受到的物理伤害降低<color=#ff4a00>12%</color>。
,40841,圣盾,助力英雄受到的魔法伤害降低<color=#ff4a00>6%</color>。
,40842,圣盾,助力英雄受到的魔法伤害降低<color=#ff4a00>9%</color>。
,40843,圣盾,助力英雄受到的魔法伤害降低<color=#ff4a00>12%</color>。
,40941,星运,助力英雄对战时，使用辅助技有<color=#ff4a00>35%</color>概率不消耗奥义。
,40942,星运,助力英雄对战时，使用辅助技有<color=#ff4a00>45%</color>概率不消耗奥义。
,40943,星运,助力英雄对战时，使用辅助技有<color=#ff4a00>65%</color>概率不消耗奥义。
,41041,石化,助力英雄对战时，攻击有<color=#ff4a00>30%</color>概率提升对手所有技能冷却时间1秒。
,41042,石化,助力英雄对战时，攻击有<color=#ff4a00>40%</color>概率提升对手所有技能冷却时间1秒。
,41043,石化,助力英雄对战时，攻击有<color=#ff4a00>60%</color>概率提升对手所有技能冷却时间1秒。
,41141,愈月,助力英雄受到的裂伤伤害降低<color=#ff4a00>40%</color>。
,41142,愈月,助力英雄受到的裂伤伤害降低<color=#ff4a00>60%</color>。
,41143,愈月,助力英雄受到的裂伤伤害降低<color=#ff4a00>85%</color>。
,41241,寒霜,助力英雄受到的灼烧伤害降低<color=#ff4a00>40%</color>。
,41242,寒霜,助力英雄受到的灼烧伤害降低<color=#ff4a00>60%</color>。
,41243,寒霜,助力英雄受到的灼烧伤害降低<color=#ff4a00>85%</color>。
,41341,辉佑,助力英雄受到的反弹伤害降低<color=#ff4a00>30%</color>。
,41342,辉佑,助力英雄受到的反弹伤害降低<color=#ff4a00>50%</color>。
,41343,辉佑,助力英雄受到的反弹伤害降低<color=#ff4a00>80%</color>。
,41441,净化,助力英雄的普通攻击有<color=#ff4a00>30%</color>概率移除自身一个负面状态。
,41442,净化,助力英雄的普通攻击有<color=#ff4a00>50%</color>概率移除自身一个负面状态。
,41443,净化,助力英雄的普通攻击有<color=#ff4a00>80%</color>概率移除自身一个负面状态。
,41541,罪守,奥义值低于1000点时，助力英雄的伤害减免提升<color=#ff4a00>10%</color>。
,41542,罪守,奥义值低于1000点时，助力英雄的伤害减免提升<color=#ff4a00>15%</color>。
,41543,罪守,奥义值低于1000点时，助力英雄的伤害减免提升<color=#ff4a00>20%</color>。
,41641,绝阵,生命值低于30%时，助力英雄的伤害减免提升<color=#ff4a00>10%</color>。
,41642,绝阵,生命值低于30%时，助力英雄的伤害减免提升<color=#ff4a00>15%</color>。
,41643,绝阵,生命值低于30%时，助力英雄的伤害减免提升<color=#ff4a00>20%</color>。
,41741,终刻,2位队友均战败时，助力英雄的伤害提升<color=#ff4a00>10%</color>。
,41742,终刻,2位队友均战败时，助力英雄的伤害提升<color=#ff4a00>15%</color>。
,41743,终刻,2位队友均战败时，助力英雄的伤害提升<color=#ff4a00>20%</color>。
,41841,眷顾,助力英雄使用辅助技时，有<color=#ff4a00>20%</color>概率使辅助技冷却时间降低<color=#ff4a00>50%</color>。
,41842,眷顾,助力英雄使用辅助技时，有<color=#ff4a00>25%</color>概率使辅助技冷却时间降低<color=#ff4a00>65%</color>。
,41843,眷顾,助力英雄使用辅助技时，有<color=#ff4a00>30%</color>概率使辅助技冷却时间降低<color=#ff4a00>100%</color>。
,41941,疾援,助力英雄进行援护时，有<color=#ff4a00>20%</color>概率使援护冷却时间降低<color=#ff4a00>50%</color>。
,41942,疾援,助力英雄进行援护时，有<color=#ff4a00>25%</color>概率使援护冷却时间降低<color=#ff4a00>65%</color>。
,41943,疾援,助力英雄进行援护时，有<color=#ff4a00>30%</color>概率使援护冷却时间降低<color=#ff4a00>100%</color>。
,42041,耀光,助力英雄进行援护时，有<color=#ff4a00>20%</color>概率不消耗奥义。
,42042,耀光,助力英雄进行援护时，有<color=#ff4a00>25%</color>概率不消耗奥义。
,42043,耀光,助力英雄进行援护时，有<color=#ff4a00>30%</color>概率不消耗奥义。
,42141,审判,助力英雄在对手的生命值低于30%时，攻击力提升<color=#ff4a00>8%</color>。
,42142,审判,助力英雄在对手的生命值低于30%时，攻击力提升<color=#ff4a00>11%</color>。
,42143,审判,助力英雄在对手的生命值低于30%时，攻击力提升<color=#ff4a00>15%</color>。
,1011641,疾刃,西蒙使用飞天·疾斩后，随机降低一个技能冷却时间<color=#ff4a00>15秒</color>。
,1011642,疾刃,西蒙使用飞天·疾斩后，随机降低一个技能冷却时间<color=#ff4a00>20秒</color>。
,1011643,疾刃,西蒙使用飞天·疾斩后，随机降低一个技能冷却时间<color=#ff4a00>30秒</color>。
,1021641,裁决,泰雷对战单个对手时，提升<color=#ff4a00>10%</color>暴击率及<color=#ff4a00>10%</color>奥义值回复率。
,1021642,裁决,泰雷对战单个对手时，提升<color=#ff4a00>15%</color>暴击率及<color=#ff4a00>12%</color>奥义值回复率。
,1021643,裁决,泰雷对战单个对手时，提升<color=#ff4a00>25%</color>暴击率及<color=#ff4a00>15%</color>奥义值回复率。
,1031641,堕印,兰奇<color=#ff4a00>首次援护登场</color>时，获得暗黑之魂印记及同名负面状态。
,1031642,堕印,兰奇<color=#ff4a00>前2次援护登场</color>时，获得暗黑之魂印记及同名负面状态。
,1031643,堕印,兰奇<color=#ff4a00>每次援护登场</color>时，获得暗黑之魂印记及同名负面状态。
,1041641,苍盾,木禅获得护盾时，护盾效果提升<color=#ff4a00>25%</color>。
,1041642,苍盾,木禅获得护盾时，护盾效果提升<color=#ff4a00>35%</color>。
,1041643,苍盾,木禅获得护盾时，护盾效果提升<color=#ff4a00>60%</color>。
,1051641,烈风,葛莱蒂丝的闪避提升<color=#ff4a00>5%</color>。
,1051642,烈风,葛莱蒂丝的闪避提升<color=#ff4a00>8%</color>。
,1051643,烈风,葛莱蒂丝的闪避提升<color=#ff4a00>12%</color>。
,1061641,影镖,檐鬼每获得一枚飞镖，有<color=#ff4a00>40%</color>概率使援护冷却时间降低1秒。
,1061642,影镖,檐鬼每获得一枚飞镖，有<color=#ff4a00>65%</color>概率使援护冷却时间降低1秒。
,1061643,影镖,檐鬼每获得一枚飞镖，有<color=#ff4a00>100%</color>概率使援护冷却时间降低1秒。
,1071641,箴言,四字箴言同时存在时，夜崎隐受到的伤害降低<color=#ff4a00>8%</color>。
,1071642,箴言,四字箴言同时存在时，夜崎隐受到的伤害降低<color=#ff4a00>12%</color>。
,1071643,箴言,四字箴言同时存在时，夜崎隐受到的伤害降低<color=#ff4a00>20%</color>。
,1081641,愈印,每个生命印记使阿德琳的辅助技回复生命值提升<color=#ff4a00>10%</color>。
,1081642,愈印,每个生命印记使阿德琳的辅助技回复生命值提升<color=#ff4a00>14%</color>。
,1081643,愈印,每个生命印记使阿德琳的辅助技回复生命值提升<color=#ff4a00>20%</color>。
,2011641,辉焰,温丽<color=#ff4a00>首次援护登场</color>时，获得<color=#ff4a00>1</color>个焰火祭典。
,2011642,辉焰,温丽<color=#ff4a00>每次援护登场</color>时，获得<color=#ff4a00>1</color>个焰火祭典。
,2011643,辉焰,温丽<color=#ff4a00>每次援护登场</color>时，获得<color=#ff4a00>2</color>个焰火祭典。
,3011641,爆烈,爱琳娜的生命值低于50%/20%时，暴击率相应提升<color=#ff4a00>5%</color>/<color=#ff4a00>10%</color>。
,3011642,爆烈,爱琳娜的生命值低于50%/20%时，暴击率相应提升<color=#ff4a00>8%</color>/<color=#ff4a00>15%</color>。
,3011643,爆烈,爱琳娜的生命值低于50%/20%时，暴击率相应提升<color=#ff4a00>12%</color>/<color=#ff4a00>20%</color>。
,3021641,饮命,爱琪对战男性时，将吸收等同自身伤害<color=#ff4a00>10%</color>的生命值。
,3021642,饮命,爱琪对战男性时，将吸收等同自身伤害<color=#ff4a00>14%</color>的生命值。
,3021643,饮命,爱琪对战男性时，将吸收等同自身伤害<color=#ff4a00>20%</color>的生命值。
,4011641,暗龙,乔伊黑暗状态、诅咒状态的施加成功率提升<color=#ff4a00>10%</color>。
,4011642,暗龙,乔伊黑暗状态、诅咒状态的施加成功率提升<color=#ff4a00>15%</color>。
,4011643,暗龙,乔伊黑暗状态、诅咒状态的施加成功率提升<color=#ff4a00>30%</color>。
