,id,hero_id,index,title,content
,10205,102,5,父与子,<line-indent=8em>“你的肩膀怎么了？”<br>看到泰雷受伤的肩膀，泰雷爸爸低沉地问道。<br>“又被人袭击了吗？帝国是我们的荣耀，为它付出是我们的责任。但你身在前线必然存在着极高的风险。何不顺应我意，继承我的位置，为帝国的司法做出更多的贡献。”<br>“不，只有站在前线，我才能成为国家的剑与盾，毫无保留地捍卫人们的安全。”<br>“唉！你有着我们家族独有的强悍体格，同时也留有你母亲那奥兹家族的血脉，仿佛冥冥之中指引着你走向战士这条路。”<br>“……”<br>“我无意对你进行过多的干预，但你身为家族的长子，既然选择了这条路，那就给我舍弃掉所有的天真。若你选择化为帝国的剑盾，那就给我变得无比的强大，让帝国绝无可能被撼动。”<br>“听懂了吗？小雷雷。”<br>“知道了，爸比。”<br>在温馨的氛围中，两人优雅地吃着他们的晚餐，只有旁边的管家眯着双眼，语塞地看着两人。
,10206,102,6,玫瑰的邂逅,<line-indent=8em>“可恶，失算了。没想到他们的人数如此的多，我不应该一个人行动的。不过，那群人居然握有这么珍贵的东西，也是难得。”受了重伤的女孩背靠在树前，鲜血染红了她的右臂。她低头看着手中的魔法宝珠，忍不住会心一笑。<br>“搜，赶紧给我搜。那小娘们受了这么重的伤，不可能跑远的。等老子逮到她，一定要让她知道什么是真正的男人。”<br>愤怒的土匪们猥琐地笑了起来，随即便展开了地毯式搜索。全方位的包围使她无路可退，正好看到前方有个小酒馆，咬着牙便潜行了过去。<br>泰雷奉国王的命令来到此地执行任务，长途跋涉的他刚好在这间小酒馆中休息。他一丝不苟地端坐在那边，众人不需多言也察觉到他并非等闲之辈。<br>一声巨响，大门被粗鲁地撞开，一大群土匪涌入。他们肆无忌惮地叫嚣着，似乎在找着什么东西。“小娘们，爷知道你在这里，识趣的就自动出现，否则等爷把这里翻个底朝天后，那就有你好受了。”土匪的领头嚣张地掀翻了桌子，朝酒馆内喊着。眼看这群土匪就要把酒馆给砸了，泰雷拿起了腰间上的剑，往桌上一拍。撞击的声音响遍酒馆，而他依然泰然自若地吃着手中的面条。<br>“你小子哪儿根葱，爷在办事，你……帝国军官？”正打算发怒的土匪头领被身边的手下们拉着。原来，他们看到了泰雷军服上的军官标志，这可让他们万分忌惮。<br>“军队吗？……可恶，惹到军队可是大事。王八蛋，先撤出这里，但包围着附近，不许让那小娘们逃掉。”土匪首领狠狠地盯着泰雷，在环视了一圈后便领着手下们撤出了酒馆。众人纷纷上前表达感激之意，但泰雷笑了一笑，便继续吃着他的面。<br>暗处中，受伤的少女长长地呼了一口气，这一劫算是暂时逃过了。她看着泰雷，满是感激之情，同时也对眼前这位俊朗的男孩产生了一种莫名的好感。捂着伤口的她走到了泰雷的桌前，将自己身上常年佩戴的翡翠玫瑰挂在了一脸错愕的泰雷身上，露出了她许久不见的笑容，便头也不回地转身离去了。
,10301,103,1,故事的开始,<line-indent=8em>奥兹家族百年一遇的天才少年，很小的时候便将父亲所授的基础剑术融会贯通，琢磨出新的剑术。无论何时，他都遵从着自己心中的大义而行动。
,10302,103,2,推理之魂,<line-indent=8em>“西蒙，今天内完成这些我出的简短案件推理题。你要认真做，这是训练之一。”<br>兰奇将手中的习题放在了西蒙面前，并认真地交代着。<br>“哥哥，我就从来没有成功答对过，这何必继续这样折磨我呢？而且，这些习题究竟有什么用呀？”<br>“我们身为奥兹家族的战士，除了需要有强大的力量外，还需要有杰出的洞察能力和出色的逻辑思维能力。所以，这些习题可以为你带来很好的训练。”<br>“好吧……你说得对。但是，你怎么每天都给我出那么多题啊？我觉得你的推理灵感真的源源不绝呃！”西蒙困惑地看着兰奇。<br>“……”<br>“哥哥，其实你是不是自己也很享受设计这些推理题目的过程啊？”西蒙突然神色一变，调侃地说道。<br>“……记得要认真做，明天我会来检查的。”说完兰奇便转身离去了。<br>……<br>看着手中的习题纸，西蒙内心有着说不出的滋味。兰奇在小时候会不停地给西蒙制作案件推理题目，而这些回忆充斥着西蒙的脑海。<br>“哈哈，虽然哥哥说他是为了锻炼我。但我始终觉得，他应该是自己喜欢构思推理题目，才强迫我回答的吧！”<br>“看到他每次都写得这么有兴致，或许在另外一个世界里，他真的是一名推理小说家也说不定呢！”
,10303,103,3,力量的真理,<line-indent=8em>“父亲，我想请教您，力量到底是什么啊？”兰奇认真地问着他的父亲。<br>“哈哈，你觉得的呢？”<br>“嗯，我觉得力量是关乎生死，别于强弱，源于自身，寄身于剑的表现吧？”听到兰奇的回答，他的父亲眼前一亮。<br>“想不到，年纪小小的你已经想得这么深了。不过，你说得对，也说得不对。一切的力量，都需要一个泉源。面对所爱之人挺身而出，那是爱的力量；为了弱者拔刀相助，那是正义的力量；面对困难永不放弃，那是坚毅的力量。魔物，坏人也有他们的力量，但他们的力量往往浮于表面，内心的力量却极为软弱。所以，真正的力量源于心。这样你的每一次攻击，都会坚定不移。”对于父亲的这一席话，虽然兰奇似懂非懂。但同时，这段话也深深地刻在了他的灵魂深处。<br>“兰奇，你天资聪颖。虽然你年纪还小，但我认为你已经够资格习剑了。从明天起，我将开始授予你奥兹家族引以为傲的剑术。先从基础剑术开始，接着会逐步将所有的剑术传授给你。”<br>……<br>时间一天天过去，兰奇以惊人的学习速度领悟奥兹家族的基础剑术，甚至融会贯通。经过努力不懈的训练后，兰奇已得到很大的提升，只待学习下一阶段的高阶剑术了。然而，巨变却在这时发生。魔族发动了大规模的突袭，攻占了帝国的要塞，也结束了他们和平的日子。兰奇带着西蒙逃回了皇城，而父亲的下落则不得而知了。
,10304,103,4,觉醒之日,<line-indent=8em>胸口上那撕心裂肺的疼痛刺激着兰奇的每一根神经，不到四岁的兰奇承受着前所未有的疼痛。从小开始，他便十分为家人着想。为了不让家人担心，他独自跑到了后山抵抗着这煎熬的疼痛。<br>随着时间的推移，这种磨人的痛楚逐渐平缓，原本感到呼吸困难的兰奇连忙深吸了几口新鲜空气。重新站立起来的他晃了晃手脚，却发现自己的身体出现了一些微妙的变化。他的每次跳跃都变得十分有力而迅速，几次跳跃便已到数百米外，这已非正常人所能做到的了。兰奇连续高强度的移动，却没有感觉到丝毫的疲惫与气喘。在这一瞬间，他才真正确认了自己身体的巨变。<br>记得父亲曾跟他说过关于奥兹家族中“量化之力”的事情，而他身上的变化，基本上与“量化之力”觉醒后的特点吻合。但兰奇记得，这种力量应该要成年后才会出现，而这跟他现在的年龄差得可不少啊！困惑的兰奇决定回去问问他的父亲，拔腿便飞奔了起来。<br>极速的奔跑，没有为兰奇的身体带来一丝负担，甚至依然游刃有余。这时，一个熟悉的身影出现在不远处，那居然是他极为敬佩的存在——最强奥兹战士。虽然他年事已大，但至今依然是十分强悍的存在，而且他的不败传说更是在奥兹家族中广为流传。看着他杀气腾腾地往山顶前进，这激起了兰奇的好奇之心。因此，他偷偷地跟了上去，只为确定是什么原因，让这位最强奥兹战士的神情如此的凝重。
,10305,103,5,最强的陨落,<line-indent=8em>“磅！”一声巨响，滔天的沙尘迎面而来。缠绵不绝的余震让躲藏在石头后的兰奇坐倒在地上。勉强抵抗着能量冲击的他，眯着双眼地看向了声源，只见两名战士正全神贯注地对战着。其中一名战士不是他人，正是兰奇一路尾随的最强奥兹战士。在兰奇的认知里，这名战士是除了父亲外，最为强大的人。然而，另一名黑衣男子却跟他打得有来有回，甚至稍占上风。得益于“量化之力”的觉醒，使兰奇得以隐约地看见两人间的过招。双方攻守了几百个来回，却仍没有丝毫的破绽，或许这场战斗不会这么快结束。<br>然而，出乎意料的情况出现了。最强奥兹战士的右脚处出现了泥土塌陷的现象，导致交锋中的他一时没注意而踩了个空，造成了不到半秒的空隙。虽然只是短短的一瞬间，但同样是高手的黑衣男子可不会就此放过如此珍贵的良机，以迅雷不及掩耳之势将手中的双剑击出。逆境下，最强奥兹战士的大剑爆发了强大的力量，自信的神情展示着自己挡下这一击的信心。但，太迟了。虽然爆发的能量成功将黑衣男子震得七孔流血，但黑衣男子的双剑已狠狠地插进了最强奥兹战士的胸膛中。至死，他都以为自己成功地挡下了这一击。<br>最强奥兹战士，败了。<br>这一幕对兰奇造成了深深的震撼。这一场战斗，实在非常激烈。奥兹家族中的顶级强者，居然就在他的面前陨落了。黑子男子气喘吁吁地将他的双剑拔出，递给了不知何时出现的黑衣男孩，示意他去清洗剑刃上的血迹。<br>就在此时，兰奇好像领悟了什么。回想起父亲对于力量的教诲，他有着说不清摸不着的感觉，一个想法在心中滋生。他意识到，最强之名不过是称号罢了。力量的本源，便是回归到生死。再强大的力量，在死亡后也将就此消逝。或许只有正视自己的力量，并懂得为何而用，才能成就真正意义上的“最强”。兰奇搀扶着颤抖的双腿并站了起来，只想立即离去。在他一个转头，正好与在擦拭着双剑的小男孩对视了。不过是一刹那，但两人在对方的眼中都读到了截然相反的东西。他们彼此知道，这一场战斗对于他们两人来说都极具意义。<br>不知为何，兰奇有一种直觉。在不久的将来，自己定会与这名男孩再次相逢。
,10306,103,6,以兄之名,<line-indent=8em>逃回了皇都的兰奇身心疲惫，瞬间的巨变让兄弟两人的生活不复从前。看着身旁的西蒙，他知道自己往后的责任将更加重大。已失去了父亲的他，发誓绝不能再让自己心爱的弟弟受到生命危险。<br>兰奇在父亲的身上只学到了基础剑术，已完全掌握的他一时不知如何突破，一面无形的墙壁阻挡着他继续前行。苦恼的他一边钻研着如何变强，另一方面严厉地指导着西蒙迅速掌握基础剑术。虽然兰奇十分溺爱西蒙，但唯独在剑术的传授上没有丝毫的怠慢。他每天让西蒙跟着自己进行着地狱般的修炼。据后来西蒙的回忆，他称之为“恶魔时期的兰奇”。<br>小西蒙的生日逐渐接近，想到即将归来的父亲，西蒙的心中充满了期盼。但同时，他又有着一种说不出来的异样感。<br>“哥哥，你说爸爸能来得及回来吗？”<br>“或许吧……”<br>……<br>转眼之间，西蒙的四岁生日到了。惆怅的众人苦恼着如何将这个善意的谎言继续编下去，这对他们来说实在太难了。<br>“西蒙，父亲他可能赶不回来，我们……”<br>“哥哥……你不用再说了。其实，爸爸早就回不来了，是吗？”带着哭腔的西蒙再也忍不住了，破碎的期盼支撑不起他内心最后的防线。<br>“……其实，你们直接跟我说就好了呀！我……我……”放声大哭的西蒙陷入了失控的状态，而兰奇内心则充满了矛盾。随着西蒙负面情绪的不断累积，耀眼的光芒从他的右手散发。兰奇认出这个场景，没想到在极度的悲伤中，西蒙居然觉醒了自己的“量化之力”。正打算出手制止的兰奇突然领悟到了什么。他运转起体内的“量化之力”，一气呵成地使出了早已驾轻就熟的基础剑法，强大的能量迅速迸发，简单的基础剑法瞬间变得变幻莫测。虽然仍显得十分生疏，但兰奇这一次的尝试，终于让他悟到了奥兹家族的高阶剑术。<br>回到这一刻，兰奇需要处理的是将力量随时可能失控的西蒙进行安抚。他运起了自身的“量化之力”，绕到西蒙的身后并一把将他抱在怀里，在他的耳边安慰着：<br>“西蒙，抱歉……是我说谎了。父亲再也回不来了，但他可不喜欢看到你现在这个样子，冷静下来吧！”随着兰奇的话语，西蒙右臂上的光芒逐渐收敛，一切回归平静，只剩下西蒙的哭声久久回荡。
,10401,104,1,故事的开始,<line-indent=8em>沉默寡言的大龄少年，醉心于修炼，在生活中有着极强的自控能力。在他看来，自己所经历的一切苦难，都是修行的必经之路。
,10402,104,2,我们不一样,<line-indent=8em>很多人会将我们树人跟树精混为一谈，以为我们是同一个种族。实际上，无论从本源还是外貌上，我们与树精都没有相同点。所以，当外乡人将我们与树精混为一谈时，大多数的树人都很反感这种失礼的行为。不过，我自己对此倒不是太过在意，毕竟人类，精灵等，对于我来说也没有太大的差别。<br>“爱琳娜，你负责防守左边，我负责防守右边。”<br>“你……你是故意的吧！我说了很多次，我是温丽，不是爱琳娜姐姐！还有，我也并不需要你的指挥。”温丽生气地跺脚而去。<br>你看，人类除了可以用男女来区分，还要其他的辨认办法吗？他们长得一模一样，实在难以分辨了。我们树人就不一样了，每一片的树叶都有着自己独有的纹路形态。所以我也很难理解他们为什么无法分辨我们与树精。不过，我依然大度地选择原谅他们。
,10403,104,3,蘑菇成长期,<line-indent=8em>三月的雨让人有些厌烦，淅淅沥沥地下个不停。树人们又迎来了他们最厌恶的时节。在如此适合菌类生长的气候里，树人们的身上又长出了他们熟悉的朋友——小蘑菇。即使强如木禅，也每天备受煎熬。蘑菇们像顽强的杂草，无论如何都除之不尽。<br>虽然树人们不喜欢长在他们身上的蘑菇，但它们对于其他的种族来说却是美味的食材。所以树人们会将身上这些烦人的东西摘下来，然后转手卖给其他的种族，美其名为资源利用。由于这些蘑菇长在不同的树人身上，所以即使是同一品种，却可以带来截然不同的味道。当真是一个蘑菇，却有着千万惊喜呢！<br>其他的种族对于这些物美价廉，味道独特的蘑菇非常满意。一到时节，就争先恐后的向树人部落订购，不过他们并不知道这些蘑菇产自树人的身体……树人们有时会想，如果其他种族的人知道了这些蘑菇的来源后，到底脸上会露出什么样的表情呢？
,10404,104,4,大龄少年,<line-indent=8em>“大家，再过不久就要到大小姐的生日了。我们为她举办一场盛大的生日派对吧！”西蒙饶有兴致地跟小伙伴们说着，然而却木禅一脸的不解。<br>“生日派对？抱歉，我有点疑惑，为什么要举办生日派对呢？”<br>面对着木禅的疑问，西蒙等人一时之间无法解释。<br>“尤其人类特别在意自己的生日，可是我实在无法理解。我也曾尝试计算自己的年龄，但到了六十四岁后，我感觉到这件事情根本没有任何的意义。只要活着就好，何必要去数自己在世间度过了多少年？”<br>“木禅，虽然你说得也很对，但是我认为生日的意义不仅仅是为了计算自己活了多久，它也给予亲友对你表达爱意的机会。或许生日本身并不是一件大事，可是这不妨碍我们重视它。让它成为人与人之间的连接，多么好啊！所以直到现在，我依然会期待着自己的生日。”葛莱蒂斯认真地回答。<br>“是吗？生日还有这样的意义啊！”听完葛莱蒂斯的解释后，木禅陷入了沉思。<br>“对了，木禅你现在几岁啊？”西蒙好奇地问道。<br>“虽然没有仔细数过年轮，不过大概有三百岁了吧”<br>“……三百岁？！”<br>“对的，因为森林里的居民本身寿命就比较长，而树人更是如此。”<br>看着一脸理所应当的木禅，西蒙挠着头，转身对身边的伙伴们低声说道。<br>“震惊！我们所有人的岁数加起来居然还没有木禅大！不过我决定了。等木禅生日的时候，我们替他精心筹备一场别开生面的生日派对，让他度过一个最棒的生日。”
,10405,104,5,生日快乐,<line-indent=8em>“西蒙，大家都去哪里了？我们不是要赶去树心城吗？”巡逻回来的木禅发现其余人都不见踪影，不禁有些疑惑。<br>“可能是肚子饿，去寻找食物了。要不，我们去他们吧。”<br>“对了，木禅。你喜欢吃什么？”<br>“光。”<br>“哈？”<br>“准确的说是曙光。对于树人而言，清晨的曙光是最好吃的食物。我平常早起就是为了在曙光下进行光合作用。而人类的食物，对我并没有太大的吸引力。”<br>“……”西蒙完全目瞪口呆了。就在这个时候，大吉出现在两人背后，手里捧着一块大蛋糕，上面写着（）百岁快乐。<br>“木禅，生日快乐！虽然你并不在意生日，但我们还是希望你能度过一个难忘的生日。至于你究竟是几岁……哎呀，这个不重要，开心就好嘛。”大家兴奋地说到，只有西蒙一脸尴尬。<br>“……木禅他，可能……”<br>就在这个时候，木禅大步走了向前，切了一小块蛋糕往嘴里塞。<br>“谢谢你们，我很喜欢这个蛋糕。”木禅笑着感谢大家，并对着西蒙摇了摇头，示意他没事。大家相视而笑，欢呼着这次惊喜的成功，只有主策划西蒙内心复杂，不知是否应该开心。后来，西蒙才知道虽然树人平常并不会特意去吃人类的食物，但还是能食用一些简单的食物。
