,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,repeated,optional,optional
,200102,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,1001064,100009,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200103,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,1001066,100011,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200104,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,1001067,100012,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200105,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,1001068,100013,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
,200106,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,1001069,100014,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200109,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100005,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200110,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100005,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200112,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100006,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200115,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100005,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200116,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100007,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200118,1.2,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100008,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200121,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100023,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200122,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100024,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200124,1.2,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100025,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200125,1.2,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100026,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200128,1.5,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100027,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200133,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100060,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200134,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100059,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200135,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100061,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200136,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100064,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200137,1.5,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100065,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200151,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100017,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
,200152,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100018,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200153,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100021,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200156,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100022,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200160,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200161,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100036,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200162,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100037,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200163,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100038,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200164,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100039,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200165,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100040,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200166,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100041,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200167,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100042,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200168,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100043,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200169,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100044,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200170,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100045,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200171,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100046,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200172,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100047,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200173,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100048,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200176,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100049,200001,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200177,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100050,200001,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200178,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100051,200001,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200179,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100052,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200182,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100058,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200188,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100066,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200189,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100066,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200190,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100066,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200191,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200197,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100076,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200198,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100077,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200199,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100078,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200200,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100079,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200201,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100080,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200202,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100068,0,0,5,3,,0,0,1,0,1,0,0,0,0,,1,
,200203,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100073,0,0,5,3,,0,0,1,10050,0,0,0,0,0,,1,
,200204,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100074,0,0,5,3,,0,0,1,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200205,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200206,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200207,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200208,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100031,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200209,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100069,0,0,5,3,,0,0,1,0,0,0,0,0,0,,1,
,200210,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100070,0,0,5,3,,0,0,1,0,0,0,0,0,0,,1,
,200211,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100072,0,0,5,3,,0,0,1,10050,0,0,0,0,0,,1,
,200213,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100085,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200214,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100086,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200217,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100089,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200219,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100091,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200226,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100099,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200227,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100100,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200228,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100103,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200229,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100101,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200230,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100105,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200232,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100094,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200233,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100095,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200234,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100096,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200235,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100097,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200236,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100098,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200237,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100338,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200238,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100339,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200239,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100340,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200241,1,68,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100342,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200242,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100106,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200243,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100107,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200244,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100108,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200245,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100109,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200246,1.5,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100110,0,0,5,3,,0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200247,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100111,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200248,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100112,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200249,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100113,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200250,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100114,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200251,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,5,0,0,0,1,0,0,0,0,,1,
,200252,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,5,0,0,0,1,0,0,0,0,,1,
,200253,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,5,0,0,0,1,0,0,0,0,,1,
,200254,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100118,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200256,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100116,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
,200257,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100117,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
,200259,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100392,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200260,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100393,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200261,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100394,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200262,1,60,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100395,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
魅魔修狄斯,200263,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100123,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
精灵族剑士,200264,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100119,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
精灵族射手,200265,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100120,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
石像鬼塔比瑟,200266,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100121,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
荆棘花妖,200267,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100122,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
双枪毒蝎,200268,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100126,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
蜘蛛女王艾达,200271,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100124,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200272,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100359,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200273,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100360,0,0,3,5,,5,7,0,0,0,0,0,0,0,,1,
,200274,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100361,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200275,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100362,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200276,1,66,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100363,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
精灵战士,200280,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100380,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
精灵弓箭手,200281,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100381,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
绿林花妖,200283,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100383,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
蜘蛛女王,200285,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100385,0,0,5,3,,0,0,0,0,1,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
邪冥领主弗德,200286,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100136,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
苍蓝领主拉弥娅,200287,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100137,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
石像领主厄迦,200288,1.2,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100138,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
亡魂死徒,200289,1.2,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100131,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
鹿角兽,200290,1.2,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100127,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
亡魂死士,200291,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100132,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
巨刃鹿角兽,200292,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100128,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
深渊毒角兽,200293,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100135,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
亡魂死徒,200294,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100131,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
亡魂死士,200295,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100132,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
暗黑骑士,200296,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100133,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
鹿角兽,200297,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100127,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
巨刃鹿角兽,200298,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100128,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
阔斧鹿角兽,200299,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100130,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
食魂鹿角兽,200300,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100129,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
魔影骑兵,200301,1,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100134,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
萨米尔,200302,1.5,52,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100139,0,0,5,3,"0,0,0",0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,200303,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100141,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200304,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100140,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200305,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100158,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200306,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100159,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200307,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100160,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200308,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100161,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200309,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100162,0,0,5,3,,0,0,0,0,1,0,0,0,0,,1,
,200310,1,65,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100163,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200311,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200312,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100154,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200313,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100156,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200323,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100155,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200324,1,67,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100157,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200325,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200326,1,71,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100164,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200327,1,71,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100165,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200328,1,71,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100166,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200329,1,71,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100167,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200330,1,71,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100168,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200331,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100169,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200332,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100170,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200333,1,53,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100171,0,0,3,5,,0,0,0,0,0,0,0,0,0,,1,
,200352,1,72,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100176,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
