,required,required,required,required
,105,6000148,120023,1
,106,6000148,1,80
,107,6000149,120023,1
,108,6000149,1,100
,109,2000625,3060610,5
,110,2000663,3060410,5
,111,2000665,3060610,5
,112,2000666,3060610,5
,113,2000668,3060410,5
,114,2000668,204020,2
,115,2000676,3060510,5
,116,2000678,3060610,5
,117,2000678,204020,1
,118,2000674,3060610,5
,119,2000669,3060210,5
,120,2000664,3060410,5
,121,2000664,204020,2
,122,2000675,3060510,5
,123,2000667,3060610,5
,124,2000680,3060110,5
,125,2000680,204020,1
,126,2000681,3060610,5
,127,2000681,204020,1
,128,2000592,3060110,5
,129,2000592,204020,1
,130,2000593,3060110,5
,131,2000593,1,50
,132,2000352,2130212,1
,133,2000352,2130222,1
,134,2000353,3,50000
,135,2000353,2120013,1
,136,2000354,2130232,1
,137,2000354,2130242,1
,138,2000355,120022,5
,139,2000355,120023,1
,140,2000356,3,50000
,141,2000356,3030013,1
,142,2000357,5001012,1
,143,2000357,5002012,1
,144,2000357,5003012,1
,145,2000358,3,50000
,146,2000358,2110001,30
,147,2000359,3,50000
,148,2000359,2120013,2
,149,2000360,120012,5
,150,2000360,120013,1
,151,2000361,3,50000
,152,2000361,2130313,1
,153,2000361,2130323,1
,154,2000362,3,50000
,155,2000362,2130333,1
,156,2000362,2130343,1
,157,2000363,3,50000
,158,2000363,2110001,20
,159,2000363,2110002,5
,160,2000364,3,50000
,161,2000364,2120013,3
,162,2000365,3,50000
,163,2000365,120012,10
,164,2000365,120013,2
,165,2000316,3,50000
,166,2000316,120022,10
,167,2000316,120023,2
,168,2000317,3,50000
,169,2000317,1,300
,170,2000318,3,50000
,171,2000318,420013,1
,172,2000318,420014,1
,173,2000319,3,50000
,174,2000319,2110002,10
,175,2000320,3,50000
,176,2000320,11,500
,177,2000321,3,50000
,178,2000321,120012,10
,179,2000321,120013,2
,180,2000322,3,50000
,181,2000322,120022,10
,182,2000322,120023,2
,183,2000323,3,50000
,184,2000323,3040013,2
,185,2000324,3,50000
,186,2000324,2110002,20
,187,2000325,3,50000
,188,2000325,12,1000
,189,2000326,3,50000
,190,2000326,120012,10
,191,2000326,120013,3
,192,2000327,3,50000
,193,2000327,120022,10
,194,2000327,120023,3
,195,2000328,3,50000
,196,2000328,3030013,1
,197,2000329,3,50000
,198,2000329,2110002,20
,199,2000330,3,50000
,200,2000330,1,500
,201,2000331,3,50000
,202,2000331,220003,5
,203,2000347,3,50000
,204,2000347,120012,10
,205,2000347,120013,3
,206,2000348,3,50000
,207,2000348,120022,10
,208,2000348,120023,3
,209,2000349,3,50000
,210,2000349,420013,1
,211,2000349,420014,1
,212,2000350,3,50000
,213,2000350,3040013,5
,214,2000332,3,50000
,215,2000332,2110001,20
,216,2000627,3060110,5
,217,2000627,204020,2
,218,2000628,3060110,5
,219,2000628,120023,1
,220,2000777,3060510,5
,221,2000777,204020,1
,222,2000777,1,50
,223,2000778,3060510,5
,224,2000778,204020,2
,225,2000778,120023,1
,226,2000779,3060610,5
,227,2000779,204020,2
,228,2000780,3060610,5
,229,2000780,120023,1
,230,2000781,3060210,5
,231,2000781,204020,1
,232,2000781,1,50
,277,7000873,500014,1
,278,7000873,1,1
,279,7000873,3060020,1
,280,7000873,3060010,1
,281,7000873,3,1
,282,7000873,4,1
,283,7000873,8,1
,345,7000883,410032,1
,346,7000883,410033,1
,347,6000184,2110001,10
,348,6000184,3,5000
,349,6000185,2120013,5
,350,6000185,12,200
,351,6000186,120012,5
,352,6000186,210000,5
,353,6000187,210023,2
,354,6000187,210024,2
,355,6000188,1,500
,356,6000188,10,50
,357,6000189,3060110,2
,358,6000190,3060110,2
,359,6000190,3060120,1
,360,6000191,3060110,2
,361,6000191,3060120,1
,362,6000191,1,300
,363,6000192,3060210,2
,364,6000193,3060210,2
,365,6000193,3060220,1
,366,6000194,3060210,2
,367,6000194,3060220,1
,368,6000194,1,300
,369,6000195,3060610,2
,370,6000196,3060610,2
,371,6000196,3060620,1
,372,6000197,3060610,2
,373,6000197,3060620,1
,374,6000197,1,300
,375,6000198,3060110,2
,376,6000199,3060110,2
,377,6000199,3060120,1
,378,6000200,3060110,2
,379,6000200,3060120,1
,380,6000200,1,300
,381,6000201,3060610,2
,382,6000202,3060610,2
,383,6000202,3060620,1
,384,6000203,3060610,2
,385,6000203,3060620,1
,386,6000203,1,300
,387,6000204,3060110,2
,388,6000205,3060110,2
,389,6000205,3060120,1
,390,6000206,3060110,2
,391,6000206,3060120,1
,392,6000206,1,300
,393,6000207,3060510,2
,394,6000208,3060510,2
,395,6000208,3060520,1
,396,6000209,3060510,2
,397,6000209,3060520,1
,398,6000209,1,300
,399,6000219,3060510,2
,400,6000220,3060510,2
,401,6000220,3060520,1
,402,6000221,3060510,2
,403,6000221,3060520,1
,404,6000221,1,300
,405,6000210,3060410,2
,406,6000211,3060410,2
,407,6000211,3060420,1
,408,6000212,3060410,2
,409,6000212,3060420,1
,410,6000212,1,300
,411,6000213,3060410,2
,412,6000214,3060410,2
,413,6000214,3060420,1
,414,6000215,3060410,2
,415,6000215,3060420,1
,416,6000215,1,300
,417,6000222,3060510,2
,418,6000223,3060510,2
,419,6000223,3060520,1
,420,6000224,3060510,2
,421,6000224,3060520,1
,422,6000224,1,300
,423,6000216,3060410,2
,424,6000217,3060410,2
,425,6000217,3060420,1
,426,6000218,3060410,2
,427,6000218,3060420,1
,428,6000218,1,300
,429,6000225,3060610,2
,430,6000226,3060610,2
,431,6000226,3060620,1
,432,6000227,3060610,2
,433,6000227,3060620,1
,434,6000227,1,300
,517,2000388,3,10000
,518,2000388,2110001,20
,519,2000388,4,20000
,520,2000389,2012032,1
,521,2000389,2013032,1
,522,2000389,2014032,1
,523,2000390,1,100
,524,2000390,3,10000
,525,2000390,2011032,1
,526,2000391,3,10000
,527,2000391,6003003,2
,528,2000391,8,20000
,529,2000392,3,10000
,530,2000392,120012,3
,531,2000392,210000,3
,532,2000393,1,150
,533,2000393,3,10000
,534,2000393,3030013,1
,535,2000394,210023,1
,536,2000394,210000,2
,537,2000395,3,10000
,538,2000395,2110001,30
,539,2000395,12,50
,540,2000396,1,150
,541,2000396,3,10000
,542,2000396,2120013,5
,543,2000397,3,10000
,544,2000397,2022032,1
,545,2000397,2023032,1
,546,2000397,2024032,1
,547,2000398,3,10000
,548,2000398,2021032,1
,549,2000398,2120013,10
,550,2000399,1,200
,551,2000399,10,50
,552,2000399,120012,5
,553,2000400,3,10000
,554,2000400,2110001,30
,555,2000400,4,20000
,556,2000401,3,10000
,557,2000401,2120013,10
,558,2000401,8,20000
,559,2000402,1,200
,560,2000402,3060030,2
,561,2000402,210023,1
,562,2000403,3,10000
,563,2000403,2110001,50
,564,2000403,4,50000
,565,2000404,2042032,2
,566,2000404,2043032,2
,567,2000404,2044032,2
,568,2000405,1,200
,569,2000405,2041032,2
,570,2000405,2120013,10
,571,2000406,3,10000
,572,2000406,6003003,1
,573,2000406,8,20000
,574,2000407,120012,3
,575,2000407,210000,3
,576,2000408,1,200
,577,2000408,3030013,1
,578,2000408,4,20000
,579,2000409,210023,1
,580,2000409,210000,2
,581,2000410,3,10000
,582,2000410,2110001,50
,583,2000410,12,20
,584,2000411,1,200
,585,2000411,3,10000
,586,2000411,2120013,5
,587,2000412,3,10000
,588,2000412,2052032,2
,589,2000412,2053032,2
,590,2000412,2054032,2
,591,2000413,3,10000
,592,2000413,2051032,2
,593,2000413,2120013,10
,594,2000414,1,200
,595,2000414,10,50
,596,2000414,120012,5
,597,2000415,3,10000
,598,2000415,2110001,50
,599,2000415,4,20000
,600,2000416,3,10000
,601,2000416,2120013,10
,602,2000416,8,20000
,603,2000417,1,200
,604,2000417,3060030,2
,605,2000417,210023,1
,606,2000418,3,10000
,607,2000418,2110001,50
,608,2000418,4,20000
,609,2000419,2062032,1
,610,2000419,2063032,1
,611,2000419,2064032,1
,612,2000420,1,250
,613,2000420,2061032,1
,614,2000420,2000054,1
,615,2000421,3,10000
,616,2000421,6003003,1
,617,2000421,8,20000
,618,2000422,120012,3
,619,2000422,210000,3
,620,2000423,1,250
,621,2000423,3030013,1
,622,2000423,4,20000
,623,2000424,210023,1
,624,2000424,210000,2
,625,2000425,3,10000
,626,2000425,2110001,50
,627,2000425,12,20
,628,2000426,1,250
,629,2000426,3,10000
,630,2000426,2120013,5
,631,2000427,3,10000
,632,2000427,204020,2
,633,2000427,8,20000
,634,2000428,3,10000
,635,2000428,204020,2
,636,2000428,2120013,1
,637,2000429,1,250
,638,2000429,10,50
,639,2000429,120012,5
,640,2000430,3,10000
,641,2000430,2110001,50
,642,2000430,4,20000
,643,2000431,3,10000
,644,2000431,2120013,10
,645,2000431,8,20000
,646,2000432,1,250
,647,2000432,3060030,2
,648,2000432,210023,1
,649,2000433,3,20000
,650,2000433,2110002,10
,651,2000433,4,30000
,652,2000434,2012043,1
,653,2000434,2013043,1
,654,2000435,1,300
,655,2000435,2011043,1
,656,2000435,2014043,1
,657,2000435,2120014,3
,658,2000436,3,20000
,659,2000436,6003003,2
,660,2000436,8,30000
,661,2000437,120012,4
,662,2000437,210000,6
,663,2000438,1,300
,664,2000438,3030013,1
,665,2000438,4,20000
,666,2000439,210023,2
,667,2000439,210000,2
,668,2000440,3,20000
,669,2000440,2110002,10
,670,2000440,12,20
,671,2000441,1,300
,672,2000441,3,10000
,673,2000441,2120014,3
,674,2000442,3,10000
,675,2000442,2022043,1
,676,2000442,2023043,1
,677,2000443,3,10000
,678,2000443,2021043,1
,679,2000443,2024043,1
,680,2000444,1,300
,681,2000444,10,50
,682,2000444,120012,10
,683,2000445,3,10000
,684,2000445,2110002,10
,685,2000445,4,20000
,686,2000446,3,10000
,687,2000446,2120014,3
,688,2000446,8,20000
,689,2000447,1,300
,690,2000447,3060030,3
,691,2000447,210023,1
,692,2000450,3,10000
,693,2000450,2110002,10
,694,2000450,4,50000
,695,2000451,2042043,1
,696,2000451,2043043,1
,697,2000452,1,350
,698,2000452,2041043,1
,699,2000452,2044043,1
,700,2000452,2120014,3
,701,2000453,3,10000
,702,2000453,6003003,2
,703,2000453,8,20000
,704,2000454,3,10000
,705,2000454,120012,4
,706,2000454,210000,6
,707,2000455,1,350
,708,2000455,3030013,1
,709,2000455,4,20000
,710,2000456,3,10000
,711,2000456,210023,2
,712,2000456,210000,2
,713,2000457,3,10000
,714,2000457,2110002,10
,715,2000457,12,20
,716,2000458,1,350
,717,2000458,3,10000
,718,2000458,2120014,3
,719,2000459,3,10000
,720,2000459,2052043,1
,721,2000459,2053043,1
,722,2000460,3,10000
,723,2000460,2051043,1
,724,2000460,2054043,1
,725,2000461,1,350
,726,2000461,10,50
,727,2000461,120012,10
,728,2000462,3,10000
,729,2000462,2110002,10
,730,2000462,4,20000
,731,2000463,3,10000
,732,2000463,2120014,3
,733,2000463,8,20000
,734,2000464,1,350
,735,2000464,3060030,3
,736,2000464,210023,1
,737,2000465,3,10000
,738,2000465,2110002,10
,739,2000465,4,50000
,740,2000466,2062043,1
,741,2000466,2063043,1
,742,2000467,1,400
,743,2000467,2061043,1
,744,2000467,2064043,1
,745,2000467,2120014,3
,746,2000468,3,10000
,747,2000468,6003003,2
,748,2000468,8,20000
,749,2000469,120012,4
,750,2000469,210000,6
,751,2000470,1,400
,752,2000470,3030013,1
,753,2000470,4,20000
,754,2000471,210023,2
,755,2000471,210000,2
,756,2000472,3,10000
,757,2000472,2110002,10
,758,2000472,12,20
,759,2000473,1,400
,760,2000473,3,10000
,761,2000473,2120014,3
,762,2000474,3,10000
,763,2000474,204020,3
,764,2000474,8,50000
,765,2000475,3,10000
,766,2000475,204020,3
,767,2000475,2120013,2
,768,2000476,1,400
,769,2000476,10,50
,770,2000476,120012,10
,771,2000477,3,10000
,772,2000477,2110002,10
,773,2000477,4,20000
,774,2000478,3,10000
,775,2000478,2120014,3
,776,2000478,8,20000
,777,2000479,1,400
,778,2000479,3060030,3
,779,2000479,210023,1
,780,2000480,3,20000
,781,2000480,2110002,10
,782,2000480,4,30000
,783,2000481,2012043,1
,784,2000481,2013043,1
,785,2000482,1,450
,786,2000482,2011043,1
,787,2000482,2014043,1
,788,2000482,2120014,3
,789,2000483,3,20000
,790,2000483,6003003,2
,791,2000483,8,30000
,792,2000484,120012,4
,793,2000484,210000,6
,794,2000485,1,450
,795,2000485,3030013,1
,826,7000883,410034,1
,827,2000485,4,20000
,828,2000486,3,10000
,829,2000486,210023,2
,830,2000486,210000,2
,831,2000487,3,20000
,832,2000487,2110002,10
,833,2000487,12,20
,834,2000488,1,450
,835,2000488,3,10000
,836,2000488,2120014,3
,837,2000619,3060210,5
,838,2000619,204020,2
,839,2000623,3060210,5
,840,2000623,204020,1
,841,2000620,3060210,2
,842,2000620,120023,1
,843,2000624,3060210,5
,844,2000624,1,50
,845,2000631,3060110,2
,846,2000631,204020,1
,847,2000632,3060110,2
,848,2000632,1,50
,849,2000625,204020,1
,850,2000625,1,50
,851,2000491,3060610,5
,852,2000491,204020,2
,853,2000492,3060610,5
,854,2000492,120023,1
,855,2000626,3060620,5
,856,2000626,204020,3
,857,2000626,120023,1
,858,9000672,3060110,2
,859,9000672,204020,2
,860,9000673,3060110,2
,861,9000673,1,100
,862,2000629,3060210,5
,863,2000629,204020,3
,864,2000629,120023,1
,865,2000636,3060110,5
,866,2000636,3060120,5
,867,2000636,204020,3
,868,2000637,3060110,5
,869,2000637,3060120,5
,870,2000637,120023,1
,871,6000318,3060610,2
,872,6000319,3060610,2
,873,6000319,3060620,1
,874,6000320,3060610,2
,875,6000320,3060620,1
,876,6000320,1,300
,877,6000321,3060210,2
,878,6000322,3060210,2
,879,6000322,3060220,1
,880,6000323,3060210,2
,881,6000323,3060220,1
,882,6000323,1,300
,883,6000324,3060410,2
,884,6000325,3060410,2
,885,6000325,3060420,1
,886,6000326,3060410,2
,887,6000326,3060420,1
,888,6000326,1,300
,889,2000663,204020,1
,890,2000663,1,50
,891,2000665,204020,1
,892,2000666,1,50
,893,2000668,1,50
,894,2000676,204020,1
,895,2000676,1,50
,896,2000678,1,50
,897,2000674,204020,2
,898,2000674,120023,1
,899,2000669,204020,2
,900,2000669,120023,1
,901,2000664,120023,1
,902,2000675,204020,2
,903,2000675,120023,1
,904,2000667,204020,1
,905,2000667,1,50
,906,2000680,1,50
,907,2000681,1,50
,908,2000684,3060110,5
,909,2000684,204020,2
,910,2000684,120023,1
,911,2000677,3060410,5
,912,2000677,204020,1
,913,2000677,1,50
,914,4000074,1,540
,915,4000074,5042014,1
,916,4000074,5043014,1
,917,4000074,5022013,1
,918,4000074,5023013,1
,919,4000074,5002012,1
,920,4000074,5003012,1
,921,4000075,120013,5
,922,4000076,120013,10
,923,4000077,120013,10
,924,4000077,3030013,3
,925,4000077,204020,1
,926,4000078,120013,1
,927,4000078,4014,1
,928,4000078,6003003,5
,929,4000079,120013,1
,930,4000079,12,1500
,931,4000079,16,1500
,932,4000079,204010,2
,933,4000080,120013,2
,934,4000080,2000064,4
,935,4000080,2000054,24
,936,4000080,204010,3
,937,4000081,120013,2
,938,4000081,2120013,50
,939,4000081,2120102,6
,940,4000081,2120202,6
,941,4000081,2120302,6
,942,4000081,2120402,6
,943,4000082,120013,4
,944,4000082,420014,5
,945,4000082,420013,5
,946,4000082,204010,5
,947,4000083,120013,4
,948,4000083,2120014,8
,949,4000083,2120013,40
,950,4000083,2120103,3
,951,4000083,2120203,3
,952,4000083,2120303,3
,953,4000083,2120403,3
,954,4000083,2120102,10
,955,4000083,2120202,10
,956,4000083,2120302,10
,957,4000083,2120402,10
,958,4000084,120013,6
,959,4000084,2000074,2
,960,4000084,2000064,6
,961,4000085,120013,7
,962,4000085,2120014,20
,963,4000085,2120103,10
,964,4000085,2120203,10
,965,4000085,2120303,10
,966,4000085,2120403,10
,967,4000086,120013,9
,968,4000086,4004,1
,969,4000086,6003003,20
,970,4000087,120013,9
,971,4000087,2120014,40
,972,4000087,2120104,2
,973,4000087,2120204,2
,974,4000087,2120304,2
,975,4000087,2120404,2
,976,4000088,120013,10
,977,4000088,120023,20
,978,4000089,120013,12
,979,4000089,420014,10
,980,4000089,5000034,5
,981,4000089,5000023,10
,982,4000090,2110001,10
,983,4000090,204020,1
,984,4000091,2000054,2
,985,4000091,204020,1
,986,4000092,6003003,5
,987,4000092,3,20000
,988,4000093,2120013,10
,989,4000093,2120102,3
,990,4000093,2120202,3
,991,4000093,212302,3
,992,4000093,212402,3
,993,4000094,2000054,4
,994,4000094,2000064,1
,995,4000095,2110001,20
,996,4000095,2110102,20
,997,4000095,2110202,10
,998,4000095,2110302,10
,999,4000095,2110402,10
,1000,4000095,2110502,10
,1001,4000096,3060030,5
,1002,4000096,3060310,5
,1003,4000096,3060320,5
,1004,4000097,2110002,5
,1005,4000097,2110103,5
,1006,4000097,2110203,2
,1007,4000097,2110303,2
,1008,4000097,2110403,2
,1009,4000097,2110503,2
,1010,4000098,2000064,4
,1011,4000098,3,50000
,1012,4000099,420014,1
,1013,4000099,420013,2
,1014,4000100,12,500
,1015,4000100,16,500
,1016,4000101,3030014,1
,1017,4000101,3030013,2
,1018,4000101,3,50000
,1019,4000102,120023,3
,1020,4000102,120012,5
,1021,4000103,120023,2
,1022,4000103,120012,5
,1023,4000105,2120013,20
,1024,4000105,2110001,100
,1025,4000105,12,2000
,1026,4000106,2120014,15
,1027,4000106,2110002,45
,1028,4000106,12,3500
,1029,4000107,2000064,5
,1030,4000107,2000054,30
,1031,4000107,16,3000
,1032,4000108,120013,6
,1033,4000108,120023,3
,1034,4000109,120013,14
,1035,4000109,120023,10
,1036,2000782,3060410,5
,1037,2000782,204020,2
,1038,2000782,120023,1
,1039,2000790,3060510,5
,1040,2000790,204020,1
,1041,2000790,1,50
,1045,2000791,3060410,5
,1046,2000791,204020,2
,1047,2000791,120023,1
,1048,4000071,1,540
,1049,2000792,3060410,5
,1050,2000792,204020,2
,1051,2000792,120023,1
,1052,2000789,3060410,5
,1053,2000789,204020,1
,1054,2000789,1,50
,1055,2000788,3060510,5
,1056,2000788,204020,2
,1057,2000788,120023,1
,1058,2000772,3060610,5
,1059,2000772,204020,2
,1090,2000772,120023,1
