,required,required,required,required,required,required,required,required,required,required,required
,100356,3154,200790,1,0,2,1023,0,0,0,1
,100357,3154,200791,1,0,2,1022,0,0,0,1
,100358,3154,200792,1,0,2,1022,0,0,0,1
,100359,3154,200793,1,0,2,1023,0,0,0,1
,100360,3154,200794,1,0,2,1022,0,0,0,1
,100361,3154,200795,1,0,2,1022,0,0,0,1
,100362,3154,200796,1,0,2,1022,0,0,0,1
,100363,3154,200797,1,0,2,1023,0,0,0,1
,100364,3154,200798,1,0,2,1023,0,0,0,1
,100365,3154,200799,1,0,2,1023,0,0,0,1
,100366,3150,200766,1,0,1,6975,1,0,0,0
,100368,3148,200823,2,1,1,7059,1,0,0,0
,100370,3011,200156,2,2,1,343,0,0,0,0
,100371,3021,200068,2,2,1,344,0,0,0,0
,100372,3021,200067,2,2,1,345,0,0,0,0
,100373,2001,900188,2,2,1,346,0,0,0,0
,100374,3031,200090,2,2,1,347,0,0,0,0
,100375,2001,900111,2,2,1,348,0,0,0,0
,100377,3035,200076,2,2,1,350,0,0,0,0
,100378,2001,900150,2,2,1,351,0,0,0,0
,100379,3032,200118,2,2,1,352,0,0,0,0
,100380,3032,200105,2,2,1,353,0,0,0,0
,100381,2002,900186,2,2,1,354,0,0,0,0
,100386,2001,900322,1,0,1,10268,0,0,0,0
,100388,2001,900606,1,1,1,10200,0,0,0,1
,100394,2001,900327,1,0,1,13348,0,0,0,1
,100396,2001,900151,1,0,1,10213,0,0,0,1
,100398,2001,900168,1,0,1,13384,0,0,0,1
,100404,3030,200229,2,1,1,6891,1,0,0,0
,100419,3159,200846,2,1,1,7129,1,0,0,0
,100420,3159,200847,2,1,1,7129,1,0,0,0
,100421,3159,200848,2,1,1,7129,1,0,0,0
,100422,1000,900614,2,1,1,13533,1,0,0,0
