,required,required,required,required,required,required
,10519,7000242,1,2110001,4,0
,10520,7000243,1,2110001,6,0
,10521,7000244,1,2110001,10,0
,10522,7000245,1,2110001,15,0
,10523,7000246,1,2110001,15,0
,10524,7000247,1,2110001,15,0
,10525,7000248,1,2110001,15,0
,10526,7000249,1,2110002,2,0
,10527,7000250,1,2110002,4,0
,10528,7000251,1,2110002,6,0
,10529,7000252,1,2110002,10,0
,10530,7000253,1,2110002,15,0
,10531,7000254,1,2110002,15,0
,10532,7000255,1,2110002,15,0
,10533,7000256,1,2110001,3,0
,10534,7000257,1,2110001,6,0
,10535,7000258,1,2110001,8,0
,10536,7000259,1,2110001,15,0
,10537,7000260,1,2110001,20,0
,10538,7000261,1,2110001,20,0
,10539,7000262,1,2110001,20,0
,10540,7000263,1,2110001,20,0
,10541,7000264,1,2110002,3,0
,10542,7000265,1,2110002,6,0
,10543,7000266,1,2110002,8,0
,10544,7000267,1,2110002,15,0
,10545,7000268,1,2110002,20,0
,10546,7000269,1,2110002,20,0
,10547,7000270,1,2110002,20,0
,10548,7000271,1,2110001,4,0
,10549,7000272,1,2110001,8,0
,10550,7000273,1,2110001,10,0
,10551,7000274,1,2110001,20,0
,10552,7000275,1,2110001,25,0
,10553,7000276,1,2110001,25,0
,10554,7000277,1,2110001,25,0
,10555,7000278,1,2110001,25,0
,10556,7000279,1,2110002,4,0
,10557,7000280,1,2110002,8,0
,10558,7000281,1,2110002,10,0
,10559,7000282,1,2110002,20,0
,10560,7000283,1,2110002,25,0
,10561,7000284,1,2110002,25,0
,10562,7000285,1,2110002,25,0
,10563,7000286,1,2110001,4,0
,10564,7000287,1,2110001,8,0
,10565,7000288,1,2110001,10,0
,10566,7000289,1,2110001,20,0
,10567,7000290,1,2110001,25,0
,10568,7000291,1,2110001,25,0
,10569,7000292,1,2110001,25,0
,10570,7000293,1,2110001,25,0
,10571,7000294,1,2110002,4,0
,10572,7000295,1,2110002,8,0
,10573,7000296,1,2110002,10,0
,10574,7000297,1,2110002,20,0
,10575,7000298,1,2110002,25,0
,10576,7000299,1,2110002,25,0
,10577,7000300,1,2110002,25,0
,10578,7000301,1,2110001,4,0
,10579,7000302,1,2110001,8,0
,10580,7000303,1,2110001,10,0
,10581,7000304,1,2110001,20,0
,10582,7000305,1,2110001,25,0
,10583,7000306,1,2110001,25,0
,10584,7000307,1,2110001,25,0
,10585,7000308,1,2110001,25,0
,10586,7000309,1,2110002,4,0
,10587,7000310,1,2110002,8,0
,10588,7000311,1,2110002,10,0
,10589,7000312,1,2110002,20,0
,10590,7000313,1,2110002,25,0
,10591,7000314,1,2110002,25,0
,10592,7000315,1,2110002,25,0
,10593,7000316,1,2120013,1,0
,10594,7000317,1,2120013,2,0
,10595,7000318,1,2120013,3,0
,10596,7000319,1,2120013,4,0
,10597,7000320,1,2120013,5,0
,10598,7000321,1,2120013,5,0
,10599,7000322,1,2120013,5,0
,10600,7000323,1,2120013,1,0
,10601,7000324,1,2120013,2,0
,10602,7000325,1,2120013,3,0
,10603,7000326,1,2120013,4,0
,10604,7000327,1,2120013,5,0
,10605,7000328,1,2120013,5,0
,10606,7000329,1,2120013,5,0
,10607,7000330,1,2120013,2,0
,10608,7000331,1,2120013,4,0
,10609,7000332,1,2120013,6,0
,10610,7000333,1,2120013,8,0
,10611,7000334,1,2120013,10,0
,10612,7000335,1,2120013,10,0
,10613,7000336,1,2120013,10,0
,10614,7000337,1,2120013,2,0
,10615,7000338,1,2120013,4,0
,10616,7000339,1,2120013,6,0
,10617,7000340,1,2120013,8,0
,10618,7000341,1,2120013,10,0
,10619,7000342,1,2120013,10,0
,10620,7000343,1,2120013,10,0
,10621,7000344,1,2120013,2,0
,10622,7000345,1,2120013,4,0
,10623,7000346,1,2120013,6,0
,10624,7000347,1,2120013,8,0
,10625,7000348,1,2120013,10,0
,10626,7000349,1,2120013,10,0
,10627,7000350,1,2120013,10,0
,10628,7000351,1,3,30000,0
,10629,7000352,1,3,50000,0
,10630,7000353,1,3,100000,0
,10631,7000354,1,3,200000,0
,10632,7000355,1,3,30000,0
,10633,7000356,1,3,50000,0
,10634,7000357,1,3,100000,0
,10635,7000358,1,3,200000,0
,10636,7000359,1,3,30000,0
,10637,7000360,1,3,50000,0
,10638,7000361,1,3,100000,0
,10639,7000362,1,3,200000,0
,10640,7000363,1,3,30000,0
,10641,7000364,1,3,50000,0
,10642,7000365,1,3,100000,0
,10643,7000366,1,3,200000,0
,10644,7000367,1,3,30000,0
,10645,7000368,1,3,50000,0
,10646,7000369,1,3,100000,0
,10647,7000370,1,3,200000,0
,10648,7000371,1,120013,1,0
,10649,7000372,1,120013,1,0
,10650,7000373,1,120013,1,0
,10651,7000374,1,120013,2,0
,10652,7000375,1,120013,3,0
,10653,7000376,1,3030013,1,0
,10654,7000377,1,3030013,1,0
,10655,7000378,1,3030013,2,0
,10656,7000379,1,3030013,2,0
,10657,7000380,1,3030013,3,0
,10658,7000381,1,3030013,3,0
,10659,7000382,1,3030013,1,0
,10660,7000383,1,3030013,1,0
,10661,7000384,1,3030013,2,0
,10662,7000385,1,3030013,2,0
,10663,7000386,1,3030013,3,0
,10664,7000387,1,3030013,3,0
,10665,7000388,1,3030013,1,0
,10666,7000389,1,3030013,1,0
,10667,7000390,1,3030013,2,0
,10668,7000391,1,3030013,2,0
,10669,7000392,1,3030013,3,0
,10670,7000393,1,3030013,3,0
,10671,7000394,1,3030013,1,0
,10672,7000395,1,3030013,1,0
,10673,7000396,1,3030013,2,0
,10674,7000397,1,3030013,2,0
,10675,7000398,1,3030013,3,0
,10676,7000399,1,3030013,3,0
,10677,7000400,1,3030013,1,0
,10678,7000401,1,3030013,1,0
,10679,7000402,1,3030013,2,0
,10680,7000403,1,3030013,2,0
,10681,7000404,1,3030013,3,0
,10682,7000405,1,3030013,3,0
,10683,7000406,1,3030013,1,0
,10684,7000407,1,3030013,1,0
,10685,7000408,1,3030013,2,0
,10686,7000409,1,3030013,2,0
,10687,7000410,1,3030013,3,0
,10688,7000411,1,3030013,3,0
,10689,7000412,1,12,20,0
,10690,7000413,1,12,50,0
,10691,7000414,1,12,100,0
,10692,7000415,1,12,200,0
,10693,7000416,1,12,50,0
,10694,7000417,1,12,100,0
,10695,7000418,1,12,200,0
,10696,7000419,1,12,300,0
,10697,7000420,1,12,100,0
,10698,7000421,1,12,200,0
,10699,7000422,1,12,300,0
,10700,7000423,1,12,500,0
,10701,7000424,1,12,100,0
,10702,7000425,1,12,200,0
,10703,7000426,1,12,300,0
,10704,7000427,1,12,500,0
,10705,7000428,1,12,100,0
,10706,7000429,1,12,200,0
,10707,7000430,1,12,300,0
,10708,7000431,1,12,500,0
,10709,7000432,1,12,30,0
,10710,7000433,1,12,60,0
,10711,7000434,1,12,120,0
,10712,7000435,1,12,240,0
,10713,7000436,1,12,60,0
,10714,7000437,1,12,120,0
,10715,7000438,1,12,240,0
,10716,7000439,1,12,480,0
,10717,7000440,1,12,120,0
,10718,7000441,1,12,240,0
,10719,7000442,1,12,480,0
,10720,7000443,1,12,960,0
,10721,7000444,1,12,120,0
,10722,7000445,1,12,240,0
,10723,7000446,1,12,480,0
,10724,7000447,1,12,960,0
,10725,7000448,1,12,120,0
,10726,7000449,1,12,240,0
,10727,7000450,1,12,480,0
,10728,7000451,1,12,960,0
,10729,7000452,1,12,100,0
,10730,7000453,1,12,200,0
,10731,7000454,1,12,300,0
,10732,7000455,1,12,500,0
,10733,7000456,1,12,200,0
,10734,7000457,1,12,400,0
,10735,7000458,1,12,600,0
,10736,7000459,1,12,1000,0
,10737,7000460,1,12,400,0
,10738,7000461,1,12,800,0
,10739,7000462,1,12,1200,0
,10740,7000463,1,12,2000,0
,10741,7000464,1,12,400,0
,10742,7000465,1,12,800,0
,10743,7000466,1,12,1200,0
,10744,7000467,1,12,2000,0
,10745,7000468,1,12,400,0
,10746,7000469,1,12,800,0
,10747,7000470,1,12,1200,0
,10748,7000471,1,12,2000,0
,10749,7000472,1,12,50,0
,10750,7000473,1,12,100,0
,10751,7000474,1,12,150,0
,10752,7000475,1,12,200,0
,10753,7000476,1,12,300,0
,10754,7000477,1,12,500,0
,10755,7000478,1,12,100,0
,10756,7000479,1,12,200,0
,10757,7000480,1,12,300,0
,10758,7000481,1,12,500,0
,10759,7000482,1,12,1000,0
,10760,7000483,1,12,2000,0
,10761,7000484,1,8,5000,0
,10762,7000485,1,8,10000,0
,10763,7000486,1,8,20000,0
,10764,7000487,1,8,50000,0
,10765,7000488,1,8,100000,0
,10766,7000489,1,8,200000,0
,10767,7000490,1,8,300000,0
,10768,7000491,1,8,400000,0
,10769,7000492,1,8,7500,0
,10770,7000493,1,8,15000,0
,10771,7000494,1,8,30000,0
,10772,7000495,1,8,75000,0
,10773,7000496,1,8,150000,0
,10774,7000497,1,8,300000,0
,10775,7000498,1,8,450000,0
,10776,7000499,1,8,600000,0
,10777,7000500,1,8,10000,0
,10778,7000501,1,8,20000,0
,10779,7000502,1,8,40000,0
,10780,7000503,1,8,100000,0
,10781,7000504,1,8,200000,0
,10782,7000505,1,8,400000,0
,10783,7000506,1,8,600000,0
,10784,7000507,1,8,800000,0
,10785,7000508,1,8,12500,0
,10786,7000509,1,8,25000,0
,10787,7000510,1,8,50000,0
,10788,7000511,1,8,125000,0
,10789,7000512,1,8,250000,0
,10790,7000513,1,8,500000,0
,10791,7000514,1,8,750000,0
,10792,7000515,1,8,1000000,0
,10793,7000516,1,8,12500,0
,10794,7000517,1,8,25000,0
,10795,7000518,1,8,50000,0
,10796,7000519,1,8,125000,0
,10797,7000520,1,8,250000,0
,10798,7000521,1,8,500000,0
,10799,7000522,1,8,750000,0
,10800,7000523,1,8,1000000,0
,10801,7000524,1,8,12500,0
,10802,7000525,1,8,25000,0
,10803,7000526,1,8,50000,0
,10804,7000527,1,8,125000,0
,10805,7000528,1,8,250000,0
,10806,7000529,1,8,500000,0
,10807,7000530,1,8,750000,0
,10808,7000531,1,8,1000000,0
,10809,7000532,1,6003003,5,0
,10810,7000533,1,6003003,6,0
,10811,7000534,1,6003003,7,0
,10812,7000535,1,6003003,8,0
,10813,7000536,1,6003003,9,0
,10814,7000537,1,6003003,10,0
,10815,7000538,1,6003003,5,0
,10816,7000539,1,6003003,6,0
,10817,7000540,1,6003003,7,0
,10818,7000541,1,6003003,8,0
,10819,7000542,1,6003003,9,0
,10820,7000543,1,6003003,10,0
,10821,7000544,1,6003003,5,0
,10822,7000545,1,6003003,6,0
,10823,7000546,1,6003003,7,0
,10824,7000547,1,6003003,8,0
,10825,7000548,1,6003003,9,0
,10826,7000549,1,6003003,10,0
,10827,7000550,1,6003003,5,0
,10828,7000551,1,6003003,6,0
,10829,7000552,1,6003003,7,0
,10830,7000553,1,6003003,8,0
,10831,7000554,1,6003003,9,0
,10832,7000555,1,6003003,10,0
,10833,7000556,1,6003003,5,0
,10834,7000557,1,6003003,6,0
,10835,7000558,1,6003003,7,0
,10836,7000559,1,6003003,8,0
,10837,7000560,1,6003003,9,0
,10838,7000561,1,6003003,10,0
,10839,7000562,1,6003003,5,0
,10840,7000563,1,6003003,6,0
,10841,7000564,1,6003003,7,0
,10842,7000565,1,6003003,8,0
,10843,7000566,1,6003003,9,0
,10844,7000567,1,6003003,10,0
,10845,7000568,1,12,100,0
,10846,7000569,1,12,50,0
,10847,7000570,1,12,200,0
,10848,7000571,1,12,500,0
,10849,7000572,1,12,1000,0
,10850,7000573,1,12,2000,0
,10851,7000574,1,12,5000,0
,10852,7000575,1,12,8000,0
,10853,7000576,1,12,8000,0
,10854,7000577,1,12,50,0
,10855,7000578,1,12,200,0
,10856,7000579,1,12,500,0
,10857,7000580,1,12,1000,0
,10858,7000581,1,12,2000,0
,10859,7000582,1,12,5000,0
,10860,7000583,1,12,8000,0
,10861,7000584,1,12,8000,0
,10862,7000585,1,12,8000,0
,10863,7000586,1,11,100,0
,10864,7000587,1,11,200,0
,10865,7000588,1,11,300,0
,10866,7000589,1,11,500,0
,10867,7000590,1,11,1000,0
,10868,7000591,1,15,100,0
,10869,7000592,1,15,200,0
,10870,7000593,1,15,300,0
,10871,7000594,1,15,500,0
,10872,7000595,1,15,1000,0
,10873,7000596,1,1,50,0
,10874,7000597,1,1,100,0
,10875,7000598,1,1,200,0
,10876,7000599,1,1,500,0
,10877,7000600,1,1,1000,0
,10878,7000601,1,1,2000,0
,10879,7000602,1,1,5000,0
,10880,7000603,1,1,8000,0
,10881,7000604,1,1,8000,0
,10882,7000605,1,17,200,0
,10883,7000606,1,17,500,0
,10884,7000607,1,17,50,0
,10885,7000608,1,17,100,0
,10886,7000609,1,17,200,0
,10887,7000610,1,17,500,0
,10888,7000611,1,17,1000,0
,10889,7000612,1,17,100,0
,10890,7000613,1,17,200,0
,10891,7000614,1,17,500,0
,10892,7000615,1,17,1000,0
,10893,7000616,1,17,1500,0
,10894,7000617,1,17,200,0
,10895,7000618,1,17,500,0
,10896,7000619,1,17,1000,0
,10897,7000620,1,17,1500,0
,10898,7000621,1,17,2000,0
,10899,7000622,1,17,200,0
,10900,7000623,1,17,500,0
,10901,7000624,1,17,1000,0
,10902,7000625,1,17,1500,0
,10903,7000626,1,17,2000,0
,10904,7000627,1,17,3000,0
,10905,7000628,1,120012,2,0
,10906,7000629,1,120012,5,0
,10907,7000630,1,120012,10,0
,10908,7000631,1,120012,15,0
,10909,7000632,1,120012,20,0
,10910,7000633,1,120012,30,0
,10911,7000634,1,120012,5,0
,10912,7000635,1,120012,10,0
,10913,7000636,1,120012,20,0
,10914,7000637,1,120012,30,0
,10915,7000638,1,120012,40,0
,10916,7000639,1,120012,50,0
,10917,7000640,1,120013,1,0
,10918,7000641,1,120013,2,0
,10919,7000642,1,120013,3,0
,10920,7000643,1,120013,4,0
,10921,7000644,1,120013,6,0
,10922,7000645,1,120013,10,0
,10923,7000646,1,16,200,0
,10924,7000647,1,16,220,0
,10925,7000648,1,16,240,0
,10926,7000649,1,16,260,0
,10927,7000650,1,16,280,0
,10928,7000651,1,210000,5,0
,10929,7000652,1,210000,10,0
,10930,7000653,1,210000,15,0
,10931,7000654,1,210000,20,0
,10932,7000655,1,210000,25,0
,10933,7000656,1,210000,30,0
,10934,7000657,1,3030013,1,0
,10935,7000658,1,3030013,2,0
,10936,7000659,1,3030013,2,0
,10937,7000660,1,3030013,3,0
,10938,7000661,1,3030013,4,0
,10939,7000662,1,3030013,5,0
,10940,7000663,1,3030013,1,0
,10941,7000664,1,3030013,1,0
,10942,7000665,1,3030013,2,0
,10943,7000666,1,3030013,2,0
,10944,7000667,1,3030013,3,0
,10945,7000668,1,3030013,4,0
,10946,7000669,1,3030013,5,0
,10947,7000673,1,2110001,30,0
,10948,7000673,1,120012,5,0
,10949,7000673,1,3,50000,0
,10950,7000674,1,2120013,10,0
,10951,7000674,1,210000,5,0
,10952,7000674,1,3,50000,0
,10953,7000675,1,2120102,10,0
,10954,7000675,1,2120202,10,0
,10955,7000675,1,2120302,10,0
,10956,7000675,1,2120402,10,0
,10957,7000676,1,3060030,2,0
,10958,7000676,1,120012,5,0
,10959,7000676,1,3,50000,0
,10960,7000677,1,3030013,1,0
,10961,7000677,1,210000,5,0
