,required,required,required,required,required,required,required,required,required
,1010212,1,0,1875,5,33,7000367,5,1
,1010213,1,0,1876,5,34,7000368,10,1
,1010214,1,0,1877,5,35,7000369,20,1
,1010215,1,0,1878,5,36,7000370,30,1
,1010216,1,0,1879,5,37,7000371,5,1
,1010217,1,0,1880,5,38,7000372,10,1
,1010218,1,0,1881,5,39,7000373,20,1
,1010219,1,0,1882,5,40,7000374,30,1
,1010220,1,0,1883,5,41,7000375,50,1
,1010221,1,0,1884,5,42,7000376,10,1
,1010222,1,0,1885,5,43,7000377,20,1
,1010223,1,0,1886,5,44,7000378,30,1
,1010224,1,0,1887,5,45,7000379,50,1
,1010225,1,0,1888,5,46,7000380,75,1
,1010226,1,0,1889,5,47,7000381,100,1
,1010227,1,0,1890,5,48,7000382,10,1
,1010228,1,0,1891,5,49,7000383,20,1
,1010229,1,0,1892,5,50,7000384,30,1
,1010230,1,0,1893,5,51,7000385,50,1
,1010231,1,0,1894,5,52,7000386,75,1
,1010232,1,0,1895,5,53,7000387,100,1
,1010233,1,0,1896,5,54,7000388,10,1
,1010234,1,0,1897,5,55,7000389,20,1
,1010235,1,0,1898,5,56,7000390,30,1
,1010236,1,0,1899,5,57,7000391,50,1
,1010237,1,0,1900,5,58,7000392,75,1
,1010238,1,0,1901,5,59,7000393,100,1
,1010239,1,0,1902,5,60,7000394,10,1
,1010240,1,0,1903,6,1,7000395,20,1
,1010241,1,0,1904,6,2,7000396,30,1
,1010242,1,0,1905,6,3,7000397,50,1
,1010243,1,0,1906,6,4,7000398,75,1
,1010244,1,0,1907,6,5,7000399,100,1
,1010245,1,0,1908,6,6,7000400,10,1
,1010246,1,0,1909,6,7,7000401,20,1
,1010247,1,0,1910,6,8,7000402,30,1
,1010248,1,0,1911,6,9,7000403,50,1
,1010249,1,0,1912,6,10,7000404,75,1
,1010250,1,0,1913,6,11,7000405,100,1
,1010251,1,0,1914,6,12,7000406,10,1
,1010252,1,0,1915,6,13,7000407,20,1
,1010253,1,0,1916,6,14,7000408,30,1
,1010254,1,0,1917,6,15,7000409,50,1
,1010255,1,0,1918,6,16,7000410,75,1
,1010256,1,0,1919,6,17,7000411,100,1
,1010257,1,0,1926,6,18,7000412,3,1
,1010258,1,0,1927,6,19,7000413,5,1
,1010259,1,0,1928,6,20,7000414,10,1
,1010260,1,0,1929,6,21,7000415,15,1
,1010261,1,0,1930,6,22,7000416,3,1
,1010262,1,0,1931,6,23,7000417,5,1
,1010263,1,0,1932,6,24,7000418,10,1
,1010264,1,0,1933,6,25,7000419,15,1
,1010265,1,0,1934,6,26,7000420,3,1
,1010266,1,0,1935,6,27,7000421,5,1
,1010267,1,0,1936,6,28,7000422,10,1
,1010268,1,0,1937,6,29,7000423,15,1
,1010269,1,0,1938,6,30,7000424,3,1
,1010270,1,0,1939,6,31,7000425,5,1
,1010271,1,0,1940,6,32,7000426,10,1
,1010272,1,0,1941,6,33,7000427,15,1
,1010273,1,0,1942,6,34,7000428,3,1
,1010274,1,0,1943,6,35,7000429,5,1
,1010275,1,0,1944,6,36,7000430,10,1
,1010276,1,0,1945,6,37,7000431,15,1
,1010277,1,0,1032,6,38,7000432,5,1
,1010278,1,0,1033,6,39,7000433,10,1
,1010279,1,0,1034,6,40,7000434,20,1
,1010280,1,0,1035,6,41,7000435,30,1
,1010281,1,0,1042,6,42,7000436,5,1
,1010282,1,0,1043,6,43,7000437,10,1
,1010283,1,0,1044,6,44,7000438,20,1
,1010284,1,0,1045,6,45,7000439,30,1
,1010285,1,0,1052,6,46,7000440,5,1
,1010286,1,0,1053,6,47,7000441,10,1
,1010287,1,0,1054,6,48,7000442,20,1
,1010288,1,0,1055,6,49,7000443,30,1
,1010289,1,0,1946,6,50,7000444,5,1
,1010290,1,0,1947,6,51,7000445,10,1
,1010291,1,0,1948,6,52,7000446,20,1
,1010292,1,0,1949,6,53,7000447,30,1
,1010293,1,0,1950,6,54,7000448,5,1
,1010294,1,0,1951,6,55,7000449,10,1
,1010295,1,0,1952,6,56,7000450,20,1
,1010296,1,0,1953,6,57,7000451,30,1
,1010297,1,0,1027,6,58,7000452,10,1
,1010298,1,0,1028,6,59,7000453,20,1
,1010299,1,0,1029,6,60,7000454,30,1
,1010300,1,0,1030,7,1,7000455,50,1
,1010301,1,0,1037,7,2,7000456,10,1
,1010302,1,0,1038,7,3,7000457,20,1
,1010303,1,0,1039,7,4,7000458,30,1
,1010304,1,0,1040,7,5,7000459,50,1
,1010305,1,0,1047,7,6,7000460,10,1
,1010306,1,0,1048,7,7,7000461,20,1
,1010307,1,0,1049,7,8,7000462,30,1
,1010308,1,0,1050,7,9,7000463,50,1
,1010309,1,0,1954,7,10,7000464,10,1
,1010310,1,0,1955,7,11,7000465,20,1
,1010311,1,0,1956,7,12,7000466,30,1
,1010312,1,0,1957,7,13,7000467,50,1
,1010313,1,0,1958,7,14,7000468,10,1
,1010314,1,0,1959,7,15,7000469,20,1
,1010315,1,0,1960,7,16,7000470,30,1
,1010316,1,0,1961,7,17,7000471,50,1
,1010317,1,0,1095,7,18,7000472,10,1
,1010318,1,0,1323,7,19,7000473,15,1
,1010319,1,0,1326,7,20,7000474,20,1
,1010320,1,0,1920,7,21,7000475,25,1
,1010321,1,0,1921,7,22,7000476,30,1
,1010322,1,0,1922,7,23,7000477,40,1
,1010323,1,0,1089,7,24,7000478,10,1
,1010324,1,0,1091,7,25,7000479,20,1
,1010325,1,0,1094,7,26,7000480,30,1
,1010326,1,0,1923,7,27,7000481,40,1
,1010327,1,0,1924,7,28,7000482,50,1
,1010328,1,0,1925,7,29,7000483,80,1
,1010329,1,0,1257,7,30,7000484,1,1
,1010330,1,0,1258,7,31,7000485,2,1
,1010331,1,0,1259,7,32,7000486,3,1
,1010332,1,0,1260,7,33,7000487,5,1
,1010333,1,0,1262,7,34,7000488,7,1
,1010334,1,0,1264,7,35,7000489,10,1
,1010335,1,0,1962,7,36,7000490,15,1
,1010336,1,0,1963,7,37,7000491,20,1
,1010337,1,0,1964,7,38,7000492,1,1
,1010338,1,0,1965,7,39,7000493,2,1
,1010339,1,0,1966,7,40,7000494,3,1
,1010340,1,0,1967,7,41,7000495,5,1
,1010341,1,0,1968,7,42,7000496,7,1
,1010342,1,0,1969,7,43,7000497,10,1
,1010343,1,0,1970,7,44,7000498,15,1
,1010344,1,0,1971,7,45,7000499,20,1
,1010345,1,0,1972,7,46,7000500,1,1
,1010346,1,0,1973,7,47,7000501,2,1
,1010347,1,0,1974,7,48,7000502,3,1
,1010348,1,0,1975,7,49,7000503,5,1
,1010349,1,0,1976,7,50,7000504,7,1
,1010350,1,0,1977,7,51,7000505,10,1
,1010351,1,0,1978,7,52,7000506,15,1
,1010352,1,0,1979,7,53,7000507,20,1
,1010353,1,0,1980,7,54,7000508,1,1
,1010354,1,0,1981,7,55,7000509,2,1
,1010355,1,0,1982,7,56,7000510,3,1
,1010356,1,0,1983,7,57,7000511,5,1
,1010357,1,0,1984,7,58,7000512,7,1
,1010358,1,0,1985,7,59,7000513,10,1
,1010359,1,0,1986,7,60,7000514,15,1
,1010360,1,0,1987,8,1,7000515,20,1
,1010361,1,0,1988,8,2,7000516,1,1
,1010362,1,0,1989,8,3,7000517,2,1
,1010363,1,0,1990,8,4,7000518,3,1
,1010364,1,0,1991,8,5,7000519,5,1
,1010365,1,0,1992,8,6,7000520,7,1
,1010366,1,0,1993,8,7,7000521,10,1
,1010367,1,0,1994,8,8,7000522,15,1
,1010368,1,0,1995,8,9,7000523,20,1
,1010369,1,0,1996,8,10,7000524,1,1
,1010370,1,0,1997,8,11,7000525,2,1
,1010371,1,0,1998,8,12,7000526,3,1
,1010372,1,0,1999,8,13,7000527,5,1
,1010373,1,0,2000,8,14,7000528,7,1
,1010374,1,0,2001,8,15,7000529,10,1
,1010375,1,0,2002,8,16,7000530,15,1
,1010376,1,0,2003,8,17,7000531,20,1
,1010377,1,0,2004,8,18,7000532,3,1
,1010378,1,0,2005,8,19,7000533,5,1
,1010379,1,0,2006,8,20,7000534,10,1
,1010380,1,0,2007,8,21,7000535,20,1
,1010381,1,0,2008,8,22,7000536,30,1
,1010382,1,0,2009,8,23,7000537,50,1
,1010383,1,0,2010,8,24,7000538,3,1
,1010384,1,0,2011,8,25,7000539,5,1
,1010385,1,0,2012,8,26,7000540,10,1
,1010386,1,0,2013,8,27,7000541,20,1
,1010387,1,0,2014,8,28,7000542,30,1
,1010388,1,0,2015,8,29,7000543,50,1
,1010389,1,0,2016,8,30,7000544,3,1
,1010390,1,0,2017,8,31,7000545,5,1
,1010391,1,0,2018,8,32,7000546,10,1
,1010392,1,0,2019,8,33,7000547,20,1
,1010393,1,0,2020,8,34,7000548,30,1
,1010394,1,0,2021,8,35,7000549,50,1
,1010395,1,0,2022,8,36,7000550,3,1
,1010396,1,0,2023,8,37,7000551,5,1
,1010397,1,0,2024,8,38,7000552,10,1
,1010398,1,0,2025,8,39,7000553,20,1
,1010399,1,0,2026,8,40,7000554,30,1
,1010400,1,0,2027,8,41,7000555,50,1
,1010401,1,0,2028,8,42,7000556,3,1
,1010402,1,0,2029,8,43,7000557,5,1
,1010403,1,0,2030,8,44,7000558,10,1
,1010404,1,0,2031,8,45,7000559,20,1
,1010405,1,0,2032,8,46,7000560,30,1
,1010406,1,0,2033,8,47,7000561,50,1
,1010407,1,0,2034,8,48,7000562,3,1
,1010408,1,0,2035,8,49,7000563,5,1
,1010409,1,0,2036,8,50,7000564,10,1
,1010410,1,0,2037,8,51,7000565,20,1
,1010411,1,0,2038,8,52,7000566,30,1
,1010412,1,0,2039,8,53,7000567,50,1
,1010413,1,0,1327,8,54,7000568,2,3
,1010414,1,0,1309,8,55,7000569,2,3
,1010415,1,0,2040,8,56,7000570,5,3
,1010416,1,0,2041,8,57,7000571,10,3
,1010417,1,0,2042,8,58,7000572,20,3
,1010418,1,0,2043,8,59,7000573,30,3
,1010419,1,0,2044,8,60,7000574,50,3
,1010420,1,0,2045,9,1,7000575,100,3
,1010421,1,0,2046,9,2,7000576,200,3
,1010422,1,0,2047,9,3,7000577,2,3
,1010423,1,0,2048,9,4,7000578,5,3
,1010424,1,0,2049,9,5,7000579,10,3
,1010425,1,0,2050,9,6,7000580,20,3
,1010426,1,0,2051,9,7,7000581,30,3
,1010427,1,0,2052,9,8,7000582,50,3
,1010428,1,0,2053,9,9,7000583,100,3
,1010429,1,0,2054,9,10,7000584,200,3
,1010430,1,0,2055,9,11,7000585,500,3
,1010436,1,0,1328,9,17,7000591,2,2
,1010437,1,0,1329,9,18,7000592,5,2
,1010438,1,0,1330,9,19,7000593,10,2
,1010439,1,0,1331,9,20,7000594,20,2
,1010440,1,0,1332,9,21,7000595,30,2
,1010441,1,0,1414,9,22,7000596,2,5
,1010442,1,0,2056,9,23,7000597,5,5
,1010443,1,0,2057,9,24,7000598,10,5
,1010444,1,0,2058,9,25,7000599,15,5
,1010445,1,0,2059,9,26,7000600,20,5
,1010446,1,0,2060,9,27,7000601,30,5
,1010447,1,0,2061,9,28,7000602,50,5
,1010448,1,0,2062,9,29,7000603,80,5
,1010449,1,0,2063,9,30,7000604,100,5
,1010450,1,0,1385,9,31,7000605,2,3
,1010451,1,0,1387,9,32,7000606,5,3
,1010452,1,0,1473,9,33,7000607,2,4
,1010453,1,0,1475,9,34,7000608,5,4
,1010454,1,0,1477,9,35,7000609,10,4
,1010455,1,0,2064,9,36,7000610,20,4
,1010456,1,0,2065,9,37,7000611,30,4
,1010457,1,0,1481,9,38,7000612,2,4
,1010458,1,0,1483,9,39,7000613,5,4
,1010459,1,0,1485,9,40,7000614,10,4
,1010460,1,0,2066,9,41,7000615,20,4
,1010461,1,0,2067,9,42,7000616,30,4
,1010462,1,0,1489,9,43,7000617,2,4
,1010463,1,0,1491,9,44,7000618,5,4
,1010464,1,0,1493,9,45,7000619,10,4
,1010465,1,0,2068,9,46,7000620,20,4
,1010466,1,0,2069,9,47,7000621,30,4
,1010467,1,0,2070,9,48,7000622,5,4
,1010468,1,0,2071,9,49,7000623,10,4
,1010469,1,0,2072,9,50,7000624,20,4
,1010470,1,0,2073,9,51,7000625,30,4
,1010471,1,0,2074,9,52,7000626,50,4
,1010472,1,0,2075,9,53,7000627,100,4
,1010473,1,0,1512,9,54,7000628,2,4
,1010474,1,0,2076,9,55,7000629,5,4
,1010475,1,0,2077,9,56,7000630,10,4
,1010476,1,0,2078,9,57,7000631,15,4
,1010477,1,0,2079,9,58,7000632,20,4
,1010478,1,0,2080,9,59,7000633,30,4
,1010479,1,0,2081,9,60,7000634,5,4
,1010480,1,0,2082,10,1,7000635,10,4
,1010481,1,0,2083,10,2,7000636,20,4
,1010482,1,0,2084,10,3,7000637,30,4
,1010483,1,0,2085,10,4,7000638,40,4
,1010484,1,0,2086,10,5,7000639,50,4
,1010485,1,0,1527,10,6,7000640,10,4
,1010486,1,0,2087,10,7,7000641,20,4
,1010487,1,0,2088,10,8,7000642,30,4
,1010488,1,0,2089,10,9,7000643,50,4
,1010489,1,0,2090,10,10,7000644,80,4
,1010490,1,0,2091,10,11,7000645,100,4
,1010491,1,0,1418,10,12,7000646,3,5
,1010492,1,0,1419,10,13,7000647,6,5
,1010493,1,0,1420,10,14,7000648,9,5
,1010494,1,0,1421,10,15,7000649,12,5
,1010495,1,0,1422,10,16,7000650,15,5
,1010496,1,0,1439,10,17,7000651,5,5
,1010497,1,0,2092,10,18,7000652,10,5
,1010498,1,0,2093,10,19,7000653,20,5
,1010499,1,0,2094,10,20,7000654,30,5
,1010500,1,0,2095,10,21,7000655,40,5
,1010501,1,0,2096,10,22,7000656,50,5
,1010502,1,0,1444,10,23,7000657,5,5
,1010503,1,0,1446,10,24,7000658,10,5
,1010504,1,0,2310,10,25,7000659,20,5
,1010505,1,0,2098,10,26,7000660,30,5
,1010506,1,0,2311,10,27,7000661,40,5
,1010507,1,0,2100,10,28,7000662,50,5
,1010508,1,0,1464,10,29,7000663,10,5
,1010509,1,0,2102,10,30,7000664,20,5
,1010510,1,0,2103,10,31,7000665,40,5
,1010511,1,0,2104,10,32,7000666,60,5
,1010512,1,0,2105,10,33,7000667,80,5
,1010513,1,0,2106,10,34,7000668,100,5
,1010514,1,0,2107,10,35,7000669,200,5
,2010035,2,10004,1345,11,28,7000926,25,7
,2020000,3,0,1021,1,36,7000673,0,0
,2020001,3,0,1022,1,37,7000674,0,0
,2020002,3,0,1023,1,38,7000675,0,0
,2020003,3,0,1024,1,39,7000676,0,0
,2020004,3,0,1025,1,40,7000677,0,0
,2020005,3,0,1149,1,41,7000678,0,0
,2020006,3,0,1150,1,42,7000679,0,0
,2020007,3,0,1151,1,43,7000680,0,0
,2020008,3,0,1152,1,44,7000681,0,0
,2020009,3,0,2115,1,45,7000682,0,0
,2020010,3,0,2116,1,46,7000683,0,0
,2020011,3,0,2117,1,47,7000684,0,0
,2020012,3,0,2118,1,48,7000685,0,0
