,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,1000019,吟游诗人玛门,1000,1,20153,0,0,0,0,0,0,0,"-75.42,20.76,139.79",155,1
,1000024,主城-王宫切屏点,1000,1,54010,0,0,0,0,0,0,0,"-173.67,32.36,68.35",0,1
,1000025,王宫-主城切屏点,1000,1,54011,0,0,0,0,0,0,0,"-178.42,464.11,68.45",0,1
,1000034,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-156.59,32.51,71.50",180,1
,1000035,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-156.59,32.51,65.16",0,1
,1000036,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-150.32,32.51,71.50",180,1
,1000037,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-150.32,32.51,65.16",0,1
,1000038,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-144.05,32.51,71.50",180,1
,1000039,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-144.05,32.51,65.16",0,1
,1000042,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.78,25.57,62.76",0,1
,1000043,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.78,25.57,74.05",180,1
,1000044,诺尔,1000,1,20225,0,1,0,0,0,0,0,"-93.71,25.27,73.97",315,1
,1000045,薇莉丝,1000,1,20226,0,1,0,0,0,0,0,"-96.43,25.27,73.11",0,1
,1000046,泰雷家,1000,1,20227,0,0,0,0,0,0,0,"-79.16,22.08,25.62",45,1
,1000047,特罗德,1000,1,20228,0,0,0,0,0,0,0,"-122.64,32.38,74.62",350,1
,1000048,詹尼佛大妈,1000,1,20229,0,0,0,0,0,0,0,"-73.00,20.68,107.77",150,1
,1000049,女仆伊丽丝,1000,1,20230,0,0,0,0,0,0,0,"-72.78,20.68,104.67",0,1
,1000050,面包大王诺阿,1000,1,20231,0,0,0,0,0,0,0,"-72.08,20.49,122.73",135,1
,1000051,子爵格兰特,1000,1,20232,0,0,0,0,0,0,0,"27.00,22.57,76.65",120,1
,1000053,兔族小黑,1000,1,20234,0,0,0,0,0,0,0,"-1.61,22.92,74.15",120,1
,1000054,女巫莉莲,1000,1,20235,0,2,0,0,0,0,0,"14.37,22.63,86.12",120,1
,1000055,落选的提琴师李,1000,1,20236,0,0,0,0,0,0,0,"-77.66,20.76,135.59",90,1
,1000056,女剑士玛塔,1000,1,20237,0,0,0,0,0,0,0,"-44.68,22.789,71.74",35,1
,1000057,露露,1000,1,20238,0,0,0,0,0,0,0,"35.32,22.57,84.01",165.24,1
,1000058,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-72.62,20.68,99.87",90,1
,1000059,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-65.47,20.68,99.87",270,1
,1000060,卫兵,1000,1,20466,0,0,0,0,0,0,0,"-72.55,20.68,36.45",90,1
,1000061,卫兵,1000,1,20145,0,0,0,0,0,0,0,"-65.43,20.68,36.45",270,1
,1000062,宫廷书记员弗林,1000,1,20240,0,0,0,0,0,0,0,"64.12,22.57,131.67",60,1
,1000063,哈奇队长,1000,1,20241,0,0,0,0,0,0,0,"-30.29,22.74,74.51",90,1
,1000064,哈奇队长,1000,1,20241,0,0,0,0,0,0,0,"-24.79,22.74,74.56",270,1
,1000072,警报机器人·嘟,1000,1,20250,0,0,0,0,0,0,0,"-62.22,20.76,141.31",330,1
,1000073,大树精麦克斯,1000,1,20251,0,0,0,0,0,0,0,"-59.02,20.64,135.09",180,1
,1000074,小树精敏特,1000,1,20252,0,0,0,0,0,0,0,"-59.32,20.64,133.04",0,1
,1000075,哥布林商贩奥格,1000,1,20253,0,0,0,0,0,0,0,"-63.99,20.57,126.97",230,1
,1000076,皮曼1号,1000,1,20254,0,0,0,0,0,0,0,"-65.38,20.55,23.24",150,1
,1000082,哥布林萨顿,1000,1,20260,0,0,0,0,0,0,0,"-72.67,20.49,15.99",90,1
,1000083,阿噗小圆,1000,1,20261,0,0,0,0,0,0,0,"44.92,22.57,109.17",90,1
,1000084,树精毛毛,1000,1,20262,0,2,0,0,0,0,0,"13.60,22.74,75.02",120,1
,1000091,巨斧吉塔,1000,1,20269,0,0,0,0,0,0,0,"25.72,22.57,107.00",45,1
,1000092,铁锤舒尔多,1000,1,20270,0,0,0,0,0,0,0,"28.85,22.57,106.55",225,1
,1000096,艾西瓦娅,1000,1,20274,0,0,0,0,0,0,0,"3.54,22.92,73.76",210,1
,1000097,卡恩斯特,1000,1,20331,0,1,0,0,0,0,0,"-72.42,23.26,89.37",94.31,1
,1000098,奇怪的生物,1000,2,900274,0,1,0,0,0,0,0,"24.66,22.67,84.64",67.1,1
,1000099,奇怪的生物战斗陷阱,1000,1,30351,0,1,0,0,0,0,0,"24.66,22.67,84.64",0,1
,1000100,原地对白陷阱,1000,1,30352,0,1,0,0,0,0,0,"-72.42,23.26,89.37",0,1
,1000101,奇遇测试陷阱,1000,1,30384,0,1,0,0,0,0,0,"32.11,22.88,69.05",0,1
,1000102,异界迷踪陷阱,1000,1,30390,0,0,0,0,0,0,0,"-25.94,22.84,68.04",0,1
,1000104,神秘怪盗陷阱,1000,1,30395,0,0,0,0,0,0,0,"17.76,22.64,77.11",0,1
,1000106,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.92,25.57,81.05",45,1
,1000107,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.23,25.57,88.72",45,1
,1000108,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.42,25.57,55.17",45,1
,1000109,卫兵,1000,1,20145,0,0,0,0,0,0,0,"60.31,25.57,48.66",45,1
,1000110,少女凯瑟琳,1000,1,20380,0,0,0,0,0,0,0,"-10.42,22.74,74.83",30,1
,1000111,少女雷茜,1000,1,20381,0,2,0,0,0,0,0,"-7.70,22.57,76.54",210,1
,1000112,矮人小贩,1000,1,20382,0,0,0,0,0,0,0,"29.15,22.62,80",135,1
,1000113,子爵德福,1000,1,20383,0,0,0,0,0,0,0,"31.54,22.62,80",230,1
,1000120,龟小豆,1000,1,20390,0,0,0,0,0,0,0,"34.00,22.66,75.80",30,1
,1000121,龟族先知,1000,1,20391,0,0,0,0,0,0,0,"35.41,22.57,78.35",240,1
,1000122,大学士,1000,1,20392,0,0,0,0,0,0,0,"-200.53,463.00,66.36",300,1
,1000123,财政大臣,1000,1,20393,0,0,0,0,0,0,0,"-200.44,463,69.17",300,1
,1000124,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-198.16,463,74.60",160,1
,1000125,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-193.38,463,74.60",160,1
,1000126,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-188.74,463,74.60",160,1
,1000127,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-184.32,463,74.60",160,1
,1000128,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-198.16,463,61.39",340,1
,1000129,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-193.38,463,61.39",340,1
,1000130,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-188.74,463,61.39",340,1
,1000131,卫兵,1000,1,20394,0,0,0,0,0,0,0,"-184.32,463,61.39",340,1
,1000132,主城-酒馆切屏点,1000,1,54016,0,1,0,0,0,0,0,"0.68,22.64,77.71",0,1
,1000133,公告板,1000,1,60179,0,1,0,0,0,0,0,"-43.21,22.79,73.85",0,1
,1000134,摊位铺,1000,1,60180,0,1,0,0,0,0,0,"9.74,22.69,100.16",0,1
,1000135,信箱,1000,1,60181,0,1,0,0,0,0,0,"39.40,22.63,76.75",0,1
,1000136,卡城→不冬岛,1000,1,54018,0,1,0,0,0,0,0,"-68.54,17.68,-12.34",0,1
,1000151,悬赏公告板,1000,1,70011,0,0,0,0,0,0,0,"-34.62,555.05,117.8",0,1
,1000152,主城告示板,1000,1,70012,0,0,0,0,0,0,0,"-43.77,22.79,73.57",0,1
,1000160,草坪,1000,1,60252,0,1,0,0,0,0,0,"43.97,22.63,84.96",0,1
,1000161,货架,1000,1,60253,0,1,0,0,0,0,0,"43.9,22.63,85",0,1
,1000162,禁卫军伪装者,1000,2,900359,0,1,1,0,0,0,52,"-72.55,20.68,36.45",90,1
,1000163,巨斧吉塔,1000,2,900360,0,1,1,0,0,0,52,"25.72,22.57,107.00",45,1
,1000164,护送陷阱1,1000,1,30486,0,1,0,0,0,0,0,"-168.26,32.37,68.42",0,1
,1000166,主城巡逻士兵,1000,1,20494,3,2,0,0,0,0,0,"-40.36,22.78239,65.54",0,1
,1000167,主城巡逻士兵,1000,1,20494,4,2,0,0,0,0,0,"-65.95918,20.55263,15.68064",0,1
,1000168,主城巡逻士兵,1000,1,20494,5,2,0,0,0,0,0,"-71.41,20.55263,123.0991",0,1
,1000174,失落群岛前置任务陷阱3,1000,1,30398,0,1,0,0,0,0,0,"-69.54,19.12,-4.14",0,1
,1000175,汉莎,1000,1,20571,0,1,0,0,0,0,0,"-90.431,25.27401,63.478",45,1
,1000176,斯达,1000,1,20572,0,1,0,0,0,0,0,"-87.18,24.42,62.75",225,1
,1000177,卡佳,1000,1,20573,0,0,0,0,0,0,0,"-79.40,23.29,55.41",135,1
,1000179,诺尔,1000,1,20583,0,1,0,0,0,0,0,"-49.97,23.34,73.14",90,1
,1000183,风迹速递业务总管,1000,1,20874,0,0,0,0,0,0,0,"9.28,22.80,74.90",120,1
,1000190,贵族小黑陷阱,1000,1,30639,0,1,0,0,0,0,0,"11.65,22.63,104.35",315,1
,1000191,大厨小李,1000,1,20746,0,1,0,0,0,0,0,"36.84,22.69,110.00",153.43,1
,1000192,陷阱,1000,1,30640,0,1,0,0,0,0,0,"-92.7328,25.268,72.199",0,1
,1000193,哥布林怀特,1000,1,20878,0,1,0,0,0,0,0,"-55.50,23.29,57.09",45,1
,1000194,贝蒂,1000,1,20879,0,1,0,0,0,0,0,"-53.52,23.29,60.03",150,1
,1000195,护送卡城陷阱,1000,1,30106,0,1,0,0,0,0,0,"-25.16,22.79,68.62",0,1
,1000197,风迹速递陷阱,1000,1,30656,0,1,0,0,0,0,0,"30.09,22.69,112.30",0,1
,1000200,,1000,1,54030,0,0,0,0,0,0,0,"60.05,25.59,68.34",90,1
,1000201,传送马车,1000,1,57018,0,0,0,0,0,0,0,"-45.79,22.78,63.43",270,1
,1000202,古沃,1000,2,900590,0,1,1,0,0,0,0,"-70.34,20.69,145.59",124.69,1
,1000203,帝国守卫,1000,1,20950,0,1,0,0,0,0,0,"15.04,22.69,104.05",124.2,1
,1000204,古沃,1000,1,20951,0,1,0,0,0,0,0,"-70.34,20.69,145.59",124.69,1
,1000205,奥兹家族第一天陷阱1,1000,1,30664,0,1,0,0,0,0,0,"33.70,22.84,112.01",0,1
,1000206,奥兹家族第一天陷阱2,1000,1,30665,0,1,0,0,0,0,0,"-85.45,2.56,26.53",0,1
,1000207,哈魔领主,2001,2,900591,0,1,1,0,0,0,19,"68.81,22.69,131.24",180,1
,1000208,纳塔娜,1000,1,20952,0,1,0,0,0,0,0,"-13.85,554.69,99.37",270,1
,1000209,纳塔娜,1000,1,20952,0,1,0,0,0,0,0,"-40.66,555.04,111.62",180,1
,1000210,王牌通缉前置任务陷阱5,2001,1,30719,0,1,0,0,0,0,0,"-72.36,0.09,-83.94",0,1
,1000212,赏金猎人尹布,1000,1,20956,0,1,0,0,0,0,0,"-15.56,554.69,99.55",60,0.8
,1000214,赏金猎人卡劳,1000,1,20958,0,1,0,0,0,0,0,"-14.12,554.69,101.16",135,0.8
,1000216,禁卫督军塔拉,1000,1,20960,0,1,0,0,0,0,0,"-63.11,25.42,69.19",60,1
,1000222,王牌通缉前置任务陷阱4,2001,1,30666,0,1,0,0,0,0,0,"-72.36,0.09,-83.94",0,1
,1000223,兰奇的书房,1000,1,10032,0,1,0,0,0,0,0,"33.70,22.84,112.01",0,1
,1000224,黑山领主,1000,1,20966,0,1,0,0,0,0,0,"68.81,22.69,131.24",180,1
,1000225,纳塔娜,1000,2,900592,0,1,1,0,0,0,52,"-27.73,555.04,110.11",145,1
,1000226,药剂师莉莉娜,1000,2,900593,0,1,1,0,0,0,0,"10.82,23.47,105.26",0,1
,1000227,守卫军·沙曼,1000,1,20971,0,1,0,0,0,0,0,"15.04,22.69,104.05",124.2,1
,1000228,迈尔斯家,1000,1,30667,0,1,0,0,0,0,0,"12.40,22.69,103.76",0,1
,1000231,药剂师莉莉娜,1000,1,20980,0,1,0,0,0,0,0,"13.86,22.69,96.80",1.72,1
,1000232,,1000,1,30676,0,1,0,0,0,0,0,"18.226,22.631,116.1",0,1
,1000233,,1000,1,20992,0,1,0,0,0,0,0,"-122.29,32.39,64.51",33.34,1
,1000234,王牌通缉前置任务陷阱1,1000,1,30677,0,1,0,0,0,0,0,"-39.75,555.04,109.83",0,1
,1000235,王牌通缉前置任务陷阱2,2001,1,30678,0,1,0,0,0,0,0,"-57.91,0.11,-67.43",0,1
,1000236,王牌通缉前置任务陷阱3,2001,1,30679,0,1,0,0,0,0,0,"-63.80,0.09,-83.26",0,1
,1000237,,2001,1,30685,0,1,0,0,0,0,0,"25.68,0.01,-70.71",0,1
,1000238,公告板,1000,1,10034,0,1,0,0,0,0,0,"-44.01,22.79,73.59",0,1
,1000239,旅店,1000,1,10035,0,1,0,0,0,0,0,"1.084,22.80,76.583",0,1
,1000240,夜色卡诺萨入口,1000,1,50069,0,1,0,0,0,0,0,"1.084,22.80,76.583",0,1
,1000243,风迹速递NPC旁箱子,1000,1,20997,0,0,0,0,0,0,0,"7.58,22.79344,75.23",180,0.9
,1000245,禁卫军官萨林,1000,1,21004,0,1,0,0,0,0,0,"-118.94,32.35994,63.06",180,1
,1000246,酒馆,1000,1,10036,0,1,0,0,0,0,0,"1.13,22.65,77.43",0,1
,1000247,无业游民艾狄,1000,2,900596,0,1,1,0,0,0,0,"1.13,22.65,77.43",0,1
,1000248,陷阱,1000,1,30696,0,1,0,0,0,0,0,"31.53,22.63,88.62",0,1
,1000249,自律联盟1-2,1000,1,54014,0,0,0,0,0,0,0,"-39.72,555.23,117.948",0,1
,1000250,守卫军·沙曼,1000,1,21020,0,1,0,0,0,0,0,"12.07,22.63,101.45",38.72,1
,1000251,帝国守卫,1000,1,21033,0,1,0,0,0,0,0,"12.07,22.63,101.45",38.72,1
,1000252,铁臂安道夫,1000,1,21037,0,1,0,0,0,0,0,"-41.72,555.04,109.89",90,1
,1000253,<挑战>铁臂安道夫,1000,1,21038,0,1,0,0,0,0,0,"-42.25,555.04,109.99",50,1
,1000254,陷阱2,1000,1,30698,0,1,0,0,0,0,0,"37.20,22.63,85.28",0,1
,1000255,陷阱3,1000,1,30699,0,1,0,0,0,0,0,"1.25,22.71,78.17",0,1
,1000264,<福利>柯莉雅,1000,1,21044,0,0,0,0,0,0,0,"-33.24,22.81,73.76",168.69,1
,1000265,曼铃草,2001,1,60472,0,1,0,0,0,0,0,"-49.16,0.01,-43.80",0,1
,1000266,桑托酒馆,1000,1,21069,0,0,0,0,0,0,0,"1.16,22.71,76.97",0,1
,1000267,尼尔克一号寓,1000,1,21070,0,0,0,0,0,0,0,"9.79,24.05,106.03",0,1
,1000268,史雷恩公馆,1000,1,21071,0,0,0,0,0,0,0,"33.46,23.40,114.06",0,1
,1000269,克扎哈公寓,1000,1,21072,0,0,0,0,0,0,0,"18.24,22.63,119.26",0,1
,1000270,好感度温丽友好陷阱1,1000,1,30710,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000271,好感度温丽友好陷阱2,1000,1,30711,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000272,好感度温丽友好陷阱3,1000,1,30712,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000273,好感度温丽友好陷阱4,1000,1,30713,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000274,好感度温丽友好陷阱5,1000,1,30714,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000275,好感度温丽友好陷阱6,1000,1,30715,0,1,0,0,0,0,0,"35.77,22.63,80.75",0,1
,1000276,格蕾大妈,1000,1,21073,0,1,0,0,0,0,0,"36.78,22.63,85",-24.9,1
,1000277,农村小萝莉,1000,1,21074,0,1,0,0,0,0,0,"37.7,22.63,84.5",-46.2,1
,1000278,梵妮,1000,1,21085,0,1,0,0,0,0,0,"-41.44,22.78,68.91",45,1
,1000279,禁卫军加文,1000,1,21086,0,1,0,0,0,0,0,"-43.83,22.78,70.79",114,1
,1000280,禁卫军加文,1000,1,21086,0,1,0,0,0,0,0,"-40.80,22.78,65.05",-17.43,1
,1000281,禁卫军加文,1000,1,21086,0,1,0,0,0,0,0,"-38.20,22.78,70.39",-135,1
,1000282,陷阱,1000,1,30721,0,1,0,0,0,0,0,"-40.96,22.78,67.13",0,1
,1000283,梵妮,1000,2,900603,0,1,1,0,0,0,0,,0,1
,1000284,禁卫军加文,1000,2,900604,0,1,1,0,0,0,0,,0,1
,1000285,费夫,1000,1,20217,0,1,0,0,0,0,0,"46.67,22.63,78.77",225,1
,1000296,荣格互助会成员,1000,1,21172,0,0,0,0,0,0,0,"-34.75,22.83,73.08",0,1
,1000298,强壮的猎人,1000,2,900614,0,1,1,0,0,0,0,"10.82,23.47,105.26",0,1
,1001002,自律联盟2-1,1000,1,54015,0,0,0,0,0,0,0,"-39.756,562.47,117.831",0,1
,1001004,比格,1000,1,20213,0,0,0,0,0,0,0,"-26.9,561.292,136.782",180,1
,1001005,图特,1000,1,20214,0,0,0,0,0,0,0,"-12.634,555.24,106.461",250,1
,1001006,斯利,1000,1,20215,0,0,0,0,0,0,0,"-38.2,561.8306,122.77",266.63,1
,1001007,弗斯,1000,1,20216,0,0,0,0,0,0,0,"-24.95,560.89,130.32",180,1
,1001008,费夫,1000,1,20217,0,1,0,0,0,0,0,"-17.6,556.28,116.33",180,1
,1001009,谢克斯,1000,1,20218,0,0,0,0,0,0,0,"-16.95,555.04,109.16",265.66,1
,1001010,头条哥布林,1000,1,20219,0,0,0,0,0,0,0,"-20.22,554.69,101.89",90,1
,1001011,卓娜,1000,1,20220,0,0,0,0,0,0,0,"-34.4,556.2,98.3",355.79,1
,1001012,巨斧战士塔克,1000,1,20221,0,0,0,0,0,0,0,"-40.04,555.04,105.35",90,1
,1001013,外乡人里茨,1000,1,20222,0,0,0,0,0,0,0,"-20.47,554.69,98.64",90,1
,1001014,旅行者艾力,1000,1,20223,0,0,0,0,0,0,0,"-16.82,554.69,105.66",135,1
,1001015,研究员拜希儿,1000,1,20224,0,0,0,0,0,0,0,"-35.63,560.88,128.95",101.31,1
,1001026,<委托>吉拉,1000,1,20575,0,0,0,0,0,0,0,"-28.1,555.5,120.3",160,1.2
,1001027,佣兵特伍德（NPC）,1000,1,20576,0,0,0,0,0,0,0,"-38.89,555.13,114.99",135,1
,1001028,自律联盟1-2,1000,1,20577,0,1,0,0,0,0,0,"-39.72,555.23,117.948",0,1
,1001029,巡逻守卫（NPC）,1000,1,20578,0,0,0,0,0,0,0,"-37.88,556.2,98.23",90,1
,1001031,左相特使,1000,1,20581,0,1,0,0,0,0,0,"-168.26,32.37,68.42",120,1
,1004001,酒馆-主城切屏点,1004,1,54017,0,0,0,0,0,0,0,"13.30,3.83,0.00",0,1
,1004002,米妮,1004,1,20398,0,0,0,0,0,0,0,"-9.19,1.64,-1.12",45,1
,1005001,萨林,1005,1,21087,0,1,0,0,0,0,0,"59.86,25.601,72.531",120,1
,1005002,纳塔娜,1005,1,21088,0,1,0,0,0,0,0,"-68.61,20.66,136.81",160,1
,1005003,特罗德,1005,1,21089,0,1,0,0,0,0,0,"-63.71,25.44,68.931",80,1
,1005004,吉拉,1005,1,21090,0,1,0,0,0,0,0,"-27.82,23.31,80.131",180,1
,1005005,铁臂安道夫,1005,1,21091,0,1,0,0,0,0,0,"-8.85,22.7012,76.67",90,1
,1005006,海莉大妈,1005,1,21092,0,1,0,0,0,0,0,"39.83,22.6422,75.98",150,1
,1005007,大卫,1005,1,21093,0,1,0,0,0,0,0,"-60.98,21.0672,5.14",150,1
,1005008,安可,1005,1,21094,0,1,0,0,0,0,0,"-56.316,23.23,70.71",60,1
,1005009,比多猫,1005,1,21095,0,1,0,0,0,0,0,"-19.898,22.63,76.19",30,1
,1005010,伦纳德,1005,1,21096,0,1,0,0,0,0,0,"-51.25,23.386,62.63",30,1
,1005011,阿德琳,1005,1,21097,0,1,0,0,0,0,0,"-63.77,23.329,89.83",180,1
,1005012,赫丽,1005,1,21098,0,1,0,0,0,0,0,"-129.0,32.37,68.871",90,1
,1005013,弗莱特,1005,1,21099,0,1,0,0,0,0,0,"-66.64,19.16,-3.161",300,1
,1005014,米兰达,1005,1,21100,0,1,0,0,0,0,0,"-123.05,32.36,63.59",0,1
,1005015,泰雷,1005,1,21101,0,1,0,0,0,0,0,"-101.6,26.199,68.85",30,1
,1005016,彩蛋,1005,1,30722,0,1,0,0,0,0,0,"45.69,22.631,105.38",0,1
,1005017,彩蛋,1005,1,60490,0,1,0,0,0,0,0,"22.651,22.63,87.051",0,1
,1005018,彩蛋,1005,1,30723,0,1,0,0,0,0,0,"1.3712,22.72,77.691",0,1
,1005019,木禅,1005,1,21102,0,0,0,0,0,0,0,"-63.83,23.337,87.33",70,1
,1005020,葛莱蒂丝,1005,1,21103,0,0,0,0,0,0,0,"-127.76,32.36,70.26",90,1
,1005021,塔蕾娅,1005,1,21104,0,0,0,0,0,0,0,"-127.6,32.364,66.91",30,1
,1005022,浮士德72,1005,1,21105,0,0,0,0,0,0,0,"-69.43,19.17,-2.991",90,1
,1005023,米娅,1005,1,21106,0,0,0,0,0,0,0,"-69.39,20.66,135.21",60,1
,1005024,纳尔,1005,1,21107,0,0,0,0,0,0,0,"-67.6,20.66,134.901",310,1
,1005025,猫,1005,1,21108,0,0,0,0,0,0,0,"-18.12,22.63,77.101",240,1
,1005026,猫,1005,1,21108,0,0,0,0,0,0,0,"-20.24,22.7,78.951",180,1
,1005027,马修,1005,1,21109,0,0,0,0,0,0,0,"-98.73,25.27,66.941",260,1
,1005028,达勒,1005,1,21147,0,0,0,0,0,0,0,"-99.00,25.275,70.83",220,1
,1005029,伊什,1005,1,21110,0,0,0,0,0,0,0,"10.7,22.7912,64.901",0,1
,1005030,阿比旦,1005,1,21111,0,0,0,0,0,0,0,"-59.67,20.687,129.2",300,1
,1005031,黑蹄鹿角兽,1005,1,21112,0,0,0,0,0,0,0,"42.61,22.791,64.991",100,1
,1005032,鹿角兽队长,1005,1,21113,0,0,0,0,0,0,0,"45.36,22.801,64.361",280,1
,1005033,头条哥布林,1005,1,21114,0,0,0,0,0,0,0,"-40.69,22.843,73.98",180,1
,1005034,哈扎克,1005,1,21115,0,0,0,0,0,0,0,"31.44,22.625,108.82",330,1
,1005035,金斯特,1005,1,21116,0,0,0,0,0,0,0,"30.15,22.625,110.97",180,1
,1005036,卡尔,1005,1,21117,0,0,0,0,0,0,0,"10.59,22.625,100.38",300,1
,1005037,卡莉,1005,1,21118,0,0,0,0,0,0,0,"12.35,22.861,74.821",320,1
,1005038,弥尔,1005,1,21119,0,0,0,0,0,0,0,"22.45,22.861,74.391",90,1
,1005039,费米,1005,1,21120,0,0,0,0,0,0,0,"24.11,22.861,74.531",290,1
,1005040,菲梅,1005,1,21121,0,0,0,0,0,0,0,"-8.62,22.791,63.312",0,1
,1005041,贝卡,1005,1,21122,0,0,0,0,0,0,0,"28.92,22.625,108.91",50,1
,1005042,露露,1005,1,21123,0,0,0,0,0,0,0,"-73.82,23.353,84.87",90,1
,1005043,警报机器人·滴,1005,1,21124,0,0,0,0,0,0,0,"-74.3,20.6207,23.27",90,1
,1005044,奥兰德,1005,1,21125,0,0,0,0,0,0,0,"-76.27,21.061,7.041",300,1
,1005045,黄胡子,1005,1,21126,0,0,0,0,0,0,0,"29.62,22.632,79.471",150,1
,1005046,玛门,1005,1,21127,0,0,0,0,0,0,0,"-66.23,20.69,144.97",190,1
,1005047,保罗,1005,1,21128,0,0,0,0,0,0,0,"-71.31,20.57,124.15",0,1
,1005048,萨莎,1005,1,21129,0,0,0,0,0,0,0,"-70.86,20.69,125.71",0,1
,1005049,邦妮,1005,1,21130,0,0,0,0,0,0,0,"-73.37,20.56,108.73",90,1
,1005050,埃尼奥,1005,1,21131,0,0,0,0,0,0,0,"-79.32,20.69,137.14",80,1
,1005051,敏特,1005,1,21132,0,0,0,0,0,0,0,"-64.04,20.56,106.54",0,1
