,required,required,required
,10409,6000105,4000
,10410,6000105,4500
,10411,6000106,5000
,10412,6000106,5500
,10413,6000106,6000
,10414,6000106,6500
,10415,6000106,7000
,10416,6000106,7500
,10417,6000106,8000
,10418,6000107,8500
,10419,6000107,9000
,10420,6000107,10000
,10421,6000107,11000
,10422,6000107,12000
,10423,6000107,13000
,10424,6000107,14000
,10425,6000107,15000
,10426,6000107,16000
,10427,6000107,17000
,10428,6000107,18000
,10429,6000107,20000
,10500,0,200
,10501,6000108,500
,10502,6000108,800
,10503,6000108,1100
,10504,6000108,1500
,10505,6000108,2000
,10506,6000108,2500
,10507,6000108,3000
,10508,6000108,3500
,10509,6000108,4000
,10510,6000108,4500
,10511,6000109,5000
,10512,6000109,5500
,10513,6000109,6000
,10514,6000109,6500
,10515,6000109,7000
,10516,6000109,7500
,10517,6000109,8000
,10518,6000110,8500
,10519,6000110,9000
,10520,6000110,10000
,10521,6000110,11000
,10522,6000110,12000
,10523,6000110,13000
,10524,6000110,14000
,10525,6000110,15000
,10526,6000110,16000
,10527,6000110,17000
,10528,6000110,18000
,10529,6000110,20000
,10600,0,200
,10601,6000111,500
,10602,6000111,800
,10603,6000111,1100
,10604,6000111,1500
,10605,6000111,2000
,10606,6000111,2500
,10607,6000111,3000
,10608,6000111,3500
,10609,6000111,4000
,10610,6000111,4500
,10611,6000112,5000
,10612,6000112,5500
,10613,6000112,6000
,10614,6000112,6500
,10615,6000112,7000
,10616,6000112,7500
,10617,6000112,8000
,10618,6000113,8500
,10619,6000113,9000
,10620,6000113,10000
,10621,6000113,11000
,10622,6000113,12000
,10623,6000113,13000
,10624,6000113,14000
,10625,6000113,15000
,10626,6000113,16000
,10627,6000113,17000
,10628,6000113,18000
,10629,6000113,20000
,10700,0,300
,10701,6000114,750
,10702,6000114,1200
,10703,6000114,1650
,10704,6000114,2250
,10705,6000114,3000
,10706,6000114,3750
,10707,6000114,4500
,10708,6000114,5250
,10709,6000114,6000
,10710,6000114,6750
,10711,6000115,7500
,10712,6000115,8250
,10713,6000115,9000
,10714,6000115,9750
,10715,6000115,10500
,10716,6000115,11250
,10717,6000115,12000
,10718,6000116,12750
,10719,6000116,13500
,10720,6000116,15000
,10721,6000116,16500
,10722,6000116,18000
,10723,6000116,19500
,10724,6000116,21000
,10725,6000116,22500
,10726,6000116,24000
,10727,6000116,25500
,10728,6000116,27000
,10729,6000116,30000
,10800,0,200
,10801,6000117,500
,10802,6000117,800
,10803,6000117,1100
,10804,6000117,1500
,10805,6000117,2000
,10806,6000117,2500
,10807,6000117,3000
,10808,6000117,3500
,10809,6000117,4000
,10810,6000117,4500
,10811,6000118,5000
,10812,6000118,5500
,10813,6000118,6000
,10814,6000118,6500
,10815,6000118,7000
,10816,6000118,7500
,10817,6000118,8000
,10818,6000119,8500
,10819,6000119,9000
,10820,6000119,10000
,10821,6000119,11000
,10822,6000119,12000
,10823,6000119,13000
,10824,6000119,14000
,10825,6000119,15000
,10826,6000119,16000
,10827,6000119,17000
,10828,6000119,18000
,10829,6000119,20000
,11100,0,300
,11101,6000120,750
,11102,6000120,1200
,11103,6000120,1650
,11104,6000120,2250
,11105,6000120,3000
,11106,6000120,3750
,11107,6000120,4500
,11108,6000120,5250
,11109,6000120,6000
,11110,6000120,6750
,11111,6000121,7500
,11112,6000121,8250
,11113,6000121,9000
,11114,6000121,9750
,11115,6000121,10500
,11116,6000121,11250
,11117,6000121,12000
,11118,6000122,12750
,11119,6000122,13500
,11120,6000122,15000
,11121,6000122,16500
,11122,6000122,18000
,11123,6000122,19500
,11124,6000122,21000
,11125,6000122,22500
,11126,6000122,24000
,11127,6000122,25500
,11128,6000122,27000
,11129,6000122,30000
,11200,0,300
,11201,6000123,750
,11202,6000123,1200
,11203,6000123,1650
,11204,6000123,2250
,11205,6000123,3000
,11206,6000123,3750
,11207,6000123,4500
,11208,6000123,5250
,11209,6000123,6000
,11210,6000123,6750
,11211,6000124,7500
,11212,6000124,8250
,11213,6000124,9000
,11214,6000124,9750
,11215,6000124,10500
,11216,6000124,11250
,11217,6000124,12000
,11218,6000125,12750
,11219,6000125,13500
,11220,6000125,15000
,11221,6000125,16500
,11222,6000125,18000
,11223,6000125,19500
,11224,6000125,21000
,11225,6000125,22500
,11226,6000125,24000
,11227,6000125,25500
,11228,6000125,27000
,11229,6000125,30000
,11300,0,300
,11301,6000126,750
,11302,6000126,1200
,11303,6000126,1650
,11304,6000126,2250
,11305,6000126,3000
,11306,6000126,3750
,11307,6000126,4500
,11308,6000126,5250
,11309,6000126,6000
,11310,6000126,6750
,11311,6000127,7500
,11312,6000127,8250
,11313,6000127,9000
,11314,6000127,9750
,11315,6000127,10500
,11316,6000127,11250
,11317,6000127,12000
,11318,6000128,12750
,11319,6000128,13500
,11320,6000128,15000
,11321,6000128,16500
,11322,6000128,18000
,11323,6000128,19500
,11324,6000128,21000
,11325,6000128,22500
,11326,6000128,24000
,11327,6000128,25500
,11328,6000128,27000
,11329,6000128,30000
,11400,0,200
,11401,6000129,500
,11402,6000129,800
,11403,6000129,1100
,11404,6000129,1500
,11405,6000129,2000
,11406,6000129,2500
,11407,6000129,3000
,11408,6000129,3500
,11409,6000129,4000
,11410,6000129,4500
,11411,6000130,5000
,11412,6000130,5500
,11413,6000130,6000
,11414,6000130,6500
,11415,6000130,7000
,11416,6000130,7500
,11417,6000130,8000
,11418,6000131,8500
,11419,6000131,9000
,11420,6000131,10000
,11421,6000131,11000
,11422,6000131,12000
,11423,6000131,13000
,11424,6000131,14000
,11425,6000131,15000
,11426,6000131,16000
,11427,6000131,17000
,11428,6000131,18000
,11429,6000131,20000
,11500,0,300
,11501,6000132,750
,11502,6000132,1200
,11503,6000132,1650
,11504,6000132,2250
,11505,6000132,3000
,11506,6000132,3750
,11507,6000132,4500
,11508,6000132,5250
,11509,6000132,6000
,11510,6000132,6750
,11511,6000133,7500
,11512,6000133,8250
,11513,6000133,9000
,11514,6000133,9750
,11515,6000133,10500
,11516,6000133,11250
,11517,6000133,12000
,11518,6000134,12750
,11519,6000134,13500
,11520,6000134,15000
,11521,6000134,16500
,11522,6000134,18000
,11523,6000134,19500
,11524,6000134,21000
,11525,6000134,22500
,11526,6000134,24000
,11527,6000134,25500
,11528,6000134,27000
,11529,6000134,30000
,11600,0,300
,11601,6000135,750
,11602,6000135,1200
,11603,6000135,1650
,11604,6000135,2250
,11605,6000135,3000
,11606,6000135,3750
,11607,6000135,4500
,11608,6000135,5250
,11609,6000135,6000
,11610,6000135,6750
,11611,6000136,7500
,11612,6000136,8250
,11613,6000136,9000
,11614,6000136,9750
,11615,6000136,10500
,11616,6000136,11250
,11617,6000136,12000
,11618,6000137,12750
,11619,6000137,13500
,11620,6000137,15000
,11621,6000137,16500
,11622,6000137,18000
,11623,6000137,19500
,11624,6000137,21000
,11625,6000137,22500
,11626,6000137,24000
,11627,6000137,25500
,11628,6000137,27000
,11629,6000137,30000
,20100,0,200
,20101,6000138,500
,20102,6000138,800
,20103,6000138,1100
,20104,6000138,1500
,20105,6000138,2000
,20106,6000138,2500
,20107,6000138,3000
,20108,6000138,3500
,20109,6000138,4000
,20110,6000138,4500
,20111,6000139,5000
,20112,6000139,5500
,20113,6000139,6000
,20114,6000139,6500
,20115,6000139,7000
,20116,6000139,7500
,20117,6000139,8000
,20118,6000140,8500
,20119,6000140,9000
,20120,6000140,10000
,20121,6000140,11000
,20122,6000140,12000
,20123,6000140,13000
,20124,6000140,14000
,20125,6000140,15000
,20126,6000140,16000
,20127,6000140,17000
,20128,6000140,18000
,20129,6000140,20000
,30100,0,200
,30101,6000141,500
,30102,6000141,800
,30103,6000141,1100
,30104,6000141,1500
,30105,6000141,2000
,30106,6000141,2500
,30107,6000141,3000
,30108,6000141,3500
,30109,6000141,4000
,30110,6000141,4500
,30111,6000142,5000
,30112,6000142,5500
,30113,6000142,6000
,30114,6000142,6500
,30115,6000142,7000
,30116,6000142,7500
,30117,6000142,8000
,30118,6000143,8500
,30119,6000143,9000
,30120,6000143,10000
,30121,6000143,11000
,30122,6000143,12000
,30123,6000143,13000
,30124,6000143,14000
,30125,6000143,15000
,30126,6000143,16000
,30127,6000143,17000
,30128,6000143,18000
,30129,6000143,20000
,30200,0,200
,30201,6000144,500
,30202,6000144,800
,30203,6000144,1100
,30204,6000144,1500
,30205,6000144,2000
,30206,6000144,2500
,30207,6000144,3000
,30208,6000144,3500
,30209,6000144,4000
,30210,6000144,4500
,30211,6000145,5000
,30212,6000145,5500
,30213,6000145,6000
,30214,6000145,6500
,30215,6000145,7000
,30216,6000145,7500
,30217,6000145,8000
,30218,6000146,8500
,30219,6000146,9000
,30220,6000146,10000
,30221,6000146,11000
,30222,6000146,12000
,30223,6000146,13000
,30224,6000146,14000
,30225,6000146,15000
,30226,6000146,16000
,30227,6000146,17000
,30228,6000146,18000
,30229,6000146,20000
,40100,0,300
,40101,6000147,750
,40102,6000147,1200
,40103,6000147,1650
,40104,6000147,2250
,40105,6000147,3000
,40106,6000147,3750
,40107,6000147,4500
,40108,6000147,5250
,40109,6000147,6000
,40110,6000147,6750
,40111,6000148,7500
,40112,6000148,8250
,40113,6000148,9000
,40114,6000148,9750
,40115,6000148,10500
,40116,6000148,11250
,40117,6000148,12000
,40118,6000149,12750
,40119,6000149,13500
,40120,6000149,15000
,40121,6000149,16500
,40122,6000149,18000
,40123,6000149,19500
,40124,6000149,21000
,40125,6000149,22500
,40126,6000149,24000
,40127,6000149,25500
,40128,6000149,27000
,40129,6000149,30000
