,required,required,required,required,required,required
,800359,800359,2,410022,0,0
,800360,800360,2,410022,0,0
,800361,800361,2,410022,0,0
,800362,800362,2,410022,0,0
,800363,800363,2,410022,0,0
,800364,800364,2,410022,0,0
,800365,800365,2,410022,0,0
,800366,800366,2,410022,0,0
,800367,800367,2,410022,0,0
,800368,800368,3,410023,0,0
,800369,800369,3,410023,0,0
,800370,800370,3,410023,0,0
,800371,800371,3,410023,0,0
,800372,800372,3,410024,0,0
,800373,800373,3,410024,0,0
,800374,800374,1,410021,0,0
,800375,800375,1,410021,0,0
,800376,800376,1,410021,0,0
,800377,800377,1,410021,0,0
,800378,800378,1,410021,0,0
,800379,800379,1,410021,0,0
,800380,800380,1,410021,0,0
,800381,800381,1,410021,0,0
,800382,800382,1,410021,0,0
,800383,800383,2,410022,0,0
,800384,800384,2,410022,0,0
,800385,800385,2,410022,0,0
,800386,800386,2,410022,0,0
,800387,800387,2,410022,0,0
,800388,800388,2,410022,0,0
,800389,800389,2,410022,0,0
,800390,800390,2,410022,0,0
,800391,800391,2,410022,0,0
,800392,800392,2,410022,0,0
,800393,800393,2,410022,0,0
,800394,800394,2,410022,0,0
,800395,800395,3,410023,0,0
,800396,800396,3,410023,0,0
,800397,800397,3,410023,0,0
,800398,800398,3,410023,0,0
,800399,800399,3,410024,0,0
,800400,800400,3,410024,0,0
,800401,800401,1,410021,0,0
,800402,800402,1,410021,0,0
,800403,800403,1,410021,0,0
,800404,800404,1,410021,0,0
,800405,800405,1,410021,0,0
,800406,800406,1,410021,0,0
,800407,800407,1,410021,0,0
,800408,800408,1,410021,0,0
,800409,800409,1,410021,0,0
,800410,800410,2,410022,0,0
,800411,800411,2,410022,0,0
,800412,800412,2,410022,0,0
,800413,800413,2,410022,0,0
,800414,800414,2,410022,0,0
,800415,800415,2,410022,0,0
,800416,800416,2,410022,0,0
,800417,800417,2,410022,0,0
,800418,800418,2,410022,0,0
,800419,800419,2,410022,0,0
,800420,800420,2,410022,0,0
,800421,800421,2,410022,0,0
,800422,800422,3,410023,0,0
,800423,800423,3,410023,0,0
,800424,800424,3,410023,0,0
,800425,800425,3,410023,0,0
,800426,800426,3,410024,0,0
,800427,800427,3,410024,0,0
,800428,800428,1,410021,0,0
,800429,800429,1,410021,0,0
,800430,800430,1,410021,0,0
,800431,800431,1,410021,0,0
,800432,800432,1,410021,0,0
,800433,800433,1,410021,0,0
,800434,800434,1,410021,0,0
,800435,800435,1,410021,0,0
,800436,800436,1,410021,0,0
,800437,800437,2,410022,0,0
,800438,800438,2,410022,0,0
,800439,800439,2,410022,0,0
,800440,800440,2,410022,0,0
,800441,800441,2,410022,0,0
,800442,800442,2,410022,0,0
,800443,800443,2,410022,0,0
,800444,800444,2,410022,0,0
,800445,800445,2,410022,0,0
,800446,800446,2,410022,0,0
,800447,800447,2,410022,0,0
,800448,800448,2,410022,0,0
,800449,800449,3,410023,0,0
,800450,800450,3,410023,0,0
,800451,800451,3,410023,0,0
,800452,800452,3,410023,0,0
,800453,800453,3,410024,0,0
,800454,800454,3,410024,0,0
,800455,800455,1,410021,0,0
,800456,800456,1,410021,0,0
,800457,800457,1,410021,0,0
,800458,800458,1,410021,0,0
,800459,800459,1,410021,0,0
,800460,800460,1,410021,0,0
,800461,800461,1,410021,0,0
,800462,800462,1,410021,0,0
,800463,800463,1,410021,0,0
,800464,800464,2,410022,0,0
,800465,800465,2,410022,0,0
,800466,800466,2,410022,0,0
,800467,800467,2,410022,0,0
,800468,800468,2,410022,0,0
,800469,800469,2,410022,0,0
,800470,800470,2,410022,0,0
,800471,800471,2,410022,0,0
,800472,800472,2,410022,0,0
,800473,800473,2,410022,0,0
,800474,800474,2,410022,0,0
,800475,800475,2,410022,0,0
,800476,800476,3,410023,0,0
,800477,800477,3,410023,0,0
,800478,800478,3,410023,0,0
,800479,800479,3,410023,0,0
,800480,800480,3,410024,0,0
,800481,800481,3,410024,0,0
,800482,800482,1,410021,0,0
,800483,800483,1,410021,0,0
,800484,800484,1,410021,0,0
,800485,800485,1,410021,0,0
,800486,800486,1,410021,0,0
,800487,800487,1,410021,0,0
,800488,800488,1,410021,0,0
,800489,800489,1,410021,0,0
,800490,800490,1,410021,0,0
,800491,800491,2,410022,0,0
,800492,800492,2,410022,0,0
,800493,800493,2,410022,0,0
,800494,800494,2,410022,0,0
,800495,800495,2,410022,0,0
,800496,800496,2,410022,0,0
,800497,800497,2,410022,0,0
,800498,800498,2,410022,0,0
,800499,800499,2,410022,0,0
,800500,800500,2,410022,0,0
,800501,800501,2,410022,0,0
,800502,800502,2,410022,0,0
,800503,800503,3,410023,0,0
,800504,800504,3,410023,0,0
,800505,800505,3,410023,0,0
,800506,800506,3,410023,0,0
,800507,800507,3,410024,0,0
,800508,800508,3,410024,0,0
,800509,800509,1,410021,0,0
,800510,800510,1,410021,0,0
,800511,800511,1,410021,0,0
,800512,800512,1,410021,0,0
,800513,800513,1,410021,0,0
,800514,800514,1,410021,0,0
,800515,800515,1,410021,0,0
,800516,800516,1,410021,0,0
,800517,800517,1,410021,0,0
,800518,800518,2,410022,0,0
,800519,800519,2,410022,0,0
,800520,800520,2,410022,0,0
,800521,800521,2,410022,0,0
,800522,800522,2,410022,0,0
,800523,800523,2,410022,0,0
,800524,800524,2,410022,0,0
,800525,800525,2,410022,0,0
,800526,800526,2,410022,0,0
,800527,800527,2,410022,0,0
,800528,800528,2,410022,0,0
,800529,800529,2,410022,0,0
,800530,800530,3,410023,0,0
,800531,800531,3,410023,0,0
,800532,800532,3,410023,0,0
,800533,800533,3,410023,0,0
,800534,800534,3,410024,0,0
,800535,800535,3,410024,0,0
,800536,800536,1,410021,0,0
,800537,800537,1,410021,0,0
,800538,800538,1,410021,0,0
,800539,800539,1,410021,0,0
,800540,800540,1,410021,0,0
,800541,800541,1,410021,0,0
,800542,800542,1,410021,0,0
,800543,800543,1,410021,0,0
,800544,800544,1,410021,0,0
,800545,800545,2,410022,0,0
,800546,800546,2,410022,0,0
,800547,800547,2,410022,0,0
,800548,800548,2,410022,0,0
,800549,800549,2,410022,0,0
,800550,800550,2,410022,0,0
,800551,800551,2,410022,0,0
,800552,800552,2,410022,0,0
,800553,800553,2,410022,0,0
,800554,800554,2,410022,0,0
,800555,800555,2,410022,0,0
,800556,800556,2,410022,0,0
,800557,800557,3,410023,0,0
,800558,800558,3,410023,0,0
,800559,800559,3,410023,0,0
,800560,800560,3,410023,0,0
,800561,800561,3,410024,0,0
,800562,800562,3,410024,0,0
,800564,800564,1,410032,410033,410034
,800565,800565,2,410032,410033,410034
,800566,800566,1,410032,410033,410034
,800567,800567,2,410032,410033,410034
,800568,800568,1,410032,410033,410034
,800569,800569,2,410032,410033,410034
,800570,800570,1,410032,410033,410034
,800571,800571,2,410032,410033,410034
,800572,800572,1,410032,410033,410034
,800573,800573,2,410032,410033,410034
,800574,800574,1,410032,410033,410034
,800575,800575,2,410032,410033,410034
,800576,800576,1,410032,410033,410034
,800577,800577,2,410032,410033,410034
,800578,800578,1,410032,410033,410034
,800579,800579,2,410032,410033,410034
,800580,800580,1,410032,410033,410034
,800581,800581,2,410032,410033,410034
,800582,800582,1,410032,410033,410034
,800583,800583,2,410032,410033,410034
,800584,800584,1,410032,410033,410034
,800585,800585,2,410032,410033,410034
,800586,800586,1,410032,410033,410034
,800587,800587,2,410032,410033,410034
,800594,800594,3,120023,610014,410022
,800595,800595,3,120023,610014,410022
,800596,800596,3,120023,610014,410022
,800597,800597,3,120023,610014,410022
,800598,800598,3,120023,610014,410022
,800599,800599,3,120023,610014,410022
,800600,800600,3,120023,610014,410022
,800601,800601,3,120023,610014,410022
,800602,800602,3,120023,610014,410022
,800603,800603,3,120023,610014,410022
,800604,800604,3,120023,610014,410022
,800605,800605,3,120023,610014,410022
