,required,required,required,required,required,required,required,required,required,required,required
英雄升级,1108,1,1,1,1,40,3,0,0,0,0
英雄升级,1109,1,1,1,1,45,3,0,0,0,0
英雄升级,1110,1,1,1,1,50,3,0,0,0,0
英雄升级,1111,1,1,1,1,55,3,0,0,0,0
英雄升级,1112,1,1,1,1,60,3,0,0,0,0
英雄升级,1113,1,1,1,1,10,6,0,0,0,0
英雄升级,1114,1,1,1,1,20,6,0,0,0,0
英雄升级,1115,1,1,1,1,30,6,0,0,0,0
英雄升级,1116,1,1,1,1,40,6,0,0,0,0
英雄升级,1117,1,1,1,1,45,6,0,0,0,0
英雄升级,1118,1,1,1,1,50,6,0,0,0,0
英雄升级,1119,1,1,1,1,55,6,0,0,0,0
英雄升级,1120,1,1,1,1,60,6,0,0,0,0
英雄进阶,1131,1,1,2,1,1,1,0,0,0,0
英雄进阶,1132,1,1,2,1,2,1,0,0,0,0
英雄进阶,1133,1,1,2,1,3,1,0,0,0,0
英雄进阶,1134,1,1,2,1,4,1,0,0,0,0
英雄进阶,1135,1,1,2,1,5,1,0,0,0,0
英雄进阶,1136,1,1,2,1,6,1,0,0,0,0
英雄进阶,1137,1,1,2,1,7,1,0,0,0,0
英雄进阶,1138,1,1,2,1,8,1,0,0,0,0
英雄进阶,1139,1,1,2,1,1,3,0,0,0,0
英雄进阶,1140,1,1,2,1,2,3,0,0,0,0
英雄进阶,1141,1,1,2,1,3,3,0,0,0,0
英雄进阶,1142,1,1,2,1,4,3,0,0,0,0
英雄进阶,1143,1,1,2,1,5,3,0,0,0,0
英雄进阶,1144,1,1,2,1,6,3,0,0,0,0
英雄进阶,1145,1,1,2,1,7,3,0,0,0,0
英雄进阶,1146,1,1,2,1,8,3,0,0,0,0
英雄进阶,1147,1,1,2,1,1,6,0,0,0,0
英雄进阶,1148,1,1,2,1,2,6,0,0,0,0
战队升级,1149,1,2,1,1,45,0,0,0,0,0
战队升级,1150,1,2,1,1,50,0,0,0,0,0
战队升级,1151,1,2,1,1,55,0,0,0,0,0
战队升级,1152,1,2,1,1,60,0,0,0,0,0
装备强化,1153,1,3,1,1,10,1,1,0,0,0
装备强化,1154,1,3,1,1,20,1,1,0,0,0
装备强化,1155,1,3,1,1,30,1,1,0,0,0
装备强化,1156,1,3,1,1,40,1,1,0,0,0
装备强化,1157,1,3,1,1,45,1,1,0,0,0
装备强化,1158,1,3,1,1,50,1,1,0,0,0
装备强化,1159,1,3,1,1,55,1,1,0,0,0
装备强化,1160,1,3,1,1,60,1,1,0,0,0
装备强化,1161,1,3,1,1,10,4,1,0,0,0
装备强化,1162,1,3,1,1,20,4,1,0,0,0
装备强化,1163,1,3,1,1,30,4,1,0,0,0
装备强化,1164,1,3,1,1,40,4,1,0,0,0
装备强化,1165,1,3,1,1,45,4,1,0,0,0
装备强化,1166,1,3,1,1,50,4,1,0,0,0
装备强化,1167,1,3,1,1,55,4,1,0,0,0
装备强化,1168,1,3,1,1,60,4,1,0,0,0
装备强化,1169,1,3,1,1,10,4,6,0,0,0
装备强化,1170,1,3,1,1,20,4,6,0,0,0
装备强化,1171,1,3,1,1,30,4,6,0,0,0
装备强化,1172,1,3,1,1,40,4,6,0,0,0
装备强化,1173,1,3,1,1,45,4,6,0,0,0
装备强化,1174,1,3,1,1,50,4,6,0,0,0
装备强化,1175,1,3,1,1,55,4,6,0,0,0
装备强化,1176,1,3,1,1,60,4,6,0,0,0
装备升级,1177,3,3,1,1,10,0,0,0,1,2
装备升级,1178,3,3,1,1,20,0,0,0,1,2
装备升级,1179,3,3,1,1,30,0,0,0,1,2
装备升级,1180,3,3,1,1,40,0,0,0,1,2
装备升级,1181,3,3,1,1,50,0,0,0,1,2
装备升级,1182,3,3,1,1,60,0,0,0,1,2
装备升级,1183,3,3,1,1,70,0,0,0,1,2
装备升级,1184,3,3,1,1,80,0,0,0,1,2
装备升级,1185,3,3,1,1,90,0,0,0,1,2
装备升级,1186,3,3,1,1,100,0,0,0,1,2
装备升星,1187,1,3,2,1,1,1,1,0,0,0
装备升星,1188,1,3,2,1,2,1,1,0,0,0
装备升星,1189,1,3,2,1,3,1,1,0,0,0
装备升星,1190,1,3,2,1,4,1,1,0,0,0
装备升星,1191,1,3,2,1,5,1,1,0,0,0
装备升星,1192,1,3,2,1,6,1,1,0,0,0
装备升星,1193,1,3,2,1,7,1,1,0,0,0
装备升星,1194,1,3,2,1,1,4,1,0,0,0
装备升星,1195,1,3,2,1,2,4,1,0,0,0
装备升星,1196,1,3,2,1,3,4,1,0,0,0
装备升星,1197,1,3,2,1,4,4,1,0,0,0
装备升星,1198,1,3,2,1,5,4,1,0,0,0
装备升星,1199,1,3,2,1,6,4,1,0,0,0
装备升星,1200,1,3,2,1,7,4,1,0,0,0
装备升星,1201,1,3,2,1,1,4,3,0,0,0
装备升星,1202,1,3,2,1,2,4,3,0,0,0
装备升星,1203,1,3,2,1,3,4,3,0,0,0
装备升星,1204,1,3,2,1,4,4,3,0,0,0
装备升星,1205,1,3,2,1,5,4,3,0,0,0
装备升星,1206,1,3,2,1,6,4,3,0,0,0
装备升星,1207,1,3,2,1,7,4,3,0,0,0
装备升星,1208,1,3,2,1,1,4,6,0,0,0
装备升星,1209,1,3,2,1,2,4,6,0,0,0
装备升星,1210,1,3,2,1,3,4,6,0,0,0
装备升星,1211,1,3,2,1,4,4,6,0,0,0
装备升星,1212,1,3,2,1,5,4,6,0,0,0
装备升星,1213,1,3,2,1,6,4,6,0,0,0
装备升星,1214,1,3,2,1,7,4,6,0,0,0
装备进阶,1215,1,3,3,1,1,1,1,0,0,0
装备进阶,1216,1,3,3,1,2,1,1,0,0,0
装备进阶,1217,1,3,3,1,3,1,1,0,0,0
装备进阶,1218,1,3,3,1,4,1,1,0,0,0
装备进阶,1219,1,3,3,1,5,1,1,0,0,0
装备进阶,1220,1,3,3,1,6,1,1,0,0,0
装备进阶,1221,1,3,3,1,7,1,1,0,0,0
装备进阶,1222,1,3,3,1,1,4,1,0,0,0
装备进阶,1223,1,3,3,1,2,4,1,0,0,0
装备进阶,1224,1,3,3,1,3,4,1,0,0,0
装备进阶,1225,1,3,3,1,4,4,1,0,0,0
装备进阶,1226,1,3,3,1,5,4,1,0,0,0
装备进阶,1227,1,3,3,1,6,4,1,0,0,0
装备进阶,1228,1,3,3,1,7,4,1,0,0,0
装备进阶,1229,1,3,3,1,1,4,3,0,0,0
装备进阶,1230,1,3,3,1,2,4,3,0,0,0
装备进阶,1231,1,3,3,1,3,4,3,0,0,0
装备进阶,1232,1,3,3,1,4,4,3,0,0,0
装备进阶,1233,1,3,3,1,5,4,3,0,0,0
装备进阶,1234,1,3,3,1,6,4,3,0,0,0
装备进阶,1235,1,3,3,1,7,4,3,0,0,0
装备进阶,1236,1,3,3,1,1,4,6,0,0,0
装备进阶,1237,1,3,3,1,2,4,6,0,0,0
装备进阶,1238,1,3,3,1,3,4,6,0,0,0
装备进阶,1239,1,3,3,1,4,4,6,0,0,0
装备进阶,1240,1,3,3,1,5,4,6,0,0,0
装备进阶,1241,1,3,3,1,6,4,6,0,0,0
装备进阶,1242,1,3,3,1,7,4,6,0,0,0
英雄进阶,1243,1,1,2,1,3,6,0,0,0,0
英雄进阶,1244,1,1,2,1,4,6,0,0,0,0
英雄进阶,1245,1,1,2,1,5,6,0,0,0,0
英雄进阶,1246,1,1,2,1,6,6,0,0,0,0
英雄进阶,1247,1,1,2,1,7,6,0,0,0,0
英雄进阶,1248,1,1,2,1,8,6,0,0,0,0
本命升级,1249,2,6,1,1,10,1,0,0,5,1
本命升级,1250,2,6,1,1,20,1,0,0,5,2
本命升级,1251,2,6,1,1,30,1,0,0,5,3
本命升级,1252,2,6,1,1,40,1,0,0,5,4
本命升级,1253,2,6,1,1,45,1,0,0,5,5
本命升级,1254,2,6,1,1,50,1,0,0,5,6
本命升级,1255,2,6,1,1,55,1,0,0,5,7
本命升级,1256,2,6,1,1,60,1,0,0,5,8
本命升级,1257,2,6,1,1,10,3,0,0,5,9
本命升级,1258,2,6,1,1,20,3,0,0,5,10
本命升级,1259,2,6,1,1,30,3,0,0,5,11
本命升级,1260,2,6,1,1,40,3,0,0,5,12
本命升级,1261,2,6,1,1,45,3,0,0,5,13
本命升级,1262,2,6,1,1,50,3,0,0,5,14
本命升级,1263,2,6,1,1,55,3,0,0,5,15
本命升级,1264,2,6,1,1,60,3,0,0,5,16
本命升级,1265,2,6,1,1,10,6,0,0,5,17
本命升级,1266,2,6,1,1,20,6,0,0,5,18
本命升级,1267,2,6,1,1,30,6,0,0,5,19
本命升级,1268,2,6,1,1,40,6,0,0,5,20
本命升级,1269,2,6,1,1,45,6,0,0,5,21
本命升级,1270,2,6,1,1,50,6,0,0,5,22
本命升级,1271,2,6,1,1,55,6,0,0,5,23
本命升级,1272,2,6,1,1,60,6,0,0,5,24
本命升星,1273,2,6,2,1,1,1,0,0,5,25
本命升星,1274,2,6,2,1,2,1,0,0,5,26
本命升星,1275,2,6,2,1,3,1,0,0,5,27
本命升星,1276,2,6,2,1,4,1,0,0,5,28
本命升星,1277,2,6,2,1,5,1,0,0,5,29
本命升星,1278,2,6,2,1,6,1,0,0,5,30
本命升星,1279,2,6,2,1,7,1,0,0,5,31
本命升星,1280,2,6,2,1,1,4,0,0,5,32
本命升星,1281,2,6,2,1,2,4,0,0,5,33
本命升星,1282,2,6,2,1,3,4,0,0,5,34
本命升星,1283,2,6,2,1,4,4,0,0,5,35
本命升星,1284,2,6,2,1,5,4,0,0,5,36
本命升星,1285,2,6,2,1,6,4,0,0,5,37
本命升星,1286,2,6,2,1,7,4,0,0,5,38
本命升级,1287,3,6,1,1,10,1,0,0,2,1
本命升级,1288,3,6,1,1,20,1,0,0,2,1
本命升级,1289,3,6,1,1,30,1,0,0,2,1
本命升级,1290,3,6,1,1,40,1,0,0,2,1
本命升级,1291,3,6,1,1,50,1,0,0,2,1
本命升级,1292,3,6,1,1,60,1,0,0,2,1
本命升级,1293,3,6,1,1,70,1,0,0,2,1
本命升级,1294,3,6,1,1,80,1,0,0,2,1
本命升级,1295,3,6,1,1,90,1,0,0,2,1
本命升级,1296,3,6,1,1,100,1,0,0,2,1
装备强化,1297,1,3,1,1,10,4,3,0,0,0
装备强化,1298,1,3,1,1,20,4,3,0,0,0
装备强化,1299,1,3,1,1,30,4,3,0,0,0
装备强化,1300,1,3,1,1,40,4,3,0,0,0
装备强化,1301,1,3,1,1,45,4,3,0,0,0
装备强化,1302,1,3,1,1,50,4,3,0,0,0
装备强化,1303,1,3,1,1,55,4,3,0,0,0
装备强化,1304,1,3,1,1,60,4,3,0,0,0
军团贡献,1305,3,8,2,1,10,0,0,0,2,2
军团贡献,1306,3,8,2,1,20,0,0,0,2,2
军团贡献,1307,3,8,2,1,30,0,0,0,2,2
军团贡献,1308,3,8,2,1,40,0,0,0,2,2
军团贡献,1309,3,8,2,1,50,0,0,0,2,2
军团贡献,1310,3,8,2,1,60,0,0,0,2,2
军团贡献,1311,3,8,2,1,70,0,0,0,2,2
军团贡献,1312,3,8,2,1,80,0,0,0,2,2
军团贡献,1313,3,8,2,1,90,0,0,0,2,2
军团贡献,1314,3,8,2,1,100,0,0,0,2,2
军团悬赏次数,1315,3,8,3,1,3,0,0,0,2,3
军团悬赏次数,1316,3,8,3,1,6,0,0,0,2,3
军团悬赏次数,1317,3,8,3,1,9,0,0,0,2,3
军团悬赏次数,1318,3,8,3,1,12,0,0,0,2,3
军团悬赏次数,1319,3,8,3,1,15,0,0,0,2,3
军团悬赏次数,1320,3,8,3,1,18,0,0,0,2,3
军团悬赏次数,1321,3,8,3,1,21,0,0,0,2,3
军团悬赏次数,1322,3,8,3,1,100,0,0,0,2,3
加入军团,1327,2,8,1,1,1,0,0,0,2,60
符文升级,1026,2,5,1,1,1,4,1,0,1,21
符文升级,1027,2,5,1,1,2,4,1,0,1,22
符文升级,1028,2,5,1,1,3,4,1,0,1,23
符文升级,1029,2,5,1,1,4,4,1,0,1,24
符文升级,1030,2,5,1,1,5,4,1,0,1,25
符文升级,1031,2,5,1,1,1,3,1,0,1,26
符文升级,1032,2,5,1,1,2,3,1,0,1,27
符文升级,1033,2,5,1,1,3,3,1,0,1,28
符文升级,1034,2,5,1,1,4,3,1,0,1,29
符文升级,1035,2,5,1,1,5,3,1,0,1,30
符文升级,1036,2,5,1,1,1,4,3,0,1,31
符文升级,1037,2,5,1,1,2,4,3,0,1,32
符文升级,1038,2,5,1,1,3,4,3,0,1,33
符文升级,1039,2,5,1,1,4,4,3,0,1,34
符文升级,1040,2,5,1,1,5,4,3,0,1,35
符文升级,1041,2,5,1,1,1,3,3,0,1,36
符文升级,1042,2,5,1,1,2,3,3,0,1,37
符文升级,1043,2,5,1,1,3,3,3,0,1,38
符文升级,1044,2,5,1,1,4,3,3,0,1,39
符文升级,1045,2,5,1,1,5,3,3,0,1,40
符文升级,1046,2,5,1,1,1,4,6,0,1,41
符文升级,1047,2,5,1,1,2,4,6,0,1,42
符文升级,1048,2,5,1,1,3,4,6,0,1,43
符文升级,1049,2,5,1,1,4,4,6,0,1,44
符文升级,1050,2,5,1,1,5,4,6,0,1,45
符文升级,1051,2,5,1,1,1,3,6,0,1,46
符文升级,1052,2,5,1,1,2,3,6,0,1,47
符文升级,1053,2,5,1,1,3,3,6,0,1,48
符文升级,1054,2,5,1,1,4,3,6,0,1,49
符文升级,1055,2,5,1,1,5,3,6,0,1,50
符文镶嵌,1089,2,4,2,1,4,5,1,0,2,23
符文镶嵌,1090,2,4,2,1,4,5,2,0,2,24
符文镶嵌,1091,2,4,2,1,4,5,3,0,2,25
符文镶嵌,1092,2,4,2,1,4,5,4,0,2,26
符文镶嵌,1093,2,4,2,1,4,5,5,0,2,27
符文镶嵌,1094,2,4,2,1,4,5,6,0,2,28
符文镶嵌,1095,2,4,2,1,3,5,1,0,2,29
符文镶嵌,1096,2,4,2,1,3,5,2,0,2,30
符文镶嵌,1323,2,4,2,1,3,5,3,0,5,39
符文镶嵌,1324,2,4,2,1,3,5,4,0,5,40
符文镶嵌,1325,2,4,2,1,3,5,5,0,5,41
符文镶嵌,1326,2,4,2,1,3,5,6,0,5,42
英雄升级,1121,3,1,1,1,10,0,0,0,1,3
英雄升级,1122,3,1,1,1,20,0,0,0,1,3
英雄升级,1123,3,1,1,1,30,0,0,0,1,3
英雄升级,1124,3,1,1,1,40,0,0,0,1,3
英雄升级,1125,3,1,1,1,50,0,0,0,1,3
英雄升级,1126,3,1,1,1,60,0,0,0,1,3
英雄升级,1127,3,1,1,1,70,0,0,0,1,3
英雄升级,1128,3,1,1,1,80,0,0,0,1,3
英雄升级,1129,3,1,1,1,90,0,0,0,1,3
英雄升级,1130,3,1,1,1,100,0,0,0,1,3
骑士考核,1328,2,11,1,1,1,0,0,0,2,31
骑士考核,1329,2,11,1,1,2,0,0,0,2,32
骑士考核,1330,2,11,1,1,3,0,0,0,2,33
骑士考核,1331,2,11,1,1,4,0,0,0,2,34
骑士考核,1332,2,11,1,1,5,0,0,0,2,35
主线进度,1333,2,7,1,1,10282,0,0,0,3,6
战队升级,1334,1,2,1,1,37,0,0,0,0,0
战队升级,1335,1,2,1,1,33,0,0,0,0,0
主线进度,1336,2,7,1,1,10163,0,0,0,1,51
主线进度,1337,2,7,1,1,10221,0,0,0,1,52
战队升级,1338,1,2,1,1,35,0,0,0,0,0
装备强化,1339,1,3,1,1,25,4,3,0,0,0
战队升级,1340,1,2,1,1,27,0,0,0,0,0
主线进度,1341,2,7,1,1,10253,0,0,0,3,7
符文镶嵌,1342,2,4,2,1,2,5,3,0,1,54
主线进度,1343,2,7,1,1,10182,0,0,0,1,55
主线进度,1344,2,7,1,1,10246,0,0,0,1,56
主线进度,1345,2,7,1,1,10340,0,0,0,1,57
符文镶嵌,1346,2,4,2,1,4,1,1,0,1,58
英雄升级,1347,1,1,1,1,1,8,0,0,0,0
本命升级次数,1348,3,6,3,1,5,1,0,0,2,1
本命升级次数,1349,3,6,3,1,15,1,0,0,2,1
战胜怪物次数,1350,3,12,1,1,1,1,0,0,1,4
战胜怪物次数,1351,3,12,1,1,2,1,0,0,1,4
战胜怪物次数,1352,3,12,1,1,3,1,0,0,1,4
战胜怪物次数,1353,3,12,1,1,5,1,0,0,1,4
战胜怪物次数,1354,3,12,1,1,10,1,0,0,1,4
战胜怪物次数,1355,3,12,1,1,20,1,0,0,1,4
战胜怪物次数,1356,3,12,1,1,50,1,0,0,1,4
战胜怪物次数,1357,3,12,1,1,100,1,0,0,1,4
战胜怪物次数,1358,3,12,1,1,1,2,0,0,1,5
战胜怪物次数,1359,3,12,1,1,2,2,0,0,1,5
战胜怪物次数,1360,3,12,1,1,3,2,0,0,1,5
战胜怪物次数,1361,3,12,1,1,5,2,0,0,1,5
战胜怪物次数,1362,3,12,1,1,10,2,0,0,1,5
战胜怪物次数,1363,3,12,1,1,20,2,0,0,1,5
战胜怪物次数,1364,3,12,1,1,50,2,0,0,1,5
战胜怪物次数,1365,3,12,1,1,100,2,0,0,1,5
奥义击杀数量,1366,3,12,2,1,1,0,0,0,1,6
奥义击杀数量,1367,3,12,2,1,2,0,0,0,1,6
奥义击杀数量,1368,3,12,2,1,3,0,0,0,1,6
奥义击杀数量,1369,3,12,2,1,5,0,0,0,1,6
奥义击杀数量,1370,3,12,2,1,10,0,0,0,1,6
奥义击杀数量,1371,3,12,2,1,20,0,0,0,1,6
奥义击杀数量,1372,3,12,2,1,50,0,0,0,1,6
奥义击杀数量,1373,3,12,2,1,100,0,0,0,1,6
好友数量,1382,2,14,1,1,1,0,0,0,1,14
好友数量,1383,2,14,1,1,3,0,0,0,1,59
好友数量,1384,2,14,1,1,5,0,0,0,1,60
好友数量,1385,2,14,1,1,10,0,0,0,3,1
好友数量,1386,2,14,1,1,15,0,0,0,3,2
好友数量,1387,2,14,1,1,20,0,0,0,3,3
好友数量,1388,2,14,1,1,25,0,0,0,3,4
好友数量,1389,2,14,1,1,30,0,0,0,3,5
亲密等级,1390,1,18,1,1,1,1,0,0,0,0
亲密等级,1391,1,18,1,1,2,1,0,0,0,0
亲密等级,1392,1,18,1,1,3,1,0,0,0,0
亲密等级,1393,1,18,1,1,4,1,0,0,0,0
亲密等级,1394,1,18,1,1,5,1,0,0,0,0
亲密等级,1395,1,18,1,1,6,1,0,0,0,0
亲密等级,1396,1,18,1,1,7,1,0,0,0,0
亲密等级,1397,1,18,1,1,1,3,0,0,0,0
亲密等级,1398,1,18,1,1,2,3,0,0,0,0
亲密等级,1399,1,18,1,1,3,3,0,0,0,0
亲密等级,1400,1,18,1,1,4,3,0,0,0,0
亲密等级,1401,1,18,1,1,5,3,0,0,0,0
亲密等级,1402,1,18,1,1,6,3,0,0,0,0
亲密等级,1403,1,18,1,1,7,3,0,0,0,0
亲密等级,1404,1,18,1,1,1,6,0,0,0,0
亲密等级,1405,1,18,1,1,2,6,0,0,0,0
亲密等级,1406,1,18,1,1,3,6,0,0,0,0
亲密等级,1407,1,18,1,1,4,6,0,0,0,0
亲密等级,1408,1,18,1,1,5,6,0,0,0,0
亲密等级,1409,1,18,1,1,6,6,0,0,0,0
亲密等级,1410,1,18,1,1,7,6,0,0,0,0
多人本通关,1411,3,13,1,1,1,0,0,0,1,8
多人本通关,1412,3,13,1,1,3,0,0,0,1,8
多人本通关,1413,3,13,1,1,5,0,0,0,1,8
多人本通关,1414,3,13,1,1,10,0,0,0,1,8
多人本通关,1415,3,13,1,1,20,0,0,0,1,8
温丽梦境,1418,2,19,1,1,107,0,0,0,1,9
温丽梦境,1419,2,19,1,1,207,0,0,0,1,10
温丽梦境,1420,2,19,1,1,307,0,0,0,1,11
温丽梦境,1421,2,19,1,1,407,0,0,0,1,12
温丽梦境,1422,2,19,1,1,507,0,0,0,1,13
讨伐领主攻击次数,1423,3,17,1,1,5,1,0,0,1,10
讨伐领主攻击次数,1424,3,17,1,1,10,1,0,0,1,10
讨伐领主攻击次数,1425,3,17,1,1,20,1,0,0,1,10
讨伐领主攻击次数,1426,3,17,1,1,50,1,0,0,1,10
讨伐领主攻击次数,1427,3,17,1,1,100,1,0,0,1,10
讨伐领主攻击次数,1428,3,17,1,1,200,1,0,0,1,10
讨伐领主攻击次数,1429,3,17,1,1,5,2,0,0,1,11
讨伐领主攻击次数,1430,3,17,1,1,10,2,0,0,1,11
讨伐领主攻击次数,1431,3,17,1,1,20,2,0,0,1,11
讨伐领主攻击次数,1432,3,17,1,1,50,2,0,0,1,11
讨伐领主攻击次数,1433,3,17,1,1,100,2,0,0,1,11
讨伐领主攻击次数,1434,3,17,1,1,200,2,0,0,1,11
讨伐领主攻击次数,1435,3,17,1,1,5,3,0,0,1,12
讨伐领主攻击次数,1436,3,17,1,1,10,3,0,0,1,12
讨伐领主攻击次数,1437,3,17,1,1,20,3,0,0,1,12
讨伐领主攻击次数,1438,3,17,1,1,50,3,0,0,1,12
讨伐领主攻击次数,1439,3,17,1,1,100,3,0,0,1,12
讨伐领主攻击次数,1440,3,17,1,1,200,3,0,0,1,12
讨伐领主攻击次数,1441,3,17,1,1,5,4,0,0,1,13
讨伐领主攻击次数,1442,3,17,1,1,10,4,0,0,1,13
讨伐领主攻击次数,1443,3,17,1,1,20,4,0,0,1,13
讨伐领主攻击次数,1444,3,17,1,1,50,4,0,0,1,13
讨伐领主攻击次数,1445,3,17,1,1,100,4,0,0,1,13
讨伐领主攻击次数,1446,3,17,1,1,200,4,0,0,1,13
讨伐领主击杀次数,1447,3,17,2,1,1,1,0,0,1,14
讨伐领主击杀次数,1448,3,17,2,1,3,1,0,0,1,14
讨伐领主击杀次数,1449,3,17,2,1,5,1,0,0,1,14
讨伐领主击杀次数,1450,3,17,2,1,10,1,0,0,1,14
讨伐领主击杀次数,1451,3,17,2,1,15,1,0,0,1,14
讨伐领主击杀次数,1452,3,17,2,1,20,1,0,0,1,14
讨伐领主击杀次数,1453,3,17,2,1,1,2,0,0,1,15
讨伐领主击杀次数,1454,3,17,2,1,3,2,0,0,1,15
讨伐领主击杀次数,1455,3,17,2,1,5,2,0,0,1,15
讨伐领主击杀次数,1456,3,17,2,1,10,2,0,0,1,15
讨伐领主击杀次数,1457,3,17,2,1,15,2,0,0,1,15
讨伐领主击杀次数,1458,3,17,2,1,20,2,0,0,1,15
讨伐领主击杀次数,1459,3,17,2,1,1,3,0,0,1,16
讨伐领主击杀次数,1460,3,17,2,1,3,3,0,0,1,16
讨伐领主击杀次数,1461,3,17,2,1,5,3,0,0,1,16
讨伐领主击杀次数,1462,3,17,2,1,10,3,0,0,1,16
讨伐领主击杀次数,1463,3,17,2,1,15,3,0,0,1,16
讨伐领主击杀次数,1464,3,17,2,1,20,3,0,0,1,16
讨伐领主击杀次数,1465,3,17,2,1,1,4,0,0,1,17
讨伐领主击杀次数,1466,3,17,2,1,3,4,0,0,1,17
讨伐领主击杀次数,1467,3,17,2,1,5,4,0,0,1,17
讨伐领主击杀次数,1468,3,17,2,1,10,4,0,0,1,17
讨伐领主击杀次数,1469,3,17,2,1,15,4,0,0,1,17
讨伐领主击杀次数,1470,3,17,2,1,20,4,0,0,1,17
好友宝箱,1471,3,16,1,1,1,1,0,0,1,18
好友宝箱,1472,3,16,1,1,5,1,0,0,1,18
好友宝箱,1473,3,16,1,1,10,1,0,0,1,18
好友宝箱,1474,3,16,1,1,20,1,0,0,1,18
好友宝箱,1475,3,16,1,1,30,1,0,0,1,18
好友宝箱,1476,3,16,1,1,50,1,0,0,1,18
好友宝箱,1477,3,16,1,1,100,1,0,0,1,18
好友宝箱,1478,3,16,1,1,200,1,0,0,1,18
好友宝箱,1479,3,16,1,1,1,2,0,0,1,19
好友宝箱,1480,3,16,1,1,5,2,0,0,1,19
好友宝箱,1481,3,16,1,1,10,2,0,0,1,19
好友宝箱,1482,3,16,1,1,20,2,0,0,1,19
好友宝箱,1483,3,16,1,1,30,2,0,0,1,19
好友宝箱,1484,3,16,1,1,50,2,0,0,1,19
好友宝箱,1485,3,16,1,1,100,2,0,0,1,19
好友宝箱,1486,3,16,1,1,200,2,0,0,1,19
好友宝箱,1487,3,16,1,1,1,3,0,0,1,20
好友宝箱,1488,3,16,1,1,5,3,0,0,1,20
好友宝箱,1489,3,16,1,1,10,3,0,0,1,20
好友宝箱,1490,3,16,1,1,20,3,0,0,1,20
好友宝箱,1491,3,16,1,1,30,3,0,0,1,20
好友宝箱,1492,3,16,1,1,50,3,0,0,1,20
好友宝箱,1493,3,16,1,1,100,3,0,0,1,20
好友宝箱,1494,3,16,1,1,200,3,0,0,1,20
好友宝箱,1495,3,16,2,1,1,0,0,0,2,4
好友宝箱,1496,3,16,2,1,5,0,0,0,2,4
好友宝箱,1497,3,16,2,1,10,0,0,0,2,4
好友宝箱,1498,3,16,2,1,20,0,0,0,2,4
