,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,3108001,3108,1,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3108002,3108,2,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3108003,3108,3,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3108004,3108,4,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3108005,3108,5,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,3,3,360,0,0,500,2000,
,3109001,3109,1,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3109002,3109,2,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3109003,3109,3,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3109004,3109,4,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3109005,3109,5,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,3,3,360,0,0,500,2000,
,3110001,3110,1,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3110002,3110,2,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3110003,3110,3,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3110004,3110,4,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3110005,3110,5,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",0,7,7,360,0,0,0,0,
,3111047,3111,47,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3111048,3111,48,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3111049,3111,49,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3111050,3111,50,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3111051,3111,51,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,9,9,360,0,0,500,2000,
,3112047,3112,47,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3112048,3112,48,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3112049,3112,49,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3112050,3112,50,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3112051,3112,51,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,9,9,360,0,0,500,2000,
,3113047,3113,47,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3113048,3113,48,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3113049,3113,49,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3113050,3113,50,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3113051,3113,51,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,9,9,360,0,0,500,2000,
,3114047,3114,47,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3114048,3114,48,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3114049,3114,49,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3114050,3114,50,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,9,9,360,0,0,500,2000,
,3114051,3114,51,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,9,9,360,0,0,500,2000,
,3115001,3115,1,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3115002,3115,2,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",1,3,0,360,0,3,500,2000,
,3115003,3115,3,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3115004,3115,4,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",1,3,3,360,0,0,500,2000,
,3115005,3115,5,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",1,3,3,360,0,0,500,2000,
,3116001,3116,1,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3116002,3116,2,"-20.80,0.08,-20.1","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3116003,3116,3,"-20.96,0.08,5.391","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3116004,3116,4,"21.65,0.08,4.1011","0,0,0","0.38,0.08621979,-29.60559",0,5,5,360,0,0,0,0,
,3116005,3116,5,"0.4527,2.22,18.75","0,0,0","-0.0589,2.227085,21.27719",0,7,7,360,0,0,0,0,
