,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,3104020,机关门,3104,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3104021,机关门,3104,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3105018,机关门,3105,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3105019,机关门,3105,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3105020,机关门,3105,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3105021,机关门,3105,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3106018,机关门,3107,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3106019,机关门,3107,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3106020,机关门,3107,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3106021,机关门,3107,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3107018,机关门,3107,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3107019,机关门,3107,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3107020,机关门,3107,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3107021,机关门,3107,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3108017,光墙,3108,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3108018,机关门,3108,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3108019,机关门,3108,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3108020,机关门,3108,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3108021,机关门,3108,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3109017,光墙,3109,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3109018,机关门,3109,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3109019,机关门,3109,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3109020,机关门,3109,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3109021,机关门,3109,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3110018,机关门,3110,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3110019,机关门,3110,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3110020,机关门,3110,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3110021,机关门,3110,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3111018,机关门,3111,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3111019,机关门,3111,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3111020,机关门,3111,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3111021,机关门,3111,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3112018,机关门,3112,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3112019,机关门,3112,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3112020,机关门,3112,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3112021,机关门,3112,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3113018,机关门,3113,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3113019,机关门,3113,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3113020,机关门,3113,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3113021,机关门,3113,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3114018,机关门,3114,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3114019,机关门,3114,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3114020,机关门,3114,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3114021,机关门,3114,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3115018,机关门,3115,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3115019,机关门,3115,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3115020,机关门,3115,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3115021,机关门,3115,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3115201,光墙,3115,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3116018,机关门,3116,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3116019,机关门,3116,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3116020,机关门,3116,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3116021,机关门,3116,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3163001,,3163,1,21279,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3163002,,3163,1,21280,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3163003,,3163,1,21281,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3163004,,3163,1,21282,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3163005,,3163,1,21283,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3163011,,3163,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3163012,,3163,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3163013,,3163,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3163018,,3163,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3163019,,3163,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3163020,,3163,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3163021,,3163,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3163201,,3163,2,200860,1,1,1,0,0,0,76,,0,1
,3163202,,3163,2,200861,2,1,1,0,0,0,76,,0,1
,3163203,,3163,2,200862,3,1,1,0,0,0,76,,0,1
,3163204,,3163,2,200863,4,1,1,0,0,0,76,,0,1
,3163205,,3163,2,200864,5,1,1,0,0,0,76,,0,1
,3163301,,3163,1,21284,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3163302,,3163,1,21285,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3163303,,3163,1,21286,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3163304,,3163,1,21287,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3164001,,3164,1,21288,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3164002,,3164,1,21289,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3164003,,3164,1,21290,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3164004,,3164,1,21291,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3164005,,3164,1,21292,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3164011,,3164,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3164012,,3164,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3164013,,3164,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3164018,,3164,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3164019,,3164,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3164020,,3164,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3164021,,3164,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3164201,,3164,2,200865,1,1,1,0,0,0,76,,0,1
,3164202,,3164,2,200866,2,1,1,0,0,0,76,,0,1
,3164203,,3164,2,200867,3,1,1,0,0,0,76,,0,1
,3164204,,3164,2,200868,4,1,1,0,0,0,76,,0,1
,3164205,,3164,2,200869,5,1,1,0,0,0,76,,0,1
,3164301,,3164,1,21293,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3164302,,3164,1,21294,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3164303,,3164,1,21295,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3164304,,3164,1,21296,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3165001,,3165,1,21297,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3165002,,3165,1,21298,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3165003,,3165,1,21299,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3165004,,3165,1,21300,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3165005,,3165,1,21301,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3165011,,3165,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3165012,,3165,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3165013,,3165,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3165018,,3165,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3165019,,3165,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3165020,,3165,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3165021,,3165,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3165201,,3165,2,200870,1,1,1,0,0,0,76,,0,1
,3165202,,3165,2,200871,2,1,1,0,0,0,76,,0,1
,3165203,,3165,2,200872,3,1,1,0,0,0,76,,0,1
,3165204,,3165,2,200873,4,1,1,0,0,0,76,,0,1
,3165205,,3165,2,200874,5,1,1,0,0,0,76,,0,1
,3165301,,3165,1,21302,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3165302,,3165,1,21303,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3165303,,3165,1,21304,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3165304,,3165,1,21305,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3166001,,3166,1,21306,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3166002,,3166,1,21307,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3166003,,3166,1,21308,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3166004,,3166,1,21309,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3166005,,3166,1,21310,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3166011,,3166,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3166012,,3166,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3166013,,3166,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3166018,,3166,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3166019,,3166,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3166020,,3166,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3166021,,3166,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3166201,,3166,2,200875,1,1,1,0,0,0,76,,0,1
,3166202,,3166,2,200876,2,1,1,0,0,0,76,,0,1
,3166203,,3166,2,200877,3,1,1,0,0,0,76,,0,1
,3166204,,3166,2,200878,4,1,1,0,0,0,76,,0,1
,3166205,,3166,2,200879,5,1,1,0,0,0,76,,0,1
,3166301,,3166,1,21311,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3166302,,3166,1,21312,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3166303,,3166,1,21313,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3166304,,3166,1,21314,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3167001,,3167,1,21315,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3167002,,3167,1,21316,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3167003,,3167,1,21317,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3167004,,3167,1,21318,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3167005,,3167,1,21319,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3167011,,3167,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3167012,,3167,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3167013,,3167,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3167018,,3167,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3167019,,3167,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3167020,,3167,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3167021,,3167,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3167201,,3167,2,200880,1,1,1,0,0,0,76,,0,1
,3167202,,3167,2,200881,2,1,1,0,0,0,76,,0,1
,3167203,,3167,2,200882,3,1,1,0,0,0,76,,0,1
,3167204,,3167,2,200883,4,1,1,0,0,0,76,,0,1
,3167205,,3167,2,200884,5,1,1,0,0,0,76,,0,1
,3167301,,3167,1,21320,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3167302,,3167,1,21321,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3167303,,3167,1,21322,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3167304,,3167,1,21323,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3168001,,3168,1,21324,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3168002,,3168,1,21325,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3168003,,3168,1,21326,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3168004,,3168,1,21327,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3168005,,3168,1,21328,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3168011,,3168,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3168012,,3168,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3168013,,3168,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3168018,,3168,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3168019,,3168,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3168020,,3168,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3168021,,3168,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3168201,,3168,2,200885,1,1,1,0,0,0,76,,0,1
,3168202,,3168,2,200886,2,1,1,0,0,0,76,,0,1
,3168203,,3168,2,200887,3,1,1,0,0,0,76,,0,1
,3168204,,3168,2,200888,4,1,1,0,0,0,76,,0,1
,3168205,,3168,2,200889,5,1,1,0,0,0,76,,0,1
,3168301,,3168,1,21329,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3168302,,3168,1,21330,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3168303,,3168,1,21331,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3168304,,3168,1,21332,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3169001,,3169,1,21333,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3169002,,3169,1,21334,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3169003,,3169,1,21335,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3169004,,3169,1,21336,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3169005,,3169,1,21337,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3169011,,3169,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3169012,,3169,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3169013,,3169,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3169018,,3169,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3169019,,3169,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3169020,,3169,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3169021,,3169,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3169201,,3169,2,200890,1,1,1,0,0,0,76,,0,1
,3169202,,3169,2,200891,2,1,1,0,0,0,76,,0,1
,3169203,,3169,2,200892,3,1,1,0,0,0,76,,0,1
,3169204,,3169,2,200893,4,1,1,0,0,0,76,,0,1
,3169205,,3169,2,200894,5,1,1,0,0,0,76,,0,1
,3169301,,3169,1,21338,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3169302,,3169,1,21339,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3169303,,3169,1,21340,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3169304,,3169,1,21341,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3170001,,3170,1,21342,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3170002,,3170,1,21343,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3170003,,3170,1,21344,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3170004,,3170,1,21345,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3170005,,3170,1,21346,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3170011,,3170,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3170012,,3170,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3170013,,3170,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3170018,,3170,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3170019,,3170,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3170020,,3170,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3170021,,3170,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3170201,,3170,2,200895,1,1,1,0,0,0,76,,0,1
,3170202,,3170,2,200896,2,1,1,0,0,0,76,,0,1
,3170203,,3170,2,200897,3,1,1,0,0,0,76,,0,1
,3170204,,3170,2,200898,4,1,1,0,0,0,76,,0,1
,3170205,,3170,2,200899,5,1,1,0,0,0,76,,0,1
,3170301,,3170,1,21347,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3170302,,3170,1,21348,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3170303,,3170,1,21349,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3170304,,3170,1,21350,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3171001,,3171,1,21351,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3171002,,3171,1,21352,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3171003,,3171,1,21353,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3171004,,3171,1,21354,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3171005,,3171,1,21355,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3171011,,3171,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3171012,,3171,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3171013,,3171,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3171018,,3171,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3171019,,3171,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3171020,,3171,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3171021,,3171,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3171201,,3171,2,200900,1,1,1,0,0,0,76,,0,1
,3171202,,3171,2,200901,2,1,1,0,0,0,76,,0,1
,3171203,,3171,2,200902,3,1,1,0,0,0,76,,0,1
,3171204,,3171,2,200903,4,1,1,0,0,0,76,,0,1
,3171205,,3171,2,200904,5,1,1,0,0,0,76,,0,1
,3171301,,3171,1,21356,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3171302,,3171,1,21357,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3171303,,3171,1,21358,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3171304,,3171,1,21359,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
,3172001,,3172,1,21360,0,1,0,0,0,0,0,"-8.8000,0.08,-19.1",180,1
,3172002,,3172,1,21361,0,1,0,0,0,0,0,"9.79999,0.08,-20.1",180,1
,3172003,,3172,1,21362,0,1,0,0,0,0,0,"-9.7000,0.08,2.931",180,1
,3172004,,3172,1,21363,0,1,0,0,0,0,0,"9.95000,0.08,2.931",180,1
,3172005,,3172,1,21364,0,1,0,0,0,0,0,"-0.3200,2.22,35.14",180,1
,3172011,,3172,4,1094,0,1,0,0,0,0,0,"0.27871,0.01,12.15",180,1
,3172012,,3172,4,1094,0,1,0,0,0,0,0,"-9.2,0.01,-15",180,1
,3172013,,3172,4,1094,0,1,0,0,0,0,0,"9.2,0.01,-15",180,1
,3172018,,3172,4,1141,0,1,0,0,0,0,0,"-13.93,0,-9.4",90,1
,3172019,,3172,4,1141,0,1,0,0,0,0,0,"13.85,0,-9.31",90,1
,3172020,,3172,4,1141,0,1,0,0,0,0,0,"-13.93,0,2.07",90,1
,3172021,,3172,4,1141,0,1,0,0,0,0,0,"14.28,0,1.901",90,1
,3172201,,3172,2,200905,1,1,1,0,0,0,76,,0,1
,3172202,,3172,2,200906,2,1,1,0,0,0,76,,0,1
,3172203,,3172,2,200907,3,1,1,0,0,0,76,,0,1
,3172204,,3172,2,200908,4,1,1,0,0,0,76,,0,1
,3172205,,3172,2,200909,5,1,1,0,0,0,76,,0,1
,3172301,,3172,1,21365,0,1,0,0,0,0,0,"-20.800,0.08,-20.1",90,1
,3172302,,3172,1,21366,0,1,0,0,0,0,0,"22.4000,0.08,-22.3",-90,1
,3172303,,3172,1,21367,0,1,0,0,0,0,0,"-20.960,0.08,5.391",90,1
,3172304,,3172,1,21368,0,1,0,0,0,0,0,"21.6500,0.08,4.101",-90,1
