,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
,1001715,蜘蛛女王,0,2,2,6,1,1,1001715,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001716,荒漠异蝎,0,0,1,2,1,0,1001716,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001717,雾夜女巫,0,0,1,6,1,0,1001717,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001718,幽冥鬼煞,0,0,1,6,2,1,1001718,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001719,魅影幻像,0,0,1,6,2,1,1001719,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001720,蜘蛛女王,0,2,2,6,1,1,1001720,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001721,荒漠异蝎,0,0,1,2,1,0,1001721,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001722,雾夜女巫,0,0,1,6,1,0,1001722,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001723,幽冥鬼煞,0,0,1,6,2,1,1001723,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001724,魅影幻像,0,0,1,6,2,1,1001724,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001725,蜘蛛女王,0,2,2,6,1,1,1001725,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001726,荒漠异蝎,0,0,1,2,1,0,1001726,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001727,雾夜女巫,0,0,1,6,1,0,1001727,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001728,幽冥鬼煞,0,0,1,6,2,1,1001728,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001729,魅影幻像,0,0,1,6,2,1,1001729,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001730,蜘蛛女王,0,2,2,6,1,1,1001730,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001731,荒漠异蝎,0,0,1,2,1,0,1001731,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001732,雾夜女巫,0,0,1,6,1,0,1001732,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001733,幽冥鬼煞,0,0,1,6,2,1,1001733,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001734,魅影幻像,0,0,1,6,2,1,1001734,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001735,蜘蛛女王,0,2,2,6,1,1,1001735,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001736,荒漠异蝎,0,0,1,2,1,0,1001736,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001737,雾夜女巫,0,0,1,6,1,0,1001737,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001738,幽冥鬼煞,0,0,1,6,2,1,1001738,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001739,魅影幻像,0,0,1,6,2,1,1001739,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001740,蜘蛛女王,0,2,2,6,1,1,1001740,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001741,荒漠异蝎,0,0,1,2,1,0,1001741,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001742,雾夜女巫,0,0,1,6,1,0,1001742,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001743,幽冥鬼煞,0,0,1,6,2,1,1001743,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001744,魅影幻像,0,0,1,6,2,1,1001744,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001745,蜘蛛女王,0,2,2,6,1,1,1001745,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001746,荒漠异蝎,0,0,1,2,1,0,1001746,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001747,雾夜女巫,0,0,1,6,1,0,1001747,,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1001748,幽冥鬼煞,0,0,1,6,2,1,1001748,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001749,魅影幻像,0,0,1,6,2,1,1001749,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001750,蜘蛛女王,0,2,2,6,1,1,1001750,,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
