,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
,1368710,,果然！我就说，这种商人吝啬得很怎么可能这么大方。伦纳德，你被那商人坑了吧？这宝石一定有问题，你还是早点扔了吧。,,,,果然！我就说，这种商人吝啬得很怎么可能这么大方。伦纳德，你被那商人坑了吧？这宝石一定有问题，你还是早点扔了吧。
,1368711,,爱琳娜，你居然会关心我，我感觉心里温暖了许多。不过，我觉得，既然我遇上了这种事，那我就该解决它，而不是选择逃避。,,,,爱琳娜，你居然会关心我，我感觉心里温暖了许多。不过，我觉得，既然我遇上了这种事，那我就该解决它，而不是选择逃避。
,1368712,,据比多猫大人说，此事或许与执念有关。但我们查阅了许多书籍，都没有找到任何有关的记载。我想，我需要寻找一个能懂执念的……,,,,据比多猫大人说，此事或许与执念有关。但我们查阅了许多书籍，都没有找到任何有关的记载。我想，我需要寻找一个能懂执念的……
,1368713,,执念？！那不是桑妮祭司提过的嘛？伦纳德，我知道谁能帮你了！我们去找桑妮祭司吧！,,,,执念？！那不是桑妮祭司提过的嘛？伦纳德，我知道谁能帮你了！我们去找桑妮祭司吧！
,1368801,,温丽，怎么一脸着急的样子？难道说，你和西蒙终于决定要结婚了吗？！我马上为你们准备婚……,,,,温丽，怎么一脸着急的样子？难道说，你和西蒙终于决定要结婚了吗？！我马上为你们准备婚……
,1368802,,不是的啦！桑妮姐姐，事情是这样的……,,,,不是的啦！桑妮姐姐，事情是这样的……
,1368803,,（接下来，温丽向桑妮讲述了伦纳德最近的遭遇，以及他们对宝石上<br>    附有执念的猜测。）,,,,（接下来，温丽向桑妮讲述了伦纳德最近的遭遇，以及他们对宝石上<br>    附有执念的猜测。）
,1368804,,唔……没有错，这颗宝石上附着一股很深的执念。只是这执念……,,,,唔……没有错，这颗宝石上附着一股很深的执念。只是这执念……
,1368805,,桑妮姐姐，这上面的执念怎么了？,,,,桑妮姐姐，这上面的执念怎么了？
,1368806,,这执念太过混沌，我只能断断续续地感受到一种强烈的不舍情绪……很抱歉，我没能得到更多有用的信息……,,,,这执念太过混沌，我只能断断续续地感受到一种强烈的不舍情绪……很抱歉，我没能得到更多有用的信息……
,1368807,,不过，只有了解清楚执念的缘由，宽慰他们，他们才会彻底离去……,,,,不过，只有了解清楚执念的缘由，宽慰他们，他们才会彻底离去……
,1368808,,这位温柔的少女，你并不需要为此事而皱眉，你已经帮助我很多了。此事过后，不知我能否邀请你共度晚餐，以表达我的感谢。,,,,这位温柔的少女，你并不需要为此事而皱眉，你已经帮助我很多了。此事过后，不知我能否邀请你共度晚餐，以表达我的感谢。
,1368809,,（这人又开始惯性撩拨少女的心了……）伦纳德，说正事。你详细说说那天的情景，看看有没有什么忽略的细节。,,,,（这人又开始惯性撩拨少女的心了……）伦纳德，说正事。你详细说说那天的情景，看看有没有什么忽略的细节。
,1368810,,说起来，那晚彭仑富商无论如何都不愿意说出宝石的来源，只是支支吾吾地称，他意外获得了一批宝石，可是没有帮手帮忙运送。,,,,说起来，那晚彭仑富商无论如何都不愿意说出宝石的来源，只是支支吾吾地称，他意外获得了一批宝石，可是没有帮手帮忙运送。
,1368811,,诶，彭仑富商？今日前来祷告的几位老奶奶称，她们在旅馆看见一个穿着绿衣服的富商，趁着夜深人静偷偷地往外运箱子，神色紧张。,,,,诶，彭仑富商？今日前来祷告的几位老奶奶称，她们在旅馆看见一个穿着绿衣服的富商，趁着夜深人静偷偷地往外运箱子，神色紧张。
,1368812,,她们觉得十分可疑，专门向旅馆老板打听了那人名字，想着一有不对劲便马上向禁卫军报案。如果没记错的话，那人就叫纳斯·彭仑。,,,,她们觉得十分可疑，专门向旅馆老板打听了那人名字，想着一有不对劲便马上向禁卫军报案。如果没记错的话，那人就叫纳斯·彭仑。
,1368813,,听起来那位富商的确很可疑……走吧，我们去旅馆当面问问他吧！,,,,听起来那位富商的确很可疑……走吧，我们去旅馆当面问问他吧！
,1368901,,（众人刚到旅馆，便迎面撞上了神色匆匆的彭仑富商。而不远处，是<br>    正在巡逻的禁卫军。）,,,,（众人刚到旅馆，便迎面撞上了神色匆匆的彭仑富商。而不远处，是<br>    正在巡逻的禁卫军。）
,1368902,,嘿，彭仑！上回你拜托我找人运送的那批宝石，究竟是从哪里获得<br>的？你给我的那颗宝石，我……,,,,嘿，彭仑！上回你拜托我找人运送的那批宝石，究竟是从哪里获得<br>的？你给我的那颗宝石，我……
,1368903,,（慌张地左顾右盼，打断了伦纳德的话。）这……这种事情你就不需要知道了吧。反正我给你的宝石，绝对是极品，你知道这就行了！,,,,（慌张地左顾右盼，打断了伦纳德的话。）这……这种事情你就不需要知道了吧。反正我给你的宝石，绝对是极品，你知道这就行了！
,1368904,,我说，看你这一脸心虚的样子，那些宝石该不会是用什么非法手段获得的吧？不然有什么不敢说的？啧啧，里面不会还沾染了人命吧？,,,,我说，看你这一脸心虚的样子，那些宝石该不会是用什么非法手段获得的吧？不然有什么不敢说的？啧啧，里面不会还沾染了人命吧？
,1368905,,对了，你刚是在躲那边那些巡逻的禁卫军吧？不如，我们找他们聊<br>聊，说不定你会有所启发？,,,,对了，你刚是在躲那边那些巡逻的禁卫军吧？不如，我们找他们聊<br>聊，说不定你会有所启发？
,1368906,,别别……有事好商量……我，我怎么这么倒霉啊！我说啦，我说啦！那些宝石，是我从一个矿洞的奴隶矿工手里低价收购来的啦！,,,,别别……有事好商量……我，我怎么这么倒霉啊！我说啦，我说啦！那些宝石，是我从一个矿洞的奴隶矿工手里低价收购来的啦！
,1368907,,本以为捡到了宝，谁知道……嗨呀，那颗宝石你们也察觉出不对了<br>吧？！我也是因为这事才知道，那批宝石应该是有问题……,,,,本以为捡到了宝，谁知道……嗨呀，那颗宝石你们也察觉出不对了<br>吧？！我也是因为这事才知道，那批宝石应该是有问题……
,1368908,,但真正来源我没去查过啊！也不知是谁多事……今早一醒来，旅馆就来了一群禁卫军查东西……还有你们也来了……真是倒霉透了！,,,,但真正来源我没去查过啊！也不知是谁多事……今早一醒来，旅馆就来了一群禁卫军查东西……还有你们也来了……真是倒霉透了！
,1368909,,当然是热心的湖畔镇居民发现了你的猫腻。行吧，那你把那位奴隶矿工的住址告诉我吧。禁卫军什么的，我就不和他们聊了。,,,,当然是热心的湖畔镇居民发现了你的猫腻。行吧，那你把那位奴隶矿工的住址告诉我吧。禁卫军什么的，我就不和他们聊了。
,1368910,,那人住在罗兰镇罗兰街道69号！,,,,那人住在罗兰镇罗兰街道69号！
,1368911,,算你识趣。走吧，我们去那位矿工家看看。,,,,算你识趣。走吧，我们去那位矿工家看看。
,1369001,,（面对西蒙等人的登门拜访，十分警惕。）你……你们是谁？,,,,（面对西蒙等人的登门拜访，十分警惕。）你……你们是谁？
,1369002,,你好，我们听彭仑富商说，他从你这低价收购了一批宝石……你别紧张，我们不是来抓你的。我们只是想问问，这颗宝石你有没有……,,,,你好，我们听彭仑富商说，他从你这低价收购了一批宝石……你别紧张，我们不是来抓你的。我们只是想问问，这颗宝石你有没有……
,1369003,,（伦纳德配合地从口袋中拿出宝石递给矿工亚摩斯。矿工只是看了一<br>    眼，神情竟变得更紧张了。）,,,,（伦纳德配合地从口袋中拿出宝石递给矿工亚摩斯。矿工只是看了一<br>    眼，神情竟变得更紧张了。）
,1369004,,不，不知道。没事的话，请你们走吧。,,,,不，不知道。没事的话，请你们走吧。
,1369005,,（这家伙一看就在撒谎。）哦？我们还没问呢，你就不知道了？那你知道，这宝石上里面有奇~怪的东西哦~说不定今晚就会找你呢~,,,,（这家伙一看就在撒谎。）哦？我们还没问呢，你就不知道了？那你知道，这宝石上里面有奇~怪的东西哦~说不定今晚就会找你呢~
,1369006,,是……他吗？！……不……不可能！他……又不是我害他的！他要找也不该找我啊！,,,,是……他吗？！……不……不可能！他……又不是我害他的！他要找也不该找我啊！
,1369007,,害他？！这究竟是怎么回事啊！大叔，请你告诉我们吧！,,,,害他？！这究竟是怎么回事啊！大叔，请你告诉我们吧！
,1369008,,这……宝石，是亚德里那家伙挖出来的……他想要私藏……结果被矿洞主……唉，都是命啊。银母矿洞这种地方，吃人不见血……,,,,这……宝石，是亚德里那家伙挖出来的……他想要私藏……结果被矿洞主……唉，都是命啊。银母矿洞这种地方，吃人不见血……
,1369009,,亚德里是几个月前被骗来矿洞的。他以为自己只要努力干活，就能多赚点钱给家里，让家里人过上好日子……,,,,亚德里是几个月前被骗来矿洞的。他以为自己只要努力干活，就能多赚点钱给家里，让家里人过上好日子……
,1369010,,可谁想到矿洞主克扣，东扣西扣后本就少的薪酬更是所剩无几……<br>唉，他想藏个宝石却搭上了自己……直到咽气他也不愿松开宝石……,,,,可谁想到矿洞主克扣，东扣西扣后本就少的薪酬更是所剩无几……<br>唉，他想藏个宝石却搭上了自己……直到咽气他也不愿松开宝石……
,1369011,,说真的，亚德里是我见过最有责任心的男人了。矿洞里再苦再累，他都咬牙坚持……撑着一口气，要为远方的家人寄生活费……,,,,说真的，亚德里是我见过最有责任心的男人了。矿洞里再苦再累，他都咬牙坚持……撑着一口气，要为远方的家人寄生活费……
,1369012,,真是太过分了！他们怎么可以这么无法无天，都没人管的吗！,,,,真是太过分了！他们怎么可以这么无法无天，都没人管的吗！
,1369013,,这种私人承包的矿洞，对外都是包装成良心工业，只有暗地调查，才能看到真相……不然，我，亚德里，成百的矿工们又怎会被骗……,,,,这种私人承包的矿洞，对外都是包装成良心工业，只有暗地调查，才能看到真相……不然，我，亚德里，成百的矿工们又怎会被骗……
,1369014,,说起来，我也是幸运。那天有几个人来银母矿洞大闹一番，砸晕了工头，我才趁乱扒拉了些宝石逃了出来……否则，我也早晚得死里头。,,,,说起来，我也是幸运。那天有几个人来银母矿洞大闹一番，砸晕了工头，我才趁乱扒拉了些宝石逃了出来……否则，我也早晚得死里头。
,1369015,,（听到亚摩斯提起所谓的矿洞风波，温丽和西蒙尴尬地相视一笑。）,,,,（听到亚摩斯提起所谓的矿洞风波，温丽和西蒙尴尬地相视一笑。）
,1369016,,责任……难怪执念即使混沌不堪，却有那么强烈的不舍。亚德里的执念，或许就是把这颗宝石带回给家人，尽到他身为丈夫的责任……,,,,责任……难怪执念即使混沌不堪，却有那么强烈的不舍。亚德里的执念，或许就是把这颗宝石带回给家人，尽到他身为丈夫的责任……
,1369017,,伦纳德，不如我们把这颗宝石送给亚德里的家人吧？他的家人……一定比我们需要这颗宝石。,,,,伦纳德，不如我们把这颗宝石送给亚德里的家人吧？他的家人……一定比我们需要这颗宝石。
,1369018,,我怎么会拒绝温丽小姐这么善良的提议呢？亚摩斯先生，你知道亚德里老家的住址吗？,,,,我怎么会拒绝温丽小姐这么善良的提议呢？亚摩斯先生，你知道亚德里老家的住址吗？
,1369019,,我听他说过，在罗兰镇香榭街90号！你们是要去他家吗？等等，我这还有个东西。（从口袋里拿出一个早已污浊不堪的幸运符。）,,,,我听他说过，在罗兰镇香榭街90号！你们是要去他家吗？等等，我这还有个东西。（从口袋里拿出一个早已污浊不堪的幸运符。）
,1369020,,这是他临死前还攥着的幸运符……我逃出来时，也顺便带了出来，想着给他家里报个信……还没机会送去。你们一起带给他家里人吧。,,,,这是他临死前还攥着的幸运符……我逃出来时，也顺便带了出来，想着给他家里报个信……还没机会送去。你们一起带给他家里人吧。
,1369101,,你好，请问你是亚德里的家人吗？,,,,你好，请问你是亚德里的家人吗？
,1369102,,是的，你们是来找亚德里的？我也一直都在找他……这家伙，半年前外出，说是要努力让我和孩子过上好日子……结果便再没了音讯。,,,,是的，你们是来找亚德里的？我也一直都在找他……这家伙，半年前外出，说是要努力让我和孩子过上好日子……结果便再没了音讯。
,1369103,,（桑妮拿着宝石和幸运符，张了张嘴，不忍说出口。）,,,,（桑妮拿着宝石和幸运符，张了张嘴，不忍说出口。）
,1369104,,还是让我来说吧，是这样的，莱伊女士，您的丈夫亚德里不幸去世。这颗宝石是他这几年赚的工钱，委托我们送给你。,,,,还是让我来说吧，是这样的，莱伊女士，您的丈夫亚德里不幸去世。这颗宝石是他这几年赚的工钱，委托我们送给你。
,1369105,,（看着宝石和幸运符，哭了出来。）他……他去世了？他……<br>他……怎么忍心丢下我和孩子……不是说好要平安回来的吗……,,,,（看着宝石和幸运符，哭了出来。）他……他去世了？他……<br>他……怎么忍心丢下我和孩子……不是说好要平安回来的吗……
,1369106,,这幸运符……还是他临走前，我给他求的……我总和他说，家里苦点没事，一家人平平安安就好了……他……怎么就走了呢……,,,,这幸运符……还是他临走前，我给他求的……我总和他说，家里苦点没事，一家人平平安安就好了……他……怎么就走了呢……
,1369107,,执念的情绪也变得悲伤了起来……<br>莱伊女士，你别太难过了。亚德里他……应该不想看见你这样。,,,,执念的情绪也变得悲伤了起来……<br>莱伊女士，你别太难过了。亚德里他……应该不想看见你这样。
,1369108,,是啊，那家伙……他最大的心愿，就是我和孩子幸福……最想得到的礼物，就是一家人的笑容……可如果他走了，这些又有什么意义……,,,,是啊，那家伙……他最大的心愿，就是我和孩子幸福……最想得到的礼物，就是一家人的笑容……可如果他走了，这些又有什么意义……
,1369109,,那家伙，总觉得只有富足的生活，才能让我和孩子开心……可……<br>唉……不小心和你们说太多了……谢谢，谢谢你们把东西送回来。,,,,那家伙，总觉得只有富足的生活，才能让我和孩子开心……可……<br>唉……不小心和你们说太多了……谢谢，谢谢你们把东西送回来。
,1369110,,不用谢。莱伊女士，希望你能获得幸福。,,,,不用谢。莱伊女士，希望你能获得幸福。
,1369201,,……执念……变淡了……<br>（闭上眼睛，默默祷告。）愿女神抚慰你的痛苦，灵魂得以安息。,,,,……执念……变淡了……<br>（闭上眼睛，默默祷告。）愿女神抚慰你的痛苦，灵魂得以安息。
,1369202,,……唉。希望亚德里拼死挣回的宝石，能让他的家人，如他所愿，过上好日子吧。,,,,……唉。希望亚德里拼死挣回的宝石，能让他的家人，如他所愿，过上好日子吧。
,1369203,,嗯，一定会的。愿世上所有飘荡浮沉的执念，都能得到抚慰，安心离去。,,,,嗯，一定会的。愿世上所有飘荡浮沉的执念，都能得到抚慰，安心离去。
